GRIDCODE,CVENTMUN,Fur,Frur,Fpob,Suma de Pob_Urb_Cel,Suma de POB  RURAL en CELL,Promedio de POB_TOTxMUN rur,
6362716,02002,,0.001043461,0.001043461,,103,98710,
6362717,02002,,6.07841E-05,6.07841E-05,,6,98710,
6362721,02002,,0.000192483,0.000192483,,19,98710,
6362723,02002,,0.000111438,0.000111438,,11,98710,
6362724,02002,,8.10455E-05,8.10455E-05,,8,98710,
6362725,02002,,1.01307E-05,1.01307E-05,,1,98710,
6362727,26055,,9.29023E-05,9.29023E-05,,1,10764,
6362730,26055,,0.00287997,0.00287997,,31,10764,
6362731,26055,,0.000278707,0.000278707,,3,10764,
6362732,26055,,0.000371609,0.000371609,,4,10764,
6362734,26055,,0.000185805,0.000185805,,2,10764,
6362736,26055,1.33383E-06,,1.33383E-06,0.223569409,,,167614
6362737,26055,0.001172898,0.000743218,0.001146969,196.5940988,8,10764,167614
6365862,02002,,0.006341809,0.006341809,,626,98710,
6365864,02002,,6.07841E-05,6.07841E-05,,6,98710,
6365865,02002,,0.000121568,0.000121568,,12,98710,
6365870,02002,,4.05227E-05,4.05227E-05,,4,98710,
6365873,02002,,1.01307E-05,1.01307E-05,,1,98710,
6365877,02002,,9.11762E-05,9.11762E-05,,9,98710,
6365878,02002,,3.03921E-05,3.03921E-05,,3,98710,
6365879,02002,,0.000182352,0.000182352,,18,98710,
6365882,02002,,0.000101307,0.000101307,,10,98710,
6365883,02002,,0.000233006,0.000233006,,23,98710,
6365887,02002,,0.000101307,0.000101307,,10,98710,
6365901,02002,,0.0047209,0.0047209,,466,98710,
6365902,02002,,4.05227E-05,4.05227E-05,,4,98710,
6365903,02002,,0.000709148,0.000709148,,70,98710,
6365906,26055,,0.000185805,0.000185805,,2,10764,
6365915,26055,6.19234E-06,0.000185805,1.70308E-05,1.037923602,2,10764,167614
6369039,02002,,0.000384966,0.000384966,,38,98710,
6369040,02002,,0.00014183,0.00014183,,14,98710,
6369046,02002,1.37399E-05,,1.37399E-05,11.51562499,,,838116
6369047,02002,3.74194E-06,,3.74194E-06,3.136183715,,,838116
6369056,02002,,0.000111438,0.000111438,,11,98710,
6369057,02002,,0.00679769,0.00679769,,671,98710,
6369058,02002,,2.02614E-05,2.02614E-05,,2,98710,
6369060,02002,,0.000557188,0.000557188,,55,98710,
6369061,02002,,8.10455E-05,8.10455E-05,,8,98710,
6369062,02002,,0.000273529,0.000273529,,27,98710,
6369063,02002,,0.00015196,0.00015196,,15,98710,
6369064,02002,,0.00015196,0.00015196,,15,98710,
6369065,02002,,0.000273529,0.000273529,,27,98710,
6369068,02002,,0.023412015,0.023412015,,2311,98710,
6369069,02002,,0.009077095,0.009077095,,896,98710,
6369071,02002,,4.05227E-05,4.05227E-05,,4,98710,
6369073,02002,,1.01307E-05,1.01307E-05,,1,98710,
6369078,02002,,8.10455E-05,8.10455E-05,,8,98710,
6369081,02002,,0.000121568,0.000121568,,12,98710,
6369082,02002,,4.05227E-05,4.05227E-05,,4,98710,
6369088,02002,,5.06534E-05,5.06534E-05,,5,98710,
6369089,02002,,2.02614E-05,2.02614E-05,,2,98710,
6372219,02002,,0.005055212,0.005055212,,499,98710,
6372224,02002,0.001023325,,0.001023325,857.6653948,,,838116
6372225,02002,0.001170185,,0.001170185,980.7504269,,,838116
6372229,02002,,7.09148E-05,7.09148E-05,,7,98710,
6372238,02002,,0.000111438,0.000111438,,11,98710,
6372240,02002,,0.000101307,0.000101307,,10,98710,
6372241,02002,,9.11762E-05,9.11762E-05,,9,98710,
6372242,02002,,0.000111438,0.000111438,,11,98710,
6372244,02002,,0.000233006,0.000233006,,23,98710,
6372246,02002,,1.01307E-05,1.01307E-05,,1,98710,
6372248,02002,,0.000668625,0.000668625,,66,98710,
6372249,02002,,4.05227E-05,4.05227E-05,,4,98710,
6372251,02002,,0.000749671,0.000749671,,74,98710,
6372253,02002,,0.013970216,0.013970216,,1379,98710,
6372261,02002,,5.06534E-05,5.06534E-05,,5,98710,
6372264,02002,,0.009573498,0.009573498,,945,98710,
6372265,02002,,0.000172222,0.000172222,,17,98710,
6372267,02002,,0.000415358,0.000415358,,41,98710,
6372268,02002,,2.02614E-05,2.02614E-05,,2,98710,
6372270,02002,,0.004254888,0.004254888,,420,98710,
6375395,02002,,0.000324182,0.000324182,,32,98710,
6375402,02002,0.001057771,,0.001057771,886.5351537,,,838116
6375403,02002,0.000413304,0.000415358,0.000413521,346.3968783,41,98710,838116
6375405,02002,,0.000628103,0.000628103,,62,98710,
6375414,02002,,6.07841E-05,6.07841E-05,,6,98710,
6375417,02002,,0.000780063,0.000780063,,77,98710,
6375418,02002,,3.03921E-05,3.03921E-05,,3,98710,
6375426,02002,,6.07841E-05,6.07841E-05,,6,98710,
6375428,02002,,0.008246378,0.008246378,,814,98710,
6375436,02002,,0.009725458,0.009725458,,960,98710,
6375438,02002,,9.11762E-05,9.11762E-05,,9,98710,
6375439,02002,0.00035852,,0.00035852,300.4811321,,,838116
6375440,02002,0.000204283,,0.000204283,171.2130178,,,838116
6375441,02002,,0.00015196,0.00015196,,15,98710,
6375443,02002,,0.000202614,0.000202614,,20,98710,
6375444,02002,,0.000192483,0.000192483,,19,98710,
6375445,02002,,0.00015196,0.00015196,,15,98710,
6375446,02002,,0.001398035,0.001398035,,138,98710,
6375448,02002,,6.07841E-05,6.07841E-05,,6,98710,
6375449,02002,,8.10455E-05,8.10455E-05,,8,98710,
6378571,02002,,7.09148E-05,7.09148E-05,,7,98710,
6378573,02002,,0.000769932,0.000769932,,76,98710,
6378580,02002,4.21643E-10,,4.21643E-10,0.000353386,,,838116
6378584,02002,,1.01307E-05,1.01307E-05,,1,98710,
6378587,02002,,0.006362071,0.006362071,,628,98710,
6378589,02002,,5.06534E-05,5.06534E-05,,5,98710,
6378593,02002,,0.000172222,0.000172222,,17,98710,
6378595,02002,,0.000101307,0.000101307,,10,98710,
6378596,02002,,6.07841E-05,6.07841E-05,,6,98710,
6378597,02002,,2.02614E-05,2.02614E-05,,2,98710,
6378604,02002,,0.017029683,0.017029683,,1681,98710,
6378612,02002,,5.06534E-05,5.06534E-05,,5,98710,
6378614,02002,,6.07841E-05,6.07841E-05,,6,98710,
6378617,02002,0.002612479,,0.002612479,2189.560452,,,838116
6378618,02002,0.001789677,,0.001789677,1499.956763,,,838116
6378620,02002,,6.07841E-05,6.07841E-05,,6,98710,
6378621,02002,,0.000101307,0.000101307,,10,98710,
6378622,02002,,0.000314051,0.000314051,,31,98710,
6378626,02002,,2.02614E-05,2.02614E-05,,2,98710,
6381754,02002,,6.07841E-05,6.07841E-05,,6,98710,
6381757,02002,,5.06534E-05,5.06534E-05,,5,98710,
6381760,02002,,0.000111438,0.000111438,,11,98710,
6381761,02002,,0.000466012,0.000466012,,46,98710,
6381762,02002,,5.06534E-05,5.06534E-05,,5,98710,
6381770,02002,,4.05227E-05,4.05227E-05,,4,98710,
6381771,02002,,0.000861108,0.000861108,,85,98710,
6381772,02002,,7.09148E-05,7.09148E-05,,7,98710,
6381774,02002,,8.10455E-05,8.10455E-05,,8,98710,
6381775,02002,,0.000334313,0.000334313,,33,98710,
6381778,02002,,5.06534E-05,5.06534E-05,,5,98710,
6381786,02002,,1.01307E-05,1.01307E-05,,1,98710,
6381790,02002,,0.006311417,0.006311417,,623,98710,
6381793,02002,,4.05227E-05,4.05227E-05,,4,98710,
6381794,02002,,3.03921E-05,3.03921E-05,,3,98710,
6381795,02002,0.000661588,,0.000661588,554.4871262,,,838116
6381796,02002,0.000459724,0.000577449,0.000472128,385.3016358,57,98710,838116
6381797,02002,,8.10455E-05,8.10455E-05,,8,98710,
6381798,02002,,1.01307E-05,1.01307E-05,,1,98710,
6381799,02002,,0.000111438,0.000111438,,11,98710,
6381800,02002,,7.09148E-05,7.09148E-05,,7,98710,
6381802,02002,,0.005997366,0.005997366,,592,98710,
6381804,02002,,0.000202614,0.000202614,,20,98710,
6384924,02002,,0.001205552,0.001205552,,119,98710,
6384925,02002,,0.000172222,0.000172222,,17,98710,
6384926,02002,,7.09148E-05,7.09148E-05,,7,98710,
6384928,02002,,0.000830716,0.000830716,,82,98710,
6384929,02002,,0.000243136,0.000243136,,24,98710,
6384931,02002,,5.06534E-05,5.06534E-05,,5,98710,
6384932,02002,,0.000678756,0.000678756,,67,98710,
6384934,02002,,9.11762E-05,9.11762E-05,,9,98710,
6384935,02002,,0.000222875,0.000222875,,22,98710,
6384938,02002,,0.000101307,0.000101307,,10,98710,
6384939,02002,,0.000101307,0.000101307,,10,98710,
6384946,02002,,0.001762739,0.001762739,,174,98710,
6384947,02002,,0.000162091,0.000162091,,16,98710,
6384951,02002,,6.07841E-05,6.07841E-05,,6,98710,
6384952,02002,,0.000121568,0.000121568,,12,98710,
6384954,02002,,0.008611083,0.008611083,,850,98710,
6384955,02002,,3.03921E-05,3.03921E-05,,3,98710,
6384957,02002,,4.05227E-05,4.05227E-05,,4,98710,
6384959,02002,,0.000101307,0.000101307,,10,98710,
6384967,02002,,0.000324182,0.000324182,,32,98710,
6384970,02002,,5.06534E-05,5.06534E-05,,5,98710,
6384971,02002,,3.03921E-05,3.03921E-05,,3,98710,
6384972,02002,,1.01307E-05,1.01307E-05,,1,98710,
6384973,02002,,0.000536926,0.000536926,,53,98710,
6384975,02002,,0.001286597,0.001286597,,127,98710,
6384977,02002,,0.000111438,0.000111438,,11,98710,
6384978,02002,,0.000243136,0.000243136,,24,98710,
6384982,02002,,0.002259143,0.002259143,,223,98710,
6388102,02002,,0.000111438,0.000111438,,11,98710,
6388103,02002,,4.05227E-05,4.05227E-05,,4,98710,
6388104,02002,,5.06534E-05,5.06534E-05,,5,98710,
6388106,02002,,0.00147908,0.00147908,,146,98710,
6388107,02002,,0.000729409,0.000729409,,72,98710,
6388110,02002,,0.000749671,0.000749671,,74,98710,
6388111,02002,,8.10455E-05,8.10455E-05,,8,98710,
6388112,02002,,0.002411103,0.002411103,,238,98710,
6388115,02002,,2.02614E-05,2.02614E-05,,2,98710,
6388125,02002,,0.000202614,0.000202614,,20,98710,
6388134,02002,,2.02614E-05,2.02614E-05,,2,98710,
6388138,02002,,0.000131699,0.000131699,,13,98710,
6388139,02002,,6.07841E-05,6.07841E-05,,6,98710,
6388142,02002,,1.01307E-05,1.01307E-05,,1,98710,
6388145,02002,,7.09148E-05,7.09148E-05,,7,98710,
6388146,02002,,0.000202614,0.000202614,,20,98710,
6388147,02002,,9.11762E-05,9.11762E-05,,9,98710,
6388148,02002,,6.07841E-05,6.07841E-05,,6,98710,
6388149,02002,,4.05227E-05,4.05227E-05,,4,98710,
6388150,02002,,0.000172222,0.000172222,,17,98710,
6388152,02002,,0.000111438,0.000111438,,11,98710,
6388153,02002,,0.001215682,0.001215682,,120,98710,
6388154,02002,,0.001165029,0.001165029,,115,98710,
6388155,02002,,0.00014183,0.00014183,,14,98710,
6388156,02002,,0.00014183,0.00014183,,14,98710,
6388157,02002,,0.005642792,0.005642792,,557,98710,
6388160,02002,,0.000101307,0.000101307,,10,98710,
6388161,02002,,0.000162091,0.000162091,,16,98710,
6391279,02002,,6.07841E-05,6.07841E-05,,6,98710,
6391280,02002,,4.05227E-05,4.05227E-05,,4,98710,
6391281,02002,,4.05227E-05,4.05227E-05,,4,98710,
6391282,02002,,5.06534E-05,5.06534E-05,,5,98710,
6391283,02002,,0.000466012,0.000466012,,46,98710,
6391284,02002,,0.000283659,0.000283659,,28,98710,
6391290,02002,,0.010414345,0.010414345,,1028,98710,
6391291,02002,,1.01307E-05,1.01307E-05,,1,98710,
6391300,02002,,0.00457907,0.00457907,,452,98710,
6391303,02002,,5.06534E-05,5.06534E-05,,5,98710,
6391305,02002,,3.03921E-05,3.03921E-05,,3,98710,
6391309,02002,,2.02614E-05,2.02614E-05,,2,98710,
6391323,02002,,0.000314051,0.000314051,,31,98710,
6391324,02002,,0.000374835,0.000374835,,37,98710,
6391325,02002,,6.07841E-05,6.07841E-05,,6,98710,
6391327,02002,,9.11762E-05,9.11762E-05,,9,98710,
6391328,02002,,0.000111438,0.000111438,,11,98710,
6391330,02002,,8.10455E-05,8.10455E-05,,8,98710,
6391331,02002,,0.000202614,0.000202614,,20,98710,
6391333,02002,,9.11762E-05,9.11762E-05,,9,98710,
6391334,02002,,6.07841E-05,6.07841E-05,,6,98710,
6391335,02002,,0.000172222,0.000172222,,17,98710,
6391338,02002,,6.07841E-05,6.07841E-05,,6,98710,
6391339,02002,,9.11762E-05,9.11762E-05,,9,98710,
6394457,02002,,0.000101307,0.000101307,,10,98710,
6394458,02002,,1.01307E-05,1.01307E-05,,1,98710,
6394459,02002,,7.09148E-05,7.09148E-05,,7,98710,
6394460,02002,,7.09148E-05,7.09148E-05,,7,98710,
6394461,02002,,0.000749671,0.000749671,,74,98710,
6394462,02002,,0.000162091,0.000162091,,16,98710,
6394465,02002,,2.02614E-05,2.02614E-05,,2,98710,
6394466,02002,,0.000273529,0.000273529,,27,98710,
6394467,02002,,8.10455E-05,8.10455E-05,,8,98710,
6394482,02002,,1.01307E-05,1.01307E-05,,1,98710,
6394486,02002,9.09892E-05,,9.09892E-05,76.25952124,,,838116
6394487,02002,1.68238E-05,,1.68238E-05,14.10026534,,,838116
6394498,02002,,0.009370884,0.009370884,,925,98710,
6394499,02002,,0.000192483,0.000192483,,19,98710,
6394500,02002,,4.05227E-05,4.05227E-05,,4,98710,
6394501,02002,,0.00029379,0.00029379,,29,98710,
6394502,02002,,0.000172222,0.000172222,,17,98710,
6394503,02002,,7.09148E-05,7.09148E-05,,7,98710,
6394508,02002,,3.03921E-05,3.03921E-05,,3,98710,
6394511,02002,,0.00015196,0.00015196,,15,98710,
6394512,02002,,0.000283659,0.000283659,,28,98710,
6394513,02002,,0.000121568,0.000121568,,12,98710,
6394514,02002,,5.06534E-05,5.06534E-05,,5,98710,
6397634,02002,,1.01307E-05,1.01307E-05,,1,98710,
6397638,02002,,2.02614E-05,2.02614E-05,,2,98710,
6397639,02002,,0.007324486,0.007324486,,723,98710,
6397640,02002,,0.000800324,0.000800324,,79,98710,
6397641,02002,,4.05227E-05,4.05227E-05,,4,98710,
6397642,02002,,0.000222875,0.000222875,,22,98710,
6397643,02002,,0.000253267,0.000253267,,25,98710,
6397644,02002,,0.000243136,0.000243136,,24,98710,
6397645,02002,,0.000344443,0.000344443,,34,98710,
6397646,02002,,0.000233006,0.000233006,,23,98710,
6397652,02002,4.43365E-06,,4.43365E-06,3.715912172,,,838116
6397653,02002,0.000132494,,0.000132494,111.0453635,,,838116
6397654,02002,4.52783E-05,,4.52783E-05,37.94846157,,,838116
6397664,02002,0.000747225,,0.000747225,626.2608238,,,838116
6397665,02002,0.001048286,,0.001048286,878.5853491,,,838116
6397666,02002,0.000212682,,0.000212682,178.2521766,,,838116
6397667,02002,9.83572E-05,,9.83572E-05,82.43470973,,,838116
6397668,02002,9.23207E-05,,9.23207E-05,77.37544149,,,838116
6397669,02002,7.13742E-05,0.000172222,8.20002E-05,59.81989181,17,98710,838116
6397670,02002,,0.000162091,0.000162091,,16,98710,
6397671,02002,,0.00014183,0.00014183,,14,98710,
6397672,02002,,0.011356499,0.011356499,,1121,98710,
6397674,02002,,0.001418296,0.001418296,,140,98710,
6397675,02002,,5.06534E-05,5.06534E-05,,5,98710,
6397677,02002,,3.03921E-05,3.03921E-05,,3,98710,
6397678,02002,0.000153336,,0.000153336,128.5133559,,,838116
6397679,02002,0.001051236,,0.001051236,881.0576743,,,838116
6397681,02002,,2.02614E-05,2.02614E-05,,2,98710,
6397682,02002,,0.000253267,0.000253267,,25,98710,
6397683,02002,,4.05227E-05,4.05227E-05,,4,98710,
6397684,02002,,2.02614E-05,2.02614E-05,,2,98710,
6397685,02002,,0.000111438,0.000111438,,11,98710,
6397686,02002,,0.010444737,0.010444737,,1031,98710,
6397687,02002,,4.05227E-05,4.05227E-05,,4,98710,
6397689,02002,,6.07841E-05,6.07841E-05,,6,98710,
6397690,02002,,0.0008915,0.0008915,,88,98710,
6397691,02002,,5.06534E-05,5.06534E-05,,5,98710,
6397693,02002,,0.000212744,0.000212744,,21,98710,
6400800,02002,,1.01307E-05,1.01307E-05,,1,98710,
6400812,02002,,0.000901631,0.000901631,,89,98710,
6400814,02002,,9.11762E-05,9.11762E-05,,9,98710,
6400816,02002,,1.01307E-05,1.01307E-05,,1,98710,
6400817,02002,,0.002097052,0.002097052,,207,98710,
6400818,02002,,0.000222875,0.000222875,,22,98710,
6400819,02002,,0.000162091,0.000162091,,16,98710,
6400820,02002,,8.10455E-05,8.10455E-05,,8,98710,
6400821,02002,,2.02614E-05,2.02614E-05,,2,98710,
6400822,02002,,0.000435619,0.000435619,,43,98710,
6400830,02002,0.000192967,,0.000192967,161.7288788,,,838116
6400831,02002,0.001538765,,0.001538765,1289.663621,,,838116
6400832,02002,0.000629316,,0.000629316,527.4397988,,,838116
6400833,02002,,0.00044575,0.00044575,,44,98710,
6400834,02002,,8.10455E-05,8.10455E-05,,8,98710,
6400835,02002,,0.00605815,0.00605815,,598,98710,
6400836,02002,,0.000243136,0.000243136,,24,98710,
6400838,02002,,0.006412724,0.006412724,,633,98710,
6400839,02002,,1.01307E-05,1.01307E-05,,1,98710,
6400840,02002,2.56558E-06,2.02614E-05,4.43012E-06,2.150254438,2,98710,838116
6400841,02002,0.000120424,5.06534E-05,0.000113073,100.929687,5,98710,838116
6400842,02002,0.000371964,,0.000371964,311.7493934,,,838116
6400843,02002,0.000130152,,0.000130152,109.0825706,,,838116
6400845,02002,,0.000871239,0.000871239,,86,98710,
6400848,02002,,4.05227E-05,4.05227E-05,,4,98710,
6400855,02002,,0.000526796,0.000526796,,52,98710,
6400856,02002,0.000181107,0.000222875,0.000185508,151.7883597,22,98710,838116
6400857,02002,0.002192276,,0.002192276,1837.381745,,,838116
6400858,02002,0.000810886,,0.000810886,679.6161909,,,838116
6400864,02002,,0.000222875,0.000222875,,22,98710,
6400865,02002,,5.06534E-05,5.06534E-05,,5,98710,
6400866,02002,,1.01307E-05,1.01307E-05,,1,98710,
6400868,02002,,2.02614E-05,2.02614E-05,,2,98710,
6400871,02002,,0.000283659,0.000283659,,28,98710,
6400872,02002,,0.002623848,0.002623848,,259,98710,
6400873,02002,,0.000314051,0.000314051,,31,98710,
6403985,02002,,0.003535609,0.003535609,,349,98710,
6403987,02002,,8.10455E-05,8.10455E-05,,8,98710,
6403988,02002,,9.11762E-05,9.11762E-05,,9,98710,
6403989,02002,,0.000536926,0.000536926,,53,98710,
6403995,02002,,0.000222875,0.000222875,,22,98710,
6403996,02002,,0.000253267,0.000253267,,25,98710,
6403999,02002,,0.000344443,0.000344443,,34,98710,
6404006,02002,0.000124482,4.05227E-05,0.000115636,104.3306221,4,98710,838116
6404008,02002,0.000105733,,0.000105733,88.61687482,,,838116
6404009,02002,0.000233354,,0.000233354,195.5778495,,,838116
6404010,02002,0.000106505,,0.000106505,89.26325461,,,838116
6404012,02002,,0.000709148,0.000709148,,70,98710,
6404013,02002,,0.000111438,0.000111438,,11,98710,
6404014,02002,,3.03921E-05,3.03921E-05,,3,98710,
6404016,02002,,8.10455E-05,8.10455E-05,,8,98710,
6404017,02002,,6.07841E-05,6.07841E-05,,6,98710,
6404018,02002,,2.02614E-05,2.02614E-05,,2,98710,
6404025,02002,,0.005896059,0.005896059,,582,98710,
6404032,02002,,0.000314051,0.000314051,,31,98710,
6404033,02002,,8.10455E-05,8.10455E-05,,8,98710,
6404034,02002,4.36416E-05,2.02614E-05,4.11781E-05,36.57674879,2,98710,838116
6404035,02002,0.00029117,,0.00029117,244.0343972,,,838116
6404036,02002,0.000248213,,0.000248213,208.0315119,,,838116
6404037,02002,,0.000516665,0.000516665,,51,98710,
6404042,02002,,0.000131699,0.000131699,,13,98710,
6404043,02002,,0.000172222,0.000172222,,17,98710,
6404044,02002,,0.000111438,0.000111438,,11,98710,
6404045,02002,,0.000729409,0.000729409,,72,98710,
6404047,02002,,0.00014183,0.00014183,,14,98710,
6404048,02002,,0.000972546,0.000972546,,96,98710,
6404049,02002,,1.01307E-05,1.01307E-05,,1,98710,
6407157,02002,,5.06534E-05,5.06534E-05,,5,98710,
6407158,02002,,0.00442711,0.00442711,,437,98710,
6407163,02002,,0.000253267,0.000253267,,25,98710,
6407164,02002,,0.000172222,0.000172222,,17,98710,
6407165,02002,,0.000222875,0.000222875,,22,98710,
6407166,02002,,0.000607841,0.000607841,,60,98710,
6407167,02002,,0.00014183,0.00014183,,14,98710,
6407168,02002,,8.10455E-05,8.10455E-05,,8,98710,
6407169,02002,,7.09148E-05,7.09148E-05,,7,98710,
6407170,02002,,0.001063722,0.001063722,,105,98710,
6407171,02002,,0.001235944,0.001235944,,122,98710,
6407172,02002,2.00068E-05,0.002968291,0.000330657,16.76800837,293,98710,838116
6407173,02002,0.000124697,0.000324182,0.000145716,104.5103991,32,98710,838116
6407176,02002,,0.000172222,0.000172222,,17,98710,
6407178,02002,0.001860472,,0.001860472,1559.291718,,,838116
6407179,02002,0.003752659,,0.003752659,3145.163746,,,838116
6407180,02002,0.002492095,,0.002492095,2088.66481,,,838116
6407181,02002,0.002289566,0.011944079,0.003306827,1918.921741,1179,98710,838116
6407182,02002,0.000328182,,0.000328182,275.054668,,,838116
6407183,02002,0.000791972,,0.000791972,663.7640173,,,838116
6407184,02002,0.001327332,,0.001327332,1112.458087,,,838116
6407185,02002,4.38599E-05,,4.38599E-05,36.75968577,,,838116
6407186,02002,,2.02614E-05,2.02614E-05,,2,98710,
6407192,02002,,5.06534E-05,5.06534E-05,,5,98710,
6407193,02002,,2.02614E-05,2.02614E-05,,2,98710,
6407202,02002,,0.000273529,0.000273529,,27,98710,
6407205,02002,,0.001438557,0.001438557,,142,98710,
6407210,02002,,6.07841E-05,6.07841E-05,,6,98710,
6407215,02002,,0.000303921,0.000303921,,30,98710,
6407216,02002,,3.03921E-05,3.03921E-05,,3,98710,
6407222,02002,,2.02614E-05,2.02614E-05,,2,98710,
6407228,02002,,0.000212744,0.000212744,,21,98710,
6407229,02002,,0.002765677,0.002765677,,273,98710,
6410334,02002,,3.03921E-05,3.03921E-05,,3,98710,
6410335,02002,,0.000455881,0.000455881,,45,98710,
6410336,02002,,0.000425489,0.000425489,,42,98710,
6410338,02002,,4.05227E-05,4.05227E-05,,4,98710,
6410341,02002,,0.000131699,0.000131699,,13,98710,
6410342,02002,,7.09148E-05,7.09148E-05,,7,98710,
6410343,02002,,0.000617972,0.000617972,,61,98710,
6410344,02002,,0.000111438,0.000111438,,11,98710,
6410345,02002,,9.11762E-05,9.11762E-05,,9,98710,
6410349,02002,,0.000101307,0.000101307,,10,98710,
6410350,02002,0.000399911,0.00132712,0.000497608,335.1719307,131,98710,838116
6410351,02002,0.00050121,,0.00050121,420.0722588,,,838116
6410352,02002,0.001905172,1.01307E-05,0.001705499,1596.755371,1,98710,838116
6410353,02002,0.000426872,,0.000426872,357.7679325,,,838116
6410354,02002,,6.07841E-05,6.07841E-05,,6,98710,
6410355,02002,0.000415028,,0.000415028,347.8417352,,,838116
6410356,02002,0.008668285,,0.008668285,7265.028509,,,838116
6410357,02002,0.004600167,,0.004600167,3855.473242,,,838116
6410358,02002,0.004278497,,0.004278497,3585.876482,,,838116
6410359,02002,0.003825771,,0.003825771,3206.440185,,,838116
6410360,02002,0.000120129,9.11762E-05,0.000117078,100.6821303,9,98710,838116
6410361,02002,3.90192E-05,,3.90192E-05,32.70262894,,,838116
6410362,02002,,0.000425489,0.000425489,,42,98710,
6410364,02002,,7.09148E-05,7.09148E-05,,7,98710,
6410372,02002,,8.10455E-05,8.10455E-05,,8,98710,
6410373,02002,,0.00251241,0.00251241,,248,98710,
6410376,02002,,0.000121568,0.000121568,,12,98710,
6410378,02002,,0.001529734,0.001529734,,151,98710,
6410379,02002,,0.000111438,0.000111438,,11,98710,
6410392,02002,,0.005855536,0.005855536,,578,98710,
6410394,02002,,2.02614E-05,2.02614E-05,,2,98710,
6410396,02002,3.52469E-05,,3.52469E-05,29.54101259,,,838116
6410397,02002,0.00093262,,0.00093262,781.6438165,,,838116
6410398,02002,0.001052143,,0.001052143,881.8176019,,,838116
6410399,02002,0.000387116,,0.000387116,324.4483971,,,838116
6410400,02002,,9.11762E-05,9.11762E-05,,9,98710,
6410403,02002,,0.00014183,0.00014183,,14,98710,
6410404,02002,,7.09148E-05,7.09148E-05,,7,98710,
6410407,02002,,0.001083983,0.001083983,,107,98710,
6413512,02002,,4.05227E-05,4.05227E-05,,4,98710,
6413513,02002,,0.000516665,0.000516665,,51,98710,
6413514,02002,,0.00029379,0.00029379,,29,98710,
6413515,02002,,0.000263398,0.000263398,,26,98710,
6413516,02002,,0.001256205,0.001256205,,124,98710,
6413518,02002,,0.000111438,0.000111438,,11,98710,
6413519,02002,,0.000344443,0.000344443,,34,98710,
6413520,02002,,0.000384966,0.000384966,,38,98710,
6413521,02002,,0.000415358,0.000415358,,41,98710,
6413522,02002,,0.000830716,0.000830716,,82,98710,
6413523,02002,0.001560054,,0.001560054,1307.506597,,,838116
6413524,02002,0.000606646,,0.000606646,508.4396173,,,838116
6413525,02002,0.000352611,,0.000352611,295.5287379,,,838116
6413527,02002,4.37186E-05,0.00029379,7.00678E-05,36.64129055,29,98710,838116
6413528,02002,0.000499651,3.03921E-05,0.000450207,418.765242,3,98710,838116
6413529,02002,0.001136314,6.07841E-05,0.001022989,952.3627644,6,98710,838116
6413530,02002,0.00159468,,0.00159468,1336.526821,,,838116
6413531,02002,0.005651516,,0.005651516,4736.626091,,,838116
6413532,02002,7.62486E-08,0.000516665,5.45074E-05,0.06390517,51,98710,838116
6413533,02002,0.003405098,4.05227E-05,0.003050585,2853.867181,4,98710,838116
6413534,02002,0.009057567,,0.009057567,7591.291571,,,838116
6413535,02002,0.006071532,,0.006071532,5088.648237,,,838116
6413536,02002,0.003997898,,0.003997898,3350.702515,,,838116
6413537,02002,,2.02614E-05,2.02614E-05,,2,98710,
6413538,02002,,2.02614E-05,2.02614E-05,,2,98710,
6413541,02002,,0.000607841,0.000607841,,60,98710,
6413542,02002,,0.000101307,0.000101307,,10,98710,
6413543,02002,,0.00014183,0.00014183,,14,98710,
6413550,02002,,9.11762E-05,9.11762E-05,,9,98710,
6413555,02002,,3.03921E-05,3.03921E-05,,3,98710,
6413556,02002,,0.000192483,0.000192483,,19,98710,
6413557,02002,,0.005733968,0.005733968,,566,98710,
6413565,02002,,0.000101307,0.000101307,,10,98710,
6413570,02002,,0.000172222,0.000172222,,17,98710,
6413575,02002,0.000501385,,0.000501385,420.2186262,,,838116
6413576,02002,0.00105908,,0.00105908,887.6321757,,,838116
6413577,02002,7.99211E-06,1.01307E-05,8.21744E-06,6.698313513,1,98710,838116
6413578,02002,,5.06534E-05,5.06534E-05,,5,98710,
6413579,02002,,4.05227E-05,4.05227E-05,,4,98710,
6413581,02002,,0.000101307,0.000101307,,10,98710,
6413583,02002,,3.03921E-05,3.03921E-05,,3,98710,
6413585,02002,,0.002715024,0.002715024,,268,98710,
6416691,02002,4.00249E-05,0.000131699,4.96842E-05,33.5454707,13,98710,838116
6416692,02002,4.05662E-05,9.11762E-05,4.58988E-05,33.99919826,9,98710,838116
6416693,02002,,9.11762E-05,9.11762E-05,,9,98710,
6416694,02002,,7.09148E-05,7.09148E-05,,7,98710,
6416698,02002,,9.11762E-05,9.11762E-05,,9,98710,
6416699,02002,,0.000233006,0.000233006,,23,98710,
6416700,02002,0.000484243,1.01307E-05,0.000434287,405.8515307,1,98710,838116
6416701,02002,0.006607932,,0.006607932,5538.213616,,,838116
6416702,02002,0.008065048,,0.008065048,6759.445575,,,838116
6416703,02002,0.006873712,,0.006873712,5760.967958,,,838116
6416704,02002,0.001266212,,0.001266212,1061.232796,,,838116
