GRIDCODE,CVENTMUN,Fa
3770896,19009,0.002402861
3770897,19009,0.00072666
3770898,19009,5.99237E-05
3770899,19009,0.001366628
3770901,19009,1.0769E-05
3770902,19009,0.001191239
3770903,19009,0.00108429
3770904,19009,0.002349214
3770905,19009,0.000475545
3770908,19009,0.000140419
3770909,19009,0.002002151
3770910,19009,0.001753577
3770911,19009,0.000738037
3774062,19031,2.37932E-05
3774063,19031,0.009991395
3774064,19031,0.016912585
3774065,19031,0.010736702
3774066,19031,0.005239121
3774067,19031,0.003520522
3774068,19031,0.005438808
3774069,19031,0.000190892
3774071,19009,3.56641E-05
3774072,19009,0.001081362
3774073,19009,0.00165435
3774074,19009,0.001938281
3774075,19009,0.00157086
3774076,19009,0.000886254
3774077,19009,0.001489227
3774078,19009,0.000388289
3774080,19009,3.16302E-05
3774081,19009,3.75375E-06
3774082,19009,0.001104532
3774083,19009,3.45716E-09
3774086,19009,0.000106303
3774087,19009,0.000809644
3774088,19009,0.001387921
3774089,19009,0.001113001
3777242,19031,0.004530143
3777243,19031,0.000117649
3777244,19031,0.000130949
3777245,19031,0.011263967
3777246,19031,0.014863802
3777247,19031,0.000148814
3777251,19009,0.001656474
3777252,19009,0.001245355
3777253,19009,0.000932097
3777254,19009,0.001605381
3777255,19009,0.000806355
3777256,19009,2.661E-05
3777257,19009,3.81681E-05
3777258,19009,0.000374236
3777260,19009,0.000510501
3777264,19009,0.000188872
3777265,19009,0.000247012
3777267,19009,0.0001917
3780422,19031,0.002450026
3780423,19031,0.003942784
3780424,19031,0.013891407
3780425,19031,0.001360293
3780429,19009,0.000222194
3780430,19009,8.6574E-05
3780431,19009,0.00163709
3780432,19009,0.002284803
3780433,19009,0.000287313
3780435,19009,7.27834E-05
3780436,19009,0.001862608
3780437,19009,0.000560043
3780442,19009,0.001129299
3780443,19009,0.001398584
3780444,19009,0.000127568
3780445,19009,0.00209126
3783600,19031,0.011465469
3783601,19031,0.00750613
3783602,19031,0.000478055
3783604,19031,0.000188942
3783605,19031,0.000292855
3783607,19009,0.000590652
3783607,19031,0.000650565
3783608,19009,9.9758E-05
3783609,19009,1.8861E-05
3783610,19009,3.34689E-06
3783611,19009,1.62123E-05
3783612,19009,0.001123182
3783613,19009,0.000863584
3783614,19009,0.002395812
3783615,19009,0.001742519
3783616,19009,0.001454548
3783617,19009,0.000305313
3783618,19009,0.00090763
3783619,19009,0.001458718
3783620,19009,0.000531767
3783621,19009,0.001313404
3783622,19009,0.000389189
3783623,19009,0.002144607
3786778,19031,0.00090116
3786779,19031,0.008114903
3786780,19031,0.007778664
3786781,19031,2.48094E-05
3786782,19031,0.006481786
3786783,19031,0.012022615
3786786,19031,2.31763E-06
3786787,19009,0.000486815
3786787,19031,1.13991E-05
3786788,19009,0.001400137
3786789,19009,0.00191534
3786790,19009,0.002363854
3786791,19009,0.001602279
