GRIDCODE	CVE_ENTCVE_MUN	Fpav
223940	14051	0.00454873
223940	14124	0.016786686
223941	14124	0.067169704
223942	14124	0.013181705
223946	14124	0.015906835
223947	14124	0.039150332
223948	14124	0.009825361
223960	14013	0.036816065
223961	14013	0.047056666
223962	14013	0.073540869
223970	14048	0.011646087
223971	14048	0.060747311
223980	14048	0.073927695
223992	11012	0.057905604
223993	11012	0.048796419
223995	11001	0.055007767
223996	11001	0.047470331
224926	14067	0.049816147
224967	14006	0.026228586
224968	14006	0.0382052
224975	14077	0.029678639
224975	14083	0.03650028
224976	14083	0.046099625
224979	14083	0.055714289
224988	14120	0.002365221
224989	14098	0.035124332
224989	14120	0.015474633
224990	14039	0.041795113
224990	14098	0.097622733
224992	14098	0.055767752
224993	14098	0.017563819
224994	14098	0.141313022
224994	14101	0.039363302
224995	14098	0.017026247
224995	14101	0.188250338
224996	14101	0.116596447
224997	14101	0.113756783
224998	14101	0.113401637
224999	14101	0.007200713
224999	14124	0.064115838
225000	14124	0.080264165
225001	14124	0.043974027
225002	14124	0.025319144
225003	14124	0.022289454
225004	14124	0.023910892
225005	14124	0.007658216
225006	14124	0.015330467
225007	14093	0.00286294
225007	14124	9.22331E-05
225021	14013	0.047324014
225030	14048	0.005146996
225031	14048	0.043342346
225037	14048	0.004870295
225038	14048	0.050446523
225039	14048	0.093001848
225049	11012	0.012222362
225050	11012	0.163138562
225051	11012	0.078211218
225052	11012	0.076902333
225053	11001	0.053166798
225053	11012	0.058819145
225054	11001	0.041406176
225985	14067	0.044506843
225986	14067	0.002964009
226026	14006	0.011156516
226027	14003	0.018104299
226027	14006	0.05155346
226035	14083	0.019380425
226036	14083	0.06541906
226037	14083	0.014490698
226038	14083	0.063625455
226049	14039	0.039127226
226050	14039	0.07054006
226051	14039	0.083873497
226051	14098	0.003085201
226052	14039	0.058087066
226052	14098	0.045296777
226053	14039	0.026981311
226053	14098	0.041592101
226054	14101	0.055625342
226055	14101	0.004666067
226059	14124	0.011780797
226060	14124	0.052218467
226061	14124	0.026418611
226080	14013	0.001080728
226081	14013	0.046291624
226090	14048	0.044716972
226094	14048	0.019166547
226095	14048	0.077470886
226096	14048	0.043334032
226097	14048	0.010455189
226098	11008	0.012514209
226098	14048	0.035905463
226099	11008	0.056181421
226099	14048	0.001751184
226100	11008	0.038128986
226101	11008	0.047297963
226102	11008	0.010205587
226108	11012	0.132997239
227044	14067	0.029605771
227045	14067	0.057299865
227086	14003	0.293713711
227087	14003	0.09973983
227093	14095	0.090242867
227094	14095	0.196425163
227095	14083	0.028705257
227095	14095	0.092372994
227096	14083	0.11444964
227097	14083	0.099469343
227107	14120	0.005321173
227108	14039	0.068528443
227108	14120	0.006044558
227109	14039	0.13167008
227110	14039	0.216099187
227111	14039	0.0383926
227113	14101	0.020943218
227114	14101	0.04331666
227119	14124	0.000797157
227120	14124	0.051703821
227121	14124	0.065486619
227122	14124	0.001991815
227136	14093	0.027821656
227140	14008	0.043809542
227140	14013	0.004158927
227140	14125	0.041375072
227148	14048	0.042814074
227149	14048	0.046105945
227150	14048	0.042637861
227151	14048	0.042564495
227152	14048	0.042624667
227153	14048	0.048117469
227158	11008	0.043746722
227160	11008	0.039317694
227161	11008	0.029436541
227162	11008	0.040039998
227163	11008	0.040461536
227164	11008	0.042880616
227165	11008	0.031377291
227167	11012	0.166757059
228103	14067	0.051735036
228104	14067	0.04882358
228145	14003	0.009111142
228146	14003	0.136777388
228147	14003	0.046499318
228148	14003	0.122059621
228149	14003	0.062578335
228149	14095	0.09481257
228150	14095	0.194539289
228151	14095	0.210948789
228152	14095	0.120658329
228156	14083	0.017114489
228157	14083	0.051040336
228161	14120	0.004333111
228165	14120	0.040955397
228166	14120	0.014101613
228168	14039	0.049445328
228169	14039	0.103527799
228172	14101	0.041365076
228180	14124	0.018250766
228181	14001	0.056298223
228181	14124	0.044278031
228182	14001	0.056425532
228182	14124	0.012907006
228195	14093	0.026006485
228199	14125	0.105549605
228201	14008	0.032503314
228202	14008	0.081787155
228203	14008	0.081311942
228204	14008	0.084931532
228205	14008	0.082928948
228206	14008	0.081774124
228207	14008	0.036933911
228207	14048	0.026049747
228208	14048	0.000659316
228217	11008	0.013533416
228218	11008	0.06195613
228219	11008	0.022206352
228224	11008	0.006962274
228224	11012	0.019795582
228225	11008	0.020222014
228225	11012	0.175441158
228226	11012	0.00901332
229161	18020	0.039453909
229162	14067	0.115064062
229162	18020	0.001083421
229163	14067	0.052948783
229205	14003	0.045129664
229206	14003	0.166286692
229206	14007	0.069357403
229216	14083	0.037123438
229217	14083	0.024295265
229217	14120	0.011172355
229218	14009	0.065945666
229218	14120	0.009178106
229219	14120	0.00251459
229220	14120	0.047456216
229221	14120	0.03111822
229222	14120	0.039504507
229223	14120	0.042738117
229224	14120	0.036340561
229225	14120	0.023861091
229226	14120	0.01800967
229227	14039	0.037301852
229227	14120	0.004219892
229228	14039	0.034630438
229228	14120	0.011712342
229241	14001	0.06225961
229242	14001	0.149857686
229243	14001	0.08046744
229244	14001	0.046919424
229245	14001	0.002970874
229253	14093	0.028647154
229254	14093	0.000931907
229257	14125	0.102042824
229258	14125	0.147841435
229259	14008	0.082774057
229259	14125	0.065737447
229260	14008	0.049685843
229276	11008	0.065031916
229277	11008	0.005159474
229284	11008	0.041466247
230220	18020	0.040544945
230222	14067	0.075018179
230223	14067	0.046663072
230224	14067	0.035398126
230264	14007	0.273117799
230265	14007	0.02044049
230276	14009	0.086220658
230277	14009	0.155130892
230278	14009	0.033497936
230278	14120	0.094864542
230279	14120	0.019184456
230280	14120	0.017743251
230283	14120	0.031354442
230284	14120	0.026696959
230285	14120	0.017267871
230287	14120	0.021060274
230302	14001	0.13124981
230303	14001	0.094513014
230304	14001	0.070639154
230305	14001	0.028353559
230305	14093	0.002022886
230311	14093	0.00416575
230312	14093	0.014512658
230314	14125	0.049928449
230315	14125	0.120470289
230316	14125	0.003580244
230318	14125	0.105715258
230334	11008	0.01857647
230335	11008	0.023270217
230336	11008	0.043509948
230343	11008	0.038208729
231273	18020	0.012041952
231274	18020	0.044545973
231275	18020	0.045980446
231276	18020	0.005236798
231277	18020	0.027429413
231278	18020	0.041251679
231279	18020	0.048150116
231280	18020	0.047568911
231283	14067	0.044881392
231317	14075	0.081412918
231318	14036	0.150174279
231318	14075	0.212508899
231319	14036	0.247310736
231320	14036	0.338540671
231321	14007	0.013589805
231321	14036	0.231036974
231322	14007	0.216999389
231322	14036	0.03293734
231323	14007	0.249545158
231334	14009	0.219283025
231335	14009	0.1003849
231335	14120	0.028040251
231336	14009	0.085561336
231336	14120	0.020364426
231339	14120	0.004814422
231340	14120	0.019855749
231341	14120	0.001161176
231342	14120	0.032120459
231343	14120	0.005228071
231345	14120	0.001658733
231346	14045	0.000348619
231346	14120	0.026365886
231361	14001	0.028880374
231363	14001	0.086555636
231364	14001	0.047471186
231364	14093	0.009337515
231365	14093	0.034206953
231366	14093	0.004306881
231373	14125	0.116307968
231377	14008	0.01265135
231377	14125	0.089797541
231393	11008	0.040399256
231395	11008	0.0381388
231402	11008	0.026042031
231402	11026	0.033410632
232330	18020	0.023072215
232331	18020	0.042782649
232332	18020	0.028940165
232335	18020	0.044127006
232336	18020	0.015382818
232339	18020	0.001353426
232340	18020	0.088885715
232341	18020	0.000760679
232342	14067	0.051592208
232375	14075	0.25880386
232376	14075	0.447274323
232382	14007	0.156949954
232389	14094	0.005649706
232390	14005	0.238071733
232390	14094	0.006410399
232391	14005	0.221817656
232392	14005	0.23126639
232392	14009	0.117725093
232393	14009	0.136250494
232399	14120	0.012116967
232400	14120	0.02443466
232401	14120	0.019497985
232404	14120	0.002642686
232405	14045	0.002565405
232405	14120	0.046970314
232423	14001	0.05713848
232423	14093	0.01774728
232424	14093	0.028280791
232425	14093	0.031347371
232431	14093	0.017510309
232431	14125	0.013876932
232432	14125	0.037776937
232436	14008	0.059767631
232437	14008	0.025027948
232451	11008	0.026820039
232452	11008	0.017497869
232454	11008	0.00239591
232455	11008	0.03464241
232461	11026	0.079958283
232461	11031	0.017028394
232462	11026	0.119452036
232463	11026	0.124154916
232464	11026	0.059328437
233398	18020	0.033841936
233399	18020	0.004513527
233400	18020	0.044003093
233401	14067	0.021111017
233402	14067	0.048676968
233403	14067	0.022701561
233427	18003	0.268614214
233447	14094	0.024685531
233448	14094	0.175992629
233450	14005	0.043555576
233451	14005	0.112323176
233460	14120	0.019449483
233464	14045	0.022542814
233464	14120	0.03020017
233465	14045	0.088161837
233466	14045	0.079981371
233467	14045	0.067075318
233483	14093	0.085635939
233484	14093	0.021347978
233485	14093	0.008134932
233489	14093	0.015799807
233490	14093	0.013054625
233496	14008	0.084545064
233510	11008	0.00544833
233510	11025	0.060260949
233514	11008	0.008085643
233514	11031	0.04653636
233520	11031	0.028467412
233523	11026	0.072165505
233524	11026	0.12842319
233525	11026	0.025202146
234450	18020	0.041654988
234459	18020	0.002068883
234462	14067	0.022221663
234485	18003	0.198252139
234486	18003	0.097564199
234504	14055	0.007746919
234504	14094	0.055486818
234505	14094	0.152044067
234506	14094	0.115925291
234508	14005	0.059446501
234508	14094	0.025195509
234509	14005	0.093518967
234519	14120	0.019501315
234523	14120	0.030330681
234526	14045	0.089940854
234527	14045	0.051578196
234528	14045	0.045971064
234529	14045	0.048571826
234542	14093	0.036662036
234543	14093	0.051790202
234544	14093	0.025003142
234546	14093	0.013390645
234547	14093	0.021806963
234548	14093	0.017538903
234555	14008	0.079008104
234556	14008	0.03129797
234569	11025	0.050430725
234570	11025	0.02971365
234573	11031	0.058659417
234579	11031	0.02769963
234584	11026	0.101299685
234585	11026	0.125328858
234586	11026	0.064433624
235509	18020	0.044456243
235543	18003	0.033277209
235544	18003	0.288142496
235561	14055	0.038571117
235562	14055	0.120604203
235563	14055	0.067581445
235565	14094	0.073009
235566	14094	0.070286505
235567	14094	0.017359733
235578	14120	0.001269477
235579	14120	0.018343346
235585	14045	0.001578882
235586	14045	0.053469793
235587	14045	0.01045374
235588	14045	0.001647532
235589	14045	0.054542038
235590	14029	0.085270565
235590	14045	0.003007939
235601	14093	0.021815588
235602	14093	0.001848828
235603	14093	0.05463631
235604	14093	0.067001079
235605	14093	0.009298518
235615	14008	0.049261567
235615	14078	0.021888657
235616	14078	0.006548719
235629	11025	0.063740319
235630	11025	0.067497834
235631	11025	0.048542269
235632	11031	0.055547203
235638	11031	0.033608811
235639	11031	0.002717342
235645	11026	0.066842689
236568	18020	0.014205945
236569	18020	0.06879209
236602	18003	0.114149744
236618	14055	0.005326647
236619	14055	0.094292824
236620	14055	0.142092266
236620	14094	3.47441E-05
236621	14055	0.029803017
236621	14094	0.033644506
236622	14094	0.071685455
236623	14094	0.040973967
236624	14094	0.074649145
236638	14120	0.020434859
236645	14045	0.052456899
236649	14029	0.03766866
236650	14029	0.109638519
236651	14029	0.138966742
236660	14093	0.022877308
236663	14093	0.036147384
236664	14093	0.051578777
236675	14078	0.046780899
236690	11025	0.067041964
236691	11025	0.00828985
236691	11031	0.051770457
236697	11020	0.006820876
236698	11020	0.000484673
236698	11031	0.003847835
237628	18020	0.006499077
237629	18020	0.052608445
237630	18020	0.009280575
237675	14055	0.024533174
237676	14055	0.10921321
237677	14055	0.17548655
237682	14094	0.035880379
237697	14071	0.050685326
237697	14120	0.017360061
237704	14045	0.018789386
237705	14045	0.05624625
237710	14029	0.00362023
237711	14029	0.146092098
237718	14093	0.00725524
237719	14093	0.033746479
237723	14093	0.041208245
237724	14093	0.0312808
237724	14111	0.023962607
237734	14078	0.037536943
237749	11025	0.048033525
237750	11025	0.033209194
237750	11031	0.004631873
237751	11025	0.00061696
237751	11031	0.052813985
237756	11020	0.01364793
237756	11031	0.004118591
237761	11020	0.000848074
238689	18020	0.063918179
238733	14040	0.04482966
238734	14040	0.007774655
238734	14055	0.085654681
238735	14055	0.054580837
238736	14055	0.029437376
238756	14071	0.046368424
238757	14071	0.090647637
238764	14045	0.052101775
238770	14029	0.109765856
238777	14093	0.024386388
238782	14093	0.004726372
238783	14093	0.003621264
238783	14111	0.091009174
238784	14111	0.093292444
238793	14078	0.014024151
238794	14078	0.024509005
238809	11025	0.067083162
238810	11025	0.006352955
238810	11031	0.056070722
238811	11031	0.043140894
238815	11031	0.032402291
238816	11031	0.025204876
238820	11020	0.01487316
239748	18020	0.002818786
239749	18004	0.018088547
239749	18020	0.012745998
239750	18004	0.021271774
239791	14040	0.048317299
239792	14040	0.084622038
239793	14040	0.067015201
239794	14040	0.005477682
239794	14055	0.015075735
239815	14071	0.003467895
239816	14071	0.132845908
239823	14045	0.031107346
239824	14045	0.019227461
239829	14029	0.112593455
239830	14029	0.00308832
239836	14093	0.028450092
239842	14111	0.048034578
239843	14111	0.055220825
239844	14111	0.102834787
239853	14078	0.038855426
239854	14078	0.031845641
239855	14078	0.046183128
239856	14078	0.036693077
239857	14078	0.0039279
239858	14074	0.116404837
239859	14074	0.305482261
239860	14072	0.02109042
239860	14074	0.246328922
239861	14072	0.104070354
239862	14072	0.100954752
239863	14072	0.100960275
239864	14072	0.188132204
239865	14072	0.103737484
239868	11025	0.067194296
239869	11031	0.040258309
239870	11031	0.069260293
239871	11031	0.048771485
239874	11020	0.005098794
239875	11020	0.004791454
239875	11031	0.017382113
239879	11020	0.014486797
239881	11037	0.737134276
240809	18004	0.01265589
240810	18004	0.022472762
240847	14040	0.132340218
240848	14040	0.078851717
240849	14040	0.107155101
240850	14040	0.070982244
240851	14040	0.01362974
240852	14040	0.025136836
240853	14040	0.018457951
240874	14071	0.1449006
240883	14045	0.087448522
240889	14029	0.147779901
240890	14029	0.007546752
240894	14118	0.004574348
240895	14093	0.000247622
240895	14118	0.084690353
240902	14111	0.047796691
240903	14111	0.042673635
240904	14111	0.150191361
240905	14078	0.025890822
240905	14111	0.014710143
240906	14078	0.036724062
240907	14078	0.037235462
240908	14078	0.037415922
240909	14078	0.051128487
240910	14078	0.037295726
240911	14078	0.037720098
240912	14078	0.0775249
240913	14078	0.005932416
240916	14074	0.134533841
240916	14078	0.016645108
240917	14074	0.19725014
240923	14072	0.103831931
240924	14072	0.02078546
240925	14072	0.110811935
240926	14072	0.113904237
240927	11025	0.147649356
240927	14072	0.015144763
240928	11025	0.02301508
240928	11031	0.097837388
240929	11025	0.015371299
240929	11031	0.115536651
240930	11025	0.009276225
240930	11031	0.033610214
240931	11020	0.006499287
240931	11031	0.022386733
240934	11020	0.014715993
240938	11020	0.016122903
240939	11020	0.041073901
240939	11037	0.019725062
240940	11020	0.003052627
240940	11037	0.243140663
241869	18004	0.020016725
241870	18004	0.009129604
241898	18002	0.075012482
241898	18006	0.012982902
241899	18002	0.007678677
241899	18006	0.046393816
241900	18006	0.047038429
241901	18006	0.054947795
241902	18006	0.103747937
241903	18006	0.150009795
241904	18006	0.14743079
241905	14040	0.064624315
241905	18006	0.085670419
241906	14040	0.067216917
241907	14040	0.065910446
241908	14040	0.005867227
241911	14040	0.034167048
241933	14071	0.133902291
241942	14045	0.021054729
241943	14045	0.033469596
241949	14029	0.097968902
241949	14118	0.032100626
241950	14118	0.000815273
241953	14118	0.089864007
241962	14111	0.094577293
241963	14078	0.006637179
241963	14111	0.053290144
241964	14078	0.097591689
241965	14078	0.000810008
241968	14078	0.04098556
241971	14078	0.001761857
241972	14078	0.041584513
241982	14072	0.016576186
241982	14109	0.035534492
241987	11025	0.047945536
241989	11025	0.120822409
241989	11031	0.010690721
241990	11020	0.033902646
241990	11025	0.017912443
241991	11020	0.017373448
241992	11020	0.000734677
241993	11020	0.014799563
241994	11020	0.026213295
241995	11020	0.030963817
241996	11020	0.034385616
241997	11020	0.052191706
241998	11020	0.002558278
241999	11020	0.018582264
242929	18004	0.023443038
242930	18004	0.009124131
242953	18002	0.015924805
242954	18002	0.136905664
242955	18002	0.13098174
242956	18002	0.16145564
242957	18002	0.125953051
242958	18006	0.11897926
242958	18007	0.005606448
242959	18006	0.096969348
242960	18006	0.093896012
242961	18006	0.041933497
242964	14040	0.0284709
242965	14040	0.020573982
242970	14040	0.001015798
242971	14040	0.007563027
242992	14071	0.144292193
243002	14045	0.00666081
243002	32033	0.078801313
243009	14118	0.090018787
243010	14118	0.008516794
243011	14118	0.067090897
243012	14118	0.002213969
243020	14111	0.033635988
243021	14111	0.04669198
243022	14046	0.012159994
243022	14111	0.030658008
243023	14046	0.014347693
243024	14046	0.045538929
243024	14078	0.052390125
243025	14046	0.003236671
243026	14046	0.003479965
243027	14046	0.002485591
243027	14078	0.041336295
243031	14078	0.038678283
243041	14109	0.042325686
243049	11020	0.016919989
243050	11020	0.066104661
243051	11020	0.046720175
243052	11020	0.05147357
243053	11020	0.006039286
243054	11020	0.005067843
243055	11020	0.029109812
243058	11020	0.001693844
243989	18004	0.024897238
243990	18004	0.012524113
244011	18002	0.044327374
244011	18014	0.00133205
244012	18002	0.150788752
244015	18007	0.012384059
244016	18002	0.02504451
244016	18007	0.249263363
244017	18007	0.055971074
244051	14071	0.155085139
244060	32033	0.09461018
244061	32033	0.008011471
244069	14118	0.080681904
244070	14118	0.064497986
244078	14111	0.030601311
244078	14117	0.027412995
244079	14111	0.03329483
244082	14046	0.038918941
244084	14046	0.096713548
244085	14046	0.052961768
244090	14073	0.021497467
244090	14078	0.005917942
244100	14109	0.043623255
244107	11020	0.022658874
244108	11020	0.023367256
244109	11020	0.003849591
244110	11020	0.030790576
244111	11020	0.046397662
244112	11020	0.020030171
244113	11020	0.013431951
245049	18004	0.020193858
245050	18004	0.010201708
245069	18002	0.031817057
245070	18014	0.025201553
245074	18007	0.167933083
245075	18007	0.015356272
245110	14071	0.091137004
245110	32028	0.209193249
245118	32033	0.02370147
245119	32033	0.131565004
245128	14118	0.06725572
245129	14118	0.064464782
245136	14117	0.290441237
245137	14111	0.007524201
245137	14117	0.503051321
245141	14046	0.008115669
245142	14046	0.03744522
245143	14046	0.041739016
245144	14046	0.108141605
245149	14073	0.004415483
245150	14073	0.022006152
245159	14109	0.045167803
245160	14109	0.004828061
245165	11020	0.014653515
245165	14109	0.044381724
245166	11020	0.014071206
245170	11020	0.035346127
245171	11020	0.005184897
246109	18004	0.026942765
246120	18004	0.007919596
246128	18002	0.006826754
246128	18014	0.033942941
246129	18014	0.008307446
246133	18007	0.165251733
246169	14071	0.006667583
246169	32028	0.629642145
246177	32033	0.013784752
246178	32033	0.080682495
246187	14118	0.04824303
246188	14118	0.085052965
246195	14117	0.179094447
246202	14046	0.071096258
246203	14046	0.003501483
246204	14046	0.063250738
246204	14073	0.018971057
246205	14073	0.019879954
246209	14073	0.026259628
246219	14109	0.043371307
246223	14109	0.097488576
246224	14109	0.022260382
246227	11020	0.004908856
246228	11020	0.018054654
246229	11020	0.000168079
246230	11020	0.015037734
247168	18004	0.021029694
247169	18004	0.004240773
247178	18004	0.036250184
247179	18004	0.00085533
247187	18002	0.029958148
247187	18014	0.025629325
247190	18002	0.057325346
247190	18007	0.085409759
247190	18014	0.010625016
247191	18007	0.188089106
247192	18007	0.010117297
247227	32011	0.176320647
247228	32011	0.055798926
247228	32028	0.161164607
247237	32033	0.093065998
247247	14118	0.065892891
247261	14046	0.025048961
247262	14046	0.02687997
247264	14073	0.035169123
247265	14073	0.05938096
247266	14073	0.010695961
247268	14073	0.026359954
247278	14109	0.045426061
247281	14109	0.102062375
247282	14109	0.01538389
247286	11020	0.017416904
247289	11020	0.015436384
248228	18004	0.044808225
248229	18004	0.027436315
248237	18004	0.023557018
248241	18013	0.046841072
248242	18013	0.123362671
248243	18013	0.121803478
248244	18013	0.196796045
248245	18013	0.069055406
248245	18014	0.036484835
248246	18014	0.001047132
248247	18014	0.041585662
248248	18007	0.038551749
248248	18014	0.038775248
248249	18007	0.006066056
248286	32011	0.178763288
248296	32033	0.106943033
248306	14118	0.084205097
248319	14046	0.00124008
248320	14046	0.039109966
248321	14046	0.046368478
248322	14046	0.036625487
248322	14073	0.002013784
248323	14073	0.033058815
248324	14073	0.016682186
248325	14073	0.063740727
248326	14073	0.004237179
248327	14073	0.026658275
248332	14109	0.031738858
248337	14109	0.049019391
248338	14109	0.000431188
248339	14109	0.095660472
248340	14109	0.013283328
248344	11020	0.008867481
248344	14053	0.006718954
248344	14109	0.007521926
248345	11020	0.002212169
248347	11020	0.019214002
248348	11020	0.00027459
249286	18004	0.02108549
249287	18004	0.006522174
249288	18004	4.84164E-05
249289	18004	0.025336663
249290	18004	0.025784841
249291	18004	0.02664925
249292	18004	0.029633175
249293	18004	0.041000559
249294	18004	0.033191884
249295	18004	0.016898171
249296	18004	0.00725754
249298	18004	0.00080828
249298	18013	0.123384276
249299	18013	0.15513379
249300	18013	0.161498466
249304	18014	0.028051148
249305	18014	0.003579912
249306	18014	0.051482898
249345	32011	0.153909943
249355	32033	0.097560355
249365	14118	0.015120996
249366	14060	0.153199314
249366	14118	0.044699574
249367	14060	0.168920538
249368	14060	0.130166461
249377	14046	0.020672648
249378	14046	0.056391055
249383	14073	0.018697369
249384	14073	0.023835387
249385	14073	0.057213402
249386	14073	0.015320798
249387	14073	0.010873239
249391	14109	0.045234438
249397	14109	0.125445428
249398	14109	0.029583352
249402	14053	0.006162462
249403	14053	0.006858
249406	11020	0.020903072
250345	18004	0.024443188
250351	18004	0.013473286
250353	18004	0.007236088
250354	18004	0.053227629
250355	18004	0.024172129
250356	18004	0.024456021
250357	18004	0.003896021
250357	18013	0.002124795
250363	18014	0.024754455
250364	18014	0.064141443
250403	32011	0.076324569
250404	32011	0.112038645
250414	32033	0.096381614
250426	14060	0.069652051
250427	14060	0.206526756
250436	14046	0.049062019
250437	14046	0.037562524
250443	14073	0.015836004
250444	14073	0.062763907
250445	14073	0.049023765
250446	14073	0.006601723
250450	14053	0.005547769
250450	14109	0.022414942
250454	14053	0.004708797
250455	14053	0.02731035
250456	14053	0.014711196
250456	14109	0.037813064
250460	14053	0.010673468
250461	14053	0.011721179
250465	11020	0.000746834
250466	11020	0.019119274
251404	18004	0.026802945
251413	18004	0.025653807
251422	18014	0.06160158
251423	18014	0.010755784
251462	32011	0.180926297
251462	32047	0.000600509
251473	32033	0.088706312
251485	14060	0.028990492
251486	14060	0.128474191
251494	14046	0.013452045
251494	14091	0.028550532
251495	14046	0.022945985
251496	14046	0.021507692
251503	14073	0.004730405
251504	14073	0.079214209
251505	14073	0.050754805
251506	14073	0.050752054
251507	14073	0.051102306
251508	14053	0.009679915
251508	14073	0.031233178
251509	14053	0.031820969
251510	14053	0.024419537
251511	14053	0.013136988
251512	14053	0.011026958
251513	14053	0.025986247
251515	14053	0.001486755
251516	14053	0.011082431
251517	14053	0.003105637
251518	14053	0.014169807
251519	14053	0.003217845
251525	11020	0.0101095
251526	11020	0.011190882
252463	18004	0.008979804
252464	18004	0.021654662
252472	18004	0.025096754
252472	18008	0.034882305
252481	18014	0.083615604
252521	32011	0.065917685
252521	32047	0.078810997
252522	32047	0.015335646
252532	32033	0.017174233
252533	32023	0.052190565
252533	32033	0.06901177
252545	14060	0.114070197
252545	32034	0.017786544
252553	14091	0.049515337
252563	14073	0.026424931
252569	14053	0.014109391
252570	14053	0.038042771
252571	14053	0.04312434
252572	14053	0.024261353
252573	14053	0.02383071
252574	14053	0.004048833
252575	14053	0.011976338
252576	14053	0.012887695
252585	11020	0.009206803
252585	11030	0.136983207
252586	11030	0.181398316
252587	11030	0.141533416
252588	11030	0.19652528
253521	18004	0.006550957
253522	18004	0.028652285
253523	18004	0.009460327
253531	18008	0.164479578
253539	18014	0.049067548
253540	18014	0.061498522
253541	18014	0.019597205
253542	18014	0.031326938
253543	18014	0.019003267
253581	32047	0.118169282
253592	32023	0.25805938
253602	32034	0.017040688
253603	32034	0.066216998
253604	32034	0.111524948
253612	14091	0.048730011
253622	14073	0.025943176
253627	14053	0.018413895
253628	14053	0.017717688
253633	14053	0.01431707
253634	14053	0.024155955
253635	14053	0.012576422
253644	11030	0.086781514
253647	11030	0.031317018
253648	11030	0.148951643
254579	18004	0.023567134
254580	18004	0.021422586
254581	18004	0.003304378
254590	18008	0.182435988
254597	18014	0.033139283
254598	18014	0.064638377
254600	18014	0.007687803
254602	18014	0.018878991
254638	14094	0.005158544
254638	32047	0.030724802
254639	32047	0.138161342
254640	32047	0.005215437
254651	32023	0.055429596
254652	32023	0.18750535
254661	32034	0.079240092
254663	32034	0.042612258
254664	32034	0.059356338
254670	14091	0.022489917
254671	14091	0.026804819
254681	14073	0.025516969
254685	14053	0.014134562
254686	14053	0.015588153
254691	14053	0.009519134
254692	14053	0.00965435
254693	14053	0.019012367
254694	14053	0.018279576
254695	14053	0.001017186
254703	11030	0.076509606
255638	18004	0.016674267
255638	18012	0.008227064
255639	18012	0.022700043
255649	18008	0.097837629
255650	18008	0.116207403
255655	18014	0.040336429
255656	18014	0.062631725
255697	14094	0.015928073
255697	32004	0.007151766
255697	32047	0.074074617
255698	32004	0.048863733
255698	32047	0.023476694
255711	32023	0.250811649
255719	32034	0.031502434
255720	32034	0.05161661
255723	32034	0.024144397
255724	32002	0.194481962
255724	32034	0.0275658
255725	32002	0.379530618
255726	32002	0.02050674
255729	14091	0.047367559
255740	14035	0.013744746
255740	14073	0.003135671
255743	14035	0.002147346
255744	14035	0.035541056
255744	14053	0.001268294
255750	14053	0.013546541
255752	14053	0.012570327
255754	14053	0.015694706
255755	14053	0.001448134
256698	18012	0.009290912
256699	18012	0.040036654
256709	18008	0.134002871
256710	18017	0.000432762
256711	18017	0.00515612
256713	18017	0.035323502
256714	18014	0.041279878
256714	18017	0.005473996
256757	32004	0.095518575
256757	32047	0.088758374
256770	32001	0.087862328
256770	32023	0.196003459
256778	32034	0.07965858
256785	32002	0.357986041
256786	14091	0.044322316
256786	32002	0.047494639
256787	14091	0.048371193
256788	14091	0.077781479
256789	14091	0.003438417
256796	14035	0.004434677
256797	14035	0.011245811
256799	14035	0.005805895
256800	14035	0.010435012
256801	14035	0.002086693
256802	14035	0.041901141
256808	14053	0.014087498
256809	14053	0.003131985
256811	14053	0.003923621
256812	14053	0.010341533
256814	14053	0.015481455
256815	14053	0.003687428
257758	18012	0.045284754
257759	18012	0.013266903
257767	18008	0.040639809
257768	18008	0.085956998
257769	18008	0.021402223
257769	18017	0.005160279
257770	18017	0.021421636
257771	18017	0.044508337
257772	18017	0.014255405
257816	32047	0.063501337
257817	32047	0.129084489
257829	32001	0.006723124
257830	32001	0.244020282
257837	32034	0.042587704
257838	32034	0.070203105
257839	32034	0.048888985
257848	14091	0.104102655
257849	14091	0.013895708
257856	14035	0.006336044
257857	14035	0.019377489
257858	14035	0.001652905
257859	14035	0.01831313
257860	14035	0.041976778
257866	14053	0.012916168
257867	14053	0.004640797
257870	14053	0.005017238
257871	14053	0.010029495
257874	14053	0.015824371
258817	18012	0.0256599
258818	18012	0.031784897
258819	18012	0.012416535
258827	18008	0.122155196
258827	18017	0.002062256
258828	18017	0.009907371
258829	18017	0.05273309
258830	18017	0.013108633
258875	32004	0.107623599
258875	32047	0.028990766
258876	32004	0.072994249
258876	32047	0.09840927
258877	32047	0.088162347
258877	32058	0.102314383
258878	32058	0.003988837
258888	32001	0.023282196
258889	32001	0.304269859
258898	32034	0.064262524
258899	32034	0.017123474
258907	14091	0.044197358
258908	14091	0.044833152
258909	14091	0.018036887
258917	14035	0.022303592
258918	14035	0.059471545
258919	14035	0.003643404
258920	14035	0.016586194
258921	14035	0.016540583
258922	14035	0.003929303
258923	14035	0.011391427
258924	14035	0.020375234
258925	14035	0.002906265
258925	14053	0.000904731
258929	14053	0.014525304
258933	14053	0.000724137
258934	14053	0.015311632
258935	14053	0.003125368
258942	11022	0.115391422
259875	18012	0.021793115
259876	18012	0.021210763
259878	18012	0.019669047
259879	18012	0.02689738
259886	18017	0.02858262
259887	18017	0.015234716
259888	18017	0.018671423
