GRIDCODE,ID,furb,frural,fpob, PobUrb, PobR,Pur+Rur, puT,prT, PobT
"0			fraction",,,,,,,,,,
171041,16009,0,0.0700707,0.0367022,0,1279,1279,16596,18253,34848
171042,16009,0,0.0193941,0.0101584,0,354,354,16596,18253,34848
171043,16009,0,0.0943954,0.0494433,0,1723,1723,16596,18253,34848
171044,16082,0,0.0454731,0.0079623,0,557,557,0,12249,69955
171045,16082,0,0.4121153,0.0721607,0,5048,5048,0,12249,69955
171046,16082,0,0.0831905,0.0145665,0,1019,1019,0,12249,69955
171993,14022,0.020775,0.3172034,0.0648898,690,1842,2532,33213,5807,39020
171994,14022,0.2749827,0.1382814,0.2546386,9133,803,9936,33213,5807,39020
171995,14022,0.0172824,0.1417255,0.0358022,574,823,1397,33213,5807,39020
171996,14022,0,0.1696229,0.0252435,0,985,985,33213,5807,39020
171998,14022,0.2600488,0.0065438,0.2223219,8637,38,8675,33213,5807,39020
171999,6007,0,0.0010885,0.0001425,0,23,23,140290,21130,161420
171999,14022,0.2756451,0.0022387,0.2349564,9155,13,9168,33213,5807,39020
172000,6007,0,0.0271178,0.0035497,0,573,573,140290,21130,161420
172001,6007,0,0.0123048,0.0016107,0,260,260,140290,21130,161420
172002,14022,0,0.0361633,0.0053819,0,210,210,33213,5807,39020
172004,6007,0,0.0035021,0.0004584,0,74,74,140290,21130,161420
172005,6007,0,0.0039754,0.0005204,0,84,84,140290,21130,161420
172007,6007,0,0.0059158,0.0007744,0,125,125,140290,21130,161420
172011,6007,0,0.0003313,0.0000434,0,7,7,140290,21130,161420
172012,6007,0,0.0170374,0.0022302,0,360,360,140290,21130,161420
172019,6004,0,0.0647887,0.0118648,0,230,230,15835,3550,19385
172020,6004,0,0.043662,0.0079959,0,155,155,15835,3550,19385
172024,6004,0,0.2019718,0.0369874,0,717,717,15835,3550,19385
172024,6010,0,0.0008489,0.0000167,0,2,2,117602,2356,119956
172025,6004,0,0.0002817,0.0000516,0,1,1,15835,3550,19385
172026,6004,0,0.1459155,0.0267217,0,518,518,15835,3550,19385
172026,6010,0.0423972,0.0055178,0.0416736,4986,13,4999,117602,2356,119956
172026,6002,0.0067549,0,0.0063171,928,0,928,137382,9285,146904
172027,6002,0.0821214,0,0.0767985,11282,0,11282,137382,9285,146904
172027,6010,0.3483359,0,0.3415002,40965,0,40965,117602,2356,119956
172028,6002,0.3150777,0,0.294655,43286,0,43286,137382,9285,146904
172028,6010,0.027508,0,0.0269682,3235,0,3235,117602,2356,119956
172029,6002,0.2262378,0.0006462,0.2116144,31081,6,31087,137382,9285,146904
172030,6002,0.0055393,0.0005385,0.0052143,761,5,766,137382,9285,146904
172030,6005,0,0.000284,0.0000738,0,2,2,20064,7043,27107
172031,6005,0,0.0007099,0.0001845,0,5,5,20064,7043,27107
172032,6005,0,0.1421269,0.0369277,0,1001,1001,20064,7043,27107
172033,6005,0,0.000142,0.0000369,0,1,1,20064,7043,27107
172035,6005,0,0.075678,0.0196628,0,533,533,20064,7043,27107
172036,14065,0,0.0003787,0.000165,0,2,2,6838,5281,12119
172036,14108,0,0.0006007,0.000117,0,4,4,27522,6659,34182
172038,14065,0,0.0003787,0.000165,0,2,2,6838,5281,12119
172038,14108,0,0.0001502,0.0000293,0,1,1,27522,6659,34182
172039,14065,0.0002925,0.0617307,0.0270649,2,326,328,6838,5281,12119
172040,14065,0.9967827,0.0045446,0.564403,6816,24,6840,6838,5281,12119
172041,14065,0,0.0030297,0.0013202,0,16,16,6838,5281,12119
172042,14065,0,0.0064382,0.0028055,0,34,34,6838,5281,12119
172043,14065,0,0.0024617,0.0010727,0,13,13,6838,5281,12119
172044,14087,0,0.0024797,0.0006529,0,11,11,12411,4436,16847
172045,14087,0,0.0072137,0.0018994,0,32,32,12411,4436,16847
172050,14087,0,0.00789,0.0020775,0,35,35,12411,4436,16847
172051,14049,0,0.0117119,0.0098481,0,94,94,1519,8026,9545
172052,14049,0,0.0114627,0.0096386,0,92,92,1519,8026,9545
172053,14049,0,0.001246,0.0010477,0,10,10,1519,8026,9545
172054,14049,0,0.0002492,0.0002095,0,2,2,1519,8026,9545
172055,14049,0,0.0004984,0.0004191,0,4,4,1519,8026,9545
172056,14049,0,0.0001246,0.0001048,0,1,1,1519,8026,9545
172061,14049,0,0.0164465,0.0138292,0,132,132,1519,8026,9545
172061,16012,0,0.0041102,0.0014207,0,60,60,27635,14598,42234
172065,14049,0,0.0001246,0.0001048,0,1,1,1519,8026,9545
172068,16012,0,0.0176737,0.0061088,0,258,258,27635,14598,42234
172074,16083,0,0.0181321,0.0139729,0,411,411,6747,22667,29414
172075,16083,0,0.0215732,0.0166247,0,489,489,6747,22667,29414
172076,16083,0,0.0065293,0.0050316,0,148,148,6747,22667,29414
172077,16083,0,0.0207791,0.0160128,0,471,471,6747,22667,29414
172078,16083,0,0.00225,0.0017339,0,51,51,6747,22667,29414
172079,16083,0,0.0146027,0.0112531,0,331,331,6747,22667,29414
172080,16083,0,0.0024264,0.0018699,0,55,55,6747,22667,29414
172081,16083,0,0.0001765,0.000136,0,4,4,6747,22667,29414
172082,16064,0,0.0443854,0.0177958,0,451,451,12976,10161,25343
172084,16102,0,0.0002811,0.000019,0,6,6,294005,21343,315350
172085,16102,0,0.0031861,0.0002156,0,68,68,294005,21343,315350
172086,16033,0,0.1338093,0.0545694,0,1162,1162,12611,8684,21294
172093,16059,0,0.0659436,0.0553398,0,456,456,1325,6915,8240
172096,16009,0,0.0030132,0.0015783,0,55,55,16596,18253,34848
172097,16009,0,0.0004383,0.0002296,0,8,8,16596,18253,34848
172098,16009,0,0.0011505,0.0006026,0,21,21,16596,18253,34848
172100,16009,0,0.0216403,0.0113349,0,395,395,16596,18253,34848
172103,16009,0,0.0163809,0.0085801,0,299,299,16596,18253,34848
172104,16082,0,0.0311862,0.0054607,0,382,382,0,12249,69955
172105,16082,0,0.0823741,0.0144236,0,1009,1009,0,12249,69955
173051,14022,0,0.0022387,0.0003332,0,13,13,33213,5807,39020
173052,14022,0,0.0018943,0.0002819,0,11,11,33213,5807,39020
173053,14022,0,0.0027553,0.00041,0,16,16,33213,5807,39020
173055,14022,0,0.0043051,0.0006407,0,25,25,33213,5807,39020
173057,14022,0.0106284,0,0.0090466,353,0,353,33213,5807,39020
173058,14022,0.0005721,0,0.0004869,19,0,19,33213,5807,39020
173059,6007,0,0.0002366,0.000031,0,5,5,140290,21130,161420
173059,14022,0,0.0046496,0.000692,0,27,27,33213,5807,39020
173066,6007,0,0.0120681,0.0015797,0,255,255,140290,21130,161420
173067,6007,0,0.0144345,0.0018895,0,305,305,140290,21130,161420
173070,6007,0,0.0186938,0.002447,0,395,395,140290,21130,161420
173071,6007,0,0.0022717,0.0002974,0,48,48,140290,21130,161420
173072,6007,0,0.0171794,0.0022488,0,363,363,140290,21130,161420
173074,6008,0,0.0276074,0.0121116,0,99,99,4588,3586,8174
173079,6004,0,0.0008451,0.0001548,0,3,3,15835,3550,19385
173080,6004,0,0.0005634,0.0001032,0,2,2,15835,3550,19385
173083,6010,0,0.0008489,0.0000167,0,2,2,117602,2356,119956
173084,6004,0,0.0002817,0.0000516,0,1,1,15835,3550,19385
173084,6010,0,0.008489,0.0001667,0,20,20,117602,2356,119956
173085,6010,0.0305607,0.0237691,0.0304278,3594,56,3650,117602,2356,119956
173086,6010,0.2097243,0.0042445,0.2056921,24664,10,24674,117602,2356,119956
173087,6002,0.0411262,0.0076467,0.0389438,5650,71,5721,137382,9285,146904
173087,6010,0.2162208,0,0.2119777,25428,0,25428,117602,2356,119956
173088,6002,0.0070388,0.0152935,0.0075491,967,142,1109,137382,9285,146904
173089,6002,0,0.0020463,0.0001293,0,19,19,137382,9285,146904
173089,6005,0.1420953,0.0069573,0.1069834,2851,49,2900,20064,7043,27107
173090,6005,0,0.0704245,0.0182979,0,496,496,20064,7043,27107
173091,6005,0,0.0007099,0.0001845,0,5,5,20064,7043,27107
173094,6005,0,0.0005679,0.0001476,0,4,4,20064,7043,27107
173095,14108,0,0.0001502,0.0000293,0,1,1,27522,6659,34182
173097,14108,0,0.0004505,0.0000878,0,3,3,27522,6659,34182
173098,14065,0,0.0001894,0.0000825,0,1,1,6838,5281,12119
173098,14108,0,0.0004505,0.0000878,0,3,3,27522,6659,34182
173099,14065,0.0029248,0.0070062,0.0047034,20,37,57,6838,5281,12119
173100,14065,0,0.0011361,0.0004951,0,6,6,6838,5281,12119
173102,14065,0,0.0020829,0.0009077,0,11,11,6838,5281,12119
173103,14065,0,0.0009468,0.0004126,0,5,5,6838,5281,12119
173103,14087,0,0.0011271,0.0002968,0,5,5,12411,4436,16847
173104,14087,0,0.0101443,0.0026711,0,45,45,12411,4436,16847
173108,14049,0,0.0123349,0.0103719,0,99,99,1519,8026,9545
173109,14049,0,0.0017443,0.0014667,0,14,14,1519,8026,9545
173110,14049,0,0.0118365,0.0099529,0,95,95,1519,8026,9545
173111,14049,0,0.0001246,0.0001048,0,1,1,1519,8026,9545
173112,14049,0,0.0022427,0.0018858,0,18,18,1519,8026,9545
173113,14049,0,0.0356342,0.0299633,0,286,286,1519,8026,9545
173119,14049,0,0.0007476,0.0006286,0,6,6,1519,8026,9545
173120,14049,0,0.020932,0.0176008,0,168,168,1519,8026,9545
173122,14049,0,0.0003738,0.0003143,0,3,3,1519,8026,9545
173123,14049,0,0.0053576,0.004505,0,43,43,1519,8026,9545
173124,14049,0,0.0069773,0.0058669,0,56,56,1519,8026,9545
173125,14049,0,0.1496387,0.125825,0,1201,1201,1519,8026,9545
173127,16012,0,0.0006165,0.0002131,0,9,9,27635,14598,42234
173128,16012,0,0.0243869,0.0084292,0,356,356,27635,14598,42234
173129,16012,0,0.0096589,0.0033385,0,141,141,27635,14598,42234
173133,16083,0,0.0392641,0.0302577,0,890,890,6747,22667,29414
173134,16083,0,0.0442493,0.0340994,0,1003,1003,6747,22667,29414
173135,16083,0,0.0172939,0.013327,0,392,392,6747,22667,29414
173137,16083,0,0.061102,0.0470864,0,1385,1385,6747,22667,29414
173138,16083,0,0.016985,0.013089,0,385,385,6747,22667,29414
173139,16083,0,0.0151321,0.0116611,0,343,343,6747,22667,29414
173142,16102,0,0.0009839,0.0000666,0,21,21,294005,21343,315350
173143,16102,0,0.0030455,0.0002061,0,65,65,294005,21343,315350
173144,16102,0,0.0015462,0.0001046,0,33,33,294005,21343,315350
173145,16102,0,0.000656,0.0000444,0,14,14,294005,21343,315350
173146,16102,0,0.0002343,0.0000159,0,5,5,294005,21343,315350
173148,16102,0,0.0304081,0.002058,0,649,649,294005,21343,315350
173149,16087,0,0.0009834,0.0005163,0,7,7,6440,7118,13558
173150,16087,0,0.0286597,0.0150465,0,204,204,6440,7118,13558
173152,16087,0,0.0532453,0.027954,0,379,379,6440,7118,13558
173153,16059,0,0.1223427,0.1026699,0,846,846,1325,6915,8240
173153,16009,0,0.0014792,0.0007748,0,27,27,16596,18253,34848
173154,16009,0,0.0266258,0.0139463,0,486,486,16596,18253,34848
173156,16009,0,0.0407604,0.0213499,0,744,744,16596,18253,34848
173157,16009,0,0.0442119,0.0231577,0,807,807,16596,18253,34848
173158,16009,0,0.0016436,0.0008609,0,30,30,16596,18253,34848
173159,16009,0,0.0087657,0.0045914,0,160,160,16596,18253,34848
173160,16009,0,0.0019723,0.0010331,0,36,36,16596,18253,34848
173161,16009,0,0.0125459,0.0065714,0,229,229,16596,18253,34848
173161,16079,0,0.0208624,0.0095982,0,434,434,24414,20803,45217
173162,16009,0,0.0540185,0.0282943,0,986,986,16596,18253,34848
173164,16082,0,0.0602498,0.0105496,0,738,738,0,12249,69955
174106,14043,0,0.0018665,0.0012378,0,29,29,7891,15537,23428
174109,14043,0,0.083993,0.0557026,0,1305,1305,7891,15537,23428
174111,14022,0,0.0061994,0.0009226,0,36,36,33213,5807,39020
174117,14022,0,0.0020665,0.0003075,0,12,12,33213,5807,39020
174118,14022,0,0.0055106,0.0008201,0,32,32,33213,5807,39020
174126,14027,0,0.0002037,0.0001732,0,3,3,2597,14725,17322
174128,6007,0,0.0332229,0.0043489,0,702,702,140290,21130,161420
174131,6008,0,0.2002231,0.0878395,0,718,718,4588,3586,8174
174134,6008,0,0.006135,0.0026915,0,22,22,4588,3586,8174
174140,6010,0,0.0649406,0.0012755,0,153,153,117602,2356,119956
174141,6010,0,0.0050934,0.0001,0,12,12,117602,2356,119956
174142,6010,0,0.2325976,0.0045683,0,548,548,117602,2356,119956
174143,6010,0,0.00382,0.000075,0,9,9,117602,2356,119956
174143,6003,0,0.0010006,0.0003351,0,7,7,13892,6996,20888
174144,6010,0,0.0004244,0.0000083,0,1,1,117602,2356,119956
174144,6003,0,0.0017153,0.0005745,0,12,12,13892,6996,20888
174145,6010,0.0556623,0.0008489,0.0545867,6546,2,6548,117602,2356,119956
174145,6003,0.0103657,0.0027158,0.0078035,144,19,163,13892,6996,20888
174146,6002,0,0.0009693,0.0000613,0,9,9,137382,9285,146904
174146,6010,0.0695907,0.0165535,0.0685501,8184,39,8223,117602,2356,119956
174147,6002,0,0.0885299,0.0055955,0,822,822,137382,9285,146904
174147,6010,0,0.0148557,0.0002918,0,35,35,117602,2356,119956
174148,6005,0,0.0011359,0.0002951,0,8,8,20064,7043,27107
174149,6005,0,0.0498367,0.0129487,0,351,351,20064,7043,27107
174150,6005,0,0.0022718,0.0005903,0,16,16,20064,7043,27107
174154,14108,0,0.0006007,0.000117,0,4,4,27522,6659,34182
174155,14108,0,0.0004505,0.0000878,0,3,3,27522,6659,34182
174156,14108,0,0.0019522,0.0003803,0,13,13,27522,6659,34182
174158,14065,0,0.0017042,0.0007426,0,9,9,6838,5281,12119
174159,14065,0,0.0018936,0.0008252,0,10,10,6838,5281,12119
174160,14065,0,0.0022723,0.0009902,0,12,12,6838,5281,12119
174161,14087,0,0.0029306,0.0007717,0,13,13,12411,4436,16847
174164,14087,0,0.0130748,0.0034427,0,58,58,12411,4436,16847
174169,14049,0,0.0049838,0.0041907,0,40,40,1519,8026,9545
174170,14049,0,0.0023673,0.0019906,0,19,19,1519,8026,9545
174172,14049,0,0.0191876,0.0161341,0,154,154,1519,8026,9545
174173,14049,0,0.0199352,0.0167627,0,160,160,1519,8026,9545
174176,14049,0,0.0239223,0.0201152,0,192,192,1519,8026,9545
174177,14049,0,0.0004984,0.0004191,0,4,4,1519,8026,9545
174178,14049,0,0.0048592,0.0040859,0,39,39,1519,8026,9545
174179,14049,0,0.0004984,0.0004191,0,4,4,1519,8026,9545
174182,14049,0,0.0624221,0.0524882,0,501,501,1519,8026,9545
174185,16012,0,0.0095219,0.0032912,0,139,139,27635,14598,42234
174188,16012,0,0.0013701,0.0004736,0,20,20,27635,14598,42234
174190,16083,0,0.0029558,0.0022778,0,67,67,6747,22667,29414
174191,16083,0,0.0230732,0.0177806,0,523,523,6747,22667,29414
174192,16083,0,0.0322054,0.0248181,0,730,730,6747,22667,29414
174193,16083,0,0.0126175,0.0097233,0,286,286,6747,22667,29414
174194,16083,0,0.0018088,0.0013939,0,41,41,6747,22667,29414
174195,16083,0,0.0356465,0.0274699,0,808,808,6747,22667,29414
174196,16083,0,0.0051617,0.0039777,0,117,117,6747,22667,29414
174197,16083,0,0.0100587,0.0077514,0,228,228,6747,22667,29414
174198,16083,0,0.0223673,0.0172367,0,507,507,6747,22667,29414
174199,16083,0,0.0049852,0.0038417,0,113,113,6747,22667,29414
174200,16102,0,0.0117603,0.0007959,0,251,251,294005,21343,315350
174201,16102,0,0.0027175,0.0001839,0,58,58,294005,21343,315350
174203,16102,0,0.0007497,0.0000507,0,16,16,294005,21343,315350
174204,16102,0,0.0040763,0.0002759,0,87,87,294005,21343,315350
174205,16102,0,0.0013119,0.0000888,0,28,28,294005,21343,315350
174206,16102,0,0.000656,0.0000444,0,14,14,294005,21343,315350
174207,16102,0,0.0187884,0.0012716,0,401,401,294005,21343,315350
174208,16087,0,0.1532734,0.0804691,0,1091,1091,6440,7118,13558
174210,16087,0,0.0805001,0.0422629,0,573,573,6440,7118,13558
174211,16087,0,0.3007867,0.1579141,0,2141,2141,6440,7118,13558
174212,16087,0,0.0095532,0.0050155,0,68,68,6440,7118,13558
174213,16009,0,0.0014244,0.0007461,0,26,26,16596,18253,34848
174213,16079,0,0.0045666,0.002101,0,95,95,24414,20803,45217
174213,16087,0,0.0424276,0.0222747,0,302,302,6440,7118,13558
174214,16079,0,0.0030765,0.0014154,0,64,64,24414,20803,45217
174215,16079,0,0.0336971,0.015503,0,701,701,24414,20803,45217
174216,16079,0,0.0264385,0.0121636,0,550,550,24414,20803,45217
174217,16079,0,0.0174013,0.0080058,0,362,362,24414,20803,45217
174218,16079,0,0.0245157,0.0112789,0,510,510,24414,20803,45217
174219,16079,0,0.0153824,0.007077,0,320,320,24414,20803,45217
174221,16082,0,0.0177157,0.003102,0,217,217,0,12249,69955
174223,16082,0,0.0195118,0.0034165,0,239,239,0,12249,69955
175163,14043,0,0.0003862,0.0002561,0,6,6,7891,15537,23428
175164,14043,0,0.0379095,0.0251409,0,589,589,7891,15537,23428
175165,14043,0,0.0005793,0.0003842,0,9,9,7891,15537,23428
175166,14043,0,0.0003862,0.0002561,0,6,6,7891,15537,23428
175167,14043,0,0.0017378,0.0011525,0,27,27,7891,15537,23428
175169,14022,0,0.0435681,0.0064839,0,253,253,33213,5807,39020
175170,14022,0,0.0006888,0.0001025,0,4,4,33213,5807,39020
175171,14022,0,0.0406406,0.0060482,0,236,236,33213,5807,39020
175173,14022,0,0.0001722,0.0000256,0,1,1,33213,5807,39020
175185,14027,0,0.098472,0.0837086,0,1450,1450,2597,14725,17322
175187,14027,0,0.0001358,0.0001155,0,2,2,2597,14725,17322
175188,14027,0,0.0147368,0.0125274,0,217,217,2597,14725,17322
175190,14027,0,0.0135144,0.0114883,0,199,199,2597,14725,17322
175191,6008,0,0.0331846,0.0145584,0,119,119,4588,3586,8174
175192,6008,0,0.0186838,0.0081967,0,67,67,4588,3586,8174
175193,6008,0,0.0055772,0.0024468,0,20,20,4588,3586,8174
175195,6008,0,0.0005577,0.0002447,0,2,2,4588,3586,8174
175196,6010,0,0.0029711,0.0000584,0,7,7,117602,2356,119956
175197,6010,0,0.0016978,0.0000333,0,4,4,117602,2356,119956
175198,6010,0,0.2304754,0.0045267,0,543,543,117602,2356,119956
175202,6010,0,0.0297114,0.0005835,0,70,70,117602,2356,119956
175203,6003,0.0532681,0.0084334,0.0382516,740,59,799,13892,6996,20888
175204,6010,0,0.0016978,0.0000333,0,4,4,117602,2356,119956
175204,6003,0.616038,0.0503145,0.4265607,8558,352,8910,13892,6996,20888
175205,6010,0,0.0093379,0.0001834,0,22,22,117602,2356,119956
175206,6010,0,0.0764007,0.0015006,0,180,180,117602,2356,119956
175207,6010,0,0.0793718,0.0015589,0,187,187,117602,2356,119956
175207,6005,0,0.1252307,0.0325377,0,882,882,20064,7043,27107
175208,6005,0,0.0810734,0.0210647,0,571,571,20064,7043,27107
175209,6005,0.4076954,0.0011359,0.3020622,8180,8,8188,20064,7043,27107
175210,6005,0.0210327,0.0015618,0.0159737,422,11,433,20064,7043,27107
175211,6005,0,0.0251313,0.0065297,0,177,177,20064,7043,27107
175213,14103,0,0.0050955,0.0005513,0,4,4,6471,785,7256
175215,14108,0,0.0118636,0.0023112,0,79,79,27522,6659,34182
175217,14065,0,0.2455974,0.107022,0,1297,1297,6838,5281,12119
175217,14087,0,0.0060866,0.0016027,0,27,27,12411,4436,16847
175219,14065,0,0.0140125,0.0061061,0,74,74,6838,5281,12119
175221,14087,0,0.0286294,0.0075384,0,127,127,12411,4436,16847
175223,14087,0,0.0040577,0.0010684,0,18,18,12411,4436,16847
175226,14087,0,0.0087917,0.002315,0,39,39,12411,4436,16847
175226,14049,0,0.0029903,0.0025144,0,24,24,1519,8026,9545
175227,14049,0,0.0226763,0.0190676,0,182,182,1519,8026,9545
175228,14049,0,0.0247944,0.0208486,0,199,199,1519,8026,9545
175230,14049,0,0.0001246,0.0001048,0,1,1,1519,8026,9545
175231,14049,0,0.0008722,0.0007334,0,7,7,1519,8026,9545
175235,14049,0,0.0095938,0.0080671,0,77,77,1519,8026,9545
175237,14049,0,0.0011214,0.0009429,0,9,9,1519,8026,9545
175240,14049,0,0.0002492,0.0002095,0,2,2,1519,8026,9545
175244,14049,0,0.0067281,0.0056574,0,54,54,1519,8026,9545
175246,16012,0,0.0084258,0.0029123,0,123,123,27635,14598,42234
175247,16012,0,0.0243869,0.0084292,0,356,356,27635,14598,42234
175248,16012,0,0.0173311,0.0059904,0,253,253,27635,14598,42234
175248,16083,0,0.0067058,0.0051676,0,152,152,6747,22667,29414
175249,16083,0,0.0926457,0.0713946,0,2100,2100,6747,22667,29414
175250,16083,0,0.0468964,0.0361393,0,1063,1063,6747,22667,29414
175251,16083,0,0.0070587,0.0054396,0,160,160,6747,22667,29414
175252,16083,0.3404476,0,0.0780921,2297,0,2297,6747,22667,29414
175253,16083,0.6595524,0,0.1512885,4450,0,4450,6747,22667,29414
175254,16083,0,0.0027353,0.0021078,0,62,62,6747,22667,29414
175255,16083,0,0.0510434,0.039335,0,1157,1157,6747,22667,29414
175256,16083,0,0.0042352,0.0032638,0,96,96,6747,22667,29414
175257,16058,0,0.0083703,0.0018052,0,34,34,14772,4062,18834
175257,16083,0,0.003397,0.0026178,0,77,77,6747,22667,29414
175258,16058,0,0.0438208,0.009451,0,178,178,14772,4062,18834
175259,16102,0,0.0005622,0.0000381,0,12,12,294005,21343,315350
175259,16058,0,0.0054161,0.0011681,0,22,22,14772,4062,18834
175260,16102,0,0.0007497,0.0000507,0,16,16,294005,21343,315350
175261,16102,0,0.0005622,0.0000381,0,12,12,294005,21343,315350
175262,16102,0,0.0326571,0.0022102,0,697,697,294005,21343,315350
175263,16102,0,0.0456356,0.0030886,0,974,974,294005,21343,315350
175264,16102,0,0.0029049,0.0001966,0,62,62,294005,21343,315350
175265,16102,0,0.0067469,0.0004566,0,144,144,294005,21343,315350
175266,16087,0,0.0179826,0.0094409,0,128,128,6440,7118,13558
175268,16087,0.9930124,0.2379882,0.5966219,6395,1694,8089,6440,7118,13558
175269,16087,0.0065217,0,0.0030978,42,0,42,6440,7118,13558
175270,16087,0,0.0035122,0.0018439,0,25,25,6440,7118,13558
175273,16079,0,0.0081719,0.0037596,0,170,170,24414,20803,45217
175274,16079,0,0.0834495,0.0383926,0,1736,1736,24414,20803,45217
175275,16079,0,0.008941,0.0041135,0,186,186,24414,20803,45217
175276,16079,0,0.0697976,0.0321118,0,1452,1452,24414,20803,45217
175277,16079,0,0.0106715,0.0049097,0,222,222,24414,20803,45217
175278,16079,0,0.0024996,0.00115,0,52,52,24414,20803,45217
175279,16079,0,0.0165361,0.0076078,0,344,344,24414,20803,45217
175282,16082,0,0.0030207,0.0005289,0,37,37,0,12249,69955
176221,14043,0,0.0230418,0.0152809,0,358,358,7891,15537,23428
176223,14043,0,0.0221407,0.0146833,0,344,344,7891,15537,23428
176225,14043,0,0.0063719,0.0042257,0,99,99,7891,15537,23428
176226,14043,0,0.0000644,0.0000427,0,1,1,7891,15537,23428
176233,14027,0,0.0064516,0.0054844,0,95,95,2597,14725,17322
176236,14022,0,0.0163596,0.0024346,0,95,95,33213,5807,39020
176240,14027,0,0.0000679,0.0000577,0,1,1,2597,14725,17322
176244,14027,0,0.0361969,0.0307701,0,533,533,2597,14725,17322
176248,14027,0,0.0003396,0.0002887,0,5,5,2597,14725,17322
176251,6008,0,0.3290575,0.1443602,0,1180,1180,4588,3586,8174
176252,6008,0,0.0175683,0.0077074,0,63,63,4588,3586,8174
176253,6008,0,0.0002789,0.0001223,0,1,1,4588,3586,8174
176257,6008,0,0.0011154,0.0004894,0,4,4,4588,3586,8174
176260,6003,0,0.0080046,0.002681,0,56,56,13892,6996,20888
176261,6003,0,0.2722985,0.0912007,0,1905,1905,13892,6996,20888
176262,6003,0,0.0002859,0.0000957,0,2,2,13892,6996,20888
176263,6003,0,0.0017153,0.0005745,0,12,12,13892,6996,20888
176264,6003,0,0.0188679,0.0063194,0,132,132,13892,6996,20888
176265,6010,0,0.0055178,0.0001084,0,13,13,117602,2356,119956
176265,6005,0,0.000142,0.0000369,0,1,1,20064,7043,27107
176265,6003,0.0351281,0.0018582,0.0239851,488,13,501,13892,6996,20888
176266,6010,0,0.0033956,0.0000667,0,8,8,117602,2356,119956
176269,6005,0,0.2599744,0.0675471,0,1831,1831,20064,7043,27107
176270,6005,0,0.1124521,0.0292175,0,792,792,20064,7043,27107
176273,14108,0,0.0345397,0.0067287,0,230,230,27522,6659,34182
176275,14108,0,0.0322871,0.0062899,0,215,215,27522,6659,34182
176276,14087,0,0.0353922,0.0093192,0,157,157,12411,4436,16847
176277,14087,0,0.0164563,0.0043331,0,73,73,12411,4436,16847
176278,14087,0,0.0009017,0.0002374,0,4,4,12411,4436,16847
176280,14087,0,0.0013526,0.0003561,0,6,6,12411,4436,16847
176282,14087,0,0.0002254,0.0000594,0,1,1,12411,4436,16847
176285,14049,0,0.0085971,0.0072289,0,69,69,1519,8026,9545
176285,14087,0,0.0058611,0.0015433,0,26,26,12411,4436,16847
176286,14049,0,0.0168203,0.0141435,0,135,135,1519,8026,9545
176287,14049,0,0.0139546,0.0117339,0,112,112,1519,8026,9545
176288,14049,0.1178407,0.0069773,0.0246202,179,56,235,1519,8026,9545
176289,14049,0.8801844,0,0.1400733,1337,0,1337,1519,8026,9545
176303,14049,0,0.0004984,0.0004191,0,4,4,1519,8026,9545
176307,16012,0,0.0114399,0.0039542,0,167,167,27635,14598,42234
176307,16083,0,0.00075,0.000578,0,17,17,6747,22667,29414
176308,16083,0,0.0001765,0.000136,0,4,4,6747,22667,29414
176309,16083,0,0.0037058,0.0028558,0,84,84,6747,22667,29414
176310,16083,0,0.00225,0.0017339,0,51,51,6747,22667,29414
176311,16083,0,0.0340583,0.026246,0,772,772,6747,22667,29414
176312,16083,0,0.0395729,0.0304957,0,897,897,6747,22667,29414
176315,16083,0,0.0134116,0.0103352,0,304,304,6747,22667,29414
176315,16058,0,0.0248646,0.0053626,0,101,101,14772,4062,18834
176316,16058,0,0.03742,0.0080705,0,152,152,14772,4062,18834
176317,16058,0,0.0812408,0.0175215,0,330,330,14772,4062,18834
176318,16058,0,0.0960118,0.0207072,0,390,390,14772,4062,18834
176319,16102,0,0.0010776,0.0000729,0,23,23,294005,21343,315350
176319,16058,0,0.0046775,0.0010088,0,19,19,14772,4062,18834
176320,16102,0,0.0467601,0.0031647,0,998,998,294005,21343,315350
176321,16102,0,0.0965656,0.0065356,0,2061,2061,294005,21343,315350
176322,16102,0.0144521,0.0197254,0.0148089,4249,421,4670,294005,21343,315350
176323,16102,0.0413939,0.0142435,0.039556,12170,304,12474,294005,21343,315350
176324,16102,0,0.0038889,0.0002632,0,83,83,294005,21343,315350
176325,16087,0,0.0009834,0.0005163,0,7,7,6440,7118,13558
176326,16087,0,0.0009834,0.0005163,0,7,7,6440,7118,13558
176326,16102,0,0.000656,0.0000444,0,14,14,294005,21343,315350
176327,16087,0.0004658,0.0050576,0.0028765,3,36,39,6440,7118,13558
176327,16111,0,0.0003785,0.0001971,0,3,3,7295,7927,15222
176329,16087,0,0.0640629,0.0336333,0,456,456,6440,7118,13558
176331,16111,0,0.0326731,0.0170148,0,259,259,7295,7927,15222
176331,16079,0,0.0023554,0.0010837,0,49,49,24414,20803,45217
176332,16079,0,0.0050473,0.0023221,0,105,105,24414,20803,45217
176333,16079,0,0.0146613,0.0067453,0,305,305,24414,20803,45217
176334,16079,0,0.000721,0.0003317,0,15,15,24414,20803,45217
176335,16079,0,0.0133154,0.006126,0,277,277,24414,20803,45217
176336,16079,0,0.0265827,0.0122299,0,553,553,24414,20803,45217
