GRIDCODE,ID,furb,frural,fpob, PobUrb, PobR,Pur+Rur, puT,prT, PobT
"0			fraction",,,,,,,,,,
176337,16079,0,0.0239389,0.0110136,0,498,498,24414,20803,45217
176338,16079,0,0.0535019,0.0246146,0,1113,1113,24414,20803,45217
176339,16079,0,0.0269192,0.0123847,0,560,560,24414,20803,45217
177278,14043,0,0.0012229,0.000811,0,19,19,7891,15537,23428
177282,14043,0,0.1208084,0.0801178,0,1877,1877,7891,15537,23428
177283,14043,0,0.0494948,0.032824,0,769,769,7891,15537,23428
177288,14043,0,0.0001931,0.0001281,0,3,3,7891,15537,23428
177289,14043,0,0.0001931,0.0001281,0,3,3,7891,15537,23428
177294,14027,0,0.0087606,0.0074472,0,129,129,2597,14725,17322
177295,14027,0,0.0004075,0.0003464,0,6,6,2597,14725,17322
177299,14027,0,0.0054329,0.0046184,0,80,80,2597,14725,17322
177300,14027,0,0.0005433,0.0004618,0,8,8,2597,14725,17322
177303,14027,0,0.0040068,0.0034061,0,59,59,2597,14725,17322
177304,14027,0,0.0251273,0.0213601,0,370,370,2597,14725,17322
177305,14027,0,0.0008149,0.0006928,0,12,12,2597,14725,17322
177308,14027,0,0.0076061,0.0064658,0,112,112,2597,14725,17322
177311,6008,0.0117698,0.0005577,0.006851,54,2,56,4588,3586,8174
177312,6008,0.9694856,0.0022309,0.5451431,4448,8,4456,4588,3586,8174
177315,6008,0,0.0039041,0.0017127,0,14,14,4588,3586,8174
177320,6003,0,0.1024871,0.0343259,0,717,717,13892,6996,20888
177321,6003,0,0.0007147,0.0002394,0,5,5,13892,6996,20888
177323,6003,0.1959401,0.0064322,0.1324684,2722,45,2767,13892,6996,20888
177324,6003,0.08926,0.0638937,0.0807641,1240,447,1687,13892,6996,20888
177325,6010,0,0.012309,0.0002418,0,29,29,117602,2356,119956
177325,6005,0,0.000142,0.0000369,0,1,1,20064,7043,27107
177327,6005,0,0.0011359,0.0002951,0,8,8,20064,7043,27107
177328,6005,0.4085427,0.0007099,0.3025787,8197,5,8202,20064,7043,27107
177329,6005,0.020634,0.0070992,0.0171173,414,50,464,20064,7043,27107
177330,14103,0,0.4726115,0.0511301,0,371,371,6471,785,7256
177333,14108,0,0.0003003,0.0000585,0,2,2,27522,6659,34182
177335,14108,0,0.0612705,0.0119361,0,408,408,27522,6659,34182
177337,14087,0,0.0006763,0.0001781,0,3,3,12411,4436,16847
177338,14087,0,0.0013526,0.0003561,0,6,6,12411,4436,16847
177339,14087,0,0.0002254,0.0000594,0,1,1,12411,4436,16847
177341,14087,0,0.003156,0.000831,0,14,14,12411,4436,16847
177342,14087,0,0.0056357,0.0014839,0,25,25,12411,4436,16847
177343,14087,0,0.0263751,0.0069449,0,117,117,12411,4436,16847
177344,14087,0,0.0013526,0.0003561,0,6,6,12411,4436,16847
177345,14087,0,0.0051849,0.0013652,0,23,23,12411,4436,16847
177345,14049,0,0.0002492,0.0002095,0,2,2,1519,8026,9545
177346,14049,0,0.0024919,0.0020953,0,20,20,1519,8026,9545
177347,14049,0,0.0022427,0.0018858,0,18,18,1519,8026,9545
177348,14049,0.001975,0,0.0003143,3,0,3,1519,8026,9545
177349,14049,0,0.0013705,0.0011524,0,11,11,1519,8026,9545
177351,14049,0,0.0008722,0.0007334,0,7,7,1519,8026,9545
177353,14049,0,0.000623,0.0005238,0,5,5,1519,8026,9545
177362,14049,0,0.0007476,0.0006286,0,6,6,1519,8026,9545
177364,16012,0,0.0342513,0.0118388,0,500,500,27635,14598,42234
177365,16012,0,0.0006165,0.0002131,0,9,9,27635,14598,42234
177366,16083,0,0.001147,0.0008839,0,26,26,6747,22667,29414
177367,16083,0,0.0123086,0.0094853,0,279,279,6747,22667,29414
177368,16083,0,0.0168527,0.012987,0,382,382,6747,22667,29414
177369,16083,0,0.0132351,0.0101992,0,300,300,6747,22667,29414
177370,16083,0,0.0024706,0.0019039,0,56,56,6747,22667,29414
177375,16058,0,0.0292959,0.0063184,0,119,119,14772,4062,18834
177376,16058,0,0.0443131,0.0095572,0,180,180,14772,4062,18834
177377,16058,0,0.0356967,0.0076988,0,145,145,14772,4062,18834
177378,16058,0,0.1661743,0.0358394,0,675,675,14772,4062,18834
177379,16058,0,0.241999,0.0521928,0,983,983,14772,4062,18834
177380,16102,0,0.0204751,0.0013858,0,437,437,294005,21343,315350
177380,16058,0,0.0017233,0.0003717,0,7,7,14772,4062,18834
177381,16102,0.110743,0.0905215,0.1093737,32559,1932,34491,294005,21343,315350
177382,16102,0.134331,0.0007965,0.1252925,39494,17,39511,294005,21343,315350
177383,16102,0.0435129,0.024036,0.0421944,12793,513,13306,294005,21343,315350
177384,16102,0,0.0000469,0.0000032,0,1,1,294005,21343,315350
177385,16111,0,0.0003785,0.0001971,0,3,3,7295,7927,15222
177386,16111,0.0264565,0.1873344,0.1102352,193,1485,1678,7295,7927,15222
177387,16111,0,0.0715277,0.0372487,0,567,567,7295,7927,15222
177390,16111,0,0.0131197,0.0068322,0,104,104,7295,7927,15222
177390,16079,0,0.0030765,0.0014154,0,64,64,24414,20803,45217
177391,16079,0,0.0151901,0.0069885,0,316,316,24414,20803,45217
177392,16079,0,0.0183147,0.008426,0,381,381,24414,20803,45217
177393,16079,0,0.0023554,0.0010837,0,49,49,24414,20803,45217
177394,16079,0,0.0275922,0.0126943,0,574,574,24414,20803,45217
177395,16079,0.0394036,0.0593664,0.0485879,962,1235,2197,24414,20803,45217
177396,16079,0.2458016,0,0.1327156,6001,0,6001,24414,20803,45217
177397,16079,0.058532,0.0038937,0.0333945,1429,81,1510,24414,20803,45217
177398,16079,0,0.002067,0.000951,0,43,43,24414,20803,45217
177399,16079,0,0.0795558,0.0366013,0,1655,1655,24414,20803,45217
178336,14043,0,0.0000644,0.0000427,0,1,1,7891,15537,23428
178338,14043,0,0.0012229,0.000811,0,19,19,7891,15537,23428
178339,14043,0,0.144172,0.0956121,0,2240,2240,7891,15537,23428
178342,14043,0,0.0000644,0.0000427,0,1,1,7891,15537,23428
178348,14043,0,0.0054708,0.0036281,0,85,85,7891,15537,23428
178349,14043,0,0.0185364,0.012293,0,288,288,7891,15537,23428
178354,14027,0,0.1343973,0.1142478,0,1979,1979,2597,14725,17322
178356,14027,0,0.0001358,0.0001155,0,2,2,2597,14725,17322
178357,14027,0,0.0029202,0.0024824,0,43,43,2597,14725,17322
178361,14027,0,0.0001358,0.0001155,0,2,2,2597,14725,17322
178362,14027,0,0.0021053,0.0017896,0,31,31,2597,14725,17322
178365,14027,0,0.0057725,0.0049071,0,85,85,2597,14725,17322
178366,14027,0,0.0010187,0.000866,0,15,15,2597,14725,17322
178367,14027,0,0.0021732,0.0018474,0,32,32,2597,14725,17322
178369,14027,0,0.0071986,0.0061194,0,106,106,2597,14725,17322
178370,6008,0,0.0200781,0.0088084,0,72,72,4588,3586,8174
178371,6008,0.0187446,0.0016732,0.0112552,86,6,92,4588,3586,8174
178372,6008,0,0.0002789,0.0001223,0,1,1,4588,3586,8174
178373,6008,0,0.0008366,0.000367,0,3,3,4588,3586,8174
178374,6008,0,0.0287228,0.0126009,0,103,103,4588,3586,8174
178377,6003,0,0.0002859,0.0000957,0,2,2,13892,6996,20888
178379,6003,0,0.0158662,0.0053141,0,111,111,13892,6996,20888
178381,6003,0,0.0939108,0.0314535,0,657,657,13892,6996,20888
178382,6003,0,0.0334477,0.0112026,0,234,234,13892,6996,20888
178383,6003,0,0.2555746,0.0855994,0,1788,1788,13892,6996,20888
178384,6010,0,0.1642615,0.0032262,0,387,387,117602,2356,119956
178385,6005,0,0.0011359,0.0002951,0,8,8,20064,7043,27107
178386,6005,0,0.0258413,0.0067141,0,182,182,20064,7043,27107
178388,14103,0.479215,0.0242038,0.429989,3101,19,3120,6471,785,7256
178389,14103,0.0013908,0.0356688,0.0050992,9,28,37,6471,785,7256
178390,14103,0,0.289172,0.0312845,0,227,227,6471,785,7256
178392,14108,0,0.0013516,0.0002633,0,9,9,27522,6659,34182
178393,14108,0,0.1859138,0.0362179,0,1238,1238,27522,6659,34182
178395,14087,0,0.0081154,0.0021369,0,36,36,12411,4436,16847
178399,14087,0,0.0033814,0.0008904,0,15,15,12411,4436,16847
178400,14087,0,0.0175834,0.0046299,0,78,78,12411,4436,16847
178401,14087,0,0.0146528,0.0038583,0,65,65,12411,4436,16847
178402,14087,0,0.0367448,0.0096753,0,163,163,12411,4436,16847
178403,14087,0,0.0027051,0.0007123,0,12,12,12411,4436,16847
178403,14049,0,0.0063543,0.0053431,0,51,51,1519,8026,9545
178404,14049,0,0.0003738,0.0003143,0,3,3,1519,8026,9545
178405,14049,0,0.0027411,0.0023049,0,22,22,1519,8026,9545
178406,14049,0,0.0188139,0.0158198,0,151,151,1519,8026,9545
178407,14049,0,0.0004984,0.0004191,0,4,4,1519,8026,9545
178408,14049,0,0.0013705,0.0011524,0,11,11,1519,8026,9545
178409,14049,0,0.0008722,0.0007334,0,7,7,1519,8026,9545
178411,14049,0,0.0002492,0.0002095,0,2,2,1519,8026,9545
178415,14056,0,0.0038462,0.0027811,0,7,7,697,1820,2517
178419,14049,0,0.1072764,0.0902043,0,861,861,1519,8026,9545
178420,14049,0,0.0002492,0.0002095,0,2,2,1519,8026,9545
178422,14049,0,0.000623,0.0005238,0,5,5,1519,8026,9545
178424,16012,0,0.0073298,0.0025335,0,107,107,27635,14598,42234
178425,16068,0,0.0076049,0.0029649,0,75,75,15434,9862,25296
178426,16068,0,0.0059826,0.0023324,0,59,59,15434,9862,25296
178428,16083,0,0.0766753,0.0590875,0,1738,1738,6747,22667,29414
178434,16058,0,0.0009847,0.0002124,0,4,4,14772,4062,18834
178437,16058,0.1745871,0.1174298,0.1622597,2579,477,3056,14772,4062,18834
178438,16058,0.8254129,0.0425899,0.6565785,12193,173,12366,14772,4062,18834
178439,16102,0.041836,0.0037952,0.0392611,12300,81,12381,294005,21343,315350
178440,16102,0.2408054,0,0.2245061,70798,0,70798,294005,21343,315350
178441,16102,0.1790072,0,0.1668908,52629,0,52629,294005,21343,315350
178442,16102,0.0770565,0.0051539,0.0721896,22655,110,22765,294005,21343,315350
178443,16102,0,0.000328,0.0000222,0,7,7,294005,21343,315350
178444,16111,0,0.1706825,0.0888845,0,1353,1353,7295,7927,15222
178445,16111,0.3303633,0.0802321,0.2001051,2410,636,3046,7295,7927,15222
178446,16111,0.0327622,0.0364577,0.0346866,239,289,528,7295,7927,15222
178449,16079,0,0.0225448,0.0103722,0,469,469,24414,20803,45217
178450,16079,0,0.0000481,0.0000221,0,1,1,24414,20803,45217
178451,16079,0,0.019228,0.0088462,0,400,400,24414,20803,45217
178452,16079,0,0.0003365,0.0001548,0,7,7,24414,20803,45217
178453,16079,0,0.0173533,0.0079837,0,361,361,24414,20803,45217
178454,16079,0.031867,0.016488,0.0247916,778,343,1121,24414,20803,45217
178455,16079,0.271074,0.0070663,0.1496119,6618,147,6765,24414,20803,45217
178456,16079,0.3513148,0.0038937,0.1914767,8577,81,8658,24414,20803,45217
178457,16079,0.002007,0,0.0010837,49,0,49,24414,20803,45217
178458,16079,0,0.0003365,0.0001548,0,7,7,24414,20803,45217
178458,16066,0,0.1007645,0.0223705,0,1964,1964,65685,19491,87794
178459,16066,0,0.0038992,0.0008657,0,76,76,65685,19491,87794
179397,14043,0,0.0003218,0.0002134,0,5,5,7891,15537,23428
179398,14043,0,0.0005149,0.0003415,0,8,8,7891,15537,23428
179403,14043,0,0.0003862,0.0002561,0,6,6,7891,15537,23428
179407,14043,0,0.0026389,0.00175,0,41,41,7891,15537,23428
179415,14027,0,0.0004754,0.0004041,0,7,7,2597,14725,17322
179417,14027,0,0.0158234,0.0134511,0,233,233,2597,14725,17322
179420,14027,0,0.0104584,0.0088904,0,154,154,2597,14725,17322
179421,14027,0,0.002309,0.0019628,0,34,34,2597,14725,17322
179422,14027,0,0.0033277,0.0028288,0,49,49,2597,14725,17322
179423,14027,0,0.0071307,0.0060617,0,105,105,2597,14725,17322
179425,14027,0,0.0135823,0.011546,0,200,200,2597,14725,17322
179426,14027,0,0.0372156,0.0316361,0,548,548,2597,14725,17322
179427,14027,0,0.0082173,0.0069853,0,121,121,2597,14725,17322
179428,14027,0,0.0146689,0.0124697,0,216,216,2597,14725,17322
179430,6008,0,0.0794757,0.0348666,0,285,285,4588,3586,8174
179431,6008,0,0.0571668,0.0250795,0,205,205,4588,3586,8174
179432,6008,0,0.0418293,0.0183509,0,150,150,4588,3586,8174
179433,6008,0,0.0337423,0.014803,0,121,121,4588,3586,8174
179435,6003,0,0.0100057,0.0033512,0,70,70,13892,6996,20888
179436,6003,0,0.0001429,0.0000479,0,1,1,13892,6996,20888
179437,6003,0,0.0001429,0.0000479,0,1,1,13892,6996,20888
179438,14122,0,0.0041204,0.0019447,0,13,13,3530,3155,6685
179439,14122,0,0.0630745,0.0297681,0,199,199,3530,3155,6685
179442,6003,0,0.0010006,0.0003351,0,7,7,13892,6996,20888
179445,6005,0,0.000284,0.0000738,0,2,2,20064,7043,27107
179446,14103,0,0.0050955,0.0005513,0,4,4,6471,785,7256
179447,14103,0,0.0955414,0.0103363,0,75,75,6471,785,7256
179448,14103,0.0197806,0.0012739,0.0177784,128,1,129,6471,785,7256
179449,14103,0.4996137,0.0063694,0.4462514,3233,5,3238,6471,785,7256
179450,14108,0,0.0022526,0.0004388,0,15,15,27522,6659,34182
179454,14087,0,0.0049594,0.0013059,0,22,22,12411,4436,16847
179456,14087,0,0.0009017,0.0002374,0,4,4,12411,4436,16847
179457,14087,0,0.0004509,0.0001187,0,2,2,12411,4436,16847
179458,14087,0,0.0056357,0.0014839,0,25,25,12411,4436,16847
179459,14087,0,0.0022543,0.0005936,0,10,10,12411,4436,16847
179460,14087,0,0.0027051,0.0007123,0,12,12,12411,4436,16847
179461,14087,0,0.0020289,0.0005342,0,9,9,12411,4436,16847
179461,14085,0,0.0002546,0.0001053,0,4,4,22275,15709,37986
179462,14049,0,0.0022427,0.0018858,0,18,18,1519,8026,9545
179462,14087,0,0.0040577,0.0010684,0,18,18,12411,4436,16847
179463,14049,0,0.0024919,0.0020953,0,20,20,1519,8026,9545
179463,14085,0,0.0005729,0.0002369,0,9,9,22275,15709,37986
179464,14049,0,0.0008722,0.0007334,0,7,7,1519,8026,9545
179465,14049,0,0.0034887,0.0029335,0,28,28,1519,8026,9545
179470,14049,0,0.0007476,0.0006286,0,6,6,1519,8026,9545
179472,14056,0,0.0065934,0.0047676,0,12,12,697,1820,2517
179473,14056,0,0.0027473,0.0019865,0,5,5,697,1820,2517
179479,14049,0,0.0090954,0.007648,0,73,73,1519,8026,9545
179480,14049,0,0.0022427,0.0018858,0,18,18,1519,8026,9545
179481,14049,0,0.0125841,0.0105815,0,101,101,1519,8026,9545
179483,16068,0,0.0021294,0.0008302,0,21,21,15434,9862,25296
179484,16068,0,0.0012168,0.0004744,0,12,12,15434,9862,25296
179485,16068,0,0.0253498,0.009883,0,250,250,15434,9862,25296
179486,16068,0,0.0026364,0.0010278,0,26,26,15434,9862,25296
179487,16083,0,0.0008823,0.0006799,0,20,20,6747,22667,29414
179488,16068,0,0.0086189,0.0033602,0,85,85,15434,9862,25296
179489,16068,0,0.0115595,0.0045066,0,114,114,15434,9862,25296
179492,16058,0,0.0110783,0.0023893,0,45,45,14772,4062,18834
179496,16058,0,0.002708,0.0005841,0,11,11,14772,4062,18834
179497,16058,0,0.0034466,0.0007433,0,14,14,14772,4062,18834
179498,16102,0.018282,0.0015462,0.0171492,5375,33,5408,294005,21343,315350
179499,16102,0.0180201,0.0232395,0.0183732,5298,496,5794,294005,21343,315350
179500,16102,0.0046088,0.0013588,0.0043888,1355,29,1384,294005,21343,315350
179501,16102,0.0175643,0.0462915,0.0195085,5164,988,6152,294005,21343,315350
179502,16102,0,0.0014525,0.0000983,0,31,31,294005,21343,315350
179504,16111,0,0.1173206,0.0610958,0,930,930,7295,7927,15222
179505,16111,0.6104181,0.0085783,0.2970043,4453,68,4521,7295,7927,15222
179506,16090,0,0.3031785,0.0266667,0,372,372,12724,1227,13950
179507,16079,0,0.0229775,0.0105712,0,478,478,24414,20803,45217
179509,16079,0,0.0019709,0.0009067,0,41,41,24414,20803,45217
179510,16079,0,0.0210066,0.0096645,0,437,437,24414,20803,45217
179511,16079,0,0.1422872,0.0654621,0,2960,2960,24414,20803,45217
179515,16066,0,0.0004618,0.0001025,0,9,9,65685,19491,87794
179517,16066,0,0.0133908,0.0029729,0,261,261,65685,19491,87794
180454,14043,0,0.0023814,0.0015793,0,37,37,7891,15537,23428
180455,14043,0,0.0015447,0.0010244,0,24,24,7891,15537,23428
180467,14043,0,0.0010298,0.0006829,0,16,16,7891,15537,23428
180473,14027,0,0.0267572,0.0227456,0,394,394,2597,14725,17322
180476,14027,0,0.0004754,0.0004041,0,7,7,2597,14725,17322
180477,14027,0,0.0004754,0.0004041,0,7,7,2597,14725,17322
180478,14027,0.1499249,0.0101868,0.1585845,2597,150,2747,2597,14725,17322
180479,14027,0,0.0120204,0.0102182,0,177,177,2597,14725,17322
180481,14027,0,0.0010187,0.000866,0,15,15,2597,14725,17322
180483,14027,0,0.022275,0.0189355,0,328,328,2597,14725,17322
180484,14027,0,0.0878098,0.074645,0,1293,1293,2597,14725,17322
180485,14027,0,0.0202377,0.0172036,0,298,298,2597,14725,17322
180486,14027,0,0.0024448,0.0020783,0,36,36,2597,14725,17322
180487,14027,0,0.009983,0.0084863,0,147,147,2597,14725,17322
180489,6008,0,0.0033463,0.0014681,0,12,12,4588,3586,8174
180493,14099,0,0.0005465,0.0003128,0,3,3,4102,5489,9591
180497,14122,0,0.0538827,0.0254301,0,170,170,3530,3155,6685
180498,14122,0,0.0174326,0.0082274,0,55,55,3530,3155,6685
180499,14122,0,0.2465927,0.11638,0,778,778,3530,3155,6685
180500,6003,0,0.0404517,0.0135484,0,283,283,13892,6996,20888
180500,14122,0,0.0431062,0.0203441,0,136,136,3530,3155,6685
180501,6003,0,0.0084334,0.0028246,0,59,59,13892,6996,20888
180508,14108,0,0.000901,0.0001755,0,6,6,27522,6659,34182
180509,14108,0,0.0055564,0.0010824,0,37,37,27522,6659,34182
180510,14108,0,0.0003003,0.0000585,0,2,2,27522,6659,34182
180512,14108,0,0.0091605,0.0017846,0,61,61,27522,6659,34182
180513,14087,0,0.0054103,0.0014246,0,24,24,12411,4436,16847
180513,14108,0,0.000901,0.0001755,0,6,6,27522,6659,34182
180514,14087,0.1575216,0.1825969,0.1641242,1955,810,2765,12411,4436,16847
180515,14087,0.8362743,0.0018034,0.616549,10379,8,10387,12411,4436,16847
180516,14087,0,0.0006763,0.0001781,0,3,3,12411,4436,16847
180517,14087,0,0.0002254,0.0000594,0,1,1,12411,4436,16847
180520,14085,0,0.0076389,0.0031591,0,120,120,22275,15709,37986
180521,14085,0,0.0066841,0.0027642,0,105,105,22275,15709,37986
180522,14085,0,0.0014641,0.0006055,0,23,23,22275,15709,37986
180523,14049,0,0.0063543,0.0053431,0,51,51,1519,8026,9545
180524,14049,0,0.0054822,0.0046097,0,44,44,1519,8026,9545
180525,14049,0,0.0004984,0.0004191,0,4,4,1519,8026,9545
180527,14056,0,0.0065934,0.0047676,0,12,12,697,1820,2517
180529,14056,0,0.0225275,0.0162892,0,41,41,697,1820,2517
180531,14056,0,0.0543956,0.0393325,0,99,99,697,1820,2517
180532,14056,0,0.0038462,0.0027811,0,7,7,697,1820,2517
180536,14056,0,0.0620879,0.0448947,0,113,113,697,1820,2517
180537,14056,0,0.0252747,0.0182757,0,46,46,697,1820,2517
180538,14056,0,0.1054945,0.0762813,0,192,192,697,1820,2517
180540,14049,0,0.0004984,0.0004191,0,4,4,1519,8026,9545
180541,14049,0,0.0048592,0.0040859,0,39,39,1519,8026,9545
180542,16068,0,0.0042588,0.0016603,0,42,42,15434,9862,25296
180544,16068,0,0.0022308,0.0008697,0,22,22,15434,9862,25296
180545,16068,0,0.0012168,0.0004744,0,12,12,15434,9862,25296
180546,16068,0,0.006591,0.0025696,0,65,65,15434,9862,25296
180547,16068,0,0.0016224,0.0006325,0,16,16,15434,9862,25296
180548,16068,0,0.0121679,0.0047438,0,120,120,15434,9862,25296
180554,16058,0,0.0007386,0.0001593,0,3,3,14772,4062,18834
180556,16102,0,0.0005622,0.0000381,0,12,12,294005,21343,315350
180557,16102,0,0.0187415,0.0012684,0,400,400,294005,21343,315350
180558,16102,0,0.0597854,0.0040463,0,1276,1276,294005,21343,315350
180559,16102,0,0.0014993,0.0001015,0,32,32,294005,21343,315350
180560,16102,0,0.01251,0.0008467,0,267,267,294005,21343,315350
180562,16111,0,0.280434,0.1460386,0,2223,2223,7295,7927,15222
180564,16090,0,0.0244499,0.0021505,0,30,30,12724,1227,13950
180564,16111,0,0.0008831,0.0004599,0,7,7,7295,7927,15222
180565,16090,0,0.6536267,0.057491,0,802,802,12724,1227,13950
180569,16066,0,0.0201632,0.0044764,0,393,393,65685,19491,87794
180571,16066,0,0.0323739,0.0071873,0,631,631,65685,19491,87794
180574,16066,0,0.0080037,0.0017769,0,156,156,65685,19491,87794
180575,16066,0,0.0000513,0.0000114,0,1,1,65685,19491,87794
180577,16066,0.047469,0.0007696,0.0356858,3118,15,3133,65685,19491,87794
181517,14043,0,0.0013516,0.0008964,0,21,21,7891,15537,23428
181521,14043,0,0.0078522,0.0052074,0,122,122,7891,15537,23428
181526,14043,0.0007604,0,0.0002561,6,0,6,7891,15537,23428
181527,14043,0.9873273,0,0.3325508,7791,0,7791,7891,15537,23428
181528,14043,0.0119123,0.014031,0.0133174,94,218,312,7891,15537,23428
181529,14043,0,0.0189226,0.0125491,0,294,294,7891,15537,23428
181530,14043,0,0.0984746,0.0653065,0,1530,1530,7891,15537,23428
181531,14021,0,0.0117584,0.0020489,0,44,44,17733,3742,21475
181534,14027,0,0.0158234,0.0134511,0,233,233,2597,14725,17322
181535,14027,0,0.0002716,0.0002309,0,4,4,2597,14725,17322
181536,14027,0,0.0072666,0.0061771,0,107,107,2597,14725,17322
181538,14027,0,0.0001358,0.0001155,0,2,2,2597,14725,17322
181540,14027,0,0.0028523,0.0024247,0,42,42,2597,14725,17322
181541,14027,0,0.0008149,0.0006928,0,12,12,2597,14725,17322
181542,14027,0,0.0065195,0.0055421,0,96,96,2597,14725,17322
181543,14027,0,0.0537182,0.0456645,0,791,791,2597,14725,17322
181544,14027,0,0.0154839,0.0131625,0,228,228,2597,14725,17322
181545,14027,0,0.0850255,0.072278,0,1252,1252,2597,14725,17322
181546,14027,0,0.0008829,0.0007505,0,13,13,2597,14725,17322
181547,14027,0,0.0182003,0.0154717,0,268,268,2597,14725,17322
181548,6008,0,0.0861684,0.0378028,0,309,309,4588,3586,8174
181549,14099,0,0.0480962,0.0275258,0,264,264,4102,5489,9591
181550,14099,0,0.0038258,0.0021896,0,21,21,4102,5489,9591
181554,14099,0,0.0041902,0.0023981,0,23,23,4102,5489,9591
181555,14099,0,0.0094735,0.0054217,0,52,52,4102,5489,9591
181555,14122,0,0.0082409,0.0038893,0,26,26,3530,3155,6685
181556,14122,0,0.1083994,0.0511593,0,342,342,3530,3155,6685
181558,14122,0,0.0380349,0.0179506,0,120,120,3530,3155,6685
181559,14122,0,0.0044374,0.0020942,0,14,14,3530,3155,6685
181566,14103,0,0.0649682,0.0070287,0,51,51,6471,785,7256
181568,14108,0,0.1139811,0.0222047,0,759,759,27522,6659,34182
181570,14108,0,0.1450668,0.0282605,0,966,966,27522,6659,34182
181571,14108,0,0.0581168,0.0113217,0,387,387,27522,6659,34182
181573,14087,0,0.1323264,0.034843,0,587,587,12411,4436,16847
181573,14108,0,0.0103619,0.0020186,0,69,69,27522,6659,34182
181574,14087,0.0062042,0,0.0045705,77,0,77,12411,4436,16847
181576,14121,0,0.0010635,0.000137,0,4,4,25431,3761,29192
181577,14121,0,0.0026589,0.0003426,0,10,10,25431,3761,29192
181579,14085,0,0.0026736,0.0011057,0,42,42,22275,15709,37986
181580,14085,0,0.0019734,0.0008161,0,31,31,22275,15709,37986
181581,14085,0,0.0016551,0.0006845,0,26,26,22275,15709,37986
181581,14049,0,0.0011214,0.0009429,0,9,9,1519,8026,9545
181582,14049,0,0.0024919,0.0020953,0,20,20,1519,8026,9545
