GRIDCODE	CVE_ENTCVE_MUN	fter
280114	32038	0.061586792
280115	32038	0.085996414
280116	32038	0.001118297
280121	32038	0.012929399
281041	18015	0.026910886
281042	18015	0.016873133
281064	18011	0.034957627
281065	18011	0.12675983
281066	18011	0.108424495
281067	18011	0.122117198
281068	18011	0.084011992
281069	18009	0.024257511
281069	18011	0.031515443
281099	14061	0.051537117
281100	14061	0.066684982
281101	14061	0.030728313
281106	14115	0.028954633
281124	14025	0.013027154
281125	14025	0.148299407
281126	14025	0.127594061
281127	14025	0.12044185
281127	32055	0.00907529
281128	32015	0.017982416
281128	32055	0.056892621
281129	32015	0.051342694
281130	32015	0.148839284
281140	1003	0.210165326
281171	32052	0.00079915
281175	32038	0.066003021
282100	18015	0.043385192
282109	18010	0.081084778
282110	18010	0.518833888
282111	18010	0.315713279
282128	18009	0.021335847
282129	18009	0.004948425
282154	14061	0.056241695
282157	14061	0.005782956
282158	14061	0.05743816
282159	14061	0.009200076
282182	14025	0.04974565
282183	14025	0.137507492
282185	14025	0.004007639
282189	32015	0.148523335
282190	32015	0.09005146
282195	32055	0.008410775
282196	32055	0.070635978
282199	1003	0.09108393
282200	1003	0.101331891
282200	32055	0.007053093
282225	1002	0.035043309
282226	1002	0.161984578
282226	32052	0.040872068
282227	32052	0.006813519
282234	32038	0.06086742
283159	18015	0.042886504
283188	18009	0.027845954
283189	18009	0.001467403
283213	14061	0.017242409
283214	14061	0.077719009
283215	14061	0.044215058
283216	14061	0.056113676
283238	14025	0.102218078
283239	14025	0.109329108
283240	14025	0.115488096
283241	14025	0.064909945
283248	32015	0.086236773
283259	1003	0.045734081
283259	32055	0.004597802
283260	1003	0.004501593
283260	1008	0.082463626
283260	32055	0.003191667
283286	32052	0.158988499
283293	32038	0.063300801
284218	18015	0.064154573
284248	18009	0.025340932
284249	18009	0.000997537
284274	14061	0.014149459
284275	14061	0.024806223
284297	14025	0.003868737
284298	14025	0.003562783
284307	32015	0.01003197
284307	32055	0.001318293
284308	32015	0.001699198
284308	32055	0.029065887
284319	1008	0.141562026
284319	32055	0.00914993
284320	1008	0.054989642
284330	1006	1
284330	1007	0.0218968
284331	1007	0.073950908
284344	32052	0.019002377
284345	32052	0.217063825
284346	32052	0.161565785
284347	32052	0.007926539
284352	32038	0.062298064
285277	18015	0.042864048
285307	18009	0.025335028
285308	18009	0.010843169
285367	32055	0.009356224
285368	32055	0.048280959
285379	1008	0.191096337
285381	1008	0.088149592
285382	1008	0.092604175
285389	1007	0.147170387
285390	1007	0.053977053
285403	32052	0.080978261
285406	32024	0.173694072
285406	32052	0.089849316
285407	32024	0.116744601
285407	32052	0.060890984
285408	32024	0.07715391
285408	32052	0.091969458
285409	32024	0.031662997
285409	32038	0.053815844
285409	32052	0.002243504
285410	32038	0.066436683
285411	32038	0.081757797
285412	32038	0.068971207
285413	32038	0.060609232
285414	32038	0.067161773
285415	32038	0.059469421
285416	32038	0.009802529
285417	32038	0.001917359
286336	18015	0.010549599
286366	18009	0.018256946
286367	18009	0.03193444
286368	18009	0.006085061
286383	14061	0.01101193
286427	32055	0.022312225
286428	32055	0.012810518
286438	1008	0.068553711
286439	1008	0.124861285
286440	1008	0.045935196
286445	1008	0.025630792
286446	1008	0.020630013
286466	32024	0.117849255
287427	18009	0.014872349
287428	18009	0.020914881
287429	18009	0.014970163
287442	14061	0.059559898
287487	32055	0.038847502
287504	1008	0.006818339
287505	1007	0.079640601
287505	1008	0.056705267
287508	1007	0.039331389
288485	18009	7.57367E-05
288486	18009	0.022489437
288487	18009	0.02059348
288488	18009	0.020003648
288489	18009	0.018270348
288490	18009	0.012439282
288501	14061	0.052543356
288546	32055	0.012843287
288564	1007	0.200321319
288565	1007	0.280268473
288566	1007	0.01061024
288567	1007	0.084685862
288585	32024	0.001478909
288585	32038	0.010937085
288586	32024	0.010624646
288586	32038	0.061934167
288587	32038	0.009713472
289512	18015	0.010037397
289513	18015	0.009754111
289544	18009	0.014884311
289545	18009	0.002929134
289549	18009	0.007954718
289550	18009	0.019335915
289551	18009	0.021587899
289552	18009	0.027124467
289560	14061	0.052924103
289625	1007	0.008146969
289643	32024	0.098632435
289644	32024	0.177884665
289644	32038	0.010935867
290571	18015	0.021726429
290585	18001	0.324121544
290585	18016	0.044041321
290586	18001	0.62598901
290587	18001	0.037437391
290587	18010	0.084368055
290603	18009	0.019451963
290611	18009	0.013330674
290612	18009	0.021205189
290618	14061	0.032058737
290619	14061	0.038179449
290637	14061	0.014803148
290652	14041	0.415343492
290690	1009	0.561343447
290691	1009	0.438656553
290693	32024	0.016503033
291630	18015	0.014201398
291630	18016	0.017864707
291636	18016	0.005509182
291661	18009	0.00110661
291662	18009	0.021032709
291671	18009	0.003358888
291672	18009	0.034430141
291674	18009	0.005461446
291677	14061	0.028603538
291677	18009	0.01557761
291696	14061	0.039171268
291710	14041	0.038197497
291711	14041	0.466182845
291721	32055	0.024006924
291723	32055	0.029730188
291724	32055	0.000825803
291726	32055	0.030118921
291727	32055	0.027816307
291728	32055	0.047693044
291729	32055	0.025009123
292689	18016	0.052065228
292720	18009	0.022185433
292731	18009	0.017463875
292732	18009	0.002301567
292733	18009	0.037776354
292734	18009	0.013149219
292736	14061	0.022935486
292736	18009	0.011797918
292754	14061	0.007127744
292755	14061	0.027659644
292769	14041	0.080276166
292778	32055	0.000995932
292779	32055	0.059755932
292780	32055	0.049347919
292781	32055	0.059185994
292782	32055	0.018738323
292783	32055	0.027076026
292784	32055	0.016762761
292785	32055	0.013525067
292786	32055	0.007559748
292787	32055	0.014194597
292788	32055	0.037375341
292789	32055	0.064652057
292812	32024	0.177771478
292812	32035	0.101551556
292813	32035	0.020034618
293748	18016	0.052302003
293752	18016	0.020627652
293753	18016	0.108736561
293754	18016	0.059793806
293777	18009	0.010059328
293778	18009	0.017447258
293779	18009	0.016839405
293791	18009	0.021843926
293792	18009	0.017003425
293793	18009	0.02245483
293794	18009	0.023823593
293794	32049	0.000216602
293795	18009	0.004232611
293813	14061	0.005896554
293814	14061	0.023620478
293848	32055	0.031686618
293849	32055	0.033424116
293872	32035	0.309865556
294807	18016	0.04669749
294811	18016	0.015441046
294813	18016	0.092561493
294814	18016	0.085171084
294835	18009	0.012451495
294836	18009	0.02190026
294852	18009	0.001283652
294852	32049	0.09386976
294853	32049	0.009687047
294873	14061	0.014687264
294896	32046	0.260579223
294922	1004	1
294931	32035	0.021398092
294932	32035	0.254128459
295866	18016	0.052589827
295873	18016	0.021499184
295878	18001	0.011302487
295879	18001	0.001149568
295894	18009	0.020048422
295911	10014	0.08631589
295911	32049	0.012300494
295912	10014	0.082124243
295940	32031	0.022191288
295953	32046	0.056489766
295954	32046	0.346898306
295955	32046	0.129653196
295979	32008	0.061625991
295991	32035	0.234299231
296925	18016	0.054561438
296953	18009	0.020675137
296954	18009	0.003907197
296971	10014	0.095397361
296971	32049	0.0179999
296972	10014	0.026536988
296972	32049	0.020000982
296999	32031	0.065612031
297000	32031	0.037293452
297012	32046	0.203722286
297034	32012	0.025498037
297035	32008	0.028868881
297035	32012	0.052191774
297036	32008	0.170316613
297036	32012	0.000997176
297037	32008	0.152435191
297038	32008	0.103390304
297039	32008	0.050065535
297050	32035	0.058722488
297050	32053	0.097280475
297983	18016	0.006060462
297984	18016	0.094438186
298013	18009	0.019095794
298014	18009	0.004400556
298031	10014	0.076788126
298031	32049	0.034667172
298059	32031	0.084052619
298074	32046	0.002657222
298080	32055	0.010585909
298081	32055	0.017614225
298083	32055	0.001914611
298092	32012	0.080369002
298093	32012	0.15380735
298094	32012	0.107984435
298098	32008	0.075857838
298108	32053	0.029162883
298109	32053	0.124824476
298110	32053	0.272821326
298111	32053	0.237295666
298112	32053	0.088124036
299043	18016	0.103804973
299073	18009	0.014688954
299074	18009	0.002736487
299089	10014	0.002993577
299089	32049	0.055192053
299090	32049	0.029780908
299118	32031	0.048550237
299119	32031	0.082720046
299139	32055	0.006562462
299149	32012	0.034266294
299150	32012	0.166189661
299151	32012	0.151518039
299157	32008	0.049935747
299158	32008	0.126184674
299167	32053	0.069864127
299171	32053	0.080627012
300102	18016	0.066234357
300148	10014	0.114709887
300148	32049	0.025262383
300178	32031	0.006714988
300179	32031	0.175339787
300180	32031	0.020256259
300207	32012	0.004277665
300208	32012	0.131288227
300208	32017	0.020397218
300217	32008	0.084803977
300218	32008	0.096515248
300218	32036	0.010725014
300219	32036	0.048251432
300220	32036	0.056645016
300221	32036	0.059722326
300222	32036	0.139011881
300223	32016	0.106276114
300223	32036	0.065816262
300224	32016	0.146528335
301168	25009	1
301207	10014	0.184591028
301208	10014	0.015482694
301237	32031	0.060378236
301238	32031	0.088751473
301264	32012	0.000668538
301266	32012	0.02781334
301267	32017	0.046827608
301268	32017	0.001632372
301274	32036	0.115934731
301275	32036	0.075197151
301276	32036	0.05668587
301277	32036	0.12212279
301283	32016	0.155169578
301284	32016	0.052263142
302267	10014	0.172579261
302296	32031	0.038987174
302297	32031	0.08563598
302313	32020	0.063665903
302323	32012	0.063130462
302323	32017	0.148327037
302330	32017	0.166472495
302331	32017	0.050849503
302331	32036	0.097975599
302332	32036	0.121240266
302333	32036	0.028760491
302343	32016	0.034411786
302353	24025	0.050431063
302354	24025	0.044551268
303326	10014	0.142480946
303326	32049	8.77478E-05
303327	32049	0.043890157
303328	32049	0.03423701
303329	32049	0.053400644
303330	32049	0.038121552
303331	32049	0.036276995
303337	14042	0.019241716
303338	14042	0.134012301
303339	14042	0.126335025
303340	14042	0.010100951
303356	32031	0.085702145
303372	32020	0.619655732
303382	32017	0.101569239
303382	32056	0.186849749
303388	32017	0.114972788
303389	32017	0.154141786
303413	24025	0.010574067
303414	24025	0.053562612
303415	24025	0.016017802
304387	32049	0.015000178
304388	32049	0.013834372
304389	32049	0.008381085
304390	32049	0.035458253
304391	32049	0.076716563
304392	32049	0.008443186
304396	14042	0.233731012
304415	32031	0.044725075
304416	32031	0.053089212
304416	32049	0.017024891
304417	32049	0.015632874
304430	32020	0.135136029
304431	32020	0.181542336
304440	32056	0.15910697
304441	32056	0.249966158
304462	32016	0.022493463
304473	24025	0.066019561
304474	24025	0.092523622
305409	18005	0.088594296
305410	18005	0.143842758
305411	18005	0.075888813
305451	32049	0.044272144
305452	14042	0.024515594
305452	32049	0.056077879
305453	14042	0.116263557
305453	32049	0.017528796
305454	14042	0.174911099
305455	14042	0.160888745
305475	32049	0.021494993
305476	32049	0.032371903
305498	32056	0.053474901
305499	32056	0.152263516
305518	32016	0.052541496
305521	32016	0.169643626
305532	24025	0.075290619
305533	24025	0.072541413
306470	18005	0.078334416
306471	18005	0.177941284
306472	18005	0.1137986
306534	32049	0.038682149
306577	32016	0.095455642
306578	32016	0.020019684
306580	24049	0.119594111
306580	32016	0.107958413
306591	24025	0.070085489
306592	24025	0.026807459
306593	24025	0.07222707
307531	18005	0.105574715
307532	18005	0.083999084
307593	32049	0.045189651
307621	32017	0.002562548
307621	32056	0.153746602
307623	32017	0.042334608
307633	32036	0.001911171
307637	32016	0.037238721
307639	24049	0.329697345
307644	24049	0.02411873
307650	24025	0.070148462
307651	24025	0.044718517
307652	24025	0.110066153
308591	18005	0.132026035
308651	32049	0.005899631
308652	32049	0.043000047
308679	32056	0.044592104
308682	32017	0.149912798
308698	24049	0.3365422
308702	24049	0.127648167
308703	24049	0.062399446
308709	24025	0.07429901
308711	24025	0.050135812
