GRIDCODE,LONG,LATITUDE,Huso,Pobl,X_long(NALCC),Y_lat(NALCC),UMTz
42,42,"EI Frontera Cd Juarez V4.0" ,,,,,
5902716,-106.4341429,31.60092886,7,1794.294316,2077321.774,2176649.062,13
5902717,-106.423659,31.60120604,7,4581.409038,2078321.774,2176649.062,13
5902718,-106.413175,31.60148257,7,2423.521157,2079321.774,2176649.062,13
5902719,-106.402691,31.60175843,7,3969.479942,2080321.774,2176649.062,13
5902720,-106.3922069,31.60203365,7,5899.201502,2081321.774,2176649.062,13
5902721,-106.3817228,31.6023082,7,3145.151785,2082321.774,2176649.062,13
5902722,-106.3712386,31.6025821,7,4425.305737,2083321.774,2176649.062,13
5902723,-106.3607544,31.60285535,7,9215.423802,2084321.774,2176649.062,13
5902724,-106.3502702,31.60312793,7,6887.293036,2085321.774,2176649.062,13
5902725,-106.3397859,31.60339987,7,6685.414402,2086321.774,2176649.062,13
5902726,-106.3293015,31.60367114,7,2192.936376,2087321.774,2176649.062,13
5902727,-106.3188171,31.60394176,7,1935.890595,2088321.774,2176649.062,13
5902728,-106.3083327,31.60421172,7,3915.100445,2089321.774,2176649.062,13
5902729,-106.2978482,31.60448103,7,977.7064754,2090321.774,2176649.062,13
5902730,-106.2873637,31.60474968,7,0,2091321.774,2176649.062,13
5902731,-106.2768791,31.60501768,7,0,2092321.774,2176649.062,13
5902732,-106.2663945,31.60528502,7,0,2093321.774,2176649.062,13
5902733,-106.2559098,31.6055517,7,0,2094321.774,2176649.062,13
5902734,-106.2454251,31.60581772,7,0,2095321.774,2176649.062,13
5905871,-106.6756018,31.60334517,7,0,2054321.774,2177649.062,13
5905872,-106.6651182,31.60363746,7,0,2055321.774,2177649.062,13
5905873,-106.6546346,31.60392909,7,0,2056321.774,2177649.062,13
5905874,-106.6441509,31.60422006,7,0,2057321.774,2177649.062,13
5905875,-106.6336672,31.60451038,7,0,2058321.774,2177649.062,13
5905876,-106.6231834,31.60480004,7,7,2059321.774,2177649.062,13
5905877,-106.6126996,31.60508905,7,0,2060321.774,2177649.062,13
5905878,-106.6022157,31.60537739,7,1,2061321.774,2177649.062,13
5905879,-106.5917318,31.60566509,7,0,2062321.774,2177649.062,13
5905880,-106.5812478,31.60595212,7,46.94712978,2063321.774,2177649.062,13
5905881,-106.5707638,31.6062385,7,11.9040684,2064321.774,2177649.062,13
5905882,-106.5602798,31.60652423,7,588.5577662,2065321.774,2177649.062,13
5905883,-106.5497956,31.6068093,7,379.9031516,2066321.774,2177649.062,13
5905884,-106.5393115,31.60709371,7,947.6259261,2067321.774,2177649.062,13
5905885,-106.5288273,31.60737746,7,1796.592159,2068321.774,2177649.062,13
5905886,-106.518343,31.60766056,7,181.1209157,2069321.774,2177649.062,13
5905887,-106.5078587,31.60794301,7,226.4193625,2070321.774,2177649.062,13
5905888,-106.4973743,31.60822479,7,279.1738541,2071321.774,2177649.062,13
5905889,-106.4868899,31.60850593,7,404.1073862,2072321.774,2177649.062,13
5905890,-106.4764055,31.6087864,7,1037.338463,2073321.774,2177649.062,13
5905891,-106.465921,31.60906622,7,3051.644058,2074321.774,2177649.062,13
5905892,-106.4554364,31.60934538,7,1586.264702,2075321.774,2177649.062,13
5905893,-106.4449518,31.60962389,7,276.7886865,2076321.774,2177649.062,13
5905894,-106.4344672,31.60990174,7,2665.390313,2077321.774,2177649.062,13
5905895,-106.4239825,31.61017893,7,3043.118937,2078321.774,2177649.062,13
5905896,-106.4134977,31.61045547,7,4268.203931,2079321.774,2177649.062,13
5905897,-106.4030129,31.61073135,7,6164.108126,2080321.774,2177649.062,13
5905898,-106.3925281,31.61100658,7,5016.147572,2081321.774,2177649.062,13
5905899,-106.3820432,31.61128115,7,8322.06793,2082321.774,2177649.062,13
5905900,-106.3715583,31.61155506,7,3551.989603,2083321.774,2177649.062,13
5905901,-106.3610733,31.61182832,7,4952.276798,2084321.774,2177649.062,13
5905902,-106.3505883,31.61210092,7,7618.442731,2085321.774,2177649.062,13
5905903,-106.3401032,31.61237287,7,8979.650023,2086321.774,2177649.062,13
5905904,-106.3296181,31.61264416,7,4878.107733,2087321.774,2177649.062,13
5905905,-106.319133,31.61291479,7,3003.114972,2088321.774,2177649.062,13
5905906,-106.3086478,31.61318477,7,3574.399686,2089321.774,2177649.062,13
5905907,-106.2981625,31.61345409,7,269.8813834,2090321.774,2177649.062,13
5905908,-106.2876772,31.61372275,7,0,2091321.774,2177649.062,13
5905909,-106.2771919,31.61399076,7,0,2092321.774,2177649.062,13
5905910,-106.2667065,31.61425811,7,0,2093321.774,2177649.062,13
5905911,-106.256221,31.6145248,7,0,2094321.774,2177649.062,13
5905912,-106.2457355,31.61479084,7,0,2095321.774,2177649.062,13
5909049,-106.6759437,31.61231752,7,0,2054321.774,2178649.062,13
5909050,-106.6654594,31.61260982,7,0,2055321.774,2178649.062,13
5909051,-106.654975,31.61290146,7,0,2056321.774,2178649.062,13
5909052,-106.6444905,31.61319245,7,0,2057321.774,2178649.062,13
5909053,-106.6340061,31.61348278,7,3,2058321.774,2178649.062,13
5909054,-106.6235215,31.61377245,7,7,2059321.774,2178649.062,13
5909055,-106.6130369,31.61406147,7,97,2060321.774,2178649.062,13
5909056,-106.6025523,31.61434984,7,1,2061321.774,2178649.062,13
5909057,-106.5920676,31.61463754,7,159.1160846,2062321.774,2178649.062,13
5909058,-106.5815829,31.61492459,7,501.6009921,2063321.774,2178649.062,13
5909059,-106.5710981,31.61521099,7,634.8638455,2064321.774,2178649.062,13
5909060,-106.5606133,31.61549673,7,127.519672,2065321.774,2178649.062,13
5909061,-106.5501284,31.61578181,7,1292.105455,2066321.774,2178649.062,13
5909062,-106.5396434,31.61606623,7,1006.28373,2067321.774,2178649.062,13
5909063,-106.5291585,31.61635,7,673.8884808,2068321.774,2178649.062,13
5909064,-106.5186734,31.61663312,7,291.6113914,2069321.774,2178649.062,13
5909065,-106.5081884,31.61691557,7,136.2649072,2070321.774,2178649.062,13
5909066,-106.4977032,31.61719738,7,10.24972483,2071321.774,2178649.062,13
5909067,-106.4872181,31.61747852,7,823.9266602,2072321.774,2178649.062,13
5909068,-106.4767328,31.61775901,7,735.6329777,2073321.774,2178649.062,13
5909069,-106.4662476,31.61803884,7,3568.068493,2074321.774,2178649.062,13
5909070,-106.4557623,31.61831802,7,3043.551909,2075321.774,2178649.062,13
5909071,-106.4452769,31.61859654,7,401.2289668,2076321.774,2178649.062,13
5909072,-106.4347915,31.6188744,7,2678.118504,2077321.774,2178649.062,13
5909073,-106.424306,31.61915161,7,3644.329055,2078321.774,2178649.062,13
5909074,-106.4138205,31.61942816,7,6659.737592,2079321.774,2178649.062,13
5909075,-106.403335,31.61970406,7,7937.830577,2080321.774,2178649.062,13
5909076,-106.3928494,31.6199793,7,4761.664902,2081321.774,2178649.062,13
5909077,-106.3823637,31.62025388,7,9715.084716,2082321.774,2178649.062,13
5909078,-106.371878,31.62052781,7,10494.12049,2083321.774,2178649.062,13
5909079,-106.3613923,31.62080108,7,1917.443953,2084321.774,2178649.062,13
5909080,-106.3509065,31.62107369,7,4768.79069,2085321.774,2178649.062,13
5909081,-106.3404207,31.62134565,7,6858.47071,2086321.774,2178649.062,13
5909082,-106.3299348,31.62161695,7,3592.906556,2087321.774,2178649.062,13
5909083,-106.3194488,31.6218876,7,5367.643303,2088321.774,2178649.062,13
5909084,-106.3089629,31.62215759,7,3827.427862,2089321.774,2178649.062,13
5909085,-106.2984769,31.62242692,7,141.6727989,2090321.774,2178649.062,13
5909086,-106.2879908,31.6226956,7,0,2091321.774,2178649.062,13
5909087,-106.2775047,31.62296362,7,0,2092321.774,2178649.062,13
5909088,-106.2670185,31.62323098,7,0,2093321.774,2178649.062,13
5909089,-106.2565323,31.62349769,7,0,2094321.774,2178649.062,13
5909090,-106.2460461,31.62376375,7,0,2095321.774,2178649.062,13
5912227,-106.6762857,31.62128964,7,0,2054321.774,2179649.062,13
5912228,-106.6658006,31.62158196,7,0,2055321.774,2179649.062,13
5912229,-106.6553154,31.62187361,7,0,2056321.774,2179649.062,13
5912230,-106.6448302,31.62216461,7,0,2057321.774,2179649.062,13
5912231,-106.634345,31.62245496,7,3,2058321.774,2179649.062,13
5912232,-106.6238597,31.62274465,7,0,2059321.774,2179649.062,13
5912233,-106.6133743,31.62303368,7,0,2060321.774,2179649.062,13
5912234,-106.6028889,31.62332206,7,0,2061321.774,2179649.062,13
5912235,-106.5924034,31.62360978,7,100.7019889,2062321.774,2179649.062,13
5912236,-106.5819179,31.62389684,7,399.1122235,2063321.774,2179649.062,13
5912237,-106.5714324,31.62418325,7,176.5572128,2064321.774,2179649.062,13
5912238,-106.5609468,31.62446901,7,5.429476789,2065321.774,2179649.062,13
5912239,-106.5504611,31.6247541,7,22.23170655,2066321.774,2179649.062,13
5912240,-106.5399755,31.62503854,7,0,2067321.774,2179649.062,13
5912241,-106.5294897,31.62532232,7,82.57185427,2068321.774,2179649.062,13
5912242,-106.5190039,31.62560545,7,20.49366909,2069321.774,2179649.062,13
5912243,-106.5085181,31.62588792,7,3,2070321.774,2179649.062,13
5912244,-106.4980322,31.62616974,7,0,2071321.774,2179649.062,13
5912245,-106.4875462,31.6264509,7,1.426207416,2072321.774,2179649.062,13
5912246,-106.4770603,31.6267314,7,389.3753522,2073321.774,2179649.062,13
5912247,-106.4665742,31.62701125,7,2044.750366,2074321.774,2179649.062,13
5912248,-106.4560881,31.62729044,7,4019.764417,2075321.774,2179649.062,13
5912249,-106.445602,31.62756897,7,568.4069644,2076321.774,2179649.062,13
5912250,-106.4351158,31.62784685,7,1245.567753,2077321.774,2179649.062,13
5912251,-106.4246296,31.62812407,7,3885.623833,2078321.774,2179649.062,13
5912252,-106.4141433,31.62840063,7,7127.80829,2079321.774,2179649.062,13
5912253,-106.403657,31.62867654,7,9609.829777,2080321.774,2179649.062,13
5912254,-106.3931707,31.6289518,7,6494.394878,2081321.774,2179649.062,13
5912255,-106.3826842,31.62922639,7,8328.53515,2082321.774,2179649.062,13
5912256,-106.3721978,31.62950033,7,7378.949072,2083321.774,2179649.062,13
5912257,-106.3617113,31.62977362,7,8998.296419,2084321.774,2179649.062,13
5912258,-106.3512247,31.63004624,7,3427.306154,2085321.774,2179649.062,13
5912259,-106.3407381,31.63031822,7,2939.115231,2086321.774,2179649.062,13
5912260,-106.3302515,31.63058953,7,2938.095569,2087321.774,2179649.062,13
5912261,-106.3197648,31.63086019,7,3976.663017,2088321.774,2179649.062,13
5912262,-106.309278,31.63113019,7,2040.171352,2089321.774,2179649.062,13
5912263,-106.2987913,31.63139954,7,0,2090321.774,2179649.062,13
5912264,-106.2883044,31.63166823,7,0,2091321.774,2179649.062,13
5912265,-106.2778175,31.63193626,7,0,2092321.774,2179649.062,13
5912266,-106.2673306,31.63220364,7,0,2093321.774,2179649.062,13
5912267,-106.2568437,31.63247036,7,0,2094321.774,2179649.062,13
5912268,-106.2463566,31.63273643,7,0,2095321.774,2179649.062,13
5915405,-106.6766277,31.63026155,7,0,2054321.774,2180649.062,13
5915406,-106.6661418,31.63055388,7,0,2055321.774,2180649.062,13
5915407,-106.6556559,31.63084555,7,0,2056321.774,2180649.062,13
5915408,-106.6451699,31.63113656,7,0,2057321.774,2180649.062,13
5915409,-106.6346839,31.63142692,7,0,2058321.774,2180649.062,13
5915410,-106.6241978,31.63171663,7,0,2059321.774,2180649.062,13
5915411,-106.6137117,31.63200567,7,0,2060321.774,2180649.062,13
5915412,-106.6032256,31.63229406,7,0,2061321.774,2180649.062,13
5915413,-106.5927393,31.6325818,7,4.624858926,2062321.774,2180649.062,13
5915414,-106.5822531,31.63286888,7,140.1745113,2063321.774,2180649.062,13
5915415,-106.5717668,31.6331553,7,129.5264734,2064321.774,2180649.062,13
5915416,-106.5612804,31.63344107,7,2.648524508,2065321.774,2180649.062,13
5915417,-106.550794,31.63372618,7,0,2066321.774,2180649.062,13
5915418,-106.5403075,31.63401063,7,0,2067321.774,2180649.062,13
5915419,-106.529821,31.63429443,7,0,2068321.774,2180649.062,13
5915420,-106.5193344,31.63457757,7,0,2069321.774,2180649.062,13
5915421,-106.5088478,31.63486005,7,0,2070321.774,2180649.062,13
5915422,-106.4983612,31.63514188,7,0,2071321.774,2180649.062,13
5915423,-106.4878745,31.63542305,7,0.137540153,2072321.774,2180649.062,13
5915424,-106.4773877,31.63570357,7,1340.952249,2073321.774,2180649.062,13
5915425,-106.4669009,31.63598343,7,1462.209569,2074321.774,2180649.062,13
5915426,-106.4564141,31.63626264,7,2985.027409,2075321.774,2180649.062,13
5915427,-106.4459272,31.63654118,7,1272.501954,2076321.774,2180649.062,13
5915428,-106.4354402,31.63681907,7,305.4675224,2077321.774,2180649.062,13
5915429,-106.4249532,31.63709631,7,584.4882798,2078321.774,2180649.062,13
5915430,-106.4144662,31.63737289,7,7868.550367,2079321.774,2180649.062,13
5915431,-106.4039791,31.63764881,7,7823.478458,2080321.774,2180649.062,13
5915432,-106.393492,31.63792408,7,6979.213311,2081321.774,2180649.062,13
5915433,-106.3830048,31.63819869,7,10534.52309,2082321.774,2180649.062,13
5915434,-106.3725176,31.63847264,7,9837.809568,2083321.774,2180649.062,13
5915435,-106.3620303,31.63874594,7,6603.479635,2084321.774,2180649.062,13
5915436,-106.351543,31.63901858,7,4068.926468,2085321.774,2180649.062,13
5915437,-106.3410556,31.63929056,7,1552.906504,2086321.774,2180649.062,13
5915438,-106.3305682,31.63956189,7,286.7768478,2087321.774,2180649.062,13
5915439,-106.3200808,31.63983256,7,192.2933528,2088321.774,2180649.062,13
5915440,-106.3095932,31.64010258,7,5.863803402,2089321.774,2180649.062,13
5915441,-106.2991057,31.64037194,7,0,2090321.774,2180649.062,13
5915442,-106.2886181,31.64064064,7,0,2091321.774,2180649.062,13
5915443,-106.2781305,31.64090869,7,0,2092321.774,2180649.062,13
5915444,-106.2676428,31.64117608,7,0,2093321.774,2180649.062,13
5915445,-106.257155,31.64144282,7,0,2094321.774,2180649.062,13
5915446,-106.2466673,31.64170889,7,0,2095321.774,2180649.062,13
5918583,-106.6769698,31.63923323,7,0,2054321.774,2181649.062,13
5918584,-106.6664831,31.63952558,7,0,2055321.774,2181649.062,13
5918585,-106.6559964,31.63981726,7,0,2056321.774,2181649.062,13
5918586,-106.6455097,31.64010829,7,0,2057321.774,2181649.062,13
5918587,-106.6350229,31.64039867,7,0,2058321.774,2181649.062,13
5918588,-106.6245361,31.64068838,7,0,2059321.774,2181649.062,13
5918589,-106.6140492,31.64097745,7,2,2060321.774,2181649.062,13
5918590,-106.6035623,31.64126585,7,0,2061321.774,2181649.062,13
5918591,-106.5930753,31.6415536,7,0,2062321.774,2181649.062,13
5918592,-106.5825882,31.64184069,7,0.222151318,2063321.774,2181649.062,13
5918593,-106.5721012,31.64212713,7,0,2064321.774,2181649.062,13
5918594,-106.561614,31.64241291,7,0,2065321.774,2181649.062,13
5918595,-106.5511269,31.64269803,7,0,2066321.774,2181649.062,13
5918596,-106.5406396,31.6429825,7,0,2067321.774,2181649.062,13
5918597,-106.5301523,31.64326631,7,0,2068321.774,2181649.062,13
5918598,-106.519665,31.64354947,7,0,2069321.774,2181649.062,13
5918599,-106.5091776,31.64383197,7,0,2070321.774,2181649.062,13
5918600,-106.4986902,31.64411381,7,0,2071321.774,2181649.062,13
5918601,-106.4882028,31.64439499,7,0,2072321.774,2181649.062,13
5918602,-106.4777152,31.64467552,7,0,2073321.774,2181649.062,13
5918603,-106.4672277,31.6449554,7,950.9095748,2074321.774,2181649.062,13
5918604,-106.4567401,31.64523462,7,4318.996136,2075321.774,2181649.062,13
5918605,-106.4462524,31.64551318,7,1791.980066,2076321.774,2181649.062,13
5918606,-106.4357647,31.64579108,7,1960.984014,2077321.774,2181649.062,13
5918607,-106.4252769,31.64606833,7,5102.634871,2078321.774,2181649.062,13
5918608,-106.4147891,31.64634492,7,4644.060495,2079321.774,2181649.062,13
5918609,-106.4043013,31.64662086,7,7281.575345,2080321.774,2181649.062,13
5918610,-106.3938134,31.64689614,7,11701.12212,2081321.774,2181649.062,13
5918611,-106.3833254,31.64717076,7,4692.094352,2082321.774,2181649.062,13
5918612,-106.3728374,31.64744473,7,6061.087381,2083321.774,2181649.062,13
5918613,-106.3623494,31.64771804,7,4090.163345,2084321.774,2181649.062,13
5918614,-106.3518613,31.64799069,7,1298.164729,2085321.774,2181649.062,13
5918615,-106.3413732,31.64826269,7,560.5156682,2086321.774,2181649.062,13
5918616,-106.330885,31.64853403,7,117.6676552,2087321.774,2181649.062,13
5918617,-106.3203968,31.64880472,7,40.53554594,2088321.774,2181649.062,13
5918618,-106.3099085,31.64907475,7,0,2089321.774,2181649.062,13
5918619,-106.2994202,31.64934412,7,0,2090321.774,2181649.062,13
5918620,-106.2889318,31.64961284,7,0,2091321.774,2181649.062,13
5918621,-106.2784434,31.6498809,7,0,2092321.774,2181649.062,13
5918622,-106.267955,31.6501483,7,0,2093321.774,2181649.062,13
5918623,-106.2574665,31.65041505,7,0,2094321.774,2181649.062,13
5918624,-106.2469779,31.65068114,7,0,2095321.774,2181649.062,13
5921761,-106.6773119,31.6482047,7,0,2054321.774,2182649.062,13
5921762,-106.6668245,31.64849706,7,0,2055321.774,2182649.062,13
5921763,-106.656337,31.64878876,7,0,2056321.774,2182649.062,13
5921764,-106.6458495,31.6490798,7,0,2057321.774,2182649.062,13
5921765,-106.635362,31.64937019,7,0,2058321.774,2182649.062,13
5921766,-106.6248744,31.64965992,7,0,2059321.774,2182649.062,13
5921767,-106.6143867,31.649949,7,2,2060321.774,2182649.062,13
5921768,-106.603899,31.65023742,7,2,2061321.774,2182649.062,13
5921769,-106.5934113,31.65052518,7,0,2062321.774,2182649.062,13
5921770,-106.5829235,31.65081229,7,0,2063321.774,2182649.062,13
5921771,-106.5724356,31.65109874,7,0,2064321.774,2182649.062,13
5921772,-106.5619477,31.65138453,7,0,2065321.774,2182649.062,13
5921773,-106.5514598,31.65166967,7,0,2066321.774,2182649.062,13
5921774,-106.5409718,31.65195415,7,0,2067321.774,2182649.062,13
5921775,-106.5304837,31.65223798,7,0,2068321.774,2182649.062,13
5921776,-106.5199957,31.65252115,7,0,2069321.774,2182649.062,13
5921777,-106.5095075,31.65280366,7,0,2070321.774,2182649.062,13
5921778,-106.4990193,31.65308552,7,150.2354223,2071321.774,2182649.062,13
5921779,-106.4885311,31.65336672,7,696.9760877,2072321.774,2182649.062,13
5921780,-106.4780428,31.65364726,7,2131.417088,2073321.774,2182649.062,13
5921781,-106.4675545,31.65392715,7,7974.096081,2074321.774,2182649.062,13
5921782,-106.4570661,31.65420638,7,11070.66375,2075321.774,2182649.062,13
5921783,-106.4465777,31.65448495,7,4378.573244,2076321.774,2182649.062,13
5921784,-106.4360892,31.65476287,7,1780.130591,2077321.774,2182649.062,13
5921785,-106.4256007,31.65504013,7,7901.820893,2078321.774,2182649.062,13
5921786,-106.4151121,31.65531674,7,5691.130849,2079321.774,2182649.062,13
5921787,-106.4046235,31.65559269,7,4715.189405,2080321.774,2182649.062,13
5921788,-106.3941348,31.65586798,7,11176.26226,2081321.774,2182649.062,13
5921789,-106.3836461,31.65614262,7,3357.95327,2082321.774,2182649.062,13
5921790,-106.3731573,31.6564166,7,2785.258853,2083321.774,2182649.062,13
5921791,-106.3626685,31.65668992,7,2061.447211,2084321.774,2182649.062,13
5921792,-106.3521797,31.65696259,7,850.5664615,2085321.774,2182649.062,13
5921793,-106.3416908,31.6572346,7,291.1195497,2086321.774,2182649.062,13
5921794,-106.3312018,31.65750596,7,3.865920336,2087321.774,2182649.062,13
5921795,-106.3207128,31.65777665,7,0,2088321.774,2182649.062,13
5921796,-106.3102238,31.6580467,7,0,2089321.774,2182649.062,13
5921797,-106.2997347,31.65831608,7,0,2090321.774,2182649.062,13
5921798,-106.2892456,31.65858481,7,0,2091321.774,2182649.062,13
5921799,-106.2787564,31.65885289,7,0,2092321.774,2182649.062,13
5921800,-106.2682672,31.6591203,7,0,2093321.774,2182649.062,13
5921801,-106.2577779,31.65938706,7,0,2094321.774,2182649.062,13
5921802,-106.2472886,31.65965317,7,0,2095321.774,2182649.062,13
5924939,-106.6776541,31.65717595,7,0,2054321.774,2183649.062,13
5924940,-106.6671659,31.65746832,7,0,2055321.774,2183649.062,13
5924941,-106.6566777,31.65776004,7,0,2056321.774,2183649.062,13
5924942,-106.6461894,31.6580511,7,0,2057321.774,2183649.062,13
5924943,-106.6357011,31.6583415,7,0,2058321.774,2183649.062,13
5924944,-106.6252127,31.65863125,7,3,2059321.774,2183649.062,13
5924945,-106.6147243,31.65892034,7,0,2060321.774,2183649.062,13
5924946,-106.6042358,31.65920877,7,0,2061321.774,2183649.062,13
5924947,-106.5937473,31.65949655,7,0,2062321.774,2183649.062,13
5924948,-106.5832587,31.65978367,7,0,2063321.774,2183649.062,13
5924949,-106.5727701,31.66007013,7,0,2064321.774,2183649.062,13
5924950,-106.5622815,31.66035594,7,0,2065321.774,2183649.062,13
5924951,-106.5517928,31.66064109,7,0,2066321.774,2183649.062,13
5924952,-106.541304,31.66092559,7,0,2067321.774,2183649.062,13
5924953,-106.5308152,31.66120942,7,0,2068321.774,2183649.062,13
5924954,-106.5203263,31.66149261,7,0,2069321.774,2183649.062,13
5924955,-106.5098374,31.66177513,7,17,2070321.774,2183649.062,13
5924956,-106.4993485,31.662057,7,1.718030175,2071321.774,2183649.062,13
5924957,-106.4888595,31.66233822,7,986.5355996,2072321.774,2183649.062,13
5924958,-106.4783704,31.66261877,7,7626.158369,2073321.774,2183649.062,13
5924959,-106.4678813,31.66289868,7,8014.177842,2074321.774,2183649.062,13
5924960,-106.4573922,31.66317792,7,9137.838868,2075321.774,2183649.062,13
5924961,-106.446903,31.66345651,7,5020.715844,2076321.774,2183649.062,13
5924962,-106.4364137,31.66373444,7,5513.180553,2077321.774,2183649.062,13
5924963,-106.4259244,31.66401172,7,5236.532637,2078321.774,2183649.062,13
5924964,-106.4154351,31.66428834,7,5154.340027,2079321.774,2183649.062,13
5924965,-106.4049457,31.6645643,7,5425.064978,2080321.774,2183649.062,13
5924966,-106.3944563,31.6648396,7,7991.802665,2081321.774,2183649.062,13
5924967,-106.3839668,31.66511425,7,3701.983429,2082321.774,2183649.062,13
5924968,-106.3734773,31.66538825,7,1997.228933,2083321.774,2183649.062,13
5924969,-106.3629877,31.66566159,7,1770.398622,2084321.774,2183649.062,13
5924970,-106.3524981,31.66593427,7,1591.588719,2085321.774,2183649.062,13
5924971,-106.3420084,31.66620629,7,493.8144361,2086321.774,2183649.062,13
5924972,-106.3315187,31.66647766,7,16.88904275,2087321.774,2183649.062,13
5924973,-106.321029,31.66674837,7,0,2088321.774,2183649.062,13
5924974,-106.3105392,31.66701843,7,0,2089321.774,2183649.062,13
5924975,-106.3000493,31.66728783,7,0,2090321.774,2183649.062,13
5924976,-106.2895594,31.66755657,7,0,2091321.774,2183649.062,13
5924977,-106.2790695,31.66782466,7,0,2092321.774,2183649.062,13
5924978,-106.2685795,31.66809209,7,0,2093321.774,2183649.062,13
5924979,-106.2580894,31.66835886,7,0,2094321.774,2183649.062,13
5924980,-106.2475994,31.66862498,7,0,2095321.774,2183649.062,13
5928117,-106.6779963,31.66614698,7,0,2054321.774,2184649.062,13
5928118,-106.6675073,31.66643937,7,0,2055321.774,2184649.062,13
5928119,-106.6570184,31.6667311,7,0,2056321.774,2184649.062,13
5928120,-106.6465293,31.66702217,7,0,2057321.774,2184649.062,13
5928121,-106.6360402,31.66731259,7,0,2058321.774,2184649.062,13
5928122,-106.6255511,31.66760235,7,0,2059321.774,2184649.062,13
5928123,-106.6150619,31.66789145,7,0,2060321.774,2184649.062,13
5928124,-106.6045727,31.6681799,7,0,2061321.774,2184649.062,13
5928125,-106.5940834,31.66846769,7,0,2062321.774,2184649.062,13
5928126,-106.5835941,31.66875482,7,0,2063321.774,2184649.062,13
5928127,-106.5731047,31.6690413,7,0,2064321.774,2184649.062,13
5928128,-106.5626153,31.66932712,7,0,2065321.774,2184649.062,13
5928129,-106.5521258,31.66961229,7,0,2066321.774,2184649.062,13
5928130,-106.5416363,31.6698968,7,0,2067321.774,2184649.062,13
5928131,-106.5311467,31.67018065,7,0,2068321.774,2184649.062,13
5928132,-106.5206571,31.67046385,7,0,2069321.774,2184649.062,13
5928133,-106.5101674,31.67074639,7,0,2070321.774,2184649.062,13
5928134,-106.4996777,31.67102827,7,467.8729233,2071321.774,2184649.062,13
5928135,-106.4891879,31.6713095,7,2837.642311,2072321.774,2184649.062,13
5928136,-106.4786981,31.67159007,7,6586.482002,2073321.774,2184649.062,13
5928137,-106.4682082,31.67186999,7,7579.611052,2074321.774,2184649.062,13
5928138,-106.4577183,31.67214924,7,5876.206907,2075321.774,2184649.062,13
5928139,-106.4472283,31.67242785,7,4542.133572,2076321.774,2184649.062,13
5928140,-106.4367383,31.67270579,7,5205.012843,2077321.774,2184649.062,13
5928141,-106.4262483,31.67298308,7,4596.173491,2078321.774,2184649.062,13
5928142,-106.4157582,31.67325971,7,6735.544948,2079321.774,2184649.062,13
5928143,-106.405268,31.67353569,7,5125.593189,2080321.774,2184649.062,13
5928144,-106.3947778,31.67381101,7,330.9334719,2081321.774,2184649.062,13
5928145,-106.3842876,31.67408567,7,2179.438492,2082321.774,2184649.062,13
5928146,-106.3737973,31.67435968,7,1872.122044,2083321.774,2184649.062,13
5928147,-106.3633069,31.67463303,7,3221.463392,2084321.774,2184649.062,13
5928148,-106.3528166,31.67490572,7,2150.327782,2085321.774,2184649.062,13
5928149,-106.3423261,31.67517776,7,360.4157578,2086321.774,2184649.062,13
5928150,-106.3318356,31.67544914,7,0,2087321.774,2184649.062,13
5928151,-106.3213451,31.67571987,7,0,2088321.774,2184649.062,13
5928152,-106.3108545,31.67598994,7,0,2089321.774,2184649.062,13
5928153,-106.3003639,31.67625935,7,0,2090321.774,2184649.062,13
5928154,-106.2898733,31.67652811,7,0,2091321.774,2184649.062,13
5928155,-106.2793826,31.67679621,7,0,2092321.774,2184649.062,13
5928156,-106.2688918,31.67706365,7,0,2093321.774,2184649.062,13
5928157,-106.258401,31.67733043,7,0,2094321.774,2184649.062,13
5928158,-106.2479102,31.67759657,7,0,2095321.774,2184649.062,13
5931295,-106.6783385,31.6751178,7,0,2054321.774,2185649.062,13
5931296,-106.6678488,31.67541019,7,0,2055321.774,2185649.062,13
5931297,-106.6573591,31.67570194,7,0,2056321.774,2185649.062,13
5931298,-106.6468693,31.67599302,7,0,2057321.774,2185649.062,13
5931299,-106.6363794,31.67628346,7,0,2058321.774,2185649.062,13
5931300,-106.6258895,31.67657323,7,0,2059321.774,2185649.062,13
5931301,-106.6153996,31.67686235,7,0,2060321.774,2185649.062,13
5931302,-106.6049096,31.67715081,7,0,2061321.774,2185649.062,13
5931303,-106.5944195,31.67743861,7,0,2062321.774,2185649.062,13
5931304,-106.5839294,31.67772576,7,0,2063321.774,2185649.062,13
5931305,-106.5734393,31.67801225,7,0,2064321.774,2185649.062,13
5931306,-106.5629491,31.67829809,7,0,2065321.774,2185649.062,13
5931307,-106.5524589,31.67858327,7,0,2066321.774,2185649.062,13
5931308,-106.5419686,31.67886779,7,0,2067321.774,2185649.062,13
5931309,-106.5314782,31.67915166,7,0,2068321.774,2185649.062,13
5931310,-106.5209878,31.67943487,7,0,2069321.774,2185649.062,13
5931311,-106.5104974,31.67971742,7,0,2070321.774,2185649.062,13
5931312,-106.5000069,31.67999932,7,2345.413614,2071321.774,2185649.062,13
5931313,-106.4895164,31.68028056,7,4101.721813,2072321.774,2185649.062,13
5931314,-106.4790258,31.68056115,7,5412.416256,2073321.774,2185649.062,13
5931315,-106.4685351,31.68084108,7,6569.419834,2074321.774,2185649.062,13
5931316,-106.4580445,31.68112035,7,7704.461681,2075321.774,2185649.062,13
