GRIDCODE,LONG,LATITUDE,Pob,UTMX,UTMY,UTMZ,
255,216,"Emisiones Guanajauto EI 2016 V4.0",,,,,
2118356,-99.92169941,20.86538215,6,0,2715321.774,985649.0616,14
2118357,-99.9120487,20.86525039,6,0,2716321.774,985649.0616,14
2118358,-99.90239801,20.86511801,6,737,2717321.774,985649.0616,14
2118359,-99.89274734,20.86498503,6,317,2718321.774,985649.0616,14
2118360,-99.88309669,20.86485144,6,6,2719321.774,985649.0616,14
2118361,-99.87344606,20.86471724,6,0,2720321.774,985649.0616,14
2118362,-99.86379545,20.86458242,6,0,2721321.774,985649.0616,14
2118363,-99.85414485,20.864447,6,0,2722321.774,985649.0616,14
2118364,-99.84449428,20.86431097,6,0,2723321.774,985649.0616,14
2118365,-99.83484372,20.86417432,6,0,2724321.774,985649.0616,14
2118366,-99.82519319,20.86403707,6,0,2725321.774,985649.0616,14
2118367,-99.81554267,20.8638992,6,0,2726321.774,985649.0616,14
2118368,-99.80589218,20.86376073,6,0,2727321.774,985649.0616,14
2118369,-99.7962417,20.86362164,6,0,2728321.774,985649.0616,14
2118370,-99.78659125,20.86348195,6,0,2729321.774,985649.0616,14
2118371,-99.77694081,20.86334164,6,0,2730321.774,985649.0616,14
2118372,-99.7672904,20.86320073,6,0,2731321.774,985649.0616,14
2118373,-99.75764,20.8630592,6,0,2732321.774,985649.0616,14
2118374,-99.74798963,20.86291706,6,0,2733321.774,985649.0616,14
2118375,-99.73833927,20.86277431,6,9,2734321.774,985649.0616,14
2118376,-99.72868894,20.86263096,6,0,2735321.774,985649.0616,14
2118377,-99.71903862,20.86248699,6,40,2736321.774,985649.0616,14
2118378,-99.70938833,20.86234241,6,81,2737321.774,985649.0616,14
2118379,-99.69973806,20.86219722,6,44,2738321.774,985649.0616,14
2118380,-99.69008781,20.86205142,6,0,2739321.774,985649.0616,14
2118381,-99.68043758,20.86190501,6,0,2740321.774,985649.0616,14
2118382,-99.67078737,20.86175799,6,0,2741321.774,985649.0616,14
2118383,-99.66113718,20.86161036,6,0,2742321.774,985649.0616,14
2118384,-99.65148701,20.86146212,6,0,2743321.774,985649.0616,14
2121308,-102.1030811,20.88857276,6,0,2489321.774,986649.0616,14
2121309,-102.0934277,20.88857898,6,0,2490321.774,986649.0616,14
2121310,-102.0837743,20.88858458,6,0,2491321.774,986649.0616,14
2121311,-102.0741209,20.88858958,6,25,2492321.774,986649.0616,14
2121312,-102.0644675,20.88859396,6,0,2493321.774,986649.0616,14
2121313,-102.0548141,20.88859773,6,63,2494321.774,986649.0616,14
2121314,-102.0451608,20.8886009,6,0,2495321.774,986649.0616,14
2121315,-102.0355074,20.88860345,6,40,2496321.774,986649.0616,14
2121316,-102.025854,20.88860539,6,0,2497321.774,986649.0616,14
2121317,-102.0162006,20.88860672,6,0,2498321.774,986649.0616,14
2121318,-102.0065472,20.88860744,6,0,2499321.774,986649.0616,14
2121319,-101.9968938,20.88860755,6,0,2500321.774,986649.0616,14
2121320,-101.9872404,20.88860704,6,0,2501321.774,986649.0616,14
2121321,-101.977587,20.88860593,6,995,2502321.774,986649.0616,14
2121322,-101.9679336,20.88860421,6,0,2503321.774,986649.0616,14
2121323,-101.9582802,20.88860188,6,16,2504321.774,986649.0616,14
2121324,-101.9486268,20.88859893,6,490,2505321.774,986649.0616,14
2121325,-101.9389734,20.88859538,6,300,2506321.774,986649.0616,14
2121326,-101.92932,20.88859121,6,35,2507321.774,986649.0616,14
2121327,-101.9196666,20.88858643,6,0,2508321.774,986649.0616,14
2121328,-101.9100133,20.88858105,6,1,2509321.774,986649.0616,14
2121329,-101.9003599,20.88857505,6,0,2510321.774,986649.0616,14
2121330,-101.8907065,20.88856844,6,9,2511321.774,986649.0616,14
2121331,-101.8810531,20.88856122,6,0,2512321.774,986649.0616,14
2121332,-101.8713997,20.88855339,6,0,2513321.774,986649.0616,14
2121333,-101.8617463,20.88854495,6,0,2514321.774,986649.0616,14
2121334,-101.8520929,20.8885359,6,14,2515321.774,986649.0616,14
2121335,-101.8424395,20.88852624,6,0,2516321.774,986649.0616,14
2121336,-101.8327862,20.88851597,6,0,2517321.774,986649.0616,14
2121337,-101.8231328,20.88850509,6,88,2518321.774,986649.0616,14
2121338,-101.8134794,20.8884936,6,0,2519321.774,986649.0616,14
2121339,-101.803826,20.88848149,6,164,2520321.774,986649.0616,14
2121340,-101.7941726,20.88846878,6,0,2521321.774,986649.0616,14
2121341,-101.7845193,20.88845545,6,496,2522321.774,986649.0616,14
2121342,-101.7748659,20.88844152,6,52,2523321.774,986649.0616,14
2121343,-101.7652125,20.88842697,6,30,2524321.774,986649.0616,14
2121344,-101.7555592,20.88841181,6,33,2525321.774,986649.0616,14
2121345,-101.7459058,20.88839605,6,0,2526321.774,986649.0616,14
2121346,-101.7362524,20.88837967,6,0,2527321.774,986649.0616,14
2121347,-101.7265991,20.88836268,6,0,2528321.774,986649.0616,14
2121348,-101.7169457,20.88834508,6,407,2529321.774,986649.0616,14
2121349,-101.7072924,20.88832687,6,232,2530321.774,986649.0616,14
2121350,-101.697639,20.88830805,6,0,2531321.774,986649.0616,14
2121351,-101.6879857,20.88828862,6,0,2532321.774,986649.0616,14
2121352,-101.6783323,20.88826858,6,0,2533321.774,986649.0616,14
2121353,-101.668679,20.88824793,6,0,2534321.774,986649.0616,14
2121354,-101.6590256,20.88822666,6,0,2535321.774,986649.0616,14
2121355,-101.6493723,20.88820479,6,0,2536321.774,986649.0616,14
2121356,-101.639719,20.8881823,6,0,2537321.774,986649.0616,14
2121357,-101.6300656,20.88815921,6,510,2538321.774,986649.0616,14
2121358,-101.6204123,20.8881355,6,0,2539321.774,986649.0616,14
2121359,-101.610759,20.88811119,6,0,2540321.774,986649.0616,14
2121360,-101.6011057,20.88808626,6,121,2541321.774,986649.0616,14
2121361,-101.5914523,20.88806072,6,0,2542321.774,986649.0616,14
2121362,-101.581799,20.88803458,6,0,2543321.774,986649.0616,14
2121363,-101.5721457,20.88800782,6,580,2544321.774,986649.0616,14
2121364,-101.5624924,20.88798045,6,0,2545321.774,986649.0616,14
2121365,-101.5528391,20.88795247,6,0,2546321.774,986649.0616,14
2121366,-101.5431858,20.88792388,6,2,2547321.774,986649.0616,14
2121367,-101.5335325,20.88789468,6,6,2548321.774,986649.0616,14
2121368,-101.5238792,20.88786487,6,0,2549321.774,986649.0616,14
2121369,-101.5142259,20.88783444,6,413,2550321.774,986649.0616,14
2121370,-101.5045727,20.88780341,6,18,2551321.774,986649.0616,14
2121371,-101.4949194,20.88777177,6,7,2552321.774,986649.0616,14
2121372,-101.4852661,20.88773951,6,11,2553321.774,986649.0616,14
2121373,-101.4756128,20.88770665,6,1,2554321.774,986649.0616,14
2121374,-101.4659596,20.88767317,6,0,2555321.774,986649.0616,14
2121375,-101.4563063,20.88763909,6,0,2556321.774,986649.0616,14
2121376,-101.4466531,20.88760439,6,0,2557321.774,986649.0616,14
2121377,-101.4369998,20.88756908,6,1449,2558321.774,986649.0616,14
2121378,-101.4273466,20.88753317,6,4,2559321.774,986649.0616,14
2121379,-101.4176933,20.88749664,6,29,2560321.774,986649.0616,14
2121380,-101.4080401,20.8874595,6,1511,2561321.774,986649.0616,14
2121381,-101.3983869,20.88742175,6,0,2562321.774,986649.0616,14
2121382,-101.3887337,20.88738339,6,0,2563321.774,986649.0616,14
2121383,-101.3790804,20.88734442,6,0,2564321.774,986649.0616,14
2121384,-101.3694272,20.88730484,6,0,2565321.774,986649.0616,14
2121385,-101.359774,20.88726465,6,1364,2566321.774,986649.0616,14
2121386,-101.3501208,20.88722384,6,4,2567321.774,986649.0616,14
2121387,-101.3404676,20.88718243,6,89,2568321.774,986649.0616,14
2121388,-101.3308144,20.88714041,6,0,2569321.774,986649.0616,14
2121389,-101.3211613,20.88709777,6,0,2570321.774,986649.0616,14
2121390,-101.3115081,20.88705453,6,0,2571321.774,986649.0616,14
2121391,-101.3018549,20.88701067,6,0,2572321.774,986649.0616,14
2121392,-101.2922018,20.88696621,6,228,2573321.774,986649.0616,14
2121393,-101.2825486,20.88692113,6,0,2574321.774,986649.0616,14
2121394,-101.2728954,20.88687544,6,0,2575321.774,986649.0616,14
2121395,-101.2632423,20.88682914,6,0,2576321.774,986649.0616,14
2121396,-101.2535892,20.88678224,6,296,2577321.774,986649.0616,14
2121397,-101.243936,20.88673472,6,0,2578321.774,986649.0616,14
2121398,-101.2342829,20.88668659,6,939,2579321.774,986649.0616,14
2121399,-101.2246298,20.88663785,6,0,2580321.774,986649.0616,14
2121400,-101.2149767,20.8865885,6,0,2581321.774,986649.0616,14
2121401,-101.2053236,20.88653853,6,0,2582321.774,986649.0616,14
2121402,-101.1956705,20.88648796,6,0,2583321.774,986649.0616,14
2121403,-101.1860174,20.88643678,6,0,2584321.774,986649.0616,14
2121404,-101.1763643,20.88638499,6,0,2585321.774,986649.0616,14
2121405,-101.1667113,20.88633258,6,0,2586321.774,986649.0616,14
2121406,-101.1570582,20.88627957,6,0,2587321.774,986649.0616,14
2121407,-101.1474051,20.88622594,6,0,2588321.774,986649.0616,14
2121408,-101.1377521,20.88617171,6,0,2589321.774,986649.0616,14
2121409,-101.128099,20.88611686,6,0,2590321.774,986649.0616,14
2121410,-101.118446,20.8860614,6,13,2591321.774,986649.0616,14
2121411,-101.108793,20.88600534,6,0,2592321.774,986649.0616,14
2121412,-101.09914,20.88594866,6,0,2593321.774,986649.0616,14
2121413,-101.089487,20.88589137,6,0,2594321.774,986649.0616,14
2121414,-101.079834,20.88583347,6,0,2595321.774,986649.0616,14
2121415,-101.070181,20.88577496,6,0,2596321.774,986649.0616,14
2121416,-101.060528,20.88571584,6,0,2597321.774,986649.0616,14
2121417,-101.050875,20.88565611,6,0,2598321.774,986649.0616,14
2121418,-101.041222,20.88559577,6,0,2599321.774,986649.0616,14
2121419,-101.0315691,20.88553482,6,34,2600321.774,986649.0616,14
2121420,-101.0219161,20.88547325,6,73,2601321.774,986649.0616,14
2121421,-101.0122632,20.88541108,6,0,2602321.774,986649.0616,14
2121422,-101.0026103,20.8853483,6,0,2603321.774,986649.0616,14
2121423,-100.9929573,20.8852849,6,112,2604321.774,986649.0616,14
2121424,-100.9833044,20.8852209,6,0,2605321.774,986649.0616,14
2121425,-100.9736515,20.88515628,6,0,2606321.774,986649.0616,14
2121426,-100.9639986,20.88509105,6,0,2607321.774,986649.0616,14
2121427,-100.9543457,20.88502522,6,0,2608321.774,986649.0616,14
2121428,-100.9446929,20.88495877,6,0,2609321.774,986649.0616,14
2121429,-100.93504,20.88489171,6,0,2610321.774,986649.0616,14
2121430,-100.9253871,20.88482404,6,0,2611321.774,986649.0616,14
2121431,-100.9157343,20.88475577,6,0,2612321.774,986649.0616,14
2121432,-100.9060815,20.88468688,6,0,2613321.774,986649.0616,14
2121433,-100.8964286,20.88461738,6,0,2614321.774,986649.0616,14
2121434,-100.8867758,20.88454726,6,0,2615321.774,986649.0616,14
2121435,-100.877123,20.88447654,6,0,2616321.774,986649.0616,14
2121436,-100.8674702,20.88440521,6,0,2617321.774,986649.0616,14
2121437,-100.8578174,20.88433327,6,0,2618321.774,986649.0616,14
2121438,-100.8481646,20.88426072,6,225,2619321.774,986649.0616,14
2121439,-100.8385119,20.88418755,6,32,2620321.774,986649.0616,14
2121440,-100.8288591,20.88411378,6,0,2621321.774,986649.0616,14
2121441,-100.8192064,20.88403939,6,0,2622321.774,986649.0616,14
2121442,-100.8095536,20.8839644,6,0,2623321.774,986649.0616,14
2121443,-100.7999009,20.88388879,6,0,2624321.774,986649.0616,14
2121444,-100.7902482,20.88381258,6,0,2625321.774,986649.0616,14
2121445,-100.7805955,20.88373575,6,1505,2626321.774,986649.0616,14
2121446,-100.7709428,20.88365831,6,9,2627321.774,986649.0616,14
2121447,-100.7612901,20.88358027,6,169,2628321.774,986649.0616,14
2121448,-100.7516375,20.88350161,6,1,2629321.774,986649.0616,14
2121449,-100.7419848,20.88342234,6,0,2630321.774,986649.0616,14
2121450,-100.7323322,20.88334246,6,0,2631321.774,986649.0616,14
2121451,-100.7226795,20.88326197,6,11,2632321.774,986649.0616,14
2121452,-100.7130269,20.88318087,6,27,2633321.774,986649.0616,14
2121453,-100.7033743,20.88309916,6,0,2634321.774,986649.0616,14
2121454,-100.6937217,20.88301683,6,0,2635321.774,986649.0616,14
2121455,-100.6840691,20.8829339,6,0,2636321.774,986649.0616,14
2121456,-100.6744165,20.88285036,6,0,2637321.774,986649.0616,14
2121457,-100.664764,20.88276621,6,0,2638321.774,986649.0616,14
2121458,-100.6551114,20.88268144,6,1,2639321.774,986649.0616,14
2121459,-100.6454589,20.88259607,6,508,2640321.774,986649.0616,14
2121460,-100.6358063,20.88251008,6,0,2641321.774,986649.0616,14
2121461,-100.6261538,20.88242349,6,2,2642321.774,986649.0616,14
2121462,-100.6165013,20.88233628,6,0,2643321.774,986649.0616,14
2121463,-100.6068488,20.88224846,6,68,2644321.774,986649.0616,14
2121464,-100.5971964,20.88216004,6,1015,2645321.774,986649.0616,14
2121465,-100.5875439,20.882071,6,0,2646321.774,986649.0616,14
2121466,-100.5778914,20.88198135,6,0,2647321.774,986649.0616,14
2121467,-100.568239,20.88189109,6,13,2648321.774,986649.0616,14
2121468,-100.5585866,20.88180022,6,0,2649321.774,986649.0616,14
2121469,-100.5489342,20.88170874,6,969,2650321.774,986649.0616,14
2121470,-100.5392818,20.88161665,6,0,2651321.774,986649.0616,14
2121471,-100.5296294,20.88152395,6,0,2652321.774,986649.0616,14
2121472,-100.519977,20.88143064,6,0,2653321.774,986649.0616,14
2121473,-100.5103246,20.88133672,6,0,2654321.774,986649.0616,14
2121474,-100.5006723,20.88124219,6,0,2655321.774,986649.0616,14
2121475,-100.49102,20.88114705,6,0,2656321.774,986649.0616,14
2121476,-100.4813677,20.88105129,6,0,2657321.774,986649.0616,14
2121477,-100.4717153,20.88095493,6,0,2658321.774,986649.0616,14
2121478,-100.4620631,20.88085795,6,0,2659321.774,986649.0616,14
2121479,-100.4524108,20.88076037,6,0,2660321.774,986649.0616,14
2121480,-100.4427585,20.88066217,6,0,2661321.774,986649.0616,14
2121481,-100.4331063,20.88056337,6,2,2662321.774,986649.0616,14
2121482,-100.423454,20.88046395,6,1,2663321.774,986649.0616,14
2121483,-100.4138018,20.88036392,6,3,2664321.774,986649.0616,14
2121484,-100.4041496,20.88026329,6,0,2665321.774,986649.0616,14
2121485,-100.3944974,20.88016204,6,0,2666321.774,986649.0616,14
2121486,-100.3848452,20.88006018,6,0,2667321.774,986649.0616,14
2121487,-100.3751931,20.87995771,6,0,2668321.774,986649.0616,14
2121488,-100.3655409,20.87985463,6,0,2669321.774,986649.0616,14
2121489,-100.3558888,20.87975094,6,0,2670321.774,986649.0616,14
2121490,-100.3462367,20.87964664,6,0,2671321.774,986649.0616,14
2121491,-100.3365846,20.87954173,6,6,2672321.774,986649.0616,14
2121492,-100.3269325,20.87943621,6,0,2673321.774,986649.0616,14
2121493,-100.3172804,20.87933008,6,0,2674321.774,986649.0616,14
2121494,-100.3076284,20.87922334,6,0,2675321.774,986649.0616,14
2121495,-100.2979763,20.87911598,6,0,2676321.774,986649.0616,14
2121496,-100.2883243,20.87900802,6,0,2677321.774,986649.0616,14
2121497,-100.2786723,20.87889945,6,0,2678321.774,986649.0616,14
2121498,-100.2690203,20.87879026,6,0,2679321.774,986649.0616,14
2121499,-100.2593683,20.87868047,6,0,2680321.774,986649.0616,14
2121500,-100.2497163,20.87857006,6,0,2681321.774,986649.0616,14
2121501,-100.2400644,20.87845905,6,0,2682321.774,986649.0616,14
2121502,-100.2304124,20.87834742,6,0,2683321.774,986649.0616,14
2121503,-100.2207605,20.87823518,6,0,2684321.774,986649.0616,14
2121504,-100.2111086,20.87812234,6,0,2685321.774,986649.0616,14
2121505,-100.2014567,20.87800888,6,0,2686321.774,986649.0616,14
2121506,-100.1918049,20.87789481,6,0,2687321.774,986649.0616,14
2121507,-100.182153,20.87778013,6,0,2688321.774,986649.0616,14
2121508,-100.1725012,20.87766484,6,0,2689321.774,986649.0616,14
2121509,-100.1628494,20.87754894,6,0,2690321.774,986649.0616,14
2121510,-100.1531976,20.87743243,6,0,2691321.774,986649.0616,14
2121511,-100.1435458,20.87731531,6,22,2692321.774,986649.0616,14
2121512,-100.133894,20.87719758,6,0,2693321.774,986649.0616,14
2121513,-100.1242423,20.87707924,6,0,2694321.774,986649.0616,14
2121514,-100.1145905,20.87696029,6,0,2695321.774,986649.0616,14
2121515,-100.1049388,20.87684073,6,0,2696321.774,986649.0616,14
2121516,-100.0952871,20.87672055,6,0,2697321.774,986649.0616,14
2121517,-100.0856354,20.87659977,6,0,2698321.774,986649.0616,14
2121518,-100.0759838,20.87647838,6,0,2699321.774,986649.0616,14
2121519,-100.0663321,20.87635637,6,0,2700321.774,986649.0616,14
2121520,-100.0566805,20.87623376,6,381,2701321.774,986649.0616,14
2121521,-100.0470289,20.87611053,6,8,2702321.774,986649.0616,14
2121522,-100.0373773,20.8759867,6,0,2703321.774,986649.0616,14
2121523,-100.0277257,20.87586225,6,33,2704321.774,986649.0616,14
2121524,-100.0180741,20.8757372,6,0,2705321.774,986649.0616,14
2121525,-100.0084226,20.87561153,6,0,2706321.774,986649.0616,14
2121526,-99.99877107,20.87548525,6,755,2707321.774,986649.0616,14
2121527,-99.98911957,20.87535837,6,1,2708321.774,986649.0616,14
2121528,-99.97946808,20.87523087,6,0,2709321.774,986649.0616,14
2121529,-99.96981661,20.87510276,6,0,2710321.774,986649.0616,14
2121530,-99.96016516,20.87497404,6,0,2711321.774,986649.0616,14
2121531,-99.95051373,20.87484471,6,771,2712321.774,986649.0616,14
2121532,-99.94086231,20.87471477,6,10,2713321.774,986649.0616,14
2121533,-99.93121092,20.87458422,6,0,2714321.774,986649.0616,14
2121534,-99.92155954,20.87445306,6,0,2715321.774,986649.0616,14
2121535,-99.91190818,20.87432129,6,0,2716321.774,986649.0616,14
2121536,-99.90225685,20.87418891,6,4,2717321.774,986649.0616,14
2121537,-99.89260553,20.87405592,6,0,2718321.774,986649.0616,14
2121538,-99.88295423,20.87392232,6,0,2719321.774,986649.0616,14
2121539,-99.87330294,20.8737881,6,0,2720321.774,986649.0616,14
2121540,-99.86365168,20.87365328,6,0,2721321.774,986649.0616,14
2121541,-99.85400044,20.87351785,6,0,2722321.774,986649.0616,14
2121542,-99.84434922,20.8733818,6,0,2723321.774,986649.0616,14
2121543,-99.83469801,20.87324515,6,0,2724321.774,986649.0616,14
2121544,-99.82504683,20.87310789,6,0,2725321.774,986649.0616,14
2121545,-99.81539566,20.87297001,6,0,2726321.774,986649.0616,14
2121546,-99.80574452,20.87283153,6,0,2727321.774,986649.0616,14
2121547,-99.79609339,20.87269243,6,0,2728321.774,986649.0616,14
2121548,-99.78644229,20.87255272,6,0,2729321.774,986649.0616,14
2121549,-99.7767912,20.87241241,6,0,2730321.774,986649.0616,14
2121550,-99.76714014,20.87227148,6,0,2731321.774,986649.0616,14
2121551,-99.7574891,20.87212994,6,0,2732321.774,986649.0616,14
2121552,-99.74783807,20.8719878,6,0,2733321.774,986649.0616,14
2121553,-99.73818707,20.87184504,6,0,2734321.774,986649.0616,14
2121554,-99.72853608,20.87170167,6,0,2735321.774,986649.0616,14
2121555,-99.71888512,20.87155769,6,0,2736321.774,986649.0616,14
2121556,-99.70923418,20.8714131,6,253,2737321.774,986649.0616,14
2121557,-99.69958326,20.8712679,6,0,2738321.774,986649.0616,14
2121558,-99.68993236,20.87112209,6,0,2739321.774,986649.0616,14
2121559,-99.68028148,20.87097567,6,0,2740321.774,986649.0616,14
2121560,-99.67063062,20.87082864,6,0,2741321.774,986649.0616,14
2121561,-99.66097978,20.870681,6,0,2742321.774,986649.0616,14
2121562,-99.65132897,20.87053275,6,597,2743321.774,986649.0616,14
2124486,-102.103088,20.89764477,6,20,2489321.774,987649.0616,14
2124487,-102.093434,20.89765099,6,0,2490321.774,987649.0616,14
2124488,-102.08378,20.8976566,6,0,2491321.774,987649.0616,14
2124489,-102.0741259,20.89766159,6,0,2492321.774,987649.0616,14
2124490,-102.0644719,20.89766597,6,33,2493321.774,987649.0616,14
2124491,-102.0548178,20.89766975,6,0,2494321.774,987649.0616,14
2124492,-102.0451638,20.89767291,6,0,2495321.774,987649.0616,14
2124493,-102.0355098,20.89767546,6,0,2496321.774,987649.0616,14
2124494,-102.0258557,20.8976774,6,5,2497321.774,987649.0616,14
2124495,-102.0162017,20.89767873,6,0,2498321.774,987649.0616,14
2124496,-102.0065476,20.89767945,6,0,2499321.774,987649.0616,14
2124497,-101.9968936,20.89767956,6,0,2500321.774,987649.0616,14
2124498,-101.9872395,20.89767906,6,0,2501321.774,987649.0616,14
2124499,-101.9775855,20.89767794,6,0,2502321.774,987649.0616,14
2124500,-101.9679314,20.89767622,6,0,2503321.774,987649.0616,14
2124501,-101.9582774,20.89767389,6,0,2504321.774,987649.0616,14
2124502,-101.9486234,20.89767094,6,259,2505321.774,987649.0616,14
2124503,-101.9389693,20.89766739,6,6,2506321.774,987649.0616,14
2124504,-101.9293153,20.89766322,6,0,2507321.774,987649.0616,14
2124505,-101.9196612,20.89765845,6,70,2508321.774,987649.0616,14
2124506,-101.9100072,20.89765306,6,0,2509321.774,987649.0616,14
2124507,-101.9003532,20.89764706,6,0,2510321.774,987649.0616,14
2124508,-101.8906991,20.89764045,6,12,2511321.774,987649.0616,14
2124509,-101.8810451,20.89763323,6,0,2512321.774,987649.0616,14
2124510,-101.871391,20.8976254,6,0,2513321.774,987649.0616,14
2124511,-101.861737,20.89761696,6,0,2514321.774,987649.0616,14
2124512,-101.852083,20.89760791,6,0,2515321.774,987649.0616,14
2124513,-101.8424289,20.89759825,6,0,2516321.774,987649.0616,14
2124514,-101.8327749,20.89758798,6,0,2517321.774,987649.0616,14
2124515,-101.8231209,20.89757709,6,0,2518321.774,987649.0616,14
2124516,-101.8134668,20.8975656,6,5,2519321.774,987649.0616,14
2124517,-101.8038128,20.89755349,6,0,2520321.774,987649.0616,14
2124518,-101.7941588,20.89754078,6,170,2521321.774,987649.0616,14
2124519,-101.7845048,20.89752745,6,0,2522321.774,987649.0616,14
2124520,-101.7748507,20.89751352,6,0,2523321.774,987649.0616,14
2124521,-101.7651967,20.89749897,6,0,2524321.774,987649.0616,14
2124522,-101.7555427,20.89748381,6,0,2525321.774,987649.0616,14
2124523,-101.7458887,20.89746804,6,19,2526321.774,987649.0616,14
2124524,-101.7362347,20.89745166,6,19,2527321.774,987649.0616,14
2124525,-101.7265807,20.89743467,6,0,2528321.774,987649.0616,14
2124526,-101.7169267,20.89741707,6,0,2529321.774,987649.0616,14
2124527,-101.7072727,20.89739886,6,0,2530321.774,987649.0616,14
2124528,-101.6976187,20.89738004,6,277,2531321.774,987649.0616,14
2124529,-101.6879647,20.89736061,6,0,2532321.774,987649.0616,14
2124530,-101.6783107,20.89734057,6,283,2533321.774,987649.0616,14
2124531,-101.6686567,20.89731991,6,0,2534321.774,987649.0616,14
2124532,-101.6590027,20.89729865,6,0,2535321.774,987649.0616,14
2124533,-101.6493487,20.89727677,6,77,2536321.774,987649.0616,14
2124534,-101.6396947,20.89725429,6,25,2537321.774,987649.0616,14
2124535,-101.6300407,20.89723119,6,0,2538321.774,987649.0616,14
2124536,-101.6203867,20.89720748,6,0,2539321.774,987649.0616,14
2124537,-101.6107328,20.89718316,6,0,2540321.774,987649.0616,14
2124538,-101.6010788,20.89715824,6,47,2541321.774,987649.0616,14
2124539,-101.5914248,20.8971327,6,205,2542321.774,987649.0616,14
2124540,-101.5817709,20.89710655,6,0,2543321.774,987649.0616,14
2124541,-101.5721169,20.89707979,6,0,2544321.774,987649.0616,14
2124542,-101.562463,20.89705242,6,0,2545321.774,987649.0616,14
2124543,-101.552809,20.89702443,6,625,2546321.774,987649.0616,14
2124544,-101.5431551,20.89699584,6,0,2547321.774,987649.0616,14
2124545,-101.5335011,20.89696664,6,82,2548321.774,987649.0616,14
2124546,-101.5238472,20.89693682,6,67,2549321.774,987649.0616,14
2124547,-101.5141932,20.8969064,6,34,2550321.774,987649.0616,14
2124548,-101.5045393,20.89687536,6,7,2551321.774,987649.0616,14
2124549,-101.4948854,20.89684372,6,7,2552321.774,987649.0616,14
2124550,-101.4852315,20.89681146,6,864,2553321.774,987649.0616,14
2124551,-101.4755775,20.8967786,6,1307,2554321.774,987649.0616,14
2124552,-101.4659236,20.89674512,6,6,2555321.774,987649.0616,14
2124553,-101.4562697,20.89671103,6,28,2556321.774,987649.0616,14
2124554,-101.4466158,20.89667633,6,1936,2557321.774,987649.0616,14
2124555,-101.4369619,20.89664102,6,11,2558321.774,987649.0616,14
2124556,-101.427308,20.8966051,6,117,2559321.774,987649.0616,14
2124557,-101.4176541,20.89656857,6,247,2560321.774,987649.0616,14
2124558,-101.4080003,20.89653143,6,48,2561321.774,987649.0616,14
2124559,-101.3983464,20.89649368,6,592,2562321.774,987649.0616,14
2124560,-101.3886925,20.89645531,6,0,2563321.774,987649.0616,14
2124561,-101.3790386,20.89641634,6,43,2564321.774,987649.0616,14
2124562,-101.3693848,20.89637675,6,6,2565321.774,987649.0616,14
2124563,-101.3597309,20.89633656,6,0,2566321.774,987649.0616,14
2124564,-101.3500771,20.89629575,6,0,2567321.774,987649.0616,14
2124565,-101.3404232,20.89625434,6,117,2568321.774,987649.0616,14
2124566,-101.3307694,20.89621231,6,0,2569321.774,987649.0616,14
2124567,-101.3211156,20.89616967,6,0,2570321.774,987649.0616,14
2124568,-101.3114617,20.89612643,6,0,2571321.774,987649.0616,14
2124569,-101.3018079,20.89608257,6,0,2572321.774,987649.0616,14
2124570,-101.2921541,20.8960381,6,151,2573321.774,987649.0616,14
2124571,-101.2825003,20.89599302,6,149,2574321.774,987649.0616,14
2124572,-101.2728465,20.89594733,6,0,2575321.774,987649.0616,14
2124573,-101.2631927,20.89590103,6,0,2576321.774,987649.0616,14
2124574,-101.2535389,20.89585411,6,0,2577321.774,987649.0616,14
2124575,-101.2438851,20.89580659,6,0,2578321.774,987649.0616,14
2124576,-101.2342314,20.89575846,6,0,2579321.774,987649.0616,14
2124577,-101.2245776,20.89570971,6,0,2580321.774,987649.0616,14
2124578,-101.2149239,20.89566036,6,0,2581321.774,987649.0616,14
2124579,-101.2052701,20.89561039,6,0,2582321.774,987649.0616,14
2124580,-101.1956164,20.89555982,6,1319,2583321.774,987649.0616,14
2124581,-101.1859626,20.89550863,6,1268,2584321.774,987649.0616,14
2124582,-101.1763089,20.89545683,6,7,2585321.774,987649.0616,14
2124583,-101.1666552,20.89540443,6,0,2586321.774,987649.0616,14
2124584,-101.1570015,20.89535141,6,0,2587321.774,987649.0616,14
2124585,-101.1473477,20.89529778,6,0,2588321.774,987649.0616,14
2124586,-101.137694,20.89524354,6,0,2589321.774,987649.0616,14
2124587,-101.1280404,20.89518869,6,0,2590321.774,987649.0616,14
2124588,-101.1183867,20.89513323,6,0,2591321.774,987649.0616,14
2124589,-101.108733,20.89507716,6,12,2592321.774,987649.0616,14
2124590,-101.0990793,20.89502047,6,0,2593321.774,987649.0616,14
2124591,-101.0894257,20.89496318,6,0,2594321.774,987649.0616,14
2124592,-101.079772,20.89490528,6,4,2595321.774,987649.0616,14
2124593,-101.0701184,20.89484676,6,0,2596321.774,987649.0616,14
2124594,-101.0604647,20.89478764,6,0,2597321.774,987649.0616,14
2124595,-101.0508111,20.8947279,6,0,2598321.774,987649.0616,14
2124596,-101.0411575,20.89466756,6,0,2599321.774,987649.0616,14
2124597,-101.0315039,20.8946066,6,0,2600321.774,987649.0616,14
2124598,-101.0218503,20.89454503,6,0,2601321.774,987649.0616,14
2124599,-101.0121967,20.89448286,6,0,2602321.774,987649.0616,14
2124600,-101.0025431,20.89442007,6,406,2603321.774,987649.0616,14
