GRIDCODE,CVENTMUN,Fterraceria
1918013,11042,0.014179551
1918014,11042,0.008003785
1918023,11018,0.011397086
1918025,11018,0.012801689
1918028,11018,0.009140072
1918029,11018,0.006940572
1918046,11028,0.003924595
1918047,11028,0.006229904
1918057,11039,0.01744167
1918063,11039,0.001405695
1918068,11019,0.003684012
1918069,11019,0.003004908
1918082,11019,0.004740265
1918098,22008,0.002357828
1918099,16031,0.001414523
1918099,22008,0.014951636
1918100,22008,0.014318681
1918101,22008,0.013511888
1918157,13044,0.000445781
1921094,16069,0.008971836
1921110,11023,0.004903679
1921121,11023,0.006396104
1921156,16113,9.35083E-05
1921169,11042,0.004230333
1921170,11042,0.004443266
1921173,11042,0.006276372
1921201,11018,0.013195255
1921203,11018,0.005361592
1921204,11018,0.007721463
1921206,11018,0.026999151
1921207,11018,0.022791904
1921208,11018,0.023456647
1921209,11018,0.006459597
1921235,11039,0.008295925
1921236,11039,0.007950133
1921247,11019,0.002432928
1921248,11019,0.005004267
1921249,11019,0.00372881
1921260,11019,0.004740081
1921279,22008,0.002170711
1921280,22008,0.007159246
1921281,22008,0.007520582
1921282,22008,0.007675038
1924272,16069,0.016276726
1924288,11023,0.004994293
1924298,11023,0.005943649
1924299,11023,0.00432436
1924348,11042,0.00629259
1924349,11042,0.001027475
1924351,11042,0.006357175
1924379,11018,0.003145771
1924380,11018,0.013176983
1924382,11018,0.013254699
1924384,11018,0.012072686
1924387,11018,0.028413366
1924388,11018,0.021006779
1924414,11039,0.021064471
1924415,11039,0.005342792
1924427,11019,0.00389478
1924428,11019,0.002766021
1924438,11019,0.004820698
1924460,22008,0.001001606
1924461,22008,0.00717894
1924507,13029,0.008992162
1927450,16069,0.008658429
1927451,16069,0.013887071
1927466,11023,0.003149285
1927467,11023,0.002782311
1927475,11023,0.006125313
1927476,11023,0.000181787
1927527,11042,0.00851857
1927528,11042,0.001398476
1927529,11042,0.001329886
1927530,11042,0.006153525
1927558,11018,0.003091069
1927559,11018,0.010011454
1927560,11018,0.001043182
1927561,11018,0.017238338
1927562,11018,0.024776719
1927563,11018,0.0140409
1927566,11011,0.000271603
1927566,11018,0.033445895
1927567,11018,0.007046858
1927592,11039,0.000153738
1927593,11039,0.012078281
1927594,11039,0.016771714
1927595,11039,0.006798903
1927606,11019,0.00333991
1927607,11004,0.006986866
1927607,11019,9.36133E-05
1927608,11004,0.002119247
1927616,11019,0.004840521
1927639,22008,0.00715903
1927671,22016,0.003006643
1927672,22016,0.002645228
1927673,22016,0.002502934
1927674,22016,0.001235109
1927685,13029,0.001681708
1927686,13029,0.00954321
1930629,16069,0.018999448
1930645,11023,0.003343839
1930652,11023,0.004076095
1930653,11023,0.001941952
1930706,11042,0.00575537
1930707,11042,0.006726101
1930708,11042,0.008840591
1930737,11018,0.011514331
1930741,11018,0.011497396
1930745,11011,0.02689904
1930745,11018,0.018961043
1930746,11011,0.011141446
1930773,11039,0.018191309
1930774,11039,0.000833034
1930794,11004,0.001735834
1930794,11019,0.001905775
1930795,11004,0.008721738
1930817,22008,0.007240621
1930848,22016,0.001471173
1930849,22016,0.001432706
1930852,22016,0.001626862
1930853,22016,0.001988133
1930864,13029,0.005692596
1930865,13029,0.004694242
1933807,16069,0.016928769
1933822,11023,0.001134867
1933823,11023,0.001458251
1933829,11023,0.002540403
1933830,11023,0.003600367
1933886,11042,0.00435144
1933887,11042,0.007069068
1933915,11018,0.011804922
1933919,11018,0.012679219
1933952,11039,0.018357474
1933971,11004,0.001690553
1933972,11004,0.017794021
1933973,11004,0.005217686
1933974,11004,0.005037575
1933995,22008,0.004906793
1933996,22008,0.002154461
1934026,22016,0.000618188
1934027,22016,0.003043352
1934031,22016,0.000341814
1934043,13029,0.005011647
1936985,16069,0.000644468
1936986,16069,0.013078149
1936994,11023,0.000650159
1937000,11023,0.002407977
1937006,11023,0.001181506
1937007,11023,0.005051342
1937065,11042,0.006484494
1937066,11042,0.000470204
1937093,11018,0.002963128
1937097,11018,0.006134932
1937098,11018,0.012912438
1937129,11039,0.011825315
1937130,11039,0.014032408
1937152,11004,0.004198926
1937153,11004,0.00194284
1937153,11019,0.004018863
1937154,11019,0.000742653
1937174,22008,0.007056366
1937205,22016,0.002903917
1937221,13029,0.004539734
1940172,11023,0.000434739
1940173,11023,0.002381657
1940178,11023,0.00242144
1940184,11023,0.006077501
1940225,11016,0.013790023
1940226,11016,0.024238009
1940227,11016,0.01506714
1940244,11042,0.007011743
1940270,11018,0.001247108
1940276,11018,0.00360727
1940277,11011,0.020138578
1940277,11018,0.00282568
1940278,11011,0.000805592
1940305,11039,0.000879814
1940306,11039,0.002603869
1940307,11039,0.014610166
1940332,11019,0.006094891
1940333,11019,0.000510705
1940352,22008,0.0069123
1940381,22016,0.001221523
1940382,22016,0.002969982
1940383,22016,0.000267749
1940398,13029,0.001621145
1940399,13029,0.006691235
1943356,11023,0.002563954
1943361,11023,0.005015858
1943362,11023,0.000389257
1943405,11016,0.049331249
1943406,11016,0.024910903
1943407,11016,0.011621277
1943422,11042,0.006141925
1943423,11042,0.000745353
1943426,11042,0.000322142
1943448,11018,0.012429586
1943456,11011,0.022074343
1943457,11011,0.025715346
1943458,11011,0.019903177
1943459,11011,0.019743811
1943460,11011,0.018787332
1943482,11039,0.019001865
1943483,11039,0.023879047
1943484,11039,0.017286122
1943511,11019,0.005499622
1943512,11019,0.001867567
1943522,22008,0.000549484
1943523,22008,0.007249163
1943524,22008,0.006751339
1943527,22008,0.006404646
1943528,22008,0.007057528
1943529,22008,0.007093626
1943530,22008,0.010155126
1943557,22016,0.000865558
1943559,22016,0.003070948
1943573,22016,0.001062569
1943574,13029,0.000304908
1943574,22016,0.00251744
1943575,13029,0.004588469
1943576,13029,0.00313478
1943577,13029,0.005175081
1946534,11023,0.000295411
1946583,11016,0.051010682
1946585,11016,0.013220098
1946586,11016,0.022705361
1946587,11016,0.02007066
1946601,11042,0.00674795
1946614,11042,0.002985477
1946625,11018,0.00756092
1946626,11018,0.004868667
1946635,11011,0.012497727
1946660,11007,0.005538159
1946660,11039,0.002980907
1946661,11007,0.001247827
1946690,11019,0.004178153
1946691,11019,0.002696753
1946691,22006,0.000579186
1946692,22006,0.002316011
1946693,22006,0.002123489
1946696,22008,0.00810761
1946697,22008,0.006882265
1946698,22008,0.006848876
1946699,22008,0.007318676
1946700,22008,0.007815747
1946702,22008,0.000849681
1946703,22008,0.007155923
1946704,22008,0.007033645
1946705,22008,0.001026865
1946707,22008,0.003501381
1946708,22008,0.005792267
1946737,22016,0.000968057
1946738,22016,0.00132089
1946745,22016,0.000532168
1946746,22016,0.002660185
1946747,22016,0.002765071
1946748,22016,0.002643451
1946749,22016,0.002808543
1946750,22016,0.002910713
1946751,22016,0.002980183
1946755,13029,0.000502643
1946756,13029,0.005683533
1949758,11016,0.057427647
1949759,11016,0.050888338
1949760,11016,0.03621388
1949761,11016,0.049134469
1949765,11016,0.007428391
1949766,11001,0.00221273
1949766,11016,0.017615038
1949767,11001,0.000864521
1949779,11042,0.005319665
1949792,11042,0.007056056
1949793,11042,0.00215664
1949803,11018,0.012429586
1949839,11007,0.004141329
1949839,11039,0.005316268
1949840,11039,0.015796508
1949841,11039,0.00931869
1949857,11004,0.01004455
1949858,11004,0.014169441
1949859,11004,0.014704909
1949860,11004,0.014384907
1949861,11004,0.015108426
1949862,11004,0.00792104
1949869,22006,0.004649553
1949870,22006,0.01395204
1949885,22008,0.007414695
1949916,22016,0.000597761
1949917,22016,0.003357397
1949918,22016,0.0025354
1949919,22016,0.002509069
1949920,22016,0.002505726
1949921,22016,0.002502917
1949922,22016,0.002505097
1949923,22016,0.002083815
1949928,22016,0.000315064
1949934,13029,0.00370921
1949935,13029,0.009506943
1949936,13029,0.009666228
1949937,13029,0.00978787
1949938,13029,0.009513881
1949939,13029,0.003673189
1952935,11001,0.007758524
1952935,11016,0.001263228
1952936,11016,0.00436529
1952938,11016,0.011300879
1952939,11001,0.001927312
1952939,11016,0.042857619
1952945,11001,0.005558136
1952946,11001,0.002995458
1952971,11042,0.005325714
1952972,11042,0.005298694
1952980,11018,0.000693147
1952981,11018,0.011216931
1953019,11007,0.003318864
1953019,11039,0.008377518
1953040,11004,0.01116677
1953041,11004,0.014933632
1953042,11004,0.003698913
1953048,22006,0.009417753
1953049,22006,0.001041908
1953062,22008,0.001549233
1953063,22008,0.007623207
1953117,13029,0.005667419
1953118,13029,0.000672901
1956116,11001,0.015114936
1956117,11001,0.007725077
1956124,11001,0.00504211
1956125,11001,0.001520106
1956150,11042,0.002283694
1956151,11042,0.007384536
1956152,11042,0.001435891
1956155,11042,0.004225838
1956156,11018,0.003415746
1956156,11042,0.004360205
1956157,11018,0.011420509
1956158,11018,0.015617839
1956196,11007,6.74598E-05
1956197,11007,0.008403948
1956220,11004,0.01550943
1956221,11004,0.006211159
1956224,22006,0.000209684
1956226,22006,0.006802176
1956240,22008,0.010197633
1956241,22008,0.00015203
1959270,11023,0.001719948
1959293,11001,0.003008497
1959294,11001,0.012638379
1959303,11001,0.006408198
1959330,11042,0.006274157
1959331,11042,0.007023872
1959332,11042,0.006864727
1959333,11042,0.002301908
1959370,11007,0.003810725
1959371,11007,0.00725469
1959372,11007,0.006931701
1959373,11007,0.006940011
1959374,11007,0.00750923
1959399,11004,5.94668E-05
1959399,22006,0.008482864
1959400,22006,0.014448084
1959401,22006,0.01324897
1959402,22006,0.007916296
1959403,22006,0.007027701
1959404,22006,0.00848591
1959418,22008,0.007962513
1962447,11023,0.003322768
1962448,11023,0.002489552
1962471,11001,0.010918346
1962481,11001,0.005320108
1962582,22006,0.017928178
1962583,22006,0.013899929
1962584,22006,0.010560014
1962585,22006,0.00179286
1962586,22006,0.003085125
1962586,22008,0.00374355
1962587,22008,0.006842065
1962588,22008,0.003008733
1962595,22008,0.007546368
1962596,22008,0.002994276
1962620,22016,0.005545751
1962621,22016,0.000212347
1962628,22016,8.13215E-05
1962629,22016,0.000129567
1962635,22016,0.001353798
1965625,11023,0.007759614
1965659,11001,6.59118E-06
1965660,11001,0.005251896
1965670,11042,0.001662195
1965747,11004,0.00375833
1965760,22006,0.006806701
1965762,22006,0.003206716
1965763,22006,0.006126783
1965766,22008,0.00721012
1965767,22008,0.003766719
1965769,22008,0.001117683
1965770,22008,0.006947935
1965771,22008,0.007091878
1965772,22008,0.007035021
1965773,22008,0.000854134
1965799,22016,0.000568764
1965810,22016,0.000189571
1965811,22016,0.003208396
1965812,22016,0.003098595
1965813,22016,0.001444777
1965814,22016,0.003072321
1968764,14033,0.019006643
1968803,11023,0.002213872
1968804,11023,0.003789956
1968809,11023,0.000674492
1968824,11001,0.001902841
1968837,11001,0.001064777
1968838,11001,0.004239294
1968925,11004,0.014424656
1968938,22006,0.006807562
1968945,22008,0.000356522
1968967,22012,0.003371167
1968987,22016,0.001284519
1968988,22016,0.002438379
1968988,22017,0.001572968
1968992,22016,3.08369E-05
1968993,22016,0.001931913
1971942,14033,0.019986659
1971943,14033,0.015567099
1971981,11023,0.002109614
1971982,11023,0.003400716
1972002,11001,0.005385794
1972015,11001,0.005409112
1972049,11027,0.005783883
1972050,11027,0.009929162
1972051,11027,0.008074591
1972052,11011,0.012365425
1972052,11027,0.002971821
1972053,11011,0.001129876
1972056,11011,0.00961697
1972089,11004,0.011805313
1972090,11004,0.013975219
1972091,11004,0.013828503
1972092,11004,0.013754872
1972093,11004,0.014102788
1972094,11004,0.014422641
1972095,11004,0.013801645
1972096,11004,0.003372088
1972103,11004,0.01439536
1972116,22006,0.006805481
1972145,22012,0.006225622
1972165,22016,0.001412821
1975121,14033,0.011212989
1975122,14033,0.02612492
1975123,14033,0.022357464
1975159,11023,0.006880371
1975179,11001,0.005242686
1975180,11001,0.002075351
1975191,11001,0.004690156
1975192,11001,0.009083681
1975193,11001,0.005682102
1975234,11011,0.009630034
1975264,11007,0.005987561
1975265,11007,0.007280583
1975266,11007,0.007087003
1975267,11004,0.016173829
1975267,11007,4.68268E-05
1975281,11004,0.009437903
1975282,11004,0.008426622
1975294,22006,0.000229678
1975322,22012,0.00052413
1975323,22012,0.005654295
1978301,14033,0.002840355
1978302,14033,0.032953624
1978303,14033,0.000228756
1978336,11023,0.000161736
1978337,11023,0.004656397
1978356,11001,0.005604519
1978357,11001,0.002051325
1978368,11001,0.011069224
1978369,11001,0.007432218
1978370,11001,0.002549994
1978371,11001,0.007630557
1978376,11042,0.000222712
1978377,11042,0.000827011
1978378,11042,7.80975E-05
1978403,11027,0.00182636
1978404,11027,0.009035944
1978405,11027,0.008081741
1978406,11027,0.003528271
1978412,11011,0.00962459
1978460,11004,0.014220829
1978498,22012,0.000715317
1978499,22012,0.00613341
1978500,22012,0.004084272
1978501,22012,0.006450639
1978506,22012,0.005031642
1978507,22012,0.000738115
1981481,14033,0.025674266
1981482,14033,0.030759843
1981489,11023,0.000143315
1981490,11023,0.003207583
1981514,11023,0.006347063
1981533,11001,0.006197264
1981534,11001,0.001579051
1981545,11001,0.006872295
1981546,11001,0.002696872
1981549,11001,0.005241609
1981584,11027,0.00809775
1981590,11011,0.009626735
1981638,11004,0.014074597
1981677,22012,0.00036507
1981678,22012,0.002002926
1981679,22012,0.00602889
1981685,22012,0.005164408
1981686,22012,0.005798543
1984660,14033,0.01518526
1984661,14033,0.009760253
1984668,11023,0.000258703
1984669,11023,0.002664385
1984670,11023,0.001362815
1984692,11023,0.000280525
1984710,11001,0.006676658
1984711,11001,0.000846176
1984727,11001,0.005241006
1984762,11027,0.008113599
1984768,11011,0.008202218
1984769,11011,0.00596027
1984815,11004,0.010050107
1984816,11004,0.004728523
1984857,22012,0.006057028
1984863,22012,0.00364632
1984864,22012,0.002240917
1987838,14033,0.006463565
1987839,14033,0.019025552
1987887,11001,0.005582779
1987888,11001,0.001915112
1987905,11001,0.005244784
1987940,11027,0.000683344
1987947,11011,0.017983428
1987947,11044,0.0036305
1987986,11005,0.003658281
1987997,11004,0.018195884
1988035,22012,0.005847161
1988036,22012,0.000716316
1988041,22012,0.003402878
1988042,22012,0.002823905
1988047,22016,0.008837676
1988048,22016,0.001265571
1991016,14033,0.026008789
1991063,11001,0.000295004
1991064,11001,0.006812956
1991065,11001,0.001200183
1991082,11017,0.000805144
1991083,11001,0.003628566
1991083,11017,0.000646328
1991083,11024,0.015093154
1991084,11024,0.027333052
1991085,11024,0.021695506
1991125,11044,0.009135948
1991164,11005,0.003796734
1991175,11004,0.017220645
1991176,11004,0.003158956
1991176,22006,0.013548798
1991177,22006,0.002538186
1991214,22012,0.002426755
1991215,22012,0.006835745
1991220,22012,0.016578723
1991221,22012,0.0127474
1991222,22012,0.000936391
1991223,22016,0.000601192
1991224,22016,0.006797333
1991225,22016,0.002787828
1994193,14033,0.013054618
1994194,14033,0.015791854
1994240,11001,0.003692633
1994240,11012,0.00728749
1994241,11001,0.006163365
1994259,11017,0.000924223
1994260,11017,0.001880403
1994263,11024,0.01103256
1994264,11024,0.012553164
1994342,11005,0.003815461
1994350,11004,0.005907944
1994352,11004,0.003862232
1994353,11004,0.010102528
1994355,22006,0.012471505
1994356,22006,0.01501887
1994357,22006,0.013904424
1994358,22006,0.000463547
1994393,22012,0.000371789
1994394,22012,0.006535461
1994395,22012,0.006048226
1994396,22012,0.006027887
1994397,22012,0.006381556
1994398,22012,0.000137074
1994400,22012,0.003244303
1994400,22016,0.003970341
1994401,22016,0.004642931
1994403,22016,0.0025834
1997371,14033,0.018524742
1997371,14048,0.002501539
1997417,11012,0.022921061
1997418,11012,0.01244027
1997436,11017,0.001137943
1997437,11017,0.001687136
1997520,11005,0.001704177
1997521,11005,0.002279048
1997528,11004,0.015223781
1997530,11004,0.005901409
1997530,11005,0.000981676
1997536,22006,0.014798834
1997537,22006,0.014286524
1997538,22006,0.007343736
1997546,22008,0.003007795
1997546,22014,0.001349731
1997547,22008,0.012543735
1997547,22014,0.001068221
1997567,22012,0.003829511
1997581,22016,0.002522178
2000549,14048,0.01051434
2000594,11012,0.026935214
2000595,11012,0.006980263
2000613,11017,0.001299668
2000614,11017,0.001555456
2000692,11005,0.002241214
2000693,11005,0.003230856
2000699,11005,0.003861811
2000705,11004,8.31309E-05
2000705,11005,0.007406014
2000706,11004,0.003045993
2000706,11005,0.000375843
2000714,22006,0.004867534
2000716,22006,0.002074934
2000720,22006,0.003648263
2000721,22006,0.006997469
2000722,22006,0.005163685
2000724,22014,0.000492214
2000725,22014,0.003116758
2000745,22012,0.005843194
2000759,22016,0.001092775
2000759,22017,0.00411124
2003722,14048,0.01018311
2003723,14033,0.006253705
2003723,14048,0.000479666
2003725,14048,0.000393822
2003726,14048,0.011295726
2003727,14048,0.005340211
2003770,11012,0.015490309
2003771,11012,0.024964262
2003772,11012,0.003752974
2003790,11017,0.001887414
2003791,11017,0.001026045
2003798,11024,0.051815594
2003799,11024,0.056005912
2003800,11024,0.058515919
2003801,11024,0.011435152
2003869,11005,0.003989589
2003870,11005,0.006346547
2003871,11005,0.005800903
2003872,11005,0.006346436
2003876,11005,0.003715533
2003877,11005,0.000667979
2003883,11005,0.008120811
2003892,22006,0.013938529
2003900,22006,0.000103793
2003900,22014,0.001996722
2003901,22014,0.002359386
2003902,22014,0.002990596
2003903,22014,0.000701263
2003923,22012,0.005843216
2003937,22016,0.001496072
2003937,22017,0.003528226
2003976,13059,0.013304728
2006901,14033,0.016809527
2006902,14033,0.009721091
2006902,14048,0.005885008
2006903,14048,0.009784885
2006948,11012,0.024689154
2006979,11024,0.046254672
2006980,11024,0.059530805
2006981,11024,0.057724175
2006982,11024,0.043222182
2007047,11005,0.00011669
2007048,11005,0.001570536
2007050,11005,0.003753364
2007051,11005,0.007681106
2007052,11005,0.007875171
2007053,11005,0.007776588
2007054,11005,0.007819738
2007061,11005,0.007957094
2007069,22006,0.013898309
2007070,22006,0.01253576
2007079,22014,0.000366327
2007080,22014,0.005804261
2007081,22014,0.001892993
2007101,22012,0.012208166
2007102,22012,0.012018003
2007103,22012,0.011885926
2007104,22012,0.011800552
2007105,22012,0.01115651
2007110,22012,0.001650204
2007110,22017,0.002028165
2007111,22017,0.007206744
2007112,22017,0.004754891
2007114,22017,0.003554828
2007115,22016,0.000416236
2007115,22017,0.006199846
2007151,13059,0.002663514
2007152,13059,0.010790493
2007153,13059,0.015730194
2007154,13059,0.00248104
2010125,11012,0.015377383
2010126,11012,0.010937459
2010160,11024,0.027964402
2010161,11024,0.073105311
2010161,11027,0.00245926
2010162,11027,0.004478406
2010163,11027,0.009378688
2010164,11027,0.000697538
2010226,11005,0.008723297
2010238,11005,0.00187087
2010239,11005,0.006679693
2010246,22006,0.001028814
2010247,22006,0.006162785
2010258,22014,0.000389403
2010283,22012,0.00057228
2010284,22012,0.011784554
2010285,22012,0.016587765
2010286,22012,0.005882886
2010287,22012,0.005866232
2010288,22012,0.002562842
2010290,22017,0.002607338
2010291,22017,0.007325038
2010292,22017,0.004219298
2010329,13059,0.008064842
2013303,11012,0.023399948
2013339,11024,0.035625056
2013339,11027,0.002805356
2013341,11027,0.008053765
2013342,11027,0.008408
2013343,11027,0.001280424
2013404,11005,0.003549433
2013405,11005,0.006078745
2013417,11005,0.007607572
2013424,22006,0.002145846
2013463,22005,0.001914917
2013463,22012,0.003193671
2013506,13059,0.010384467
2013507,13059,0.001152888
2016481,11012,0.023299203
2016510,11017,0.002383428
2016511,11017,0.003165539
2016511,11024,0.010168886
2016512,11024,0.054926316
2016517,11017,0.00023909
2016517,11027,0.009292716
2016519,11017,0.000811107
2016519,11027,0.006362653
2016535,11027,0.000687582
2016565,11007,0.000910174
2016566,11007,0.004125377
2016583,11005,0.00991164
2016594,11005,0.00646474
2016595,11005,0.001329994
2016641,22005,0.002943744
2016642,22005,0.003297615
2016684,13059,0.008520038
2019659,11012,0.023033333
2019690,11017,0.003374864
2019690,11024,0.006218029
2019691,11017,0.002035496
2019695,11017,0.000221052
2019696,11017,0.004724788
2019697,11017,0.003862826
2019713,11027,0.003626459
2019714,11027,0.004034625
2019715,11027,0.004073938
2019716,11027,0.004030584
2019717,11027,0.00405457
2019718,11027,0.004079709
2019719,11027,0.00452819
2019719,11035,0.002354016
2019720,11035,0.010446635
2019721,11035,0.008337567
2019744,11007,0.004000541
2019745,11007,0.003499053
2019746,11007,0.001834553
2019761,11005,0.00075668
2019762,11005,0.009965741
2019763,11005,0.000949284
2019772,11005,0.007829779
2019779,11005,0.001077223
2019780,11005,0.004109434
2019820,22005,0.008373084
2019850,22007,0.008988748
2019862,13059,0.004102755
2019862,22004,0.001545051
2022837,11012,0.010632601
2022848,11001,0.002615949
2022868,11017,0.000367312
2022869,11017,0.004100908
2022874,11017,0.001424748
2022875,11017,0.006445025
2022897,11027,0.001001787
2022898,11027,0.000196208
2022898,11035,0.005400803
2022899,11035,0.007458956
2022900,11035,0.013828546
2022901,11035,0.010441165
2022902,11035,0.010441098
2022903,11035,0.010441098
2022904,11035,0.010447218
2022905,11035,0.010462341
2022906,11035,0.010437303
2022907,11035,0.010437986
2022908,11035,0.009032825
2022924,11007,0.003964418
2022941,11005,0.008623455
2022950,11005,0.007968989
2022998,22005,0.008365804
2023028,22007,0.008218683
2023029,22007,0.010521534
2023040,22004,0.004518014
2026026,11001,0.005398497
2026047,11017,0.00418313
2026053,11017,0.000600771
2026054,11017,0.004269594
2026055,11017,0.000432246
2026055,11027,0.003771402
2026064,11027,0.00104139
2026078,11035,0.002011093
2026079,11035,0.006435656
2026080,11035,0.001558814
2026086,11035,0.001405162
2026087,11035,0.0104402
2026088,11035,0.010441527
2026089,11035,0.009277795
2026090,11035,0.005221104
2026091,11035,0.005221104
2026092,11035,0.009961504
2026093,11035,0.010441118
2026094,11035,0.010441118
2026095,11007,0.000746019
2026095,11035,0.002486453
2026102,11007,0.000551511
2026103,11007,0.003272791
2026119,11005,0.007642727
2026127,11005,0.003749365
2026128,11005,0.005134879
2026135,22014,0.001503686
2026136,22014,0.005678991
2026137,22014,0.000283626
2026176,22005,0.00840387
2026179,22005,0.001463731
2026193,22017,0.008460107
2026194,22017,0.005698836
2026207,22007,0.012602961
2026217,22004,0.003060868
2026218,22004,0.000382546
2029191,11012,0.028340508
2029203,11001,0.00308669
2029204,11001,0.002461627
2029225,11017,0.003907722
2029233,11027,0.004707323
2029258,11035,0.004799975
2029259,11035,0.004382122
2029272,11035,0.00131312
2029273,11007,0.004819159
2029273,11035,0.002196908
2029281,11007,0.003615024
2029285,11007,0.004055016
2029297,11005,0.00865681
2029305,11005,0.008177373
2029315,22014,0.00402746
2029353,22005,0.004253271
2029354,22005,0.000375602
2029361,22017,0.00690295
2029362,22017,0.007198657
2029363,22017,0.00724788
2029364,22017,0.00781412
2029365,22017,0.007703882
2029366,22017,0.007485989
2029367,22017,0.008270855
2029368,22017,0.009725967
2029369,22017,0.007978524
2029370,22017,0.007384274
2029371,22017,3.30751E-05
2029372,22017,0.002306356
2029373,22017,0.00520002
2029385,22007,0.011252064
2029394,22004,0.001035863
2029395,22004,0.002687873
2032369,11012,0.001426151
2032370,11012,0.024122481
2032381,11001,0.005256225
2032403,11017,0.003970137
2032437,11035,0.004805116
2032438,11035,0.001118729
2032450,11007,0.002468114
2032450,11035,0.000116189
2032451,11007,0.000807594
2032451,11035,0.007170262
2032459,11007,0.002882137
2032460,11007,0.000845488
2032463,11007,0.001932636
2032464,11007,0.007575534
2032465,11007,0.007493571
2032466,11007,0.001109227
2032475,11005,0.005909721
2032476,11005,0.006336424
2032482,11005,0.003797515
2032483,11005,0.005377547
2032531,22005,0.004620817
2032537,22017,0.001382391
2032538,22017,0.009410919
2032539,22017,0.000777119
2032545,22017,0.001229528
2032562,22007,0.008620386
2032563,22007,0.003637484
2032572,22004,0.003311654
2035548,11012,0.024095245
2035549,11012,0.002097716
2035559,11001,0.006486379
2035560,11001,0.005363287
2035561,11001,0.005362514
2035562,11001,0.006234484
2035563,11001,0.011109465
2035564,11001,0.003466999
2035581,11017,0.002100106
2035616,11035,0.006572082
2035617,11035,0.003712232
2035629,11035,0.010391949
2035638,11007,0.004428711
2035639,11007,0.002178863
2035644,11007,0.007057958
2035645,11007,0.005200425
2035650,11007,0.000123014
2035653,11005,0.002672758
2035654,11005,0.008892435
2035655,11005,0.008138088
2035660,11005,0.008519155
2035709,22005,0.00431848
2035714,22017,0.001425063
2035715,22017,0.008532629
2035740,22007,0.009851152
2035750,22004,0.003527795
2038680,14048,0.005719312
2038727,11012,0.026301359
2038737,11001,0.005780666
2038742,11001,0.007703587
2038743,11001,0.008580393
2038743,11017,0.000985001
2038744,11017,0.003830947
2038807,11035,0.011269978
2038817,11007,0.003456464
2038823,11007,0.004806764
2038824,11007,0.007403831
2038825,11007,0.006942454
2038826,11007,0.007169966
2038827,11007,0.007764088
2038828,11007,0.004448007
2038833,11005,0.00790861
2038837,11005,0.005667376
2038838,11005,0.003510209
2038886,22005,0.000189167
2038887,22005,0.004507412
2038892,22017,0.007800565
2038915,22007,0.002066198
2038916,22007,0.010402387
2038917,22007,0.009514321
2038918,22007,0.002428996
2038927,22004,0.000271264
2038928,22004,0.003279964
2041858,14048,0.00929452
2041859,14048,0.002741834
2041905,11012,0.01740971
2041906,11012,0.008239574
2041914,11001,0.006387301
2041915,11001,0.000598702
2041922,11017,0.000307128
2041923,11017,0.004112542
2041924,11017,0.003976386
2041925,11017,0.004045587
2041926,11017,0.003967492
2041927,11017,0.004004381
2041928,11017,0.001171721
2041984,11035,0.002624678
2041985,11035,0.010299101
2041995,11007,0.003520856
2042015,11005,0.007971554
2042064,22005,0.00442421
2042069,22005,0.00056103
2042070,22005,0.001948699
2042070,22017,0.003906376
2042106,22004,0.002476248
2042107,22004,0.001278858
2045037,14048,0.004723305
2045083,11012,0.023499639
2045091,11001,0.005053616
2045092,11001,0.001384896
2045106,11017,0.003372768
2045107,11017,0.004332996
2045110,11017,0.000471706
2045173,11007,0.003139048
2045174,11007,0.002253492
2045174,11009,0.005168538
2045175,11009,0.013239447
2045191,11005,0.001157067
2045192,11005,0.007899746
2045193,11005,0.010263794
2045201,22014,0.001235796
2045202,22014,0.000733263
2045209,22014,0.001242101
2045210,22014,0.004582608
2045242,22005,0.004305726
2045247,22005,0.004528844
2045285,22004,0.003401387
2048261,11012,0.023101813
2048269,11001,0.005695607
2048285,11017,2.19795E-05
2048286,11017,0.0055049
2048369,11005,0.008011692
2048379,22014,0.002764047
2048395,22014,0.001973302
2048396,22011,0.003063563
2048396,22014,0.000959694
2048407,22011,0.000527349
2048408,22011,0.003036057
2048420,22005,0.004379139
2048425,22005,0.001534689
2048463,22004,0.003083822
2051439,11012,0.00749118
2051440,11012,0.014644304
2051440,11026,0.002398836
2051442,11001,0.009636423
2051443,11001,0.010486313
2051444,11001,0.010502732
2051445,11001,0.010513112
2051446,11001,0.01440211
2051447,11001,0.001682111
2051464,11017,0.001418305
2051478,11017,0.003196888
2051478,11027,0.001022334
2051479,11027,0.016010487
2051480,11027,0.011788395
2051481,11027,0.008096753
2051482,11027,0.008199876
2051483,11027,0.008943887
2051484,11027,0.008977477
2051485,11027,0.005352676
2051518,11035,0.010725206
2051519,11035,0.002571846
2051547,11005,0.008030687
2051557,22014,0.000355473
2051558,22014,0.003441782
2051573,22014,0.002881685
2051586,22011,5.03408E-05
2051587,22011,0.003357177
2051597,22005,0.003425454
2051598,22005,0.001370965
2051641,22004,0.003430253
2054618,11001,0.001817168
2054618,11026,0.019663434
2054619,11001,0.010929642
2054620,11001,0.001874693
2054624,11001,0.005464472
2054663,11027,0.003089559
2054664,11027,0.009692331
2054697,11009,0.00224362
2054697,11035,0.008609045
2054698,11009,0.026305532
2054699,11009,0.008227634
2054725,11005,0.007290918
2054736,22014,0.003057715
2054737,22014,0.005660393
2054738,22014,0.003112657
2054765,22011,9.69066E-05
