GRIDCODE,CVENTMUN,Furb,Frur,Fpob,Pob total,Suma de POB  RURAL EN CELL,Suma de POB URBANA en CELL
2219937,11014,,0.002586217,0.00155224,230,230,
2219940,11014,,0.002226395,0.001336276,198,198,
2219946,11014,0.003882512,0.008939314,0.00691759,1025,795,230
2219947,11014,0.046201891,0.012571262,0.026016886,3855,1118,2737
2219948,11014,0.088858879,,0.035526041,5264,,5264
2219949,11014,0.005688724,,0.002274368,337,,337
2219950,11014,0.015462525,0.000112444,0.006249452,926,10,916
2219951,11014,0.000793383,0.008377093,0.005345103,792,745,47
2219953,11014,,0.000944531,0.000566905,84,84,
2219960,11014,,0.0001012,6.07398E-05,9,9,
2219961,11014,,0.003575726,0.00214614,318,318,
2219963,11014,,0.000236133,0.000141726,21,21,
2219966,11014,,3.37333E-05,2.02466E-05,3,3,
2219974,11033,,0.000141852,6.91706E-05,8,8,
2219976,11033,,3.54629E-05,1.72927E-05,2,2,
2219978,11033,,0.005195312,0.002533375,293,293,
2219982,11033,,0.003191659,0.001556339,180,180,
2219983,11033,,0.000443286,0.000216158,25,25,
2219984,11033,,0.002446939,0.001193194,138,138,
2219985,11033,,0.0006206,0.000302622,35,35,
2219997,11013,,0.026231852,0.020451038,477,477,
2220002,11013,,0.006709195,0.005230664,122,122,
2220004,11013,,0.024362077,0.018993312,443,443,
2220005,11013,,0.020017598,0.015606242,364,364,
2220007,11013,,5.49934E-05,4.28743E-05,1,1,
2220008,11013,,0.030356357,0.02366661,552,552,
2220013,11013,,0.009568852,0.007460127,174,174,
2220034,11034,,0.009570686,0.006835938,35,35,
2220037,11034,,0.001093793,0.00078125,4,4,
2220046,22013,,0.001220434,0.001138767,21,21,
2220048,22013,,0.001627245,0.001518356,28,28,
2220059,22013,,0.002150288,0.002006399,37,37,
2220061,22013,,0.001162318,0.00108454,20,20,
2220065,22013,,0.082931365,0.077381921,1427,1427,
2220080,22002,,0.016219663,0.016219663,407,407,
2223012,14109,,0.018134982,0.01015873,176,176,
2223014,14109,,0.00010304,5.77201E-05,1,1,
2223015,14109,,0.001030397,0.000577201,10,10,
2223016,14109,,0.005358063,0.003001443,52,52,
2223018,14109,,0.024729521,0.013852814,240,240,
2223030,14109,,0.000927357,0.000519481,9,9,
2223033,14109,,0.012261721,0.006868687,119,119,
2223041,11020,,0.001283996,8.84106E-05,127,127,
2223042,11020,,0.000212314,1.46191E-05,21,21,
2223043,11020,3.81288E-05,,3.55035E-05,51,,51
2223044,11020,0.001003312,,0.000934228,1342,,1342
2223045,11020,0.001495996,,0.001392988,2001,,2001
2223046,11020,0.000109901,,0.000102333,147,,147
2223047,11020,0,,0,0,,0
2223048,11020,0.003595326,,0.003347767,4809,,4809
2223049,11020,0.008435446,,0.007854617,11283,,11283
2223050,11020,0.006754787,,0.00628968,9035,,9035
2223051,11020,0.002866392,,0.002669024,3834,,3834
2223052,11020,0.002749015,0.012779294,0.003439658,4941,1264,3677
2223053,11020,0.001196199,0.000545951,0.001151426,1654,54,1600
2223056,11020,,0.000394298,2.71497E-05,39,39,
2223058,11020,,0.000657163,4.52495E-05,65,65,
2223063,11020,,8.08816E-05,5.56917E-06,8,8,
2223065,11020,,0.0004954,3.41112E-05,49,49,
2223067,11020,,0.000626832,4.31611E-05,62,62,
2223068,11020,,0.000313416,2.15805E-05,31,31,
2223090,11015,,0.000469893,0.0001223,21,21,
2223107,11014,,0.000933287,0.000560156,83,83,
2223113,11014,,0.003058482,0.001835692,272,272,
2223121,11014,,0.001225642,0.000735627,109,109,
2223122,11014,,0.004835101,0.002902013,430,430,
2223123,11014,,0.00134933,0.000809864,120,120,
2223125,11014,0.016948008,,0.006775863,1004,,1004
2223126,11014,0.01806212,0.001338086,0.008024404,1189,119,1070
2223127,11014,,6.74665E-05,4.04932E-05,6,6,
2223129,11014,,0.004317857,0.002591565,384,384,
2223130,11014,,0.00068591,0.000411681,61,61,
2223131,11014,,0.000179911,0.000107982,16,16,
2223134,11014,,0.001056975,0.000634394,94,94,
2223135,11014,,2.24888E-05,1.34977E-05,2,2,
2223138,11014,,0.00068591,0.000411681,61,61,
2223140,11014,,0.000449777,0.000269955,40,40,
2223142,11014,,5.62221E-05,3.37443E-05,5,5,
2223147,11014,,0.003452037,0.002071902,307,307,
2223148,11014,,4.49777E-05,2.69955E-05,4,4,
2223150,11014,,0.006645452,0.003988581,591,591,
2223154,11033,,0.003705871,0.001807083,209,209,
2223155,11033,,0.005496746,0.002680362,310,310,
2223157,11033,,0.000230509,0.000112402,13,13,
2223161,11033,,0.002411476,0.001175901,136,136,
2223162,11033,,0.002145504,0.001046206,121,121,
2223163,11033,,0.000656063,0.000319914,37,37,
2223176,11013,,0.0108337,0.008446236,197,197,
2223178,11013,,0.036845579,0.028725776,670,670,
2223184,11013,,0.000384954,0.00030012,7,7,
2223188,11013,,0.02150242,0.016763848,391,391,
2223190,11013,,0.019632644,0.015306122,357,357,
2223201,11043,,0.020862309,0.018163471,360,360,
2223211,11034,,0.017227235,0.012304688,63,63,
2223217,11034,,0.033360678,0.023828125,122,122,
2223227,22013,,0.003196374,0.002982485,55,55,
2223235,22013,,0.002847678,0.002657123,49,49,
2223242,22013,,0.000813622,0.000759178,14,14,
2223251,22013,,0.000639275,0.000596497,11,11,
2223256,22002,,0.014545889,0.014545889,365,365,
2223258,22002,,0.003227992,0.003227992,81,81,
2226184,14109,,0.000412159,0.00023088,4,4,
2226188,14109,,0.000515198,0.0002886,5,5,
2226194,14109,,0.001030397,0.000577201,10,10,
2226195,14109,,0.006079341,0.003405483,59,59,
2226204,14109,,0.00937661,0.005252525,91,91,
2226205,14109,,0.001339516,0.000750361,13,13,
2226209,14053,,0.001511638,0.000474584,73,73,
2226212,14109,,0.012982998,0.007272727,126,126,
2226217,11020,,5.0551E-05,3.48073E-06,5,5,
2226218,11020,,0.002648873,0.00018239,262,262,
2226219,11020,,0.000920028,6.33493E-05,91,91,
2226220,11020,,0.00199171,0.000137141,197,197,
2226221,11020,0.000262416,,0.000244347,351,,351
2226222,11020,0.001452634,,0.001352612,1943,,1943
2226223,11020,0.00058539,,0.000545082,783,,783
2226224,11020,0,0.000192094,1.32268E-05,19,19,0
2226225,11020,0,0.000202204,1.39229E-05,20,20,0
2226226,11020,0.005572045,,0.005188377,7453,,7453
2226227,11020,0.008196954,,0.007632546,10964,,10964
2226228,11020,0.005749232,,0.005353364,7690,,7690
2226229,11020,0.000877711,0.020766353,0.00224716,3228,2054,1174
2226230,11020,0,,0,0,,0
2226232,11020,,0.006308766,0.000434395,624,624,
2226236,11020,,0.000181984,1.25306E-05,18,18,
2226255,11020,,0.000202204,1.39229E-05,20,20,
2226260,11030,,0.001433097,0.000888249,95,95,
2226268,11015,,0.00038039,9.90047E-05,17,17,
2226269,11015,,0.000156631,4.07666E-05,7,7,
2226289,11014,,0.004846345,0.002908762,431,431,
2226300,11014,,0.012278907,0.007369764,1092,1092,
2226301,11014,,4.49777E-05,2.69955E-05,4,4,
2226302,11014,,3.37333E-05,2.02466E-05,3,3,
2226303,11014,,0.001461775,0.000877353,130,130,
2226304,11014,,0.010367355,0.006222456,922,922,
2226307,11014,,0.005194922,0.003117977,462,462,
2226309,11014,,0.000224888,0.000134977,20,20,
2226312,11014,,0.0001012,6.07398E-05,9,9,
2226318,11014,,0.001304353,0.000782869,116,116,
2226322,11014,,0.001866574,0.001120312,166,166,
2226325,11014,,0.000427288,0.000256457,38,38,
2226326,11014,,4.49777E-05,2.69955E-05,4,4,
2226328,11014,,5.62221E-05,3.37443E-05,5,5,
2226333,11033,,0.000992961,0.000484195,56,56,
2226336,11033,,0.000106389,5.1878E-05,6,6,
2226337,11033,,0.003227122,0.001573632,182,182,
2226339,11033,,0.008830257,0.004305873,498,498,
2226340,11033,,0.004361934,0.002126997,246,246,
2226357,11013,,0.012373515,0.009646716,225,225,
2226364,11013,,0.046964364,0.036614646,854,854,
2226367,11013,,0.004344479,0.003387069,79,79,
2226375,11043,,0.005795086,0.005045409,100,100,
2226377,11043,,0.002260083,0.001967709,39,39,
2226388,11034,,0.02406344,0.0171875,88,88,
2226393,11034,,0.006562756,0.0046875,24,24,
2226401,22013,,0.008136224,0.007591779,140,140,
2226404,22013,,0.003254489,0.003036712,56,56,
2226413,11006,,0.003830684,0.003565062,20,20,
2226421,22013,,0.012029988,0.011224988,207,207,
2226428,22013,,0.000406811,0.000379589,7,7,
2226429,22002,,7.97035E-05,7.97035E-05,2,2,
2226436,22002,,0.000757183,0.000757183,19,19,
2229361,14109,,0.054817105,0.030707071,532,532,
2229370,14109,,0.000515198,0.0002886,5,5,
2229372,14109,,0.001030397,0.000577201,10,10,
2229373,14109,,0.003400309,0.001904762,33,33,
2229377,14109,,0.003915507,0.002193362,38,38,
2229379,14109,,0.000721278,0.00040404,7,7,
2229381,14109,,0.000515198,0.0002886,5,5,
2229384,14109,,0.005667182,0.003174603,55,55,
2229386,14053,,0.00118032,0.000370565,57,57,
2229391,14109,,0.011643483,0.006522367,113,113,
2229392,14109,,0.053683668,0.03007215,521,521,
2229393,14109,,0.000412159,0.00023088,4,4,
2229395,11020,,0.000879588,6.05647E-05,87,87,
2229396,11020,,0.000313416,2.15805E-05,31,31,
2229397,11020,,0.000141543,9.74605E-06,14,14,
2229398,11020,0,8.08816E-05,5.56917E-06,8,8,0
2229399,11020,0.000383531,,0.000357123,513,,513
2229400,11020,0.000508385,,0.000473379,680,,680
2229401,11020,,0.007966839,0.000548563,788,788,
2229403,11020,6.42957E-05,,5.98686E-05,86,,86
2229404,11020,0.004624057,,0.004305664,6185,,6185
2229405,11020,0.004676391,,0.004354394,6255,,6255
2229406,11020,0.003229738,0.001142453,0.003086016,4433,113,4320
2229407,11020,0.000841825,,0.000783861,1126,,1126
2229409,11020,,0.00050551,3.48073E-05,50,50,
2229412,11020,,0.000101102,6.96146E-06,10,10,
2229416,11020,,0.001061571,7.30953E-05,105,105,
2229419,11020,,0.000545951,3.75919E-05,54,54,
2229423,11020,,0.000657163,4.52495E-05,65,65,
2229427,11020,,0.000475179,3.27189E-05,47,47,
2229439,11030,,0.001689546,0.001047199,112,112,
2229449,11015,,0.000358014,9.31809E-05,16,16,
2229462,11014,,0.003182171,0.00190993,283,283,
2229464,11014,,0.001113198,0.000668138,99,99,
2229471,11014,,0.00106822,0.000641142,95,95,
2229474,11014,,0.000146177,8.77353E-05,13,13,
2229475,11014,,0.000134933,8.09864E-05,12,12,
2229477,11014,,0.000663421,0.000398183,59,59,
2229478,11014,,1.12444E-05,6.74887E-06,1,1,
2229480,11014,,7.87109E-05,4.72421E-05,7,7,
2229481,11014,,0.0002024,0.00012148,18,18,
2229482,11014,,0.000213644,0.000128228,19,19,
2229483,11014,,0.000157422,9.44842E-05,14,14,
2229484,11014,,0.008815625,0.005291112,784,784,
2229487,11014,,0.000416044,0.000249708,37,37,
2229488,11014,,0.000730887,0.000438676,65,65,
2229489,11014,,0.000191155,0.000114731,17,17,
2229494,11014,,0.001922796,0.001154056,171,171,
2229498,11014,,0.000573465,0.000344192,51,51,
2229499,11014,,0.000989509,0.0005939,88,88,
2229500,11014,,2.24888E-05,1.34977E-05,2,2,
2229501,11014,,0.000843331,0.000506165,75,75,
2229508,11033,,0.006631558,0.003233728,374,374,
2229511,11033,,0.004237814,0.002066473,239,239,
2229512,11033,,0.001702218,0.000830048,96,96,
2229513,11033,,0.000106389,5.1878E-05,6,6,
2229516,11033,,0.003794528,0.001850315,214,214,
2229518,11033,,0.004840683,0.002360448,273,273,
2229519,11033,,0.002517864,0.001227779,142,142,
2229525,11033,,3.54629E-05,1.72927E-05,2,2,
2229531,11033,,0.008688405,0.004236702,490,490,
2229532,11033,,0.001170275,0.000570658,66,66,
2229534,11033,,0.002925688,0.001426645,165,165,
2229542,11013,,0.019797624,0.015434745,360,360,
2229543,11013,,0.001044875,0.000814612,19,19,
2229546,11013,,0.005609327,0.004373178,102,102,
2229552,11043,,0.000521558,0.000454087,9,9,
2229554,11043,,0.005679184,0.004944501,98,98,
2229557,11043,,0.058820121,0.051210898,1015,1015,
2229561,11043,,0.003303199,0.002875883,57,57,
2229563,11043,,0.010431154,0.009081736,180,180,
2229574,11034,,0.000546896,0.000390625,2,2,
2229578,22013,,0.000813622,0.000759178,14,14,
2229580,22013,,0.000929854,0.000867632,16,16,
2229591,11006,,0.075656005,0.070409982,395,395,
2229595,11006,,0.073932197,0.068805704,386,386,
2229598,11006,,0.009768244,0.009090909,51,51,
2229607,22002,,7.97035E-05,7.97035E-05,2,2,
2229612,22002,,0.007890647,0.007890647,198,198,
2232539,14109,,0.001751674,0.000981241,17,17,
2232548,14109,,0.000515198,0.0002886,5,5,
2232550,14109,,0.001133436,0.000634921,11,11,
2232560,14109,,0.000309119,0.00017316,3,3,
2232561,14109,,0.001442555,0.000808081,14,14,
2232564,14053,,0.000124244,3.90069E-05,6,6,
2232567,14053,,0.000683343,0.000214538,33,33,
2232572,14109,,0.032972694,0.018470418,320,320,
2232573,11020,,0.006248104,0.000430218,618,618,
2232574,11020,,0.000141543,9.74605E-06,14,14,
2232575,11020,,0.000141543,9.74605E-06,14,14,
2232576,11020,0,,0,0,,0
2232577,11020,7.47624E-07,,6.96146E-07,1,,1
2232578,11020,0,4.04408E-05,2.78458E-06,4,4,0
2232579,11020,,0.000909918,6.26532E-05,90,90,
2232581,11020,0.000785753,,0.00073165,1051,,1051
2232582,11020,0.004515652,,0.004204723,6040,,6040
2232583,11020,0.00252099,0.001455869,0.00244765,3516,144,3372
2232589,11020,,4.04408E-05,2.78458E-06,4,4,
2232592,11020,,0.000758265,5.2211E-05,75,75,
2232601,11020,,6.06612E-05,4.17688E-06,6,6,
2232607,11020,,0.000444849,3.06304E-05,44,44,
2232617,11030,,0.000935284,0.000579699,62,62,
2232622,11030,,0.000150852,9.34999E-05,10,10,
2232625,11015,,4.47517E-05,1.16476E-05,2,2,
2232625,11030,,0.000271534,0.0001683,18,18,
2232629,11015,,0.000626524,0.000163067,28,28,
2232643,11014,,0.000595954,0.00035769,53,53,
2232653,11014,,0.001124442,0.000674887,100,100,
2232656,11014,,8.99554E-05,5.39909E-05,8,8,
2232660,11014,,0.027211496,0.01633226,2420,2420,
2232665,11014,,0.00086582,0.000519663,77,77,
2232669,11014,,0.001956529,0.001174303,174,174,
2232672,11014,,0.000134933,8.09864E-05,12,12,
2232674,11014,,0.003598214,0.002159638,320,320,
2232675,11014,,0.00028111,0.000168722,25,25,
2232676,11014,,0.001146931,0.000688385,102,102,
2232677,11014,,0.000798354,0.00047917,71,71,
2232678,11014,,0.000607199,0.000364439,54,54,
2232679,11014,,0.000191155,0.000114731,17,17,
2232680,11014,,2.24888E-05,1.34977E-05,2,2,
2232681,11014,,5.62221E-05,3.37443E-05,5,5,
2232682,11014,,4.49777E-05,2.69955E-05,4,4,
2232684,11014,,0.011660463,0.006998576,1037,1037,
2232685,11014,,0.000236133,0.000141726,21,21,
2232687,11033,,0.007110307,0.003467179,401,401,
2232688,11033,,0.004344203,0.002118351,245,245,
2232691,11033,,0.001223469,0.000596597,69,69,
2232692,11033,,0.00480522,0.002343156,271,271,
2232693,11033,,0.000141852,6.91706E-05,8,8,
2232694,11033,,0.006028689,0.002939752,340,340,
2232695,11033,,0.000195046,9.51096E-05,11,11,
2232696,11033,,0.001507172,0.000734938,85,85,
2232710,11033,,0.009326737,0.00454797,526,526,
2232731,11043,,0.00475197,0.004137235,82,82,
2232732,11043,,0.001274919,0.00110999,22,22,
2232734,11043,,0.006896152,0.006004036,119,119,
2232735,11043,,0.001506722,0.001311806,26,26,
2232745,11034,,0.053322395,0.038085938,195,195,
2232747,11034,,0.010117583,0.007226563,37,37,
2232748,11034,,0.011484824,0.008203125,42,42,
2232761,22013,,0.000523043,0.000488043,9,9,
2232766,11045,,0.013011711,0.011245675,130,130,
2232770,11006,,0.028921663,0.026916221,151,151,
2232775,11006,,0.036008428,0.033511586,188,188,
2232777,11006,,0.004788355,0.004456328,25,25,
2232787,22002,,0.000597776,0.000597776,15,15,
2232789,22002,,0.003666361,0.003666361,92,92,
2235723,14109,,0.002163833,0.001212121,21,21,
2235728,14109,,0.000206079,0.00011544,2,2,
2235729,14109,,0.000309119,0.00017316,3,3,
2235733,14109,,0.000206079,0.00011544,2,2,
2235735,14109,,0.038433797,0.021529582,373,373,
2235738,14109,,0.002782071,0.001558442,27,27,
2235741,14053,,0.000807587,0.000253545,39,39,
2235750,11020,,5.0551E-05,3.48073E-06,5,5,
2235751,11020,,0.000222424,1.53152E-05,22,22,
2235754,11020,,0.000121322,8.35375E-06,12,12,
2235755,11020,0,0.000202204,1.39229E-05,20,20,0
2235757,11020,,0.001536751,0.000105814,152,152,
2235758,11020,,4.04408E-05,2.78458E-06,4,4,
2235759,11020,9.86864E-05,,9.18913E-05,132,,132
2235760,11020,0.000775287,,0.000721904,1037,,1037
2235762,11020,,0.001880497,0.000129483,186,186,
2235766,11020,,0.000101102,6.96146E-06,10,10,
2235769,11020,,0.000141543,9.74605E-06,14,14,
2235776,11020,,0.000313416,2.15805E-05,31,31,
2235782,11020,,8.08816E-05,5.56917E-06,8,8,
2235786,11020,,0.008725104,0.000600774,863,863,
2235787,11020,,0.000252755,1.74037E-05,25,25,
2235801,11030,,7.54262E-05,4.67499E-05,5,5,
2235804,11030,,0.000165938,0.00010285,11,11,
2235805,11030,,0.000452557,0.0002805,30,30,
2235806,11030,,1.50852E-05,9.34999E-06,1,1,
2235818,11014,,0.001945285,0.001167554,173,173,
2235824,11014,,0.000348577,0.000209215,31,31,
2235825,11014,,0.001045731,0.000627645,93,93,
2235829,11014,,0.011334375,0.006802859,1008,1008,
2235832,11014,,0.006364342,0.003819859,566,566,
2235834,11014,,7.87109E-05,4.72421E-05,7,7,
2235839,11014,,0.007320117,0.004393513,651,651,
2235840,11014,,0.00028111,0.000168722,25,25,
2235843,11014,,0.004239146,0.002544323,377,377,
2235845,11014,,0.002743638,0.001646724,244,244,
2235846,11014,,0.00378937,0.002274368,337,337,
2235847,11014,,0.000112444,6.74887E-05,10,10,
2235850,11014,,0.002091462,0.001255289,186,186,
2235851,11014,,4.49777E-05,2.69955E-05,4,4,
2235855,11014,,0.003620703,0.002173135,322,322,
2235856,11014,,0.00175413,0.001052823,156,156,
2235858,11014,,0.000224888,0.000134977,20,20,
2235860,11014,,4.49777E-05,2.69955E-05,4,4,
2235862,11014,,0.002822349,0.001693966,251,251,
2235866,11033,,7.09258E-05,3.45853E-05,4,4,
2235870,11033,,0.004486054,0.002187522,253,253,
2235882,11033,0.000826879,,0.00042367,49,,49
2235888,11033,,1.77314E-05,8.64633E-06,1,1,
2235890,11033,,0.001453978,0.000708999,82,82,
2235897,11013,,0.02183238,0.017021094,397,397,
2235904,11043,,0.009330088,0.008123108,161,161,
2235907,11043,,0.000927214,0.000807265,16,16,
2235908,11043,,0.007591562,0.006609485,131,131,
2235910,11043,0.003120125,,0.000403633,8,,8
2235911,11043,0.25351014,0.000521558,0.033249243,659,9,650
2235912,11043,0.027691108,0.007707464,0.010292634,204,133,71
2235914,11043,,0.001216968,0.001059536,21,21,
2235915,11043,,0.046940195,0.04086781,810,810,
2235921,11034,,0.024336888,0.017382813,89,89,
2235922,11034,,0.016953787,0.012109375,62,62,
2235924,11034,,0.011211375,0.008007813,41,41,
2235925,11034,,0.039923435,0.028515625,146,146,
2235952,11006,,0.019728021,0.018360071,103,103,
2235961,22013,,0.005462893,0.005097337,94,94,
2235969,22002,,0.002670067,0.002670067,67,67,
2238905,14109,,0.005976301,0.003347763,58,58,
2238910,14109,,0.024523442,0.013737374,238,238,
2238912,14109,,0.008037094,0.004502165,78,78,
2238917,14109,,0.000824317,0.00046176,8,8,
2238919,14053,,0.001345979,0.000422575,65,65,
2238920,14053,,0.015716889,0.004934371,759,759,
2238921,14053,,0.004224302,0.001326234,204,204,
2238923,14053,,0.000434855,0.000136524,21,21,
2238925,14053,,0.001138905,0.000357563,55,55,
2238937,11020,,0.000232535,1.60114E-05,23,23,
2238942,11020,,0.002224244,0.000153152,220,220,
2238945,11020,,0.000323526,2.22767E-05,32,32,
2238951,11020,,0.000899808,6.1957E-05,89,89,
2238961,11020,,0.0014862,0.000102333,147,147,
2238964,11020,,5.0551E-05,3.48073E-06,5,5,
2238974,11030,,0.007165485,0.004441245,475,475,
2238980,11030,,0.000482727,0.0002992,32,32,
2239008,11014,,0.000933287,0.000560156,83,83,
2239010,11014,,0.000224888,0.000134977,20,20,
2239011,11014,,0.000146177,8.77353E-05,13,13,
2239012,11014,,3.37333E-05,2.02466E-05,3,3,
2239014,11014,,0.00028111,0.000168722,25,25,
2239015,11014,,0.002046484,0.001228294,182,182,
2239018,11014,,0.001124442,0.000674887,100,100,
2239020,11014,,0.001315597,0.000789618,117,117,
2239021,11014,,3.37333E-05,2.02466E-05,3,3,
2239022,11014,,0.00028111,0.000168722,25,25,
2239025,11014,,4.49777E-05,2.69955E-05,4,4,
2239026,11014,,0.001158175,0.000695133,103,103,
2239027,11014,,0.00368817,0.002213629,328,328,
2239028,11014,,6.74665E-05,4.04932E-05,6,6,
2239029,11014,,5.62221E-05,3.37443E-05,5,5,
2239031,11014,,0.003440793,0.002065154,306,306,
2239039,11014,,0.005757143,0.00345542,512,512,
2239043,11014,,4.49777E-05,2.69955E-05,4,4,
2239046,11033,,0.002145504,0.001046206,121,121,
2239049,11033,,0.000390092,0.000190219,22,22,
2239053,11033,,0.0006206,0.000302622,35,35,
2239059,11033,0.000725628,,0.000371792,43,,43
2239060,11033,0.019912587,,0.01020267,1180,,1180
2239061,11033,0.003611266,,0.001850315,214,,214
2239063,11033,,0.004220083,0.002057827,238,238,
2239067,11033,,0.001578098,0.000769523,89,89,
2239080,11043,,0.021963375,0.019122099,379,379,
2239088,11043,0.219578783,0.007649513,0.03506559,695,132,563
2239089,11043,0.409906396,,0.053027245,1051,,1051
2239090,11043,0.086193448,0.052793231,0.057114026,1132,911,221
2239091,11043,,0.001159017,0.001009082,20,20,
2239093,11043,,0.018660176,0.016246216,322,322,
2239100,11034,,0.009297238,0.006640625,34,34,
2239101,11034,,0.088323763,0.063085938,323,323,
2239105,11045,,0.013412071,0.011591696,134,134,
2239124,11006,,0.007661368,0.007130125,40,40,
2239125,11006,,0.018770351,0.017468806,98,98,
2239126,11006,,0.024899445,0.023172906,130,130,
2239128,11006,,0.025474047,0.023707665,133,133,
2239138,22013,,0.000581159,0.00054227,10,10,
2239139,22013,,0.02103795,0.019630172,362,362,
2239148,22002,,0.006057466,0.006057466,152,152,
2242074,14053,,0.000227781,7.15126E-05,11,11,
2242087,14109,,0.000927357,0.000519481,9,9,
2242096,14053,,0.000124244,3.90069E-05,6,6,
2242103,14053,,0.000186366,5.85103E-05,9,9,
2242113,11020,,0.015873016,0.001092949,1570,1570,
2242116,11020,,3.03306E-05,2.08844E-06,3,3,
2242121,11020,,0.000535841,3.68957E-05,53,53,
2242123,11020,,0.000141543,9.74605E-06,14,14,
2242124,11020,,0.000333637,2.29728E-05,33,33,
2242125,11020,,0.000414518,2.8542E-05,41,41,
2242126,11020,,0.000252755,1.74037E-05,25,25,
2242128,11020,,2.02204E-05,1.39229E-06,2,2,
2242129,11020,,0.000434739,2.99343E-05,43,43,
2242143,11030,,0.000543068,0.0003366,36,36,
2242144,11030,,0.000377131,0.00023375,25,25,
2242151,11030,,0.002066677,0.001280948,137,137,
2242152,11030,,0.000241364,0.0001496,16,16,
2242153,11030,,0.000844773,0.000523599,56,56,
2242165,11030,,0.000452557,0.0002805,30,30,
2242179,11014,,0.002552483,0.001531993,227,227,
2242181,11014,,0.001079464,0.000647891,96,96,
2242183,11014,,0.005464788,0.00327995,486,486,
2242184,11014,,8.99554E-05,5.39909E-05,8,8,
2242186,11014,,7.87109E-05,4.72421E-05,7,7,
2242187,11014,,0.000528488,0.000317197,47,47,
2242192,11014,,0.002597461,0.001558988,231,231,
2242194,11014,,0.000461021,0.000276704,41,41,
2242195,11014,,0.000123689,7.42375E-05,11,11,
2242197,11014,,0.00338457,0.002031409,301,301,
2242199,11014,,0.000123689,7.42375E-05,11,11,
2242201,11014,,0.000112444,6.74887E-05,10,10,
2242205,11014,,0.00086582,0.000519663,77,77,
2242207,11014,,0.000674665,0.000404932,60,60,
2242209,11014,,0.001146931,0.000688385,102,102,
2242211,11014,,0.001045731,0.000627645,93,93,
2242212,11014,,0.000416044,0.000249708,37,37,
2242214,11014,,0.001911551,0.001147308,170,170,
2242215,11014,,0.007061496,0.004238289,628,628,
2242223,11033,,3.54629E-05,1.72927E-05,2,2,
2242225,11033,,0.001258932,0.000613889,71,71,
2242228,11033,,0.001578098,0.000769523,89,89,
2242230,11033,,0.000212777,0.000103756,12,12,
2242237,11033,0.000877504,,0.000449609,52,,52
2242238,11033,0.010884423,,0.005576883,645,,645
2242239,11033,0.006345028,,0.00325102,376,,376
2242244,11033,,0.002110041,0.001028913,119,119,
2242255,11043,,0.010257302,0.008930373,177,177,
2242258,11043,,0.004520167,0.003935419,78,78,
2242265,11043,,0.031583217,0.027497477,545,545,
2242267,11043,,0.003245248,0.002825429,56,56,
2242272,11043,,0.011416319,0.009939455,197,197,
2242286,11045,,0.01251126,0.010813149,125,125,
2242297,11045,,0.0373336,0.032266436,373,373,
2242316,22013,,0.002034056,0.001897945,35,35,
2245269,14109,,0.003812468,0.002135642,37,37,
2245270,14109,,0.001854714,0.001038961,18,18,
2245271,14109,,0.00947965,0.005310245,92,92,
2245280,14053,,0.000103537,3.25057E-05,5,5,
2245282,14053,,0.000227781,7.15126E-05,11,11,
2245293,11020,,0.000202204,1.39229E-05,20,20,
2245294,11020,,0.001071681,7.37915E-05,106,106,
2245296,11020,,6.06612E-05,4.17688E-06,6,6,
2245300,11020,,0.00149631,0.00010303,148,148,
2245301,11020,,0.000242645,1.67075E-05,24,24,
2245304,11020,,0.000556061,3.8288E-05,55,55,
2245320,11030,,0.000241364,0.0001496,16,16,
2245329,11030,,0.002805853,0.001739098,186,186,
2245352,11014,,0.004047991,0.002429592,360,360,
2245357,11014,,0.0002024,0.00012148,18,18,
2245360,11014,,0.000348577,0.000209215,31,31,
2245362,11014,,0.000191155,0.000114731,17,17,
2245364,11014,,0.000877065,0.000526412,78,78,
2245366,11014,,0.001360575,0.000816613,121,121,
2245371,11014,,0.000179911,0.000107982,16,16,
2245374,11014,,0.001383064,0.000830111,123,123,
2245375,11014,,0.00028111,0.000168722,25,25,
2245378,11014,,0.00213644,0.001282285,190,190,
2245380,11014,,0.011581753,0.006951334,1030,1030,
2245388,11014,,0.000303599,0.000182219,27,27,
2245389,11014,,0.001079464,0.000647891,96,96,
2245390,11014,,0.005386077,0.003232708,479,479,
2245394,11014,,0.003080971,0.00184919,274,274,
2245395,11014,,5.62221E-05,3.37443E-05,5,5,
2245398,11014,,0.000292355,0.000175471,26,26,
2245402,11033,,0.000141852,6.91706E-05,8,8,
2245405,11033,,0.000833378,0.000406378,47,47,
2245407,11033,,0.001755413,0.000855987,99,99,
2245409,11033,,0.000230509,0.000112402,13,13,
2245412,11033,,3.54629E-05,1.72927E-05,2,2,
2245416,11033,1.68751E-05,,8.64633E-06,1,,1
2245417,11033,0.001181255,0.001205738,0.001193194,138,68,70
2245419,11033,,0.000407823,0.000198866,23,23,
2245420,11033,,0.001613561,0.000786816,91,91,
2245425,11033,,0.007571325,0.003691983,427,427,
2245441,11043,,0.053025035,0.046165489,915,915,
2245443,11043,,0.030713955,0.026740666,530,530,
2245458,11045,,0.010609549,0.00916955,106,106,
2245459,11045,,0.007706936,0.0066609,77,77,
2245480,11006,,0.027006321,0.02513369,141,141,
2245482,11006,,0.008427504,0.007843137,44,44,
2245484,11006,,0.004022218,0.003743316,21,21,
2245493,11006,,0.000191534,0.000178253,1,1,
