GRIDCODE,CVENTMUN,Furb,Frur,Fpob,Pob total,Suma de POB  RURAL EN CELL,Suma de POB URBANA en CELL
1905325,11028,,0.00073392,0.000226678,22,22,
1905327,11028,,0.01634641,0.005048736,490,490,
1905335,11028,,0.00046704,0.00014425,14,14,
1905336,11028,,3.336E-05,1.03035E-05,1,1,
1905341,11039,,0.00042092,0.000224902,8,8,
1905344,11039,0.000301841,0.000736609,0.000534143,19,14,5
1905345,11039,,0.000368305,0.00019679,7,7,
1905359,11019,,0.005059775,0.00401322,204,204,
1905363,11019,,0.002207451,0.001750866,89,89,
1905366,11019,,0.000471254,0.00037378,19,19,
1905370,11019,,0.000148817,0.000118036,6,6,
1905383,11010,,0.018912221,0.012402703,145,145,
1905384,11010,,0.083083344,0.054486357,637,637,
1905387,11010,,0.030129125,0.019758789,231,231,
1905401,22001,,0.011211215,0.009823625,611,611,
1905418,22016,,0.001051096,0.000277204,67,67,
1905425,15003,,0.028524089,0.024964862,1119,1119,
1905428,22016,,0.002133568,0.000562683,136,136,
1905431,15071,,0.059183875,0.046069835,599,599,
1905435,15071,,0.048216579,0.037532687,488,488,
1905442,13044,,0.000753373,0.000753373,11,11,
1905444,13044,,0.029313061,0.029313061,428,428,
1905447,13044,,0.034586672,0.034586672,505,505,
1905449,13044,,0.000684885,0.000684885,10,10,
1905450,13044,,0.004246285,0.004246285,62,62,
1905451,13044,,0.005753031,0.005753031,84,84,
1905458,13044,,0.000410931,0.000410931,6,6,
1908386,16069,,0.007629361,0.00124528,124,124,
1908392,16069,,0.010521135,0.001717281,171,171,
1908396,16060,,0.001933405,0.000937598,9,9,
1908403,11023,,0.000499156,0.000313467,47,47,
1908409,11023,,0.006850115,0.004301835,645,645,
1908418,11023,,0.000254888,0.000160068,24,24,
1908431,11023,,0.016780127,0.010537829,1580,1580,
1908432,16113,,0.000526276,0.000273694,7,7,
1908433,16113,0,,0,0,,0
1908434,16113,0.000651731,,0.000312793,8,,8
1908435,16113,,0.036688971,0.019080388,488,488,
1908442,16113,,0.035711601,0.018572099,475,475,
1908447,16113,0.029816701,,0.014310291,366,,366
1908448,16113,0.159348269,,0.076477948,1956,,1956
1908449,11042,,0.000477655,0.000226857,32,32,
1908449,16113,0.004643585,,0.002228652,57,,57
1908458,11042,0.000391553,,0.000205589,29,,29
1908459,11042,0.009154245,,0.004806533,678,,678
1908460,11042,0.003875027,,0.002034624,287,,287
1908470,11046,,0.007074121,0.003489588,247,247,
1908483,11042,,0.007761889,0.003686427,520,520,
1908485,11046,,0.040382633,0.019920319,1410,1410,
1908492,11018,,0.047076054,0.012300459,450,450,
1908495,11028,,0.007572725,0.002338904,227,227,
1908496,11028,0.019440055,,0.013435819,1304,,1304
1908497,11028,0.01548943,,0.010705381,1039,,1039
1908498,11028,0.000611229,0.041666667,0.01329157,1290,1249,41
1908501,11028,,0.014511609,0.004482041,435,435,
1908502,11028,,0.024519616,0.007573104,735,735,
1908504,11028,,0.028756338,0.008881654,862,862,
1908508,11028,,0.033827062,0.010447792,1014,1014,
1908513,11028,,0.00010008,3.09106E-05,3,3,
1908514,11039,,0.000683995,0.000365466,13,13,
1908515,11039,,0.000473535,0.000253015,9,9,
1908516,11039,0.019740417,0.039934757,0.030530488,1086,759,327
1908517,11039,0.041110776,,0.019144809,681,,681
1908518,11039,0,0.000578765,0.000309241,11,11,0
1908519,11039,,0.00063138,0.000337353,12,12,
1908522,11039,0.078780561,0.001052299,0.037249445,1325,20,1305
1908523,11039,0.08982795,,0.041831829,1488,,1488
1908524,11039,0.007787504,5.2615E-05,0.003654663,130,1,129
1908538,11019,,0.002877127,0.002282027,116,116,
1908549,11019,,0.030408254,0.024118665,1226,1226,
1908551,11019,,0.00272831,0.002163991,110,110,
1908568,16031,,0.045078688,0.041682082,676,676,
1908573,16031,,0.017404641,0.01609323,261,261,
1908573,22001,,0.014422283,0.012637265,786,786,
1908590,22001,,0.009724949,0.008521311,530,530,
1908591,22001,,0.000440375,0.000385871,24,24,
1908594,22016,,0.007545927,0.001990079,481,481,
1908605,22016,,3.1376E-05,8.27475E-06,2,2,
1908608,22016,,0.018402021,0.004853144,1173,1173,
1908616,15071,,0.009880447,0.007691124,100,100,
1908618,15071,,0.016697955,0.012998,169,169,
1908620,13044,,6.84885E-05,6.84885E-05,1,1,
1908623,13044,,0.001301281,0.001301281,19,19,
1908626,13044,,0.000684885,0.000684885,10,10,
1908635,13044,,0.000958838,0.000958838,14,14,
1911564,16069,,0.004122316,0.000672853,67,67,
1911566,16069,,0.021842121,0.003565116,355,355,
1911569,16069,,0.005229804,0.000853619,85,85,
1911570,16069,,0.0065834,0.001074556,107,107,
1911571,16069,,0.000922907,0.000150639,15,15,
1911572,16069,,0.000922907,0.000150639,15,15,
1911573,16060,,0.001288937,0.000625065,6,6,
1911573,16069,,0.000246108,4.01703E-05,4,4,
1911574,16060,,0.008163265,0.003958746,38,38,
1911577,11023,,6.3722E-05,4.00171E-05,6,6,
1911580,11023,,0.007083763,0.004448565,667,667,
1911583,11023,,0.002952453,0.001854124,278,278,
1911590,11023,,0.002039104,0.001280546,192,192,
1911596,11023,,0.000191166,0.000120051,18,18,
1911599,11023,,0.003345405,0.002100896,315,315,
1911609,16113,,0.001428464,0.000742884,19,19,
1911611,16113,0.001303462,,0.000625586,16,,16
1911612,16113,0.020529532,,0.009852987,252,,252
1911613,16113,0.001059063,,0.000508289,13,,13
1911626,16113,0.000733198,,0.000351892,9,,9
1911627,16113,0.000162933,,7.81983E-05,2,,2
1911637,11042,0.001053143,,0.000552964,78,,78
1911638,11042,0.001147656,,0.000602589,85,,85
1911641,11042,,0.00231364,0.001098839,155,155,
1911643,11042,,0.002656954,0.001261892,178,178,
1911643,11046,,0.008563409,0.004224238,299,299,
1911651,11042,,0.006627459,0.003147641,444,444,
1911657,11042,,0.005075081,0.002410356,340,340,
1911660,11042,,0.011717467,0.005565087,785,785,
1911665,11046,,0.013174476,0.006498827,460,460,
1911667,11046,,0.051552297,0.025430194,1800,1800,
1911668,11018,,0.018516581,0.004838181,177,177,
1911671,11018,,0.001046135,0.000273344,10,10,
1911672,11018,,0.000523067,0.000136672,5,5,
1911674,11018,,0.001359975,0.000355347,13,13,
1911674,11028,0.015832315,,0.010942362,1062,,1062
1911675,11028,0.009690211,,0.006697303,650,,650
1911676,11028,,0.0001668,5.15177E-05,5,5,
1911682,11028,,6.672E-05,2.06071E-05,2,2,
1911683,11028,,0.047904991,0.014795887,1436,1436,
1911688,11028,,0.040198826,0.012415769,1205,1205,
1911693,11039,,0.00021046,0.000112451,4,4,
1911694,11039,0.040024147,,0.018638779,663,,663
1911695,11039,0.11222457,,0.052261674,1859,,1859
1911696,11039,0.051131905,5.2615E-05,0.023839645,848,1,847
1911699,11039,0.015393903,,0.007168761,255,,255
1911700,11039,0.18484757,,0.086081358,3062,,3062
1911701,11039,0.120796861,0.000999684,0.056787833,2020,19,2001
1911702,11039,0.018291579,0.000157845,0.008602513,306,3,303
1911718,11019,,7.44085E-05,5.90179E-05,3,3,
1911723,11019,,0.000942507,0.000747561,38,38,
1911727,11019,,2.48028E-05,1.96726E-05,1,1,
1911728,11019,,0.000396845,0.000314762,16,16,
1911729,11019,,0.007192817,0.005705068,290,290,
1911730,11019,,0.008780197,0.006964117,354,354,
1911732,11019,,0.005481423,0.004347655,221,221,
1911739,11010,,0.031172558,0.020443076,239,239,
1911756,22001,,0.012605736,0.011045549,687,687,
1911760,22001,,0.000366979,0.000321559,20,20,
1911765,22001,,0.006018459,0.005273566,328,328,
1911767,22001,,0.004312006,0.003778317,235,235,
1911773,22016,,0.000125504,3.3099E-05,8,8,
1911782,22016,,7.844E-05,2.06869E-05,5,5,
1911784,22016,,9.4128E-05,2.48243E-05,6,6,
1911786,22016,,0.029744443,0.007844468,1896,1896,
1911788,15071,,0.024009485,0.018689432,243,243,
1911794,13029,,0.000176236,0.000112987,5,5,
1911797,13044,,0.001369769,0.001369769,20,20,
1911799,13044,,0.000753373,0.000753373,11,11,
1911800,13044,,0.000410931,0.000410931,6,6,
1911804,13044,,0.000205465,0.000205465,3,3,
1911813,13044,,0.000205465,0.000205465,3,3,
1914743,16069,,0.000676798,0.000110468,11,11,
1914744,16069,,0.00043069,7.02981E-05,7,7,
1914747,16069,0.000288036,,0.000241022,24,,24
1914748,16069,4.8006E-05,0.012120839,0.002018559,201,197,4
1914749,16069,,0.00147665,0.000241022,24,24,
1914750,16069,,0.045960746,0.007501808,747,747,
1914751,16069,,0.137451547,0.022435125,2234,2234,
1914752,16060,,0.283566058,0.137514324,1320,1320,
1914756,11023,,0.00796525,0.005002134,750,750,
1914758,11023,,0.000424813,0.00026678,40,40,
1914760,11023,,0.012648817,0.007943389,1191,1191,
1914762,11023,,0.000233647,0.000146729,22,22,
1914765,11023,,0.007349271,0.004615303,692,692,
1914766,11023,,0.000350471,0.000220094,33,33,
1914768,11023,,0.000998311,0.000626934,94,94,
1914770,11023,,0.009101626,0.005715772,857,857,
1914789,16113,0.000977597,,0.00046919,12,,12
1914790,16113,0.110468432,,0.053018455,1356,,1356
1914791,16113,0.072586558,0.003608751,0.036714107,939,48,891
1914797,16113,,0.032704308,0.017008133,435,435,
1914800,16113,,0.001578829,0.000821082,21,21,
1914802,16113,,0.000150365,7.81983E-05,2,2,
1914809,11042,,0.016314894,0.007748586,1093,1093,
1914818,11042,,0.000194047,9.21607E-05,13,13,
1914826,11042,,0.008344031,0.003962909,559,559,
1914843,11042,,0.001164283,0.000552964,78,78,
1914846,11018,,0.003975311,0.001038705,38,38,
1914847,11018,,0.000523067,0.000136672,5,5,
1914851,11018,0.014061055,,0.010387054,380,,380
1914861,11028,,0.006872164,0.00212253,206,206,
1914865,11028,,0.027021617,0.008345869,810,810,
1914867,11028,,0.040632506,0.012549715,1218,1218,
1914871,11039,,0.118383668,0.063253774,2250,2250,
1914872,11039,,0.071661581,0.038289618,1362,1362,
1914877,11039,0.019559312,0.00042092,0.009333446,332,8,324
1914878,11039,0.173075762,,0.080599365,2867,,2867
1914879,11039,0.003742831,0.031621593,0.018638779,663,601,62
1914880,11039,,0.000999684,0.000534143,19,19,
1914884,11039,,0.016468484,0.008799303,313,313,
1914889,11019,,0.007068803,0.005606704,285,285,
1914891,11019,,2.48028E-05,1.96726E-05,1,1,
1914899,11019,,0.034624733,0.027463015,1396,1396,
1914904,11019,,0.00017362,0.000137709,7,7,
1914905,11019,,4.96056E-05,3.93453E-05,2,2,
1914920,22008,,0.011974601,0.009759802,347,347,
1914921,16031,,0.009535876,0.008817363,143,143,
1914940,22001,,0.005706527,0.005000241,311,311,
1914954,22016,,0.001427608,0.000376501,91,91,
1914956,22016,,0.004863279,0.001282587,310,310,
1914979,13044,,0.009314431,0.009314431,136,136,
1914980,13044,,0.000547908,0.000547908,8,8,
1914983,13044,,6.84885E-05,6.84885E-05,1,1,
1914989,13044,,0.147592631,0.147592631,2155,2155,
1917921,16069,,0.00043069,7.02981E-05,7,7,
1917922,16069,,0.001968867,0.000321363,32,32,
1917924,16069,2.4003E-05,,2.00852E-05,2,,2
1917925,16069,0.009589189,,0.008024022,799,,799
1917926,16069,0.006180766,0.00147665,0.005412951,539,24,515
1917927,16069,,0.001661232,0.00027115,27,27,
1917928,16069,,0.005045222,0.000823492,82,82,
1917929,16060,,0.001503759,0.000729243,7,7,
1917929,16069,,0.000307636,5.02129E-05,5,5,
1917930,16060,,0.004296455,0.00208355,20,20,
1917931,16060,,0.081847476,0.039691635,381,381,
1917942,11023,,0.002506399,0.001574005,236,236,
1917944,11023,,0.000223027,0.00014006,21,21,
1917945,11023,,4.24813E-05,2.6678E-05,4,4,
1917946,11023,,0.002060345,0.001293885,194,194,
1917947,11023,,0.001306301,0.00082035,123,123,
1917949,11023,,0.003674635,0.002307651,346,346,
1917955,11023,,0.000584118,0.000366823,55,55,
1917964,11023,,0.002963073,0.001860794,279,279,
1917967,16113,0.000488798,,0.000234595,6,,6
1917968,16113,0.038044807,,0.018259306,467,,467
1917969,16113,0.257270876,,0.123475133,3158,,3158
1917970,16113,0.019470468,,0.009344698,239,,239
1917978,16113,,0.124126006,0.064552706,1651,1651,
1917981,16113,,0.011277348,0.005864873,150,150,
1917983,16113,,0.004586121,0.002385048,61,61,
1917990,11042,,0.011508493,0.005465837,771,771,
1918000,11042,,0.007314088,0.003473748,490,490,
1918011,11042,0.003523979,,0.001850303,261,,261
1918012,11042,0.010045366,,0.005274426,744,,744
1918013,11042,0.0014717,,0.000772732,109,,109
1918028,11018,0.017983349,,0.013284496,486,,486
1918029,11018,0.063163737,,0.046659742,1707,,1707
1918030,11018,7.40056E-05,,5.46687E-05,2,,2
1918047,11028,,0.035294903,0.010901148,1058,1058,
1918050,11039,,0.000578765,0.000309241,11,11,
1918055,11039,0.004225777,,0.001967895,70,,70
1918056,11039,0.019257471,,0.00896798,319,,319
1918060,11039,,0.000157845,8.43384E-05,3,3,
1918063,11039,,0.009155004,0.004891625,174,174,
1918067,11019,,0.002777916,0.002203336,112,112,
1918068,11019,,0.000272831,0.000216399,11,11,
1918069,11019,,0.008085719,0.006413283,326,326,
1918070,11019,,0.017709212,0.01404627,714,714,
1918075,11019,,2.48028E-05,1.96726E-05,1,1,
1918081,11019,,0.007589662,0.00601983,306,306,
1918083,11019,,0.002827521,0.002242682,114,114,
1918084,11019,,0.004042859,0.003206641,163,163,
1918085,11019,,0.005034972,0.003993547,203,203,
1918086,11019,,0.000694479,0.000550834,28,28,
1918091,11019,,0.003794831,0.003009915,153,153,
1918094,11019,,0.004414902,0.003501731,178,178,
1918102,22008,,0.030367865,0.024751083,880,880,
1918111,22001,,0.000917448,0.000803897,50,50,
1918119,22001,,0.007192793,0.006302555,392,392,
1918138,22016,,0.032536906,0.008580921,2074,2074,
1918142,22016,,0.001239352,0.000326853,79,79,
1918145,22016,,0.000141192,3.72364E-05,9,9,
1918147,22016,0.000634988,,0.000467524,113,,113
1918148,22016,0.003809931,0.000454952,0.002925126,707,29,678
1918149,22016,1.12387E-05,,8.27475E-06,2,,2
1918153,13044,,0.000410931,0.000410931,6,6,
1918154,13029,,0.00140989,0.000903894,40,40,
1918154,13044,,0.000342442,0.000342442,5,5,
1918156,13029,,0.004687886,0.003005446,133,133,
1918158,13044,,0.004177796,0.004177796,61,61,
1921095,16069,,0.018088968,0.002952519,294,294,
1921101,16069,,0.000307636,5.02129E-05,5,5,
1921102,16069,0.004092507,,0.00342452,341,,341
1921103,16069,0.010345283,,0.008656704,862,,862
1921104,16069,0.004260528,0.005229804,0.004418735,440,85,355
1921105,16069,0.003732463,0.008183105,0.004458906,444,133,311
1921107,16060,,0.001718582,0.00083342,8,8,
1921107,16069,,0.000984434,0.000160681,16,16,
1921108,16060,,0.002148228,0.001041775,10,10,
1921115,11023,,0.008814877,0.005535695,830,830,
1921121,11023,,0.005458852,0.003428129,514,514,
1921126,11023,,0.0031861,0.002000854,300,300,
1921127,11023,,0.0006266,0.000393501,59,59,
1921130,11023,,0.001858558,0.001167165,175,175,
1921132,11023,,0.000403573,0.000253441,38,38,
1921133,11023,,0.0006266,0.000393501,59,59,
1921136,11023,,0.001656772,0.001040444,156,156,
1921142,11023,,0.0095583,0.006002561,900,900,
1921146,11001,,0.014797377,0.009391453,792,792,
1921147,16113,0.001384929,,0.000664686,17,,17
1921148,16113,0.015967413,,0.007663434,196,,196
1921149,16113,,0.047740771,0.024827964,635,635,
1921154,16113,,0.09442899,0.049108539,1256,1256,
1921157,11016,,6.84369E-05,4.97092E-05,1,1,
1921159,16113,,0.002180287,0.001133876,29,29,
1921163,11042,,0.013672866,0.006493783,916,916,
1921167,11042,,0.000462728,0.000219768,31,31,
1921169,11042,,0.004597427,0.002183499,308,308,
1921175,11042,,0.000149267,7.08928E-05,10,10,
1921187,11042,,0.003373436,0.001602178,226,226,
1921189,11042,0.001593217,,0.000836535,118,,118
1921190,11042,0.007588032,,0.003984177,562,,562
1921191,11042,0.000472564,,0.000248125,35,,35
1921201,11018,,0.078041636,0.020391428,746,746,
1921202,11018,,0.000209227,5.46687E-05,2,2,
1921205,11018,,0.000418454,0.000109337,4,4,
1921206,11018,0.000481036,0.067161837,0.017904002,655,642,13
1921207,11018,0.001110083,,0.000820031,30,,30
1921228,11039,,0.001157529,0.000618481,22,22,
1921249,11019,,0.023909916,0.018964432,964,964,
1921259,11019,,0.001314549,0.00104265,53,53,
1921260,11019,,0.000471254,0.00037378,19,19,
1921262,11019,,0.003100352,0.002459081,125,125,
1921263,11019,,0.000520859,0.000413126,21,21,
1921266,11019,,0.004514113,0.003580422,182,182,
1921290,22001,,0.00493587,0.004324967,269,269,
1921293,22001,,0.007541423,0.006608036,411,411,
1921302,22001,,0.00141287,0.001238002,77,77,
1921303,22016,,0.005114287,0.001348785,326,326,
1921309,22016,,0.005318231,0.001402571,339,339,
1921320,22016,,0.003012095,0.000794376,192,192,
1921322,22016,,0.000109816,2.89616E-05,7,7,
1921325,22016,0.000640608,,0.000471661,114,,114
1921326,22016,0.010474499,,0.007712072,1864,,1864
1921327,22016,0.003416575,0.00031376,0.002598273,628,20,608
1921331,13029,,0.029607698,0.018981764,840,840,
1921337,13029,,0.077226746,0.049510768,2191,2191,
1921339,13029,,0.000563956,0.000361557,16,16,
1924279,16069,0.002748341,0.000553744,0.002390134,238,9,229
1924280,16069,0.026991347,0.001107488,0.02276653,2267,18,2249
1924281,11023,0.004912419,,0.001827446,274,,274
1924281,16069,0.028659554,,0.023981682,2388,,2388
1924282,11023,0.008300913,,0.003087984,463,,463
1924282,16069,0.005136637,,0.004298224,428,,428
1924283,16069,0.019310394,,0.016158512,1609,,1609
1924286,16060,,0.047475832,0.023023232,221,221,
1924292,11023,,0.00128506,0.000807011,121,121,
1924293,11023,,0.000265508,0.000166738,25,25,
1924297,11023,,8.49627E-05,5.33561E-05,8,8,
1924298,11023,,0.005618157,0.003528172,529,529,
1924299,11023,,0.005320787,0.003341426,501,501,
1924300,11023,,5.31017E-05,3.33476E-05,5,5,
1924304,11023,,0.001837318,0.001153826,173,173,
1924305,11023,,0.000764664,0.000480205,72,72,
1924307,11023,,0.00669081,0.004201793,630,630,
1924308,11023,,0.000361091,0.000226763,34,34,
1924309,11023,,0.000361091,0.000226763,34,34,
1924310,11023,,0.007105003,0.004461904,669,669,
1924311,11023,,0.000785905,0.000493544,74,74,
1924322,11001,,0.011378286,0.007221458,609,609,
1924327,11001,,0.011322235,0.007185884,606,606,
1924329,16113,,0.032102849,0.016695339,427,427,
1924334,11016,,0.054749521,0.039767361,800,800,
1924336,11016,,0.005338078,0.003877318,78,78,
1924337,16113,,0.001804376,0.00093838,24,24,
1924339,11016,,0.000410621,0.000298255,6,6,
1924339,16113,,0.008345237,0.004340006,111,111,
1924350,11042,,0.000820969,0.000389911,55,55,
1924356,11042,,0.002701734,0.00128316,181,181,
1924365,11042,,0.002089739,0.0009925,140,140,
1924368,11042,,0.029256351,0.013894994,1960,1960,
1924384,11018,,0.069881787,0.018259348,668,668,
1924409,11039,,0.00010523,5.62256E-05,2,2,
1924412,11039,,0.005051037,0.002698828,96,96,
1924415,11039,,0.014048195,0.007506115,267,267,
1924417,11039,,0.012364516,0.006606505,235,235,
1924427,11019,,0.000471254,0.00037378,19,19,
1924435,11019,,0.000396845,0.000314762,16,16,
1924436,11019,,0.002951535,0.002341045,119,119,
1924438,11019,,0.002480282,0.001967265,100,100,
1924444,11019,,0.022744184,0.018039817,917,917,
1924450,22008,,0.000379598,0.000309389,11,11,
1924461,22008,,0.039754296,0.032401418,1152,1152,
1924463,22008,,0.000345089,0.000281262,10,10,
1924466,22001,,0.004990917,0.004373201,272,272,
1924471,22001,,0.004110167,0.00360146,224,224,
1924474,22001,,0.000623865,0.00054665,34,34,
1924477,22001,,0.004018422,0.00352107,219,219,
1924483,22016,,0.01065215,0.002809279,679,679,
1924485,22016,,0.01229939,0.003243704,784,784,
1924490,22016,,0.002478704,0.000653706,158,158,
1924491,22016,,0.00125504,0.00033099,80,80,
1924494,22016,,4.7064E-05,1.24121E-05,3,3,
1924499,22016,,0.034137082,0.009002933,2176,2176,
1924504,22016,0.000123626,3.1376E-05,9.92971E-05,24,2,22
1924505,22016,5.61937E-06,0.000141192,4.13738E-05,10,9,1
1924506,13029,,3.52473E-05,2.25973E-05,1,1,
1924511,13029,,0.000140989,9.03894E-05,4,4,
1924519,13029,,7.04945E-05,4.51947E-05,2,2,
1924520,13029,,0.002291072,0.001468827,65,65,
1924521,13029,,0.003031264,0.001943371,86,86,
1927453,16069,,0.000184581,3.01277E-05,3,3,
1927454,16069,,0.000307636,5.02129E-05,5,5,
1927455,16069,,0.001107488,0.000180766,18,18,
1927456,16069,0.019070365,0.000553744,0.016048044,1598,9,1589
1927457,16069,0.086278699,,0.072196112,7189,,7189
1927458,16069,0.0935516,,0.078281915,7795,,7795
1927459,11023,0.017731323,,0.006596148,989,,989
1927459,16069,0.035800439,,0.029957018,2983,,2983
1927460,11023,0.016081898,,0.005982553,897,,897
1927461,16069,,0.035993355,0.00587491,585,585,
1927462,16069,,0.027379561,0.004468948,445,445,
1927467,11023,,0.00159305,0.001000427,150,150,
1927471,11023,,0.000392952,0.000246772,37,37,
1927472,11023,,0.004311855,0.002707822,406,406,
1927473,11023,,7.43423E-05,4.66866E-05,7,7,
1927474,11023,,0.008315721,0.005222228,783,783,
1927475,11023,,9.5583E-05,6.00256E-05,9,9,
1927476,11023,,0.000573498,0.000360154,54,54,
1927480,11023,,0.00477915,0.003001281,450,450,
1927487,11023,,0.000817766,0.000513552,77,77,
1927495,11023,,0.013084251,0.008216839,1232,1232,
1927498,11023,,0.009706985,0.006095934,914,914,
1927501,11001,,0.000653924,0.000415026,35,35,
1927506,11016,,0.031480975,0.022866233,460,460,
1927507,11016,,0.004243088,0.00308197,62,62,
1927508,11016,,0.007117438,0.005169757,104,104,
1927509,11016,,0.030385984,0.022070885,444,444,
1927514,11016,,0.02053107,0.01491276,300,300,
1927515,11016,,0.022857925,0.016602873,334,334,
1927516,11016,,0.039419655,0.0286325,576,576,
1927519,11042,,0.004522793,0.002148053,303,303,
1927525,11042,,0.000179121,8.50714E-05,12,12,
1927527,11042,,0.005657223,0.002686838,379,379,
1927529,11042,,0.004358599,0.00207007,292,292,
1927535,11042,,0.005000448,0.00237491,335,335,
1927542,11042,,0.00213452,0.001013767,143,143,
1927545,11042,,0.00340329,0.001616356,228,228,
1927558,11018,,0.000627681,0.000164006,6,6,
1927561,11018,0.059056429,,0.043625629,1596,,1596
1927562,11018,0.02827012,,0.020883446,764,,764
1927563,11018,,0.02939638,0.007680953,281,281,
1927586,11039,,0.020835526,0.011132664,396,396,
1927601,11019,,0.009846719,0.007810041,397,397,
1927612,11004,,0.005737592,0.00257632,166,166,
1927612,11019,,0.012599831,0.009993705,508,508,
1927613,11019,,0.000322437,0.000255744,13,13,
1927614,11019,,9.92113E-05,7.86906E-05,4,4,
1927617,11019,,0.005580634,0.004426346,225,225,
1927626,11019,,0.012153381,0.009639597,490,490,
1927627,11019,,0.010814028,0.008577274,436,436,
1927629,22008,,0.000138036,0.000112505,4,4,
1927631,22008,,0.000103527,8.43787E-05,3,3,
1927634,22008,,0.017081924,0.013922484,495,495,
1927640,22008,,0.008627234,0.007031558,250,250,
1927642,22008,,0.005866519,0.004781459,170,170,
1927645,22008,,0.009006833,0.007340946,261,261,
1927654,22001,,0.004715683,0.004132032,257,257,
1927655,22016,,0.006118319,0.001613577,390,390,
1927659,22016,,0.006071255,0.001601165,387,387,
1927661,22016,,0.007216479,0.001903194,460,460,
1927663,22016,,0.005788871,0.001526692,369,369,
1927666,22016,,0.011703246,0.003086484,746,746,
1927671,22016,,0.007655743,0.00201904,488,488,
1927676,22016,,0.000109816,2.89616E-05,7,7,
1927699,13029,,0.022276268,0.014281518,632,632,
1930632,16069,0.002400298,0.003199409,0.00253073,252,52,200
1930633,16069,0.008377039,,0.007009721,698,,698
1930634,16069,0.07596942,,0.063569535,6330,,6330
1930635,16069,0.080073929,,0.067004097,6672,,6672
1930636,11023,0.011456335,,0.004261818,639,,639
1930636,16069,0.074229204,,0.062113361,6185,,6185
1930637,11023,0.032307223,,0.012018461,1802,,1802
1930637,16069,0.011893475,,0.009952197,991,,991
1930638,11023,0.000968141,,0.000360154,54,,54
1930638,16069,,0.12274657,0.020034948,1995,1995,
1930641,16069,,0.025349166,0.004137543,412,412,
1930643,16069,,0.04885252,0.007973809,794,794,
1930645,11023,,0.007094383,0.004455234,668,668,
1930649,11023,,0.00031861,0.000200085,30,30,
1930650,11023,,0.000977071,0.000613595,92,92,
1930653,11023,,0.000286749,0.000180077,27,27,
1930658,11023,,6.3722E-05,4.00171E-05,6,6,
1930659,11023,,0.003005554,0.001887472,283,283,
1930662,11023,,0.000934589,0.000586917,88,88,
1930673,11023,,0.010153039,0.006376054,956,956,
1930680,11001,,0.000653924,0.000415026,35,35,
1930681,11001,,0.002316761,0.001470379,124,124,
1930684,11016,,0.054475773,0.039568524,796,796,
1930691,11016,,0.026142896,0.018988915,382,382,
1930696,11016,,0.010197098,0.007406671,149,149,
1930707,11042,,0.000104487,4.9625E-05,7,7,
1930709,11042,,0.001343404,0.000638035,90,90,
1930714,11042,,0.003283876,0.001559642,220,220,
1930721,11042,,0.008821686,0.004189766,591,591,
1930724,11042,,1.49267E-05,7.08928E-06,1,1,
1930738,11018,,0.000418454,0.000109337,4,4,
1930739,11018,0.048029602,,0.035479991,1298,,1298
1930740,11018,0.01080481,,0.007981631,292,,292
1930754,11028,,0.007939685,0.002452243,238,238,
1930764,11039,,0.000683995,0.000365466,13,13,
1930765,11039,,0.099494896,0.053161283,1891,1891,
1930774,11039,,0.00052615,0.000281128,10,10,
1930776,11039,,0.025413027,0.013578477,483,483,
1930778,11019,,0.005927873,0.004701763,239,239,
1930781,11019,,0.003001141,0.00238039,121,121,
1930783,11004,,0.016210424,0.007278879,469,469,
1930783,11019,,0.006547944,0.005193579,264,264,
1930785,11004,,0.000518457,0.0002328,15,15,
1930786,11004,,0.067468547,0.030295035,1952,1952,
1930790,11004,,0.012754044,0.005726879,369,369,
1930792,11004,,0.001970137,0.00088464,57,57,
1930792,11019,,0.001264944,0.001003305,51,51,
1930793,11004,,0.000483893,0.00021728,14,14,
1930795,11019,,0.014360831,0.011390463,579,579,
1930817,22008,,0.013354959,0.010884851,387,387,
1930818,22008,,0.004624198,0.003768915,134,134,
1930836,22016,,0.006024191,0.001588753,384,384,
1930850,22016,,0.001851184,0.000488211,118,118,
1930851,22016,,0.007059599,0.00186182,450,450,
1930852,22016,,0.007655743,0.00201904,488,488,
1930853,22016,,0.02161806,0.005701306,1378,1378,
1930854,22016,0.000146104,0.000188256,0.00015722,38,12,26
1930855,22016,0.000348401,,0.000256517,62,,62
1930858,22016,,0.004471079,0.001179153,285,285,
1930878,13029,,0.010574178,0.006779201,300,300,
1930880,13029,0.006863115,,0.00246311,109,,109
1930881,13029,0.013033623,0.000634451,0.005084401,225,18,207
1930882,13029,0.000629644,,0.000225973,10,,10
1933807,16069,,0.023749462,0.003876436,386,386,
1933810,16069,0.003456429,,0.002892263,288,,288
1933811,16069,0.018290268,,0.015304893,1524,,1524
1933812,16069,0.04580968,,0.03833253,3817,,3817
1933813,16069,0.059131332,,0.049479794,4927,,4927
1933814,11023,0.010380623,,0.003861648,579,,579
1933814,16069,0.055518884,,0.046456978,4626,,4626
1933815,11023,0.02866773,,0.01066455,1599,,1599
1933816,11023,0.01543647,,0.00574245,861,,861
1933823,11023,,0.002155928,0.001353911,203,203,
1933829,11023,,4.24813E-05,2.6678E-05,4,4,
1933830,11023,,0.000860247,0.00054023,81,81,
1933833,11023,,0.007105003,0.004461904,669,669,
1933839,11023,,8.49627E-05,5.33561E-05,8,8,
