GRIDCODE,CVENTMUN,Fpav
1860759,16071,0.008510578
1860760,16071,0.008468416
1860761,16071,0.007925635
1860762,16071,0.009356287
1860763,16071,0.005669952
1860764,16071,0.006894118
1860773,16071,0.008307204
1860797,11046,0.004263342
1860798,11046,0.009923476
1860799,11046,0.004728755
1860808,11041,0.052839266
1860810,11041,0.046170178
1860824,11036,0.056679591
1860825,11036,0.070174263
1860839,11028,0.005856727
1860840,11028,0.010513376
1860852,11002,0.007716296
1860871,11019,0.009392532
1860872,11019,0.006277605
1860873,11019,0.006378528
1860874,11019,0.006657714
1860875,11019,0.001039772
1860876,11019,0.004521786
1860899,16031,0.023158841
1860900,16031,0.036001799
1860919,22001,0.008766922
1860944,15003,0.008353182
1860945,15003,0.018529925
1860959,15003,0.014831001
1860960,15003,0.019059598
1863890,16028,0.034160074
1863891,16028,0.013074626
1863894,16028,0.030785953
1863895,16028,0.009021305
1863903,16067,0.00475622
1863903,16109,0.031855135
1863904,16067,0.001495655
1863921,16067,0.009396624
1863922,16004,0.01439174
1863922,16067,0.005305084
1863929,16004,0.006128694
1863930,16004,0.043544649
1863931,16004,0.018893453
1863941,16071,0.005439524
1863941,16113,0.007152817
1863951,16071,0.008041793
1863970,11046,0.003525202
1863971,11046,0.0017018
1863975,11046,0.01098073
1863986,11041,0.014374491
1863987,11041,0.055808805
1863988,11041,0.051802652
1864003,11036,0.046575482
1864004,11036,0.02332324
1864017,11028,0.012230304
1864030,11002,0.005888682
1864031,11002,0.002300074
1864050,11019,0.004836087
1864051,11019,0.005279198
1864052,11019,0.013327151
1864053,11019,0.008694101
1864054,11019,0.005539259
1864055,11019,0.010529416
1864056,11019,0.01135091
1864057,11019,0.007799649
1864078,16031,0.023297737
1864096,22001,0.003152342
1864097,22001,0.00612264
1864112,22001,0.001679427
1864113,22001,0.004952982
1864114,22001,0.008978104
1864115,22001,0.009106229
1864116,15003,0.003428366
1864116,22001,0.003334602
1864117,15003,0.009787
1864118,15003,0.006263639
1864121,15003,0.010081197
1864122,15003,0.005533244
1864123,15003,0.01077718
1864137,15003,0.033882421
