GRIDCODE,CVENTMUN,Frur,Furb,Fpob,Prur_T,Purb_T,P_tot
1470145,21019,0.003256151,0.006456612,0.005123568,9,25,34
1470150,21115,0.477238074,,0.477238074,2191,,2191
1470151,21153,0.13766064,,0.13766064,632,,632
1470159,21115,,0.00051404,0.00051404,,8,8
1470160,15021,0.012662808,0.006232731,0.007202488,35,97,132
1470161,15077,,0.00051404,0.00051404,,8,8
1470162,17007,0.00397974,,0.00397974,11,,11
1470165,21114,0.265177398,0.000360043,0.062164566,2018,9,2027
1470166,21106,0.001875469,0.01300156,0.011929292,5,325,330
1470167,17020,0.001875469,,0.001875469,5,,5
1470168,15063,0.012003001,,0.012003001,32,,32
1470169,21153,0.024896261,,0.024896261,59,,59
1470198,15034,0.238961039,,0.238961039,1104,,1104
1470201,15088,,0.00019279,0.00019279,,1,1
1470202,15088,,0.01735107,0.01735107,,90,90
1470209,15088,,0.14481306,0.14481306,,275,275
1470210,17007,,0.045813586,0.045813586,,87,87
1470213,17007,,0.001597356,0.001597356,,29,29
1470214,17020,,0.029358303,0.029358303,,533,533
1470215,17002,0.217580965,0.012503443,0.072822706,1646,227,1873
1470216,17020,,0.02654916,0.02654916,,482,482
1470217,17023,,0.031451391,0.031451391,,571,571
1470218,21153,0.092420626,,0.092420626,489,,489
1470219,17023,,0.001382662,0.001382662,,242,242
1470220,15094,,0.003627672,0.003627672,,5215,5215
1470221,15015,,0.004074535,0.004074535,,6144,6144
1470222,15015,,0.003996281,0.003996281,,6026,6026
1470223,21175,,0.006914242,0.006914242,,10426,10426
1470224,21175,,0.004941966,0.004941966,,7452,7452
1470225,21148,,0.003831151,0.003831151,,5777,5777
1470226,21148,,0.005420114,0.005420114,,8173,8173
1470227,21106,,0.003591082,0.003591082,,5415,5415
1470228,21106,,0.004222423,0.004222423,,6367,6367
1470229,21106,,0.001719608,0.001719608,,2593,2593
1470230,21106,,0.000298428,0.000298428,,450,450
1470231,15088,0.014944545,0.000956296,0.00124625,477,1442,1919
1470232,21114,,0.000709595,0.000709595,,1070,1070
1470233,17007,0.012563444,6.63E-07,0.000261069,401,1,402
1470240,21106,0.103472614,,0.103472614,733,,733
1470245,15063,0.00042349,,0.00042349,3,,3
1470258,21114,,0.001716839,0.001716839,,88,88
1470259,21119,,0.056031371,0.056031371,,2872,2872
1470260,21114,,0.023606532,0.023606532,,1210,1210
1470261,21144,0.00371018,0.009715746,0.007830696,87,498,585
1470262,21040,0.001791121,0.000526757,0.000923621,42,27,69
1470266,15097,0.018045862,0.003662372,0.005305065,54,85,139
1470267,21114,,0.033521479,0.033521479,,778,778
1470268,21040,0.019624573,0.024128571,0.023715415,46,560,606
1470269,17002,0.006104341,0.021225685,0.01882021,42,772,814
1470270,21114,,0.019433596,0.019433596,,831,831
1470271,21114,,0.023947055,0.023947055,,1024,1024
1470272,21114,,0.044269311,0.044269311,,1893,1893
1470273,21114,,0.000397559,0.000397559,,17,17
1470275,17007,0.015455619,,0.015455619,144,,144
1470276,21040,0.002348468,,0.002348468,21,,21
1470277,17026,0.003019459,0.02783212,0.023139237,27,1067,1094
1470278,21164,,0.039544044,0.039544044,,1516,1516
1470279,21164,,0.047134622,0.047134622,,1807,1807
1470280,17007,0.001677477,0.040900436,0.033482096,15,1568,1583
1470284,21164,,0.009155646,0.009155646,,351,351
1470285,21164,,0.01818087,0.01818087,,697,697
1470286,21118,,2.61E-05,2.61E-05,,1,1
1473158,15063,0.001717281,,0.001717281,19,,19
1473159,21153,0.00307303,,0.00307303,34,,34
1473167,17020,0.008255132,,0.008255132,129,,129
1473171,15063,0.000395355,,0.000395355,8,,8
1473173,17020,0.026340499,,0.026340499,533,,533
1473184,17026,0.018680504,,0.018680504,378,,378
1473185,17007,0.010773412,,0.010773412,218,,218
1473202,17026,0.015690411,,0.015690411,476,,476
1473208,15088,0.003230379,,0.003230379,98,,98
1473214,16092,0.029714286,,0.029714286,156,,156
1473215,21118,,0.002935421,0.002935421,,3,3
1473216,15097,0.065142857,0.485322896,0.133609694,342,496,838
1473217,21164,0.110285714,0.002935421,0.092793367,579,3,582
1473223,17027,0.007713353,,0.007713353,234,,234
1473226,15021,0.006526684,,0.006526684,198,,198
1473235,15034,0.017109225,,0.017109225,500,,500
1473251,17002,0.017540599,,0.017540599,755,,755
1473252,17007,0.021606301,,0.021606301,930,,930
1473264,21118,,0.001190394,0.001190394,,52,52
1473265,21004,,0.022594602,0.022594602,,987,987
1473266,21004,,0.007417073,0.007417073,,324,324
1473272,15068,0.02887645,,0.02887645,779,,779
1473280,21164,0.039922897,,0.039922897,1077,,1077
1473294,17007,0.025257108,,0.025257108,167,,167
1473295,17002,0.030550514,,0.030550514,202,,202
1473296,21144,0.055051422,,0.055051422,364,,364
1473297,17020,0.066243194,,0.066243194,438,,438
1473298,15123,0.109044162,,0.109044162,721,,721
1473310,17026,0.008294138,,0.008294138,164,,164
1473315,15063,0.077934557,,0.077934557,1541,,1541
1473321,17026,0.001447178,0.026859504,0.016274864,4,104,108
1473322,15077,0.002532562,0.837551653,0.489752863,7,3243,3250
1473323,15063,0.183429812,0.01911157,0.087552743,507,74,581
1473326,17002,0.301013025,,0.301013025,832,,832
1473340,15088,0.006150507,,0.006150507,17,,17
1473341,15088,0.001808973,,0.001808973,5,,5
1473343,15088,0.000131406,,0.000131406,1,,1
1473349,17007,0.000375094,,0.000375094,1,,1
1473383,21040,0.00137099,,0.00137099,5,,5
1473386,17007,0.004233838,,0.004233838,26,,26
1473387,21115,,0.547656661,0.547656661,,1040,1040
1473388,21115,0.062219931,0.261716693,0.156447942,132,497,629
1473390,21115,,0.013848304,0.013848304,,109,109
1473391,21114,0.017184402,0.025023771,0.022713294,130,453,583
1473392,21115,,0.076838337,0.076838337,,1395,1395
1473393,15077,,0.038116221,0.038116221,,692,692
1473394,15077,,0.010024787,0.010024787,,182,182
1473395,15077,,9.06E-05,9.06E-05,,9,9
1473396,15113,0.055555556,0.006531869,0.007059011,60,649,709
1473397,15088,,0.003864773,0.003864773,,384,384
1473398,15088,,0.00762552,0.00762552,,2369,2369
1473399,17023,,0.009032131,0.009032131,,2236,2236
1473400,21148,,0.007705897,0.007705897,,9309,9309
1473401,21125,,0.012464338,0.012464338,,18795,18795
1473402,21106,,0.014139513,0.014139513,,21321,21321
1473403,21125,,0.006625762,0.006625762,,9991,9991
1473404,21106,,0.00598779,0.00598779,,9029,9029
1473405,21106,,0.005545453,0.005545453,,8362,8362
1473406,21106,,0.006986528,0.006986528,,10535,10535
1473407,21119,,0.004615685,0.004615685,,6960,6960
1473408,21119,,0.004575231,0.004575231,,6899,6899
1473409,21148,0.005764772,0.000977517,0.001076749,184,1474,1658
1473410,21114,0.001378532,,0.001378532,44,,44
1473415,21040,0.005787691,,0.005787691,41,,41
1473417,17002,0.00042349,,0.00042349,3,,3
1473433,21115,0.002644036,0.001989972,0.002195272,62,102,164
1473434,21119,,0.017714654,0.017714654,,908,908
1473436,21114,,0.005560216,0.005560216,,285,285
1473437,21119,,0.036190179,0.036190179,,1855,1855
1473438,21114,,0.022670074,0.022670074,,1162,1162
1473439,21119,,0.004877383,0.004877383,,250,250
1473440,21114,,3.90E-05,3.90E-05,,2,2
1473441,15021,0.084097403,,0.084097403,1972,,1972
1473442,21106,0.001706485,,0.001706485,4,,4
1473443,17026,0.002133106,,0.002133106,5,,5
1473447,15123,0.040948259,0.001403148,0.005565815,206,60,266
1473448,15097,0.00622518,0.021257688,0.018568301,58,909,967
1473449,21114,,0.102546713,0.102546713,,4385,4385
1473450,21114,,0.1193611,0.1193611,,5104,5104
1473451,17007,0.001824622,0.081639812,0.067360498,17,3491,3508
1473452,21114,,0.007202825,0.007202825,,308,308
1473453,21144,0.002468606,,0.002468606,23,,23
1473454,15123,0.000965976,,0.000965976,9,,9
1473456,21114,,0.001173801,0.001173801,,45,45
1473463,21164,0.000223664,,0.000223664,2,,2
1476333,21175,0.000903832,,0.000903832,10,,10
1476344,17007,0.001776856,,0.001776856,24,,24
1476350,15063,0.000395355,,0.000395355,8,,8
1476354,15063,0.000593032,,0.000593032,12,,12
1476356,21175,0.001976773,,0.001976773,40,,40
1476357,15063,0.009043736,,0.009043736,183,,183
1476359,17007,0.020113664,,0.020113664,407,,407
1476360,21118,0.006622189,,0.006622189,134,,134
1476363,17002,0.003693444,,0.003693444,4,,4
1476386,21114,0.007944095,,0.007944095,241,,241
1476391,21144,0.004351122,,0.004351122,132,,132
1476392,15063,0.007416686,,0.007416686,225,,225
1476396,21148,0.00616409,,0.00616409,187,,187
1476397,17007,0.040050104,,0.040050104,1215,,1215
1476399,15113,0.031084155,,0.031084155,943,,943
1476401,21114,0.007482612,,0.007482612,227,,227
1476403,17020,0.007087055,,0.007087055,215,,215
1476405,21114,0.014965224,,0.014965224,454,,454
1476439,21114,,0.014899211,0.014899211,,935,935
1476440,21164,,0.003760657,0.003760657,,236,236
1476441,17027,0.274548119,,0.274548119,1124,,1124
1476449,21040,0.36345872,,0.36345872,1488,,1488
1476451,21115,0.072765689,,0.072765689,1963,,1963
1476459,21164,0.061867517,,0.061867517,1669,,1669
1476471,15113,0.014216576,0.00904176,0.011014994,94,97,191
1476472,17020,0.013914096,0.134787472,0.088696655,92,1446,1538
1476485,17026,0.000202296,,0.000202296,4,,4
1476490,17007,0.095584888,,0.095584888,1890,,1890
1476500,21164,,0.000774793,0.000774793,,3,3
1476516,17026,0.676193922,,0.676193922,1869,,1869
1476518,15068,0.001085384,0.008610165,0.00747531,3,134,137
1476519,21164,,0.00918846,0.00918846,,143,143
1476520,15123,0.003617945,,0.003617945,10,,10
1476521,15063,0.010512484,,0.010512484,80,,80
1476523,21164,,0.000200024,0.000200024,,5,5
1476562,21004,,0.007342818,0.007342818,,16,16
1476563,21004,,0.131252868,0.131252868,,286,286
1476565,17020,0.009322731,,0.009322731,34,,34
1476567,17027,0.096989967,,0.096989967,29,,29
1476568,15068,0.140468227,0.014102401,0.01872705,42,111,153
1476569,21004,,0.089442256,0.089442256,,704,704
1476570,21004,,0.104311778,0.104311778,,923,923
1476571,21115,,0.040754488,0.040754488,,621,621
1476572,21115,0.133333333,0.00662512,0.013433822,144,126,270
1476573,17009,,0.008947353,0.008947353,,889,889
1476574,17023,,0.021497801,0.021497801,,2136,2136
1476575,15094,,0.004297547,0.004297547,,427,427
1476576,15094,,0.007165934,0.007165934,,712,712
1476577,15015,,0.012359223,0.012359223,,1228,1228
1476578,21126,,0.007550973,0.007550973,,2370,2370
1476579,21125,,0.003437226,0.003437226,,5183,5183
1476580,21125,,0.009519186,0.009519186,,14354,14354
1476581,21106,,0.008302927,0.008302927,,12520,12520
1476582,21125,,0.007078046,0.007078046,,10673,10673
1476583,21106,,0.005204582,0.005204582,,7848,7848
1476584,21125,,0.002623513,0.002623513,,3956,3956
1476585,21106,,0.006271628,0.006271628,,9457,9457
1476586,21119,,0.002789969,0.002789969,,4207,4207
1476587,21119,,0.000858809,0.000858809,,1295,1295
1476589,21119,,0.001890043,0.001890043,,2850,2850
1476592,17020,0.022048016,,0.022048016,90,,90
1476595,15077,0.018128368,,0.018128368,74,,74
1476611,21119,,0.036892522,0.036892522,,1891,1891
1476612,21119,,0.070136762,0.070136762,,3595,3595
1476613,21119,,0.007277055,0.007277055,,373,373
1476614,17026,0.098767538,,0.098767538,2316,,2316
1476615,21114,,0.001716839,0.001716839,,88,88
1476616,15123,0.001748475,0.001112043,0.001311809,41,57,98
1476617,15082,0.000170583,0.000292643,0.00025433,4,15,19
1476619,16092,0.096080856,,0.096080856,2253,,2253
1476620,17007,0.004692833,,0.004692833,11,,11
1476622,15088,0.051985159,,0.051985159,1219,,1219
1476625,17007,0.00150263,,0.00150263,14,,14
1476626,15094,0.026832671,0.004653773,0.008621683,250,199,449
1476627,21114,,0.069455813,0.069455813,,2970,2970
1476628,21114,,0.068567152,0.068567152,,2932,2932
1476629,21153,0.013738328,0.035125465,0.031299205,128,1502,1630
1476630,21114,0.001395299,0.001122518,0.00117132,13,48,61
1476631,15063,0.006869164,,0.006869164,64,,64
1476632,17020,0.000965976,,0.000965976,9,,9
1476633,21144,0.002790598,0.004277951,0.00375728,26,74,100
1476634,21114,,0.012082322,0.012082322,,209,209
1476635,21114,,0.043241993,0.043241993,,748,748
1476636,15063,0.01435132,0.034975142,0.033088235,25,605,630
1476638,15123,0.003444317,,0.003444317,6,,6
1476641,21164,,0.002428026,0.002428026,,42,42
1476642,21164,,0,0,,0,0
1476643,17020,0.065442021,,0.065442021,114,,114
1479513,17020,0.001265365,,0.001265365,14,,14
1479517,17020,0.000666321,,0.000666321,9,,9
1479530,21115,0.007659995,,0.007659995,155,,155
1479535,15113,0.00222387,,0.00222387,45,,45
1479537,21154,0.003063998,,0.003063998,62,,62
1479543,17026,0.254847645,,0.254847645,276,,276
1479551,21106,0.029139335,,0.029139335,884,,884
1479554,15088,0.059399413,,0.059399413,1802,,1802
1479561,17020,0.017569305,,0.017569305,533,,533
1479567,21164,,0.221081721,0.221081721,,560,560
1479568,21038,0.014998187,0.491512041,0.051718893,455,1245,1700
1479569,21164,,0.281089617,0.281089617,,712,712
1479572,17020,0.009658173,,0.009658173,293,,293
1479574,15063,0.009394469,,0.009394469,285,,285
1479588,15021,0.021231855,,0.021231855,313,,313
1479611,17027,0.006706114,,0.006706114,102,,102
1479616,17026,0.0695595,,0.0695595,1058,,1058
1479617,21164,,0.060584814,0.060584814,,3802,3802
1479618,17027,0.008284024,0.008955462,0.008824473,126,562,688
1479619,17020,0.02938856,,0.02938856,447,,447
1479625,15123,0.014899853,,0.014899853,61,,61
1479649,21164,0.018602541,0.066927666,0.048500577,123,718,841
1479650,21040,0.014065336,0.182233408,0.11810842,93,1955,2048
1479651,21114,0.001361162,0.020041014,0.012918108,9,215,224
1479653,21175,0.026315789,,0.026315789,174,,174
1479654,15052,0.016182698,,0.016182698,107,,107
1479655,17027,0.001966122,,0.001966122,13,,13
1479656,21154,0.315940714,,0.315940714,2089,,2089
1479681,15082,0.012662808,,0.012662808,35,,35
1479695,21175,0.001447178,0.003212748,0.002946472,4,50,54
1479696,17007,0.026049204,0.183961961,0.160146232,72,2863,2935
1479697,15077,0.02894356,0.218081347,0.189556392,80,3394,3474
1479698,21065,,0.023260297,0.023260297,,362,362
1479699,15123,0.343758213,0.004847681,0.099643474,2616,95,2711
1479700,17002,0.000750188,0.071688603,0.064851968,2,1792,1794
1479701,15086,,0.101852222,0.101852222,,2546,2546
1479702,15086,,0.006360763,0.006360763,,159,159
1479740,15063,0.031806965,0.099586966,0.05715757,116,217,333
1479741,15123,0.017274472,0.689307022,0.268623412,63,1502,1565
1479742,15090,,0.004130335,0.004130335,,9,9
1479746,17009,,0.041544912,0.041544912,,327,327
1479747,21106,0.72909699,0.038241647,0.063525092,218,301,519
1479748,17009,,0.109388896,0.109388896,,861,861
1479749,17027,0.092592593,0.029444549,0.032006574,100,752,852
1479750,15094,,0.014986061,0.014986061,,1489,1489
1479751,15094,,0.007659095,0.007659095,,761,761
1479752,15068,,0.023430188,0.023430188,,2328,2328
1479753,15015,,0.012711481,0.012711481,,1263,1263
1479754,15068,,0.002314838,0.002314838,,230,230
1479755,15015,,0.022665284,0.022665284,,2252,2252
1479756,15015,,0.014334991,0.014334991,,1854,1854
1479757,21126,,0.003970845,0.003970845,,5775,5775
1479758,21125,,0.003915374,0.003915374,,5904,5904
1479759,21125,,0.007348621,0.007348621,,11081,11081
1479760,21125,,0.005393587,0.005393587,,8133,8133
1479761,21119,,0.004790762,0.004790762,,7224,7224
1479762,21125,,0.005869082,0.005869082,,8850,8850
1479763,21119,,0.012043886,0.012043886,,18161,18161
1479764,21119,,0.003910732,0.003910732,,5897,5897
1479765,21119,,0.000585582,0.000585582,,883,883
1479768,17020,0.002569083,,0.002569083,82,,82
1479769,17007,0.001002569,,0.001002569,32,,32
1479788,21114,0.00170583,,0.00170583,40,,40
1479789,21119,,0.003667792,0.003667792,,188,188
1479790,21115,0.003027848,0.010632694,0.008245656,71,545,616
1479793,21119,,0.000253624,0.000253624,,13,13
1479794,17002,0.000682332,0,0.000682332,16,0,16
1479797,17007,0.004266212,0.001895816,0.002113255,10,44,54
1479798,21114,,0.021888061,0.021888061,,508,508
1479804,21115,0.002039283,0.001637006,0.001708975,19,70,89
1479805,16092,0.000751315,0.009167232,0.007661585,7,392,399
1479806,21114,,0.0123477,0.0123477,,528,528
1479807,17007,0.00783514,,0.00783514,73,,73
1479809,17020,0.005044542,,0.005044542,47,,47
1479810,15123,0.001073307,,0.001073307,10,,10
1479811,21040,0.001824622,0.001271823,0.001465339,17,22,39
1479812,21114,,0.031506533,0.031506533,,545,545
1479813,21114,,0.1298416,0.1298416,,2246,2246
1479814,21040,0.030998852,0.078217135,0.073897059,54,1353,1407
1479819,21114,,0.00768875,0.00768875,,133,133
1479820,21114,,0.086310556,0.086310556,,1493,1493
1479821,21154,0.004592423,0.011099549,0.010504202,8,192,200
1479822,21164,,0.001503064,0.001503064,,26,26
1482700,17027,0.001628785,,0.001628785,22,,22
1482712,17027,0.004546578,,0.004546578,92,,92
1482714,16092,0.015270571,,0.015270571,309,,309
1482719,15063,0.004804612,,0.004804612,15,,15
1482722,21040,0.323176362,,0.323176362,350,,350
1482725,17026,0.166204986,,0.166204986,180,,180
1482727,21004,0.007416686,,0.007416686,225,,225
1482733,17020,0.002735933,,0.002735933,83,,83
1482745,21164,,0.006316621,0.006316621,,16,16
1482750,15063,0.047170122,,0.047170122,1431,,1431
1482751,21175,0.006032238,,0.006032238,183,,183
1482763,17020,0.005241125,,0.005241125,159,,159
1482772,17027,0.002908568,,0.002908568,85,,85
1482785,15082,0.001510118,,0.001510118,65,,65
1482786,21154,0.014473898,,0.014473898,623,,623
1482787,17027,0.020710059,0.000844554,0.004720067,315,53,368
1482795,21118,,0.000573659,0.000573659,,36,36
1482798,21118,,7.97E-05,7.97E-05,,5,5
1482799,21106,0.030532487,0.111630827,0.087948466,125,1108,1233
1482800,21004,,0.252686943,0.252686943,,2210,2210
1482827,15063,0.0176951,,0.0176951,117,,117
1482828,21040,0.010133091,0.012863535,0.011822376,67,138,205
1482829,21114,0.017392619,,0.017392619,115,,115
1482830,21040,0.003176044,0.012863535,0.00916955,21,138,159
1482831,15082,0.017241379,0.016871738,0.017012687,114,181,295
1482862,21115,0.484081042,,0.484081042,1338,,1338
1482865,21114,0.077760836,,0.077760836,357,,357
1482874,17007,0.098769899,0.130373321,0.125607028,273,2029,2302
1482875,15077,0.006512301,0.186917689,0.159709718,18,2909,2927
1482876,21065,,0.132386577,0.132386577,,2288,2288
1482877,21065,,0.144307802,0.144307802,,2828,2828
1482878,15086,,0.108832281,0.108832281,,2381,2381
1482879,15090,,0.187902548,0.187902548,,4697,4697
1482880,15090,,0.006120734,0.006120734,,153,153
1482919,15049,,0.067921065,0.067921065,,148,148
1482923,15090,,0.006352433,0.006352433,,50,50
1482924,15049,,0.22462203,0.22462203,,1768,1768
1482925,17009,,0.16211409,0.16211409,,1276,1276
1482926,17009,,0.048659637,0.048659637,,383,383
1482927,21040,0.125,0.010205417,0.011439779,135,1014,1149
1482928,15094,,0.022735736,0.022735736,,2259,2259
1482929,15068,,0.011966707,0.011966707,,1189,1189
1482930,15094,,0.01768335,0.01768335,,1757,1757
1482931,15068,,0.032095734,0.032095734,,3189,3189
1482932,15015,,0.029015993,0.029015993,,2883,2883
1482933,15068,,0.052456245,0.052456245,,5212,5212
1482934,15015,,0.032587768,0.032587768,,3775,3775
1482935,21126,,0.002024004,0.002024004,,3052,3052
1482936,21125,,0.001646659,0.001646659,,2483,2483
1482937,21125,,0.005501684,0.005501684,,8296,8296
1482938,21125,,0.004433312,0.004433312,,6685,6685
1482939,21119,,0.006997802,0.006997802,,10552,10552
1482940,21125,,0.005207235,0.005207235,,7852,7852
1482941,21119,,0.007901707,0.007901707,,11915,11915
1482942,21119,,0.006788903,0.006788903,,10237,10237
1482943,21119,,0.000645267,0.000645267,,973,973
1482944,21119,,6.63E-07,6.63E-07,,1,1
1482945,21119,,0.000645931,0.000645931,,974,974
1482946,15021,0.000156651,0.000557729,0.000549415,5,841,846
1482947,21119,,3.65E-05,3.65E-05,,55,55
1482963,21114,,0,0,,0,0
1482964,17007,0.001976285,0.00017892,0.000381104,14,10,24
1482965,21114,,5.37E-05,5.37E-05,,3,3
1482968,21114,0.019318521,,0.019318521,453,,453
1482972,15094,0.000127937,,0.000127937,3,,3
1482975,21114,,0.041621785,0.041621785,,966,966
1482976,21114,,0.093929079,0.093929079,,2180,2180
1482977,16092,0.003582242,0.000215434,0.001907497,84,5,89
1482978,21118,0.001833767,,0.001833767,43,,43
1482979,21114,,0.000163701,0.000163701,,7,7
1482985,15063,0.021466137,,0.021466137,200,,200
1482990,15021,0.000536653,0.012429183,0.008266015,5,215,220
1482991,21114,,0.037114117,0.037114117,,642,642
1482992,21114,,0.001329633,0.001329633,,23,23
1482994,15082,0.035591274,0.041334258,0.040808824,62,715,777
1482995,15077,0.026980482,0.017458666,0.018329832,47,302,349
1482998,21114,,0.112729795,0.112729795,,1950,1950
1482999,21114,,0.028500405,0.028500405,,493,493
1483000,21114,,0.009249624,0.009249624,,160,160
1485876,15088,0.000296143,,0.000296143,4,,4
1485878,15123,0.003035463,,0.003035463,41,,41
1485891,16092,0.001531999,,0.001531999,31,,31
1485899,21004,0.063711911,,0.063711911,69,,69
1485901,21001,,0.016846361,0.016846361,,50,50
1485902,21115,0.035087719,0.143530997,0.11453962,38,426,464
1485903,21001,,0.004716981,0.004716981,,14,14
1485912,17020,0.001120744,,0.001120744,34,,34
1485921,15088,0.037215282,,0.037215282,1129,,1129
1485923,15068,0.012888552,,0.012888552,391,,391
1485934,15123,0.034248607,,0.034248607,1039,,1039
1485937,21175,0.01773412,,0.01773412,538,,538
1485939,21114,0.021030425,,0.021030425,638,,638
1485965,21118,,0.03222054,0.03222054,,2022,2022
1485966,15123,0.006114398,0.000717074,0.001770025,93,45,138
1485970,17027,0.021696252,6.37E-05,0.004283974,330,4,334
1485976,21106,0.017488494,0.023392558,0.022240749,266,1468,1734
1485977,17027,0.019785051,0.054780034,0.046886494,81,770,851
1485978,21065,,0.049851361,0.049851361,,436,436
1486007,15068,0.004537205,0.004287845,0.00438293,30,46,76
1486008,21065,,0.167878449,0.167878449,,1801,1801
1486009,21115,0.004234725,0.064317673,0.041407151,28,690,718
1486038,15123,0.007959479,,0.007959479,22,,22
1486041,15088,0.002894356,,0.002894356,8,,8
1486052,21115,0.018813314,0.001220844,0.003874066,52,19,71
1486053,21065,,0.009895264,0.009895264,,154,154
1486054,21148,0.005124836,0.031688524,0.024258463,39,621,660
1486055,15116,,0.27300097,0.27300097,,5350,5350
1486056,15116,,0.1343573,0.1343573,,2633,2633
1486057,15090,,0.017322079,0.017322079,,433,433
1486058,15090,,0.001200144,0.001200144,,30,30
1486094,15049,,0.004080924,0.004080924,,47,47
1486097,15123,0.003290376,0.000677541,0.000754889,12,81,93
1486098,15049,,0.008314513,0.008314513,,994,994
1486099,15063,0.113216402,0.003053116,0.004180928,140,365,505
1486102,15086,0.467781738,0.071557537,0.17728954,1706,717,2423
1486103,15094,,0.061111545,0.061111545,,1318,1318
1486104,15068,,0.005364386,0.005364386,,533,533
1486105,15015,0.089814815,0.016847996,0.017632593,97,1674,1771
1486106,15015,,0.022403607,0.022403607,,2226,2226
1486107,15094,0.225925926,0.006290321,0.008652018,244,625,869
1486108,21164,0.017592593,0.006068902,0.006192814,19,603,622
1486109,15068,,0.024627865,0.024627865,,2447,2447
1486110,15015,,0.029096509,0.029096509,,2891,2891
1486111,21102,,0.043186828,0.043186828,,4291,4291
1486112,21140,,0.055536229,0.055536229,,6695,6695
1486113,21140,,0.002669272,0.002669272,,4025,4025
1486114,21119,,0.001371442,0.001371442,,2068,2068
1486115,21125,,0.00195835,0.00195835,,2953,2953
1486116,21119,,0.003518796,0.003518796,,5306,5306
1486117,21125,,0.003347034,0.003347034,,5047,5047
1486118,21119,,0.004021482,0.004021482,,6064,6064
1486119,21119,,0.00394389,0.00394389,,5947,5947
1486120,21119,,0.00604217,0.00604217,,9111,9111
1486123,21119,,0.002408645,0.002408645,,3632,3632
1486124,21119,,0.005652224,0.005652224,,8523,8523
1486125,21119,,0.001383379,0.001383379,,2086,2086
1486131,21119,,1.03E-05,1.03E-05,,1,1
1486134,21119,,0.000836069,0.000836069,,81,81
1486135,21115,0.037726605,0.000712207,0.002208708,154,69,223
1486136,21119,,0.001847608,0.001847608,,179,179
1486141,21114,,0.006208513,0.006208513,,347,347
1486142,21114,,0.018392943,0.018392943,,1028,1028
1486143,21114,,0.00799771,0.00799771,,447,447
1486144,21114,,0.000447299,0.000447299,,25,25
1486153,21114,,8.62E-05,8.62E-05,,2,2
1486154,21114,,0.00198199,0.00198199,,46,46
1486157,21114,,0.054582447,0.054582447,,2334,2334
1486158,21114,,0.014008091,0.014008091,,599,599
1486159,21114,0.054629195,,0.054629195,1281,,1281
1486162,21164,0.000107331,,0.000107331,1,,1
1486166,15123,0.000536653,,0.000536653,5,,5
1486172,21114,,0.075557868,0.075557868,,1307,1307
1486173,21114,,0.146953405,0.146953405,,2542,2542
1486176,21114,,0.014625968,0.014625968,,253,253
1486177,21015,,0.007341889,0.007341889,,127,127
1489048,21118,0.001998964,,0.001998964,27,,27
1489056,21118,0.001184571,,0.001184571,16,,16
1489057,15015,0.002058021,,0.002058021,22,,22
1489058,15094,0.01168594,,0.01168594,96,,96
1489062,16092,0.022519781,,0.022519781,185,,185
1489065,15063,0.000960922,,0.000960922,3,,3
1489073,15082,0.00512492,,0.00512492,16,,16
1489075,21114,0.027866752,,0.027866752,87,,87
1489076,21175,0.050608584,,0.050608584,158,,158
1489079,21015,,0.130727763,0.130727763,,388,388
1489080,21015,,0.565363881,0.565363881,,1678,1678
1489082,17027,0.138504155,,0.138504155,150,,150
1489110,21004,0.006460757,,0.006460757,196,,196
1489111,15113,0.013778554,,0.013778554,418,,418
1489112,15015,0.007614464,,0.007614464,231,,231
1489121,15077,0.001681115,,0.001681115,51,,51
1489122,15123,0.000197778,,0.000197778,6,,6
1489141,17020,0.009072978,,0.009072978,138,,138
1489143,21015,,0.044076169,0.044076169,,2766,2766
1489144,21001,,0.006724564,0.006724564,,422,422
1489147,17009,0.003747535,0.020954506,0.01759764,57,1315,1372
1489148,21001,,0.046864792,0.046864792,,2941,2941
1489154,21001,,0.018341168,0.018341168,,1151,1151
1489155,21118,,0.000956099,0.000956099,,60,60
1489172,21148,0.060421841,,0.060421841,1630,,1630
1489185,17027,0.007410768,0.000838926,0.003344867,49,9,58
1489186,17020,0.011645493,0.251211782,0.159861592,77,2695,2772
1489187,21106,0.005142166,0.044649515,0.029584775,34,479,513
1489232,21065,,0.009899474,0.009899474,,194,194
1489233,21065,,0.08133898,0.08133898,,1594,1594
1489234,21065,,0.143491351,0.143491351,,2812,2812
1489235,15094,0.046886722,0.026283844,0.028403588,125,611,736
1489236,15015,0.002625656,0.096091531,0.08708383,7,2402,2409
1489237,15090,,0.004520542,0.004520542,,113,113
1489271,15090,,0.048363289,0.048363289,,557,557
1489272,15123,0.010419523,0.19848919,0.153257716,38,2286,2324
1489273,15090,,0.000260485,0.000260485,,3,3
1489275,15077,0.004385965,0.000936847,0.000962959,4,112,116
1489276,15015,0.057017544,0.016846508,0.017150637,52,2014,2066
1489277,15123,0.014254386,0.00642409,0.006483372,13,768,781
1489278,17009,,0.000995399,0.000995399,,119,119
1489279,17020,0.007675439,0.003812919,0.003843138,7,441,448
1489280,15068,,0.00848116,0.00848116,,867,867
1489281,15015,,0.013207907,0.013207907,,1313,1313
1489282,21115,0.066666667,0.007739611,0.008373241,72,769,841
1489283,15015,,0.010668384,0.010668384,,1060,1060
