GRIDCODE,ID,furb,frural,fpob, PobUrb, PobR, puT,prT, PobT
0			fraction
167976,21026, 0.5337865, 0.2549163, 0.5058995,  6596,   350,  12357,   1373,  13730
167977,21026, 0.0411912, 0.6875455, 0.1058267,   509,   944,  12357,   1373,  13730
167978,21026, 0.0000000, 0.0014567, 0.0001457,     0,     2,  12357,   1373,  13730
167979,21140, 0.0000000, 0.0032895, 0.0000249,     0,     3, 119547,    912, 120459
167980,21140, 0.0266422, 0.5241228, 0.0304087,  3185,   478, 119547,    912, 120459
167981,21090, 0.2089150, 0.1184971, 0.2072276,  3801,    41,  18194,    346,  18540
167982,21034, 0.0674650, 0.3576471, 0.0781593,  2248,   456,  33321,   1275,  34596
167984,21041, 0.2103656, 0.0170380, 0.1954569, 15367,   104,  73049,   6104,  79153
167987,21114, 0.0080887, 0.0582117, 0.0091277, 12197,  1858,1507901,  31918,1539819
167988,21114, 0.0106698, 0.0076759, 0.0106077, 16089,   245,1507901,  31918,1539819
167989,21114, 0.0029571, 0.0063287, 0.0030270,  4459,   202,1507901,  31918,1539819
167990,21015, 0.0259491, 0.0002450, 0.0249099,  2514,     1,  96882,   4082, 100964
167990,21114, 0.0000000, 0.0710258, 0.0014723,     0,  2267,1507901,  31918,1539819
167991,21015, 0.0000000, 0.0002450, 0.0000099,     0,     1,  96882,   4082, 100964
167993,21163, 0.4112527, 0.5000000, 0.4122888,  6615,    95,  16085,    190,  16275
167993,21001, 0.0003578, 0.0127745, 0.0012758,    20,    57,  55891,   4462,  60353
167995,21001, 0.0193054, 0.0244285, 0.0196842,  1079,   109,  55891,   4462,  60353
167996,21001, 0.0001968, 0.0208427, 0.0017232,    11,    93,  55891,   4462,  60353
167999,21004, 0.0000000, 0.1148438, 0.0205461,     0,  1070,  42761,   9317,  52078
168000,21152, 0.0000000, 0.0011630, 0.0005126,     0,     6,   6547,   5159,  11706
168001,21152, 0.0000000, 0.2950184, 0.1300188,     0,  1522,   6547,   5159,  11706
168003,21004, 0.0000000, 0.0036492, 0.0006529,     0,    34,  42761,   9317,  52078
168004,21096, 0.0000000, 0.0248344, 0.0113938,     0,    30,   1425,   1208,   2633
168005,21142, 0.0000000, 0.0417787, 0.0073130,     0,   202,  22787,   4835,  27622
168975,15110, 0.0000000, 0.0511770, 0.0253413,     0,  1561,  31097,  30502,  61599
168977,15110, 0.0969225, 0.0588158, 0.0780532,  3014,  1794,  31097,  30502,  61599
168978,15110, 0.0000000, 0.0564225, 0.0279388,     0,  1721,  31097,  30502,  61599
168979,15110, 0.0000000, 0.0357354, 0.0176951,     0,  1090,  31097,  30502,  61599
168980,15110, 0.0000000, 0.0038030, 0.0018831,     0,   116,  31097,  30502,  61599
168981,15110, 0.0000000, 0.0478001, 0.0236692,     0,  1458,  31097,  30502,  61599
168982,15110, 0.0000000, 0.0016392, 0.0008117,     0,    50,  31097,  30502,  61599
168984,15086, 0.0000000, 0.0569931, 0.0526012,     0,  1729,   2533,  30337,  32870
168985,15086, 0.0000000, 0.1028447, 0.0949194,     0,  3120,   2533,  30337,  32870
168986,15118, 0.0000000, 0.0152202, 0.0039044,     0,   655, 124724,  43035, 167759
168988,15118, 0.0000000, 0.0277449, 0.0071174,     0,  1194, 124724,  43035, 167759
168993,15018, 0.0633274, 0.0011532, 0.0426934,  1990,    18,  31424,  15609,  47033
168994,15018, 0.2590377, 0.2554296, 0.2578402,  8140,  3987,  31424,  15609,  47033
168995,15072, 0.0000000, 0.0007215, 0.0002353,     0,     3,   8590,   4158,  12748
168995,15018, 0.2034114, 0.0130694, 0.1402420,  6392,   204,  31424,  15609,  47033
168996,15072, 0.9260768, 0.0108225, 0.6275494,  7955,    45,   8590,   4158,  12748
168997,15072, 0.0000000, 0.0012025, 0.0003922,     0,     5,   8590,   4158,  12748
168997,15073, 0.0836045, 0.6265923, 0.1143915,  1747,   787,  20896,   1256,  22152
168999,15098, 0.0000000, 0.1168033, 0.0111524,     0,    57,   4623,    488,   5111
168999,15006, 0.8819817, 0.9209572, 0.8869190,  8385,  1270,   9507,   1379,  10886
169000,15006, 0.0000000, 0.0790428, 0.0100129,     0,   109,   9507,   1379,  10886
169000,15043, 0.0000000, 0.0658941, 0.0289968,     0,   779,  15043,  11822,  26865
169000,15101, 0.0171356, 0.0643019, 0.0336153,   788,  1588,  45986,  24696,  70682
169001,15101, 0.0087635, 0.0749919, 0.0319035,   403,  1852,  45986,  24696,  70682
169002,15101, 0.0000000, 0.0055475, 0.0019383,     0,   137,  45986,  24696,  70682
169002,15043, 0.0000000, 0.0828963, 0.0364787,     0,   980,  15043,  11822,  26865
169003,15043, 0.0000000, 0.0053290, 0.0023451,     0,    63,  15043,  11822,  26865
