GRIDCODE	CVEENTMUN	Fter
213539	30037	0.456831102
213539	30051	0.040386613
213539	30067	0.039098375
213540	30051	0.026282901
213540	30051	0.0397168
213540	30051	0.017918193
214518	22016	0.069284334
214519	22016	0.057978804
214520	22016	0.016864577
214523	13029	0.071949299
214524	13029	0.016551912
214524	13029	0.02472673
214532	13029	0.077848452
214543	13019	0.427668269
214544	13019	0.572331731
214555	13003	0.094579863
214556	13003	0.0104954
214556	13003	0.122250356
214557	13003	0.249859163
214558	13003	0.156946723
214559	13003	0.081439577
214561	13012	0.024243818
214562	13012	0.062055526
214564	13012	0.052644982
214564	13012	0.013408654
214581	21109	0.032320074
214582	21109	0.07411218
214582	21109	0.043681409
214582	21109	0.006585775
214582	21109	0.01762547
214582	21109	0.093312499
214582	21109	0.037432344
214583	21109	0.081810928
214592	21213	0.408456416
214597	30037	0.252216483
214601	30051	0.006352572
214601	30066	0.688438976
215576	22016	0.006265065
215577	22016	0.023537183
215577	22016	0.051986876
215581	22016	0.007691068
215582	13029	0.041037975
215582	22016	0.018221691
215583	13029	0.030038197
215583	13029	0.007949948
215583	13029	0.03178593
215589	13029	0.044534369
215590	13029	0.068900354
215591	13029	0.016129866
215599	13006	0.008714045
215600	13006	0.24769627
215601	13006	0.130669903
215613	13003	0.005316333
215613	13055	0.095634738
215613	13003	0.005097955
215613	13055	0.029501152
215614	13003	0.055729088
215614	13055	0.094455516
215615	13003	0.059752427
215619	13012	0.068189488
215620	13012	0.096935469
215623	13012	0.080490845
215624	13012	0.008856416
215629	13001	0.024324092
215629	13024	0.086814117
215630	13001	0.193250335
215631	13035	0.067544645
215631	13001	0.111742257
215631	13004	0.047560123
215632	13035	0.038828952
215632	13004	0.19326629
215638	13060	1
215642	21109	0.080704721
215643	21109	0.07611809
215643	21109	0.040378564
215643	21178	0.174176423
215643	21109	0.010676192
215643	21178	0.089672718
215644	21178	0.007483022
215644	21178	0.030749001
215659	30051	0.006984839
215660	30051	0.138443179
215660	30066	0.120802186
216636	22016	0.007006972
216636	22016	0.038189
216637	22016	0.054649693
216638	22016	0.055183882
216639	22016	0.058402773
216640	22016	0.065248623
216642	13029	0.061437628
216642	13029	0.021079466
216643	13029	0.123199305
216644	13029	0.042586927
216648	13029	0.019100117
216658	13006	0.107828385
216659	13006	0.183109194
216671	13055	0.038022809
216672	13055	0.096617571
216674	13003	0.005662009
216682	13012	0.081611237
216684	13012	0.025054678
216685	13012	0.026705961
216691	13004	0.23506495
216691	13004	0.081494479
216692	13004	0.011359873
216692	13004	0.078182058
216702	21109	0.002674349
216702	21178	0.284433769
216703	21178	0.276815491
216718	30051	0.075631382
216718	30051	0.031478775
216718	30051	0.004286677
216719	30051	0.036787199
216719	30051	0.076060052
216719	30066	0.190758838
217692	22016	0.040141155
217693	22016	0.001537008
217695	22016	0.001526447
217697	22016	0.009799038
217717	13006	0.09083758
217730	13055	0.006378271
217741	13012	0.130355091
217742	13012	0.10047553
217743	13012	0.00337626
217743	13012	0.086739372
217743	13012	0.001938996
217744	13012	0.050556682
217750	13004	0.114846877
217751	13004	0.23822535
217761	21178	0.106644969
217761	21187	0.091827202
217762	21178	0.030024607
217762	21187	0.237362029
217776	30051	0.143005247
217777	30051	0.011772979
217777	30040	0.799926808
217777	30051	0.005450339
217778	30040	0.200073192
217778	30051	0.01345028
218748	22012	0.000344871
218748	22012	0.03477418
218752	22016	0.004116817
218755	22017	0.008691168
218755	22016	0.038545418
218756	22016	0.056108712
218757	22016	0.036444768
218770	13029	0.021212062
218775	13006	0.193569627
218776	13006	0.034559387
218777	13006	0.003015609
218779	13030	0.004344584
218790	13055	0.156187757
218800	13012	0.009676513
218801	13012	0.063870477
218801	13036	0.059374112
218802	13012	0.002587072
218807	30072	0.06837986
218807	30198	0.000915745
218809	30198	0.057583701
218810	30198	0.04184526
218813	13053	0.046602798
218814	13053	0.206499091
218815	13053	0.181629461
218815	13053	0.077439858
218815	13053	0.028212473
218816	13053	0.158084063
218821	21187	0.297253165
218828	21086	0.032535579
218834	30051	0.095588415
218835	30051	0.025803435
219807	22012	0.026604795
219807	22012	0.02162184
219807	22012	0.043137617
219807	22012	0.022970522
219809	22012	0.040013123
219810	22012	0.005527643
219810	22012	0.015691884
219829	13059	0.036883876
219829	13029	0.022244255
219848	13055	0.117453004
219849	13055	0.154881455
219859	13036	0.054217049
219860	13036	0.212515049
219864	30072	0.003580085
219866	30198	0.010933183
219867	30072	0.009235795
219867	30198	0.034416125
219867	30072	0.002102961
219867	30198	0.046143589
219867	30072	0.074777559
219867	30198	0.033047955
219868	30198	0.066521146
219869	30198	0.097768527
219869	30198	0.014994283
219870	30198	0.00168027
219870	30198	0.024685128
219870	30198	0.007303193
219870	30198	0.063417293
219872	13053	0.047886392
219879	13027	0.109781971
219880	21187	0.257722425
219881	21187	0.11583518
219887	21086	0.122252748
219892	30051	0.061857885
219893	30051	0.070784498
220866	22012	0.043562882
220867	22012	0.001108276
220867	22012	0.030093499
220867	22012	0.005315287
220868	22012	0.025796245
220869	22012	0.088430441
220869	22012	0.005857776
220869	22012	0.034990702
220870	22016	0.075966676
220870	22016	0.019068101
220870	22016	0.014566447
220870	22016	0.028098173
220871	22016	0.005482936
220871	22016	0.003677494
220887	13029	0.02706954
220887	13059	0.019805138
220887	13029	0.050699824
220888	13059	0.002644875
220907	13015	0.023709277
220907	13055	0.210867727
220918	13036	0.287866957
220919	13036	0.020002396
220926	30072	0.008075676
220926	30198	0.000634229
220927	30072	0.003115843
220927	30198	0.154670135
220928	30198	0.004635474
220929	30198	0.006713092
220930	30198	0.064524593
220938	13027	0.185249846
220939	13027	0.01052202
220943	21086	0.185707133
220944	21086	0.143843812
220945	21086	0.096140886
220946	21086	0.034064357
220951	21194	0.162765451
220951	30051	0.044427985
221925	22012	0.035396864
221926	22012	0.025276794
221927	22012	0.067545073
221928	22016	0.028738054
221928	22012	0.011872392
221928	22012	0.000501618
221929	22016	0.03360638
221929	22017	0.022715959
221929	22016	0.044864808
221943	13059	0.073073056
221944	13059	0.131448239
221945	13059	0.118025968
221945	13029	0.00810576
221946	13029	0.03894267
221960	13030	0.07301783
221961	13030	0.184627289
221962	13015	0.044652462
221962	13030	0.037847999
221962	13015	0.027043881
221963	13015	0.005885608
221964	13015	0.010749654
221965	13015	0.034091105
221965	13015	0.079948043
221965	13015	0.057422585
221966	13015	0.017983184
221985	30198	0.011503645
221986	30198	0.100991128
221989	30198	0.058747367
221990	30180	0.023140317
221990	30198	0.020600941
222002	21086	0.083040054
222003	21086	0.195725544
222003	21086	0.017370536
222003	21111	0.01050315
222004	21086	0.00337297
222004	21086	0.002083705
222004	21086	0.083862673
222010	21194	0.039924721
222984	22012	0.12185193
222984	22012	0.015557854
222984	22012	0.016123937
222985	22012	0.129229737
222986	22012	0.004520681
222986	22012	0.037796088
222986	22012	0.018032352
222986	22012	0.043348525
222987	22017	0.091704662
222987	22012	0.015417468
222988	22017	0.022364526
222988	22016	0.010925145
222988	22017	0.092431146
222988	22017	0.022383004
222988	22016	0.002916484
223000	13059	0.025277087
223001	13059	0.099678266
223002	13059	0.013894708
223002	13059	0.073453031
223002	13059	0.089266981
223003	13059	0.063823525
223020	13030	0.098849755
223022	13015	0.044807711
223022	13015	0.017341781
223024	13015	0.086033748
223024	13015	0.10758176
223042	30072	0.015830379
223042	30072	0.00546384
223044	30198	0.054730409
223044	30198	0.013039767
223045	30198	0.004930011
223049	30180	0.181805206
223050	30180	0.268691291
223055	13053	0.012154085
223056	13053	0.1585438
223061	21111	0.048472195
223062	21111	0.013923105
223062	21111	0.041611104
223062	21111	0.015689027
223062	21111	0.024208712
223062	21111	0.048793745
223062	21111	0.02803059
223063	21111	0.108130337
223071	21194	0.072810291
224045	22005	0.146498849
224045	22005	0.018551681
224045	22005	0.056196879
224045	22012	0.011687106
224055	22007	0.091623828
224059	13059	0.05692374
224059	22004	0.045628954
224062	13059	0.139336074
224063	13059	0.013599467
224081	13015	0.049172674
224083	13015	0.02104908
224084	13015	0.005059276
224099	13036	0.042338533
224100	13036	0.024391459
224100	30072	0.260930927
224100	30072	0.005132856
224101	30072	0.101323847
224101	30072	0.014622738
224101	30072	0.009520937
224101	30072	0.007622011
224101	30072	0.020801828
224101	30072	0.018189041
224103	30072	0.054068178
224103	30198	0.003023812
224104	30072	0.045984587
224104	30170	0.232799177
224109	30180	0.04159196
224110	30180	0.335856477
224111	30180	0.005054965
224115	13053	0.067074508
224116	13027	0.116472749
224116	13053	0.015873472
224117	13027	0.005081367
224120	21111	0.000645368
224121	21111	0.128505859
224122	21111	0.085962046
224122	21111	0.11887488
224123	21111	0.03039102
224130	21194	0.124692431
224131	21194	0.039589001
225104	22005	0.222184219
225104	22005	0.064237803
225105	22005	0.019592209
225106	22017	0.038141075
225107	22017	0.122997478
225108	22017	0.129628262
225109	22017	0.138623707
225110	22017	0.119890789
225114	22007	0.434180519
225117	22004	0.030591435
225118	22004	0.314498551
225121	13059	0.005343017
225122	13059	0.037522951
225134	13030	0.008216236
225135	13030	0.097614506
225138	13015	0.022139002
225139	13015	0.057155374
225140	13015	0.007341282
225150	13037	0.133342484
225157	13036	0.105764899
225158	13036	0.174675804
225158	13036	0.018853743
225160	30072	0.085531748
225163	30170	0.467585543
225164	30170	0.29961528
225175	13027	0.147581863
225176	13027	0.028183426
225180	21111	0.132678226
225181	21111	0.065229692
225182	21111	0.025941661
225183	21111	0.020737993
225186	21194	0.267339765
225190	21194	0.22272076
225190	21194	0.07015758
225190	30175	0.334180325
225190	30175	0.018275383
225191	30175	0.49084024
226162	22005	0.002532012
226163	22005	0.134220776
226163	22005	0.045764983
226164	22017	0.050974635
226165	22017	0.111076032
226167	22017	0.006793541
226172	22007	0.127094392
226173	22007	0.34710126
226176	22004	0.306860795
226191	13084	0.156843268
226193	13030	0.008398418
226193	13030	0.133356847
226193	13030	0.05641037
226197	13015	0.018941807
226197	13015	0.046146299
226198	13015	0.022316006
226198	13015	0.010271834
226209	13037	0.154547903
226210	13037	0.273397882
226211	13037	0.03396811
226219	30072	0.080241212
226233	13027	0.110013544
226234	13027	0.125876265
226235	13027	0.007796868
226238	30083	0.332165422
226239	30083	0.04913554
226241	21111	0.04859981
226250	30175	0.156704051
227221	22005	0.17546648
227223	22005	0.11475411
227223	22017	0.021584015
227235	22004	0.073129359
227236	22004	0.229290907
227249	13084	0.349239228
227250	13084	0.493917504
227252	13030	0.297316166
227255	13015	0.003400325
227257	13015	0.001289321
227257	13015	0.05136216
227258	13015	0.12710476
227269	13037	0.404743621
227278	30072	0.022873493
227279	30072	0.082594599
227288	30180	0.143859785
227292	13027	0.057550785
227293	13027	0.095889296
227296	30083	0.216781354
227297	30083	0.316699076
227298	30083	0.085218608
227299	21064	0.928922052
227300	21064	0.071077948
227300	21111	0.003071481
