CELL,"X (Coord. GEOF.,ITRF92)","Y (Coord. GEOF.,ITRF92)",uso,pob,UTMX,Utmy,UTMZ
181742,-98.48139,19.46044,6,316,2868321.774,833649.0616,14
181743,-98.45275,19.45977,6,924,2871321.774,833649.0616,14
181744,-98.4241,19.4591,6,2372,2874321.774,833649.0616,14
181745,-98.39545,19.45842,6,4,2877321.774,833649.0616,14
181746,-98.3668,19.45773,6,145,2880321.774,833649.0616,14
181747,-98.33816,19.45704,6,2690,2883321.774,833649.0616,14
181748,-98.30951,19.45635,6,149,2886321.774,833649.0616,14
181749,-98.28087,19.45564,6,2,2889321.774,833649.0616,14
181750,-98.25222,19.45494,6,67,2892321.774,833649.0616,14
181751,-98.22358,19.45422,6,1803,2895321.774,833649.0616,14
181752,-98.19493,19.45351,6,54,2898321.774,833649.0616,14
181753,-98.16629,19.45278,6,1995,2901321.774,833649.0616,14
181754,-98.13764,19.45205,6,3651,2904321.774,833649.0616,14
181755,-98.109,19.45132,6,7534,2907321.774,833649.0616,14
181756,-98.08035,19.45058,6,2688,2910321.774,833649.0616,14
181757,-98.05171,19.44983,6,289,2913321.774,833649.0616,14
181758,-98.02307,19.44908,6,5,2916321.774,833649.0616,14
181759,-97.99442,19.44832,6,8,2919321.774,833649.0616,14
181760,-97.96578,19.44756,6,503,2922321.774,833649.0616,14
181761,-97.93714,19.4468,6,1009,2925321.774,833649.0616,14
181762,-97.9085,19.44602,6,810,2928321.774,833649.0616,14
181763,-97.87986,19.44525,6,307,2931321.774,833649.0616,14
181764,-97.85122,19.44446,6,448,2934321.774,833649.0616,14
181765,-97.82257,19.44367,6,659,2937321.774,833649.0616,14
181766,-97.79393,19.44288,6,2544,2940321.774,833649.0616,14
181767,-97.76529,19.44208,6,565,2943321.774,833649.0616,14
181768,-97.73665,19.44127,6,0,2946321.774,833649.0616,14
181769,-97.70801,19.44046,6,734,2949321.774,833649.0616,14
181770,-97.67938,19.43965,6,3921,2952321.774,833649.0616,14
181771,-97.65074,19.43883,6,7,2955321.774,833649.0616,14
181772,-97.6221,19.438,6,173,2958321.774,833649.0616,14
182742,-100.17166,19.51752,6,1494,2691321.774,836649.0616,14
182743,-100.14299,19.51717,6,2693,2694321.774,836649.0616,14
182744,-100.11432,19.51681,6,1437,2697321.774,836649.0616,14
182745,-100.08566,19.51645,6,1141,2700321.774,836649.0616,14
182746,-100.05699,19.51609,6,1841,2703321.774,836649.0616,14
182747,-100.02833,19.51572,6,2712,2706321.774,836649.0616,14
182748,-99.99966,19.51534,6,6393,2709321.774,836649.0616,14
182749,-99.971,19.51496,6,5191,2712321.774,836649.0616,14
182750,-99.94233,19.51457,6,2605,2715321.774,836649.0616,14
182751,-99.91367,19.51418,6,1747,2718321.774,836649.0616,14
182752,-99.885,19.51378,6,649,2721321.774,836649.0616,14
182753,-99.85634,19.51338,6,682,2724321.774,836649.0616,14
182754,-99.82767,19.51297,6,0,2727321.774,836649.0616,14
182755,-99.79901,19.51255,6,1269,2730321.774,836649.0616,14
182756,-99.77035,19.51213,6,4559,2733321.774,836649.0616,14
182757,-99.74168,19.51171,6,2158,2736321.774,836649.0616,14
182758,-99.71302,19.51128,6,0,2739321.774,836649.0616,14
182759,-99.68436,19.51084,6,9,2742321.774,836649.0616,14
182760,-99.65569,19.5104,6,0,2745321.774,836649.0616,14
182761,-99.62703,19.50995,6,865,2748321.774,836649.0616,14
182762,-99.59837,19.5095,6,726,2751321.774,836649.0616,14
182763,-99.5697,19.50904,6,15333,2754321.774,836649.0616,14
182764,-99.54104,19.50858,6,1003,2757321.774,836649.0616,14
182765,-99.51238,19.50811,6,0,2760321.774,836649.0616,14
182766,-99.48372,19.50764,6,8,2763321.774,836649.0616,14
182767,-99.45506,19.50716,6,0,2766321.774,836649.0616,14
182768,-99.42639,19.50667,6,0,2769321.774,836649.0616,14
182769,-99.39773,19.50618,6,2200,2772321.774,836649.0616,14
182770,-99.36907,19.50568,6,7232,2775321.774,836649.0616,14
182771,-99.34041,19.50518,6,2253,2778321.774,836649.0616,14
182772,-99.31175,19.50468,6,1003,2781321.774,836649.0616,14
182773,-99.28309,19.50416,6,46000,2784321.774,836649.0616,14
182774,-99.25443,19.50365,6,63833,2787321.774,836649.0616,14
182775,-99.22577,19.50312,6,53354,2790321.774,836649.0616,14
182776,-99.19711,19.50259,6,150781,2793321.774,836649.0616,14
182777,-99.16845,19.50206,6,65345,2796321.774,836649.0616,14
182778,-99.13979,19.50152,6,62104,2799321.774,836649.0616,14
182779,-99.11113,19.50098,6,112078,2802321.774,836649.0616,14
182780,-99.08247,19.50043,6,178343,2805321.774,836649.0616,14
182781,-99.05381,19.49987,6,141782,2808321.774,836649.0616,14
182782,-99.02515,19.49931,6,148804,2811321.774,836649.0616,14
182783,-98.9965,19.49874,6,0,2814321.774,836649.0616,14
182784,-98.96784,19.49817,6,0,2817321.774,836649.0616,14
182785,-98.93918,19.49759,6,29,2820321.774,836649.0616,14
182786,-98.91052,19.49701,6,9500,2823321.774,836649.0616,14
182787,-98.88187,19.49642,6,33433,2826321.774,836649.0616,14
182788,-98.85321,19.49583,6,11034,2829321.774,836649.0616,14
182789,-98.82455,19.49523,6,8688,2832321.774,836649.0616,14
182790,-98.79589,19.49463,6,2100,2835321.774,836649.0616,14
182791,-98.76724,19.49402,6,6485,2838321.774,836649.0616,14
182792,-98.73858,19.4934,6,2,2841321.774,836649.0616,14
182793,-98.70993,19.49278,6,0,2844321.774,836649.0616,14
182794,-98.68127,19.49215,6,0,2847321.774,836649.0616,14
182795,-98.65262,19.49152,6,0,2850321.774,836649.0616,14
182796,-98.62396,19.49088,6,0,2853321.774,836649.0616,14
182797,-98.59531,19.49024,6,1,2856321.774,836649.0616,14
182798,-98.56665,19.48959,6,18,2859321.774,836649.0616,14
182799,-98.538,19.48894,6,12660,2862321.774,836649.0616,14
182800,-98.50934,19.48828,6,30,2865321.774,836649.0616,14
182801,-98.48069,19.48762,6,4308,2868321.774,836649.0616,14
182802,-98.45204,19.48695,6,462,2871321.774,836649.0616,14
182803,-98.42338,19.48627,6,591,2874321.774,836649.0616,14
182804,-98.39473,19.48559,6,355,2877321.774,836649.0616,14
182805,-98.36608,19.48491,6,1354,2880321.774,836649.0616,14
182806,-98.33743,19.48422,6,1587,2883321.774,836649.0616,14
182807,-98.30877,19.48352,6,2026,2886321.774,836649.0616,14
182808,-98.28012,19.48282,6,2316,2889321.774,836649.0616,14
182809,-98.25147,19.48211,6,2495,2892321.774,836649.0616,14
182810,-98.22282,19.4814,6,1255,2895321.774,836649.0616,14
182811,-98.19417,19.48068,6,1429,2898321.774,836649.0616,14
182812,-98.16552,19.47995,6,686,2901321.774,836649.0616,14
182813,-98.13687,19.47922,6,2701,2904321.774,836649.0616,14
182814,-98.10822,19.47849,6,1593,2907321.774,836649.0616,14
182815,-98.07957,19.47775,6,5,2910321.774,836649.0616,14
182816,-98.05092,19.477,6,30,2913321.774,836649.0616,14
182817,-98.02227,19.47625,6,0,2916321.774,836649.0616,14
182818,-97.99362,19.4755,6,0,2919321.774,836649.0616,14
182819,-97.96498,19.47473,6,2189,2922321.774,836649.0616,14
182820,-97.93633,19.47397,6,2344,2925321.774,836649.0616,14
182821,-97.90768,19.47319,6,3418,2928321.774,836649.0616,14
182822,-97.87903,19.47242,6,52,2931321.774,836649.0616,14
182823,-97.85039,19.47163,6,619,2934321.774,836649.0616,14
182824,-97.82174,19.47084,6,0,2937321.774,836649.0616,14
182825,-97.79309,19.47005,6,0,2940321.774,836649.0616,14
182826,-97.76445,19.46925,6,0,2943321.774,836649.0616,14
182827,-97.7358,19.46844,6,0,2946321.774,836649.0616,14
182828,-97.70716,19.46763,6,3040,2949321.774,836649.0616,14
182829,-97.67851,19.46682,6,13800,2952321.774,836649.0616,14
182830,-97.64987,19.46599,6,77,2955321.774,836649.0616,14
182831,-97.62122,19.46517,6,1764,2958321.774,836649.0616,14
183801,-100.17129,19.5447,6,0,2691321.774,839649.0616,14
183802,-100.14262,19.54435,6,4559,2694321.774,839649.0616,14
183803,-100.11395,19.54399,6,4958,2697321.774,839649.0616,14
183804,-100.08527,19.54363,6,0,2700321.774,839649.0616,14
183805,-100.0566,19.54327,6,1093,2703321.774,839649.0616,14
183806,-100.02793,19.5429,6,1951,2706321.774,839649.0616,14
183807,-99.99926,19.54252,6,2814,2709321.774,839649.0616,14
183808,-99.97059,19.54214,6,4651,2712321.774,839649.0616,14
183809,-99.94192,19.54175,6,4903,2715321.774,839649.0616,14
183810,-99.91325,19.54136,6,2089,2718321.774,839649.0616,14
183811,-99.88458,19.54096,6,0,2721321.774,839649.0616,14
183812,-99.85591,19.54056,6,332,2724321.774,839649.0616,14
183813,-99.82724,19.54015,6,1837,2727321.774,839649.0616,14
183814,-99.79857,19.53973,6,271,2730321.774,839649.0616,14
183815,-99.7699,19.53931,6,3011,2733321.774,839649.0616,14
183816,-99.74123,19.53889,6,718,2736321.774,839649.0616,14
183817,-99.71256,19.53846,6,1489,2739321.774,839649.0616,14
183818,-99.68389,19.53802,6,1001,2742321.774,839649.0616,14
183819,-99.65522,19.53758,6,2030,2745321.774,839649.0616,14
183820,-99.62655,19.53713,6,1982,2748321.774,839649.0616,14
183821,-99.59789,19.53668,6,6915,2751321.774,839649.0616,14
183822,-99.56922,19.53622,6,896,2754321.774,839649.0616,14
183823,-99.54055,19.53576,6,556,2757321.774,839649.0616,14
183824,-99.51188,19.53529,6,0,2760321.774,839649.0616,14
183825,-99.48321,19.53481,6,139,2763321.774,839649.0616,14
183826,-99.45455,19.53433,6,24,2766321.774,839649.0616,14
183827,-99.42588,19.53385,6,15,2769321.774,839649.0616,14
183828,-99.39721,19.53336,6,5041,2772321.774,839649.0616,14
183829,-99.36855,19.53286,6,882,2775321.774,839649.0616,14
183830,-99.33988,19.53236,6,131,2778321.774,839649.0616,14
183831,-99.31121,19.53185,6,2857,2781321.774,839649.0616,14
183832,-99.28255,19.53134,6,5183,2784321.774,839649.0616,14
183833,-99.25388,19.53082,6,47321,2787321.774,839649.0616,14
183834,-99.22521,19.5303,6,87791,2790321.774,839649.0616,14
183835,-99.19655,19.52977,6,60436,2793321.774,839649.0616,14
183836,-99.16788,19.52924,6,119943,2796321.774,839649.0616,14
183837,-99.13922,19.5287,6,143282,2799321.774,839649.0616,14
183838,-99.11055,19.52815,6,80499,2802321.774,839649.0616,14
183839,-99.08189,19.5276,6,83371,2805321.774,839649.0616,14
183840,-99.05322,19.52705,6,146627,2808321.774,839649.0616,14
183841,-99.02456,19.52649,6,159716,2811321.774,839649.0616,14
183842,-98.9959,19.52592,6,0,2814321.774,839649.0616,14
183843,-98.96723,19.52535,6,0,2817321.774,839649.0616,14
183844,-98.93857,19.52477,6,753,2820321.774,839649.0616,14
183845,-98.90991,19.52419,6,22904,2823321.774,839649.0616,14
183846,-98.88124,19.5236,6,30724,2826321.774,839649.0616,14
183847,-98.85258,19.52301,6,9835,2829321.774,839649.0616,14
183848,-98.82392,19.52241,6,7682,2832321.774,839649.0616,14
183849,-98.79525,19.5218,6,1377,2835321.774,839649.0616,14
183850,-98.76659,19.52119,6,6305,2838321.774,839649.0616,14
183851,-98.73793,19.52058,6,2754,2841321.774,839649.0616,14
183852,-98.70927,19.51995,6,0,2844321.774,839649.0616,14
183853,-98.68061,19.51933,6,0,2847321.774,839649.0616,14
183854,-98.65195,19.5187,6,0,2850321.774,839649.0616,14
183855,-98.62329,19.51806,6,0,2853321.774,839649.0616,14
183856,-98.59463,19.51742,6,324,2856321.774,839649.0616,14
183857,-98.56597,19.51677,6,72,2859321.774,839649.0616,14
183858,-98.53731,19.51612,6,288,2862321.774,839649.0616,14
183859,-98.50865,19.51546,6,43,2865321.774,839649.0616,14
183860,-98.47999,19.51479,6,1862,2868321.774,839649.0616,14
183861,-98.45133,19.51412,6,4,2871321.774,839649.0616,14
183862,-98.42267,19.51345,6,1,2874321.774,839649.0616,14
183863,-98.39401,19.51277,6,879,2877321.774,839649.0616,14
183864,-98.36535,19.51208,6,6,2880321.774,839649.0616,14
183865,-98.33669,19.51139,6,0,2883321.774,839649.0616,14
183866,-98.30804,19.51069,6,0,2886321.774,839649.0616,14
183867,-98.27938,19.50999,6,9,2889321.774,839649.0616,14
183868,-98.25072,19.50928,6,1965,2892321.774,839649.0616,14
183869,-98.22207,19.50857,6,113,2895321.774,839649.0616,14
183870,-98.19341,19.50785,6,14,2898321.774,839649.0616,14
183871,-98.16475,19.50713,6,26,2901321.774,839649.0616,14
183872,-98.1361,19.5064,6,73,2904321.774,839649.0616,14
183873,-98.10744,19.50566,6,904,2907321.774,839649.0616,14
183874,-98.07879,19.50492,6,62,2910321.774,839649.0616,14
183875,-98.05013,19.50417,6,734,2913321.774,839649.0616,14
183876,-98.02148,19.50342,6,2,2916321.774,839649.0616,14
183877,-97.99282,19.50267,6,4,2919321.774,839649.0616,14
183878,-97.96417,19.5019,6,0,2922321.774,839649.0616,14
183879,-97.93552,19.50114,6,15,2925321.774,839649.0616,14
183880,-97.90686,19.50036,6,164,2928321.774,839649.0616,14
183881,-97.87821,19.49959,6,922,2931321.774,839649.0616,14
183882,-97.84956,19.4988,6,89,2934321.774,839649.0616,14
183883,-97.82091,19.49801,6,1583,2937321.774,839649.0616,14
183884,-97.79225,19.49722,6,0,2940321.774,839649.0616,14
183885,-97.7636,19.49642,6,78,2943321.774,839649.0616,14
183886,-97.73495,19.49561,6,1073,2946321.774,839649.0616,14
183887,-97.7063,19.4948,6,66,2949321.774,839649.0616,14
183888,-97.67765,19.49399,6,2155,2952321.774,839649.0616,14
183889,-97.649,19.49316,6,2091,2955321.774,839649.0616,14
183890,-97.62035,19.49234,6,2,2958321.774,839649.0616,14
184860,-100.17092,19.57188,6,3554,2691321.774,842649.0616,14
184861,-100.14225,19.57153,6,3383,2694321.774,842649.0616,14
184862,-100.11357,19.57117,6,2604,2697321.774,842649.0616,14
184863,-100.08489,19.57081,6,0,2700321.774,842649.0616,14
184864,-100.05622,19.57045,6,1093,2703321.774,842649.0616,14
184865,-100.02754,19.57008,6,1745,2706321.774,842649.0616,14
184866,-99.99886,19.5697,6,1399,2709321.774,842649.0616,14
184867,-99.97018,19.56932,6,2211,2712321.774,842649.0616,14
184868,-99.94151,19.56893,6,2447,2715321.774,842649.0616,14
184869,-99.91283,19.56854,6,912,2718321.774,842649.0616,14
184870,-99.88416,19.56814,6,2174,2721321.774,842649.0616,14
184871,-99.85548,19.56774,6,7391,2724321.774,842649.0616,14
184872,-99.8268,19.56733,6,4105,2727321.774,842649.0616,14
184873,-99.79813,19.56691,6,7065,2730321.774,842649.0616,14
184874,-99.76945,19.56649,6,10149,2733321.774,842649.0616,14
184875,-99.74078,19.56607,6,8783,2736321.774,842649.0616,14
184876,-99.7121,19.56564,6,11260,2739321.774,842649.0616,14
184877,-99.68343,19.5652,6,4116,2742321.774,842649.0616,14
184878,-99.65475,19.56476,6,2535,2745321.774,842649.0616,14
184879,-99.62608,19.56431,6,2541,2748321.774,842649.0616,14
184880,-99.59741,19.56386,6,5076,2751321.774,842649.0616,14
184881,-99.56873,19.5634,6,17,2754321.774,842649.0616,14
184882,-99.54006,19.56294,6,0,2757321.774,842649.0616,14
184883,-99.51138,19.56247,6,0,2760321.774,842649.0616,14
184884,-99.48271,19.56199,6,0,2763321.774,842649.0616,14
184885,-99.45404,19.56151,6,194,2766321.774,842649.0616,14
184886,-99.42536,19.56103,6,4935,2769321.774,842649.0616,14
184887,-99.39669,19.56054,6,3536,2772321.774,842649.0616,14
184888,-99.36802,19.56004,6,0,2775321.774,842649.0616,14
184889,-99.33935,19.55954,6,1667,2778321.774,842649.0616,14
184890,-99.31067,19.55903,6,9306,2781321.774,842649.0616,14
184891,-99.282,19.55852,6,11592,2784321.774,842649.0616,14
184892,-99.25333,19.558,6,60285,2787321.774,842649.0616,14
184893,-99.22466,19.55748,6,78065,2790321.774,842649.0616,14
184894,-99.19599,19.55695,6,49506,2793321.774,842649.0616,14
184895,-99.16732,19.55642,6,83521,2796321.774,842649.0616,14
184896,-99.13865,19.55588,6,165767,2799321.774,842649.0616,14
184897,-99.10998,19.55533,6,46181,2802321.774,842649.0616,14
184898,-99.0813,19.55478,6,118468,2805321.774,842649.0616,14
184899,-99.05263,19.55423,6,85756,2808321.774,842649.0616,14
184900,-99.02396,19.55366,6,122832,2811321.774,842649.0616,14
184901,-98.99529,19.5531,6,0,2814321.774,842649.0616,14
184902,-98.96663,19.55253,6,0,2817321.774,842649.0616,14
184903,-98.93796,19.55195,6,1906,2820321.774,842649.0616,14
184904,-98.90929,19.55136,6,36566,2823321.774,842649.0616,14
184905,-98.88062,19.55078,6,20521,2826321.774,842649.0616,14
184906,-98.85195,19.55018,6,11598,2829321.774,842649.0616,14
184907,-98.82328,19.54958,6,6485,2832321.774,842649.0616,14
184908,-98.79461,19.54898,6,4869,2835321.774,842649.0616,14
184909,-98.76595,19.54837,6,479,2838321.774,842649.0616,14
184910,-98.73728,19.54775,6,3093,2841321.774,842649.0616,14
184911,-98.70861,19.54713,6,0,2844321.774,842649.0616,14
184912,-98.67994,19.5465,6,0,2847321.774,842649.0616,14
184913,-98.65128,19.54587,6,0,2850321.774,842649.0616,14
184914,-98.62261,19.54524,6,1206,2853321.774,842649.0616,14
184915,-98.59395,19.54459,6,28,2856321.774,842649.0616,14
184916,-98.56528,19.54394,6,2007,2859321.774,842649.0616,14
184917,-98.53661,19.54329,6,16,2862321.774,842649.0616,14
184918,-98.50795,19.54263,6,24,2865321.774,842649.0616,14
184919,-98.47928,19.54197,6,6,2868321.774,842649.0616,14
184920,-98.45062,19.5413,6,0,2871321.774,842649.0616,14
184921,-98.42195,19.54062,6,0,2874321.774,842649.0616,14
184922,-98.39329,19.53994,6,1,2877321.774,842649.0616,14
184923,-98.36463,19.53925,6,493,2880321.774,842649.0616,14
184924,-98.33596,19.53856,6,0,2883321.774,842649.0616,14
184925,-98.3073,19.53787,6,17,2886321.774,842649.0616,14
184926,-98.27864,19.53716,6,0,2889321.774,842649.0616,14
184927,-98.24997,19.53646,6,1,2892321.774,842649.0616,14
184928,-98.22131,19.53574,6,1132,2895321.774,842649.0616,14
184929,-98.19265,19.53502,6,117,2898321.774,842649.0616,14
184930,-98.16399,19.5343,6,1806,2901321.774,842649.0616,14
184931,-98.13533,19.53357,6,95,2904321.774,842649.0616,14
184932,-98.10666,19.53283,6,52,2907321.774,842649.0616,14
184933,-98.078,19.53209,6,349,2910321.774,842649.0616,14
184934,-98.04934,19.53135,6,1389,2913321.774,842649.0616,14
184935,-98.02068,19.5306,6,460,2916321.774,842649.0616,14
184936,-97.99202,19.52984,6,2495,2919321.774,842649.0616,14
184937,-97.96336,19.52908,6,159,2922321.774,842649.0616,14
184938,-97.9347,19.52831,6,18,2925321.774,842649.0616,14
184939,-97.90604,19.52754,6,1565,2928321.774,842649.0616,14
184940,-97.87739,19.52676,6,214,2931321.774,842649.0616,14
184941,-97.84873,19.52597,6,1,2934321.774,842649.0616,14
184942,-97.82007,19.52518,6,10,2937321.774,842649.0616,14
184943,-97.79141,19.52439,6,344,2940321.774,842649.0616,14
184944,-97.76275,19.52359,6,857,2943321.774,842649.0616,14
184945,-97.7341,19.52278,6,0,2946321.774,842649.0616,14
184946,-97.70544,19.52197,6,198,2949321.774,842649.0616,14
184947,-97.67678,19.52116,6,1003,2952321.774,842649.0616,14
184948,-97.64813,19.52033,6,127,2955321.774,842649.0616,14
184949,-97.61947,19.51951,6,3214,2958321.774,842649.0616,14
185919,-100.17056,19.59906,6,2697,2691321.774,845649.0616,14
185920,-100.14187,19.59871,6,4308,2694321.774,845649.0616,14
185921,-100.11319,19.59836,6,1002,2697321.774,845649.0616,14
185922,-100.08451,19.598,6,2652,2700321.774,845649.0616,14
185923,-100.05583,19.59763,6,2539,2703321.774,845649.0616,14
185924,-100.02714,19.59726,6,5558,2706321.774,845649.0616,14
185925,-99.99846,19.59688,6,6000,2709321.774,845649.0616,14
185926,-99.96978,19.5965,6,4447,2712321.774,845649.0616,14
185927,-99.9411,19.59611,6,2386,2715321.774,845649.0616,14
185928,-99.91241,19.59572,6,2502,2718321.774,845649.0616,14
185929,-99.88373,19.59532,6,7011,2721321.774,845649.0616,14
185930,-99.85505,19.59492,6,1370,2724321.774,845649.0616,14
185931,-99.82637,19.59451,6,3549,2727321.774,845649.0616,14
185932,-99.79769,19.59409,6,6543,2730321.774,845649.0616,14
185933,-99.76901,19.59367,6,8979,2733321.774,845649.0616,14
185934,-99.74033,19.59325,6,7449,2736321.774,845649.0616,14
185935,-99.71165,19.59282,6,643,2739321.774,845649.0616,14
185936,-99.68297,19.59238,6,2109,2742321.774,845649.0616,14
185937,-99.65429,19.59194,6,4557,2745321.774,845649.0616,14
185938,-99.62561,19.59149,6,1210,2748321.774,845649.0616,14
185939,-99.59693,19.59104,6,1943,2751321.774,845649.0616,14
185940,-99.56825,19.59058,6,16,2754321.774,845649.0616,14
185941,-99.53957,19.59012,6,0,2757321.774,845649.0616,14
185942,-99.51089,19.58965,6,0,2760321.774,845649.0616,14
185943,-99.48221,19.58917,6,0,2763321.774,845649.0616,14
185944,-99.45353,19.58869,6,0,2766321.774,845649.0616,14
185945,-99.42485,19.58821,6,2236,2769321.774,845649.0616,14
185946,-99.39617,19.58772,6,2399,2772321.774,845649.0616,14
185947,-99.36749,19.58722,6,1936,2775321.774,845649.0616,14
185948,-99.33881,19.58672,6,4802,2778321.774,845649.0616,14
185949,-99.31014,19.58621,6,18573,2781321.774,845649.0616,14
185950,-99.28146,19.5857,6,56173,2784321.774,845649.0616,14
185951,-99.25278,19.58518,6,123113,2787321.774,845649.0616,14
185952,-99.2241,19.58466,6,85822,2790321.774,845649.0616,14
185953,-99.19543,19.58413,6,68302,2793321.774,845649.0616,14
185954,-99.16675,19.5836,6,75910,2796321.774,845649.0616,14
185955,-99.13807,19.58306,6,21856,2799321.774,845649.0616,14
185956,-99.1094,19.58251,6,3244,2802321.774,845649.0616,14
185957,-99.08072,19.58196,6,19550,2805321.774,845649.0616,14
185958,-99.05205,19.5814,6,89870,2808321.774,845649.0616,14
185959,-99.02337,19.58084,6,60668,2811321.774,845649.0616,14
185960,-98.99469,19.58028,6,40654,2814321.774,845649.0616,14
185961,-98.96602,19.5797,6,14531,2817321.774,845649.0616,14
185962,-98.93734,19.57913,6,13021,2820321.774,845649.0616,14
185963,-98.90867,19.57854,6,14618,2823321.774,845649.0616,14
185964,-98.87999,19.57795,6,10140,2826321.774,845649.0616,14
185965,-98.85132,19.57736,6,6903,2829321.774,845649.0616,14
185966,-98.82265,19.57676,6,6576,2832321.774,845649.0616,14
185967,-98.79397,19.57616,6,3013,2835321.774,845649.0616,14
185968,-98.7653,19.57555,6,16,2838321.774,845649.0616,14
185969,-98.73663,19.57493,6,0,2841321.774,845649.0616,14
185970,-98.70795,19.57431,6,0,2844321.774,845649.0616,14
185971,-98.67928,19.57368,6,115,2847321.774,845649.0616,14
185972,-98.65061,19.57305,6,624,2850321.774,845649.0616,14
185973,-98.62194,19.57241,6,0,2853321.774,845649.0616,14
185974,-98.59326,19.57177,6,81,2856321.774,845649.0616,14
185975,-98.56459,19.57112,6,10668,2859321.774,845649.0616,14
185976,-98.53592,19.57047,6,45,2862321.774,845649.0616,14
185977,-98.50725,19.56981,6,26,2865321.774,845649.0616,14
185978,-98.47858,19.56914,6,831,2868321.774,845649.0616,14
185979,-98.44991,19.56847,6,521,2871321.774,845649.0616,14
185980,-98.42124,19.5678,6,626,2874321.774,845649.0616,14
185981,-98.39257,19.56712,6,0,2877321.774,845649.0616,14
185982,-98.3639,19.56643,6,1535,2880321.774,845649.0616,14
185983,-98.33523,19.56574,6,6,2883321.774,845649.0616,14
185984,-98.30656,19.56504,6,584,2886321.774,845649.0616,14
185985,-98.27789,19.56434,6,1770,2889321.774,845649.0616,14
185986,-98.24922,19.56363,6,48,2892321.774,845649.0616,14
185987,-98.22056,19.56292,6,1304,2895321.774,845649.0616,14
185988,-98.19189,19.5622,6,70,2898321.774,845649.0616,14
185989,-98.16322,19.56147,6,159,2901321.774,845649.0616,14
185990,-98.13455,19.56074,6,323,2904321.774,845649.0616,14
185991,-98.10589,19.56001,6,230,2907321.774,845649.0616,14
185992,-98.07722,19.55927,6,7,2910321.774,845649.0616,14
185993,-98.04855,19.55852,6,0,2913321.774,845649.0616,14
185994,-98.01989,19.55777,6,503,2916321.774,845649.0616,14
185995,-97.99122,19.55701,6,313,2919321.774,845649.0616,14
185996,-97.96256,19.55625,6,11,2922321.774,845649.0616,14
185997,-97.93389,19.55548,6,583,2925321.774,845649.0616,14
185998,-97.90523,19.55471,6,2367,2928321.774,845649.0616,14
185999,-97.87656,19.55393,6,17,2931321.774,845649.0616,14
186000,-97.8479,19.55315,6,254,2934321.774,845649.0616,14
186001,-97.81923,19.55236,6,83,2937321.774,845649.0616,14
186002,-97.79057,19.55156,6,757,2940321.774,845649.0616,14
186003,-97.76191,19.55076,6,1853,2943321.774,845649.0616,14
186004,-97.73324,19.54995,6,591,2946321.774,845649.0616,14
186005,-97.70458,19.54914,6,363,2949321.774,845649.0616,14
186006,-97.67592,19.54833,6,254,2952321.774,845649.0616,14
186007,-97.64726,19.5475,6,3898,2955321.774,845649.0616,14
186008,-97.6186,19.54668,6,146,2958321.774,845649.0616,14
186978,-100.17019,19.62625,6,3926,2691321.774,848649.0616,14
186979,-100.1415,19.6259,6,1194,2694321.774,848649.0616,14
186980,-100.11281,19.62554,6,1047,2697321.774,848649.0616,14
186981,-100.08413,19.62518,6,2312,2700321.774,848649.0616,14
186982,-100.05544,19.62481,6,2004,2703321.774,848649.0616,14
186983,-100.02675,19.62444,6,3974,2706321.774,848649.0616,14
186984,-99.99806,19.62407,6,2894,2709321.774,848649.0616,14
186985,-99.96937,19.62368,6,2776,2712321.774,848649.0616,14
186986,-99.94069,19.6233,6,622,2715321.774,848649.0616,14
186987,-99.912,19.6229,6,6507,2718321.774,848649.0616,14
186988,-99.88331,19.6225,6,3174,2721321.774,848649.0616,14
186989,-99.85462,19.6221,6,1395,2724321.774,848649.0616,14
186990,-99.82594,19.62169,6,1838,2727321.774,848649.0616,14
186991,-99.79725,19.62128,6,128,2730321.774,848649.0616,14
186992,-99.76856,19.62086,6,2690,2733321.774,848649.0616,14
186993,-99.73988,19.62043,6,3025,2736321.774,848649.0616,14
186994,-99.71119,19.62,6,1090,2739321.774,848649.0616,14
186995,-99.6825,19.61956,6,1232,2742321.774,848649.0616,14
186996,-99.65382,19.61912,6,5446,2745321.774,848649.0616,14
186997,-99.62513,19.61867,6,5735,2748321.774,848649.0616,14
186998,-99.59644,19.61822,6,0,2751321.774,848649.0616,14
186999,-99.56776,19.61776,6,0,2754321.774,848649.0616,14
187000,-99.53907,19.6173,6,0,2757321.774,848649.0616,14
187001,-99.51039,19.61683,6,0,2760321.774,848649.0616,14
187002,-99.4817,19.61635,6,0,2763321.774,848649.0616,14
187003,-99.45302,19.61587,6,0,2766321.774,848649.0616,14
187004,-99.42433,19.61539,6,5472,2769321.774,848649.0616,14
187005,-99.39565,19.6149,6,67,2772321.774,848649.0616,14
187006,-99.36697,19.6144,6,5670,2775321.774,848649.0616,14
187007,-99.33828,19.6139,6,32527,2778321.774,848649.0616,14
187008,-99.3096,19.61339,6,70993,2781321.774,848649.0616,14
187009,-99.28092,19.61288,6,70181,2784321.774,848649.0616,14
187010,-99.25223,19.61236,6,59937,2787321.774,848649.0616,14
187011,-99.22355,19.61184,6,55055,2790321.774,848649.0616,14
187012,-99.19487,19.61131,6,49733,2793321.774,848649.0616,14
187013,-99.16618,19.61078,6,106562,2796321.774,848649.0616,14
187014,-99.1375,19.61024,6,29931,2799321.774,848649.0616,14
