GRID,CVENTMUN,Fter
248413,22013,0.007367804
248414,22013,0.073077208
249415,11020,0.02934938
249415,11030,0.016631621
249418,11030,0.009637382
249419,11030,0.013953485
249420,11030,0.039071668
249454,11043,0.063741645
249458,11043,0.057320025
249471,11006,0.064345571
249473,11006,0.033002437
249473,22013,0.027356283
250473,11030,0.018282996
250474,11030,0.004287304
250477,11030,0.012577211
250478,11030,0.034470024
250479,11030,0.002461063
250487,11014,0.005370824
250513,11043,0.001506677
250514,11043,0.007220821
250517,11043,0.06444387
250518,11043,0.085739633
250530,11006,0.050889403
250531,11006,0.075983421
250532,11006,0.099757419
250533,11006,0.002016797
251522,14053,0.026555355
251524,14053,0.054573185
251525,11020,0.031811622
251525,14053,0.043722041
251532,11030,0.022101445
251537,11030,0.022463455
251539,11030,0.014598416
251540,11030,0.025610427
251557,11029,0.006182569
251558,11029,0.011650698
251558,11033,0.043110901
251561,11033,0.000508014
251564,11033,0.004679854
251570,11043,0.029140442
251572,11043,0.026528494
251573,11043,0.020704277
251577,11043,0.033649079
251577,11045,0.042414107
251578,11045,0.030742983
251585,11045,0.077718237
251586,11006,0.000903524
251586,11045,0.078604424
251587,11006,0.011843151
251590,11006,0.027866025
251592,11006,0.017327774
252580,14053,0.088355653
252581,14053,0.058298268
252582,14053,0.085932905
252583,14053,0.041861068
252584,11030,0.004735955
252584,14053,0.010519799
252585,11020,0.043985289
252585,11030,0.01489938
252591,11030,0.020755963
252597,11030,0.016388006
252598,11030,0.029784069
252599,11030,0.04572919
252616,11029,0.064616407
252617,11029,0.09825411
252617,11033,0.006039665
252618,11029,0.039762054
252618,11033,0.001540232
252623,11033,0.016739521
252629,11043,0.003385268
252630,11043,0.030206106
252631,11043,0.024451005
252632,11043,0.049434634
252633,11043,0.035988262
252634,11043,0.047825539
252635,11043,0.07413649
252636,11043,0.030820056
252636,11045,0.046030525
252639,11045,0.041465806
252640,11045,0.057387203
252643,11045,0.01628967
252644,11045,0.11643823
252645,11045,0.046773086
252646,11006,0.06657691
252647,11006,0.055320938
252653,22002,0.029955117
252653,22003,0.088442178
253635,14053,0.051169506
253636,14053,0.073353391
253637,14053,0.079132857
253638,14053,0.080895775
253639,14053,0.056877493
253648,11030,0.037125005
253650,11030,0.013192275
253658,11030,0.04166614
253659,11030,0.004451225
253663,11030,0.000891525
253675,11029,0.106279089
253676,11029,0.012640406
253676,11033,0.025611591
253677,11033,0.00529715
253681,11033,0.00033338
253682,11033,0.016356688
253699,11045,0.078912498
253700,11045,0.079613879
253701,11045,0.079179935
253702,11045,0.153716953
253706,11006,0.068857964
253707,11006,0.015541203
253712,22003,0.0339045
254696,14053,0.012543148
254707,11030,0.040211472
254709,11030,0.00204076
254718,11030,0.056651556
254719,11030,0.029640765
254733,11029,0.024343489
254734,11029,0.082542416
254735,11033,0.000404937
254736,11029,0.036127149
254736,11033,0.009113421
254740,11033,0.017013866
254745,11033,0.002184974
254746,11033,0.001310549
254764,11045,0.014086301
254765,11006,0.096131282
254765,11045,0.01238915
254766,11006,0.010653237
254767,11006,0.007674135
254767,22003,0.076951764
255766,11022,0.102983776
255766,11030,0.009614618
255792,11029,0.108907233
255799,11033,0.013824489
255800,11033,0.025910418
255823,11045,0.007915037
255824,11006,0.025927989
255824,11045,0.020321976
255825,11006,0.057065398
255826,22003,0.009080939
255827,22003,0.102903425
256825,11022,0.17300151
256849,11029,0.001198957
256850,11029,0.063600492
256851,11029,0.102720086
256852,11029,0.050695882
256853,11029,0.024687194
256857,11033,0.02644174
256858,11033,0.04272957
256859,11033,0.018398658
256861,11033,0.021582127
256886,22003,0.163117034
256887,22003,0.047992827
257884,11022,0.121768986
257885,11022,0.05768431
257907,11029,0.023197104
257908,11029,0.050528706
257909,11029,0.055649741
257912,11029,0.03641622
257912,11033,0.022414862
257913,11033,0.035397234
257914,11033,0.038836456
257915,11033,0.028254816
257916,11033,0.017587814
257918,11033,0.004590237
257919,11033,0.05692734
257920,11033,0.053301703
257946,22003,0.104857078
257947,22003,0.171217032
257948,22003,0.126148071
258944,11022,0.075897179
258973,11033,0.001512527
258974,11033,0.018304581
258978,11033,0.023540163
258979,11033,0.021199014
258980,11033,0.04732529
260036,11033,0.009296811
260037,11033,0.029438042
260039,11033,0.039908429
261098,11033,0.034273354
262156,11033,0.026256508
262156,24043,0.056371801
262157,11033,0.013258427
262183,22003,0.059331576
262184,22003,0.016053575
262184,24019,0.314581195
263182,11022,0.036539489
263183,11022,0.011732862
263215,11033,0.053868192
263215,24043,0.035589504
263216,11033,0.003172755
263232,24027,0.035774291
263233,24027,0.066616568
263241,24019,0.098728856
264242,11022,0.136809764
264274,11033,0.005837691
264275,11033,0.035077261
264284,11043,0.001117411
264292,24027,0.163409089
264293,24027,0.120254393
264294,24027,0.152541621
265301,11022,0.122014566
265302,11022,0.134744911
265303,11022,0.026822647
265303,11030,0.034160985
265304,11030,0.042704694
265305,11030,0.034576335
265329,24043,0.173635799
265333,24043,0.485675804
265351,24027,0.014195512
265353,24027,0.035059308
265354,24027,0.148367545
265355,24027,0.040193215
266341,14053,0.002964813
266364,11030,0.03936754
266365,11030,0.004094841
266388,24043,0.163441099
266392,24043,0.085285994
266406,24024,0.036325828
266414,24027,0.04801164
266415,24027,0.090755551
267397,14035,0.073523662
267398,14035,0.807869485
267398,14053,0.011961906
267424,11030,0.027581159
267432,11030,0.014491546
267444,24032,0.005601934
267465,24024,0.030432537
267466,24024,0.124676543
267474,24019,0.105032757
267474,24027,0.063835794
267475,24019,0.481657192
267475,24027,0.001686474
268457,14035,0.089053844
268458,14035,0.029553009
268458,14053,0.069059593
268491,11030,0.021369393
268492,11030,0.00145326
268493,24050,0.086055765
268494,24050,0.141690321
268525,24024,0.118335465
268526,24024,0.010190276
268530,24024,0.062889957
268531,24024,0.105163274
268532,24024,0.04141951
268534,24023,0.126849442
268534,24027,0.019298999
269517,14053,0.037370331
269522,14053,0.003832405
269551,11030,0.010410258
269551,24050,0.160549378
269584,24024,0.008006021
269585,24024,0.108486973
269591,24024,0.101931574
269593,24023,0.132565336
270576,14053,0.035869069
270589,14064,0.704128992
270610,24050,0.254935379
270611,24050,0.037000288
270622,24032,0.055016999
270623,24032,0.208789296
270624,24032,0.168402854
270644,24024,0.055965183
270645,24024,0.100509663
270650,24024,0.024978498
270652,24023,0.137258936
270653,24023,0.038114636
270654,24023,0.041450873
270655,24023,0.109198555
271635,14053,0.019608758
271636,14053,0.016648917
271656,11030,0.041070757
271670,24050,0.133966856
271677,24032,0.00023714
271683,24032,0.137606902
271684,24032,0.027554621
271704,24024,0.037176355
271705,24024,0.022052099
271712,24023,0.090308053
271713,24023,0.105551085
271714,24023,0.018583198
271715,24023,0.098255209
272694,14053,0.017865963
272695,14053,0.0210278
272705,14064,0.295871008
272715,11030,0.017547318
272715,24046,1
272723,24050,0.174440406
272724,24050,0.011361606
272743,24032,0.041430271
272744,24032,0.189584423
272745,24032,0.165775561
272764,24024,0.009839625
272765,24024,0.001620619
272774,24023,0.101864678
