GRIDCODE,CVENTMUN,Fb
1396564,16014,2.06373E-05
1396565,16014,0.004734006
1396566,16014,0.00549919
1396567,16014,0.00549919
1396568,16014,0.004375562
1396569,16014,0.000337312
1396570,16014,0.004667474
1396571,16014,0.00074407
1396573,16014,0.000767062
1396574,16014,0.000239101
1396574,16026,0.000571985
1396575,16026,0.00152299
1396576,16026,0.004568598
1396577,16026,0.005118793
1396578,16026,0.005118793
1396579,16026,0.005118793
1399725,06009,4.60932E-05
1399726,06009,0.003341209
1399727,06009,0.000560281
1399728,06009,0.001821848
1399729,06009,0.003935013
1399730,06009,0.003935013
1399731,06009,0.003935013
1399732,06009,0.002611347
1399733,06009,2.26536E-06
1399734,06009,0.002597638
1399735,06009,0.003934784
1399736,06009,0.003935013
1399737,06009,0.003935013
1399738,06009,0.003935013
1399739,06009,0.003686806
1399740,06009,0.003205242
1399741,06009,0.003800504
1399742,06006,9.59735E-07
1399742,06009,0.000292439
1399743,16014,0.003465647
1399744,16014,0.00549919
1399745,16014,0.00549919
1399746,16014,0.002991435
1399748,16014,0.001124042
1399750,16014,8.04949E-07
1399750,16026,9.19463E-05
1399751,16014,0.002927106
1399751,16026,0.001787642
1399752,16014,0.00102907
1399752,16026,0.002833426
1399753,16014,4.7802E-05
1399753,16026,0.005074113
1399754,16026,0.005118793
1399755,16026,0.005118793
1399756,16026,0.005118793
1399757,16026,0.005118793
1402903,06009,6.66371E-05
1402904,06009,0.002066947
1402905,06009,0.000788396
1402906,06009,0.003711356
1402907,06009,0.003935013
1402908,06009,0.003935013
1402909,06009,0.003935013
1402910,06009,0.003842535
1402911,06009,0.000284149
1402912,06009,3.37168E-06
1402913,06009,0.000707007
1402914,06009,0.002928168
1402915,06009,0.003857228
1402916,06009,0.003935013
1402917,06009,0.003935013
1402918,06006,0.000216707
1402918,06009,0.003679042
1402919,06006,0.001981713
1402919,06009,0.001594243
1402920,06006,0.000450688
1402920,06009,2.83233E-05
1402920,16014,0.000525148
1402921,16014,0.005475814
1402922,16014,0.00549919
1402923,16014,0.005414987
1402924,16014,0.002633318
1402925,16014,0.0033404
1402926,16014,5.14532E-06
1402927,16014,0.001148736
1402927,16026,0.000167569
1402928,16014,0.000121352
1402928,16026,0.004029009
1402929,16026,0.005118793
1402930,16026,0.005118793
1402931,16026,0.005118793
1402932,16026,0.005118793
1402933,16026,0.005118793
1402934,16026,0.005118793
1402935,16026,0.005118793
1406081,06009,0.001637621
1406082,06009,0.003828965
1406083,06009,0.000662693
1406084,06009,0.003074091
1406085,06009,0.003935013
1406086,06009,0.003935013
1406087,06009,0.003518507
1406088,06009,0.003935013
1406089,06009,0.003934473
1406090,06009,0.003058725
1406091,06009,0.001293798
1406092,06009,6.32097E-05
1406093,06009,0.001638341
1406094,06009,0.003935013
1406095,06006,0.000764531
1406095,06009,0.00303196
1406096,06006,0.00302707
1406096,06009,0.000359483
1406097,06006,0.003308646
1406098,06006,0.000946957
1406098,16014,6.79493E-05
1406099,16014,0.004448803
1406100,16014,0.00549919
1406101,16014,0.004204949
1406102,16014,0.005350406
1406103,16014,0.004576705
1406103,16026,0.000845222
1406104,16014,0.002372432
1406104,16026,0.002213161
1406105,16014,0.000814348
1406105,16026,0.004360776
1406106,16014,1.85331E-05
1406106,16026,0.005101541
1406107,16026,0.005118793
1406108,16026,0.005118793
1406109,16026,0.005118793
1406110,16026,0.005118793
1406111,16026,0.005118793
1406112,16026,0.005118793
1406113,16026,0.005118793
1409259,06009,0.002774318
1409260,06009,0.003783642
1409261,06009,0.001031054
1409262,06009,0.000229604
1409263,06009,0.001172093
1409264,06009,0.000923367
1409265,06009,0.00220849
1409266,06009,0.003123009
1409267,06009,0.003935013
1409268,06009,0.003935013
1409269,06009,0.003745616
1409270,06009,0.001504185
1409271,06009,0.001278532
1409272,06006,0.000182745
1409272,06009,0.002722378
1409273,06006,0.002541287
1409273,06009,0.000933283
1409274,06006,0.003331411
1409275,06006,0.00306651
1409276,06006,0.00058325
1409276,16014,0.000911048
1409277,16014,0.005275656
1409278,16014,0.00549919
1409279,16014,0.001494039
1409280,16014,0.005494333
1409281,16014,0.002185745
1409281,16026,0.003084243
1409282,16014,9.19305E-05
1409282,16026,0.005033221
1409283,16026,0.005118793
1409284,16026,0.005118793
1409285,16026,0.005118793
1409286,16026,0.005118793
1409287,16026,0.005118793
1409288,16026,0.005118793
1409289,16026,0.005118793
1409290,16026,0.005118793
1409291,16026,0.005118793
1412437,06009,0.000824437
1412438,06009,0.001678697
1412439,06009,0.003627368
1412440,06009,0.000813267
1412443,06009,7.44209E-05
1412444,06009,0.000184609
1412445,06009,0.003888896
1412446,06009,0.003935013
1412447,06006,0.00017136
1412447,06009,0.003732605
1412448,06006,0.001060884
1412448,06009,0.00224882
1412449,06006,2.11593E-05
1412449,06009,0.000167308
1412450,06006,0.001196649
1412450,06009,8.93533E-06
1412451,06006,0.002325995
1412452,06006,0.002820015
1412453,06006,0.000643586
1412454,16014,0.004191457
1412455,16014,0.00549919
1412456,16014,0.005442958
1412457,16014,0.001935688
1412458,16014,0.00549919
1412459,16014,0.00549919
1412460,16014,0.003449613
1412460,16026,0.001907801
1412461,16026,0.005118793
1412462,16026,0.005118793
1412463,16026,0.005118793
1412464,16026,0.005118793
1412465,16026,0.005118793
1412466,16026,0.005118793
1412467,16026,0.005118793
1412468,16026,0.005118793
1412469,16026,0.005118793
1415595,06001,0.000710738
1415595,06009,3.56044E-05
1415596,06001,2.18641E-05
1415596,06009,0.000552152
1415616,06009,0.000663779
1415617,06009,0.00352923
1415618,06009,0.002579813
1415619,06009,0.002312016
1415620,06009,0.002017921
1415621,06009,0.003360874
1415622,06009,0.003454121
1415623,06009,0.003733943
1415624,06009,0.003525928
1415625,06006,0.002540898
1415625,06009,0.000660124
1415626,06006,0.00147018
1415627,06006,0.001544504
1415628,06006,0.003190496
