GRIDCODE,LONG,LATITUDE,Huso,POB,UTMX,UTMY,UTMZ
404076,-100.002198,25.205553,6,71,2700321.77420,1463649.06160,14
404077,-99.972283,25.205171,6,51,2703321.77420,1463649.06160,14
404078,-99.942368,25.204783,6,342,2706321.77420,1463649.06160,14
404079,-99.912454,25.20439,6,60,2709321.77420,1463649.06160,14
404080,-99.882539,25.203991,6,196,2712321.77420,1463649.06160,14
404081,-99.852625,25.203586,6,6407,2715321.77420,1463649.06160,14
404082,-99.822711,25.203176,6,11554,2718321.77420,1463649.06160,14
404083,-99.792797,25.20276,6,3386,2721321.77420,1463649.06160,14
404084,-99.762884,25.202338,6,274,2724321.77420,1463649.06160,14
404085,-99.73297,25.201911,6,36,2727321.77420,1463649.06160,14
404086,-99.703057,25.201478,6,0,2730321.77420,1463649.06160,14
404087,-99.673144,25.201039,6,11,2733321.77420,1463649.06160,14
404088,-99.643231,25.200595,6,14,2736321.77420,1463649.06160,14
405098,-101.108965,25.242913,6,0,2589321.77420,1466649.06160,14
405099,-101.079039,25.242741,6,10,2592321.77420,1466649.06160,14
405100,-101.049113,25.242563,6,161,2595321.77420,1466649.06160,14
405101,-101.019188,25.24238,6,2,2598321.77420,1466649.06160,14
405102,-100.989262,25.242191,6,1,2601321.77420,1466649.06160,14
405103,-100.959336,25.241996,6,3,2604321.77420,1466649.06160,14
405104,-100.929411,25.241796,6,1,2607321.77420,1466649.06160,14
405105,-100.899486,25.24159,6,0,2610321.77420,1466649.06160,14
405106,-100.86956,25.241378,6,0,2613321.77420,1466649.06160,14
405107,-100.839635,25.241161,6,270,2616321.77420,1466649.06160,14
405108,-100.80971,25.240938,6,3,2619321.77420,1466649.06160,14
405109,-100.779785,25.240709,6,20,2622321.77420,1466649.06160,14
405110,-100.74986,25.240474,6,0,2625321.77420,1466649.06160,14
405111,-100.719936,25.240234,6,400,2628321.77420,1466649.06160,14
405112,-100.690011,25.239989,6,202,2631321.77420,1466649.06160,14
405113,-100.660086,25.239737,6,0,2634321.77420,1466649.06160,14
405114,-100.630162,25.23948,6,0,2637321.77420,1466649.06160,14
405115,-100.600238,25.239217,6,9,2640321.77420,1466649.06160,14
405116,-100.570314,25.238949,6,9,2643321.77420,1466649.06160,14
405117,-100.54039,25.238675,6,3,2646321.77420,1466649.06160,14
405118,-100.510466,25.238395,6,258,2649321.77420,1466649.06160,14
405119,-100.480542,25.238109,6,31,2652321.77420,1466649.06160,14
405120,-100.450618,25.237818,6,109,2655321.77420,1466649.06160,14
405121,-100.420695,25.237521,6,218,2658321.77420,1466649.06160,14
405122,-100.390771,25.237219,6,10,2661321.77420,1466649.06160,14
405123,-100.360848,25.23691,6,0,2664321.77420,1466649.06160,14
405124,-100.330925,25.236596,6,0,2667321.77420,1466649.06160,14
405125,-100.301002,25.236277,6,0,2670321.77420,1466649.06160,14
405126,-100.271079,25.235952,6,70,2673321.77420,1466649.06160,14
405127,-100.241157,25.235621,6,55,2676321.77420,1466649.06160,14
