GRIDCODE,CID,Fracc,Fracv
414666,19009,0.003072195,0.001525652
414667,19009,0.012162144,0.006039719
414667,19009,0.004023854,0.001998245
414668,19009,0.013518832,0.00671345
414668,19009,0.002667166,0.001324514
414669,19009,0.004172288,0.002071958
414669,19009,0.005767383,0.002864082
414670,19009,0.010670182,0.005298811
414671,19009,0.001396571,0.000693537
414672,19009,0.004571376,0.002270145
414673,19009,0.003550732,0.001763293
414673,19009,0.004914596,0.002440588
414674,19009,9.74E-05,4.84E-05
414674,19009,0.011181983,0.005552971
414674,19042,0.000853944,0.000128797
414675,19009,0.004340312,0.002155398
414675,19042,0.009711545,0.001464751
414675,19042,0.002482758,0.000374464
414676,19042,0.014793456,0.002231234
414676,19042,0.002140058,0.000322776
414677,19022,0.008492068,0.000951051
414677,19042,0.012189984,0.001838564
414678,19022,0.003147195,0.000352463
414678,19042,0.012950871,0.001953325
415690,5027,0.0060314,0.00022099
415691,5027,0.00800979,0.000293478
415692,5027,0.010421891,0.000381857
415692,5030,0.001346983,6.00E-05
415693,5027,0.005095354,0.000186693
415693,5027,0.012249238,0.000448811
415693,5030,0.002283062,0.000101667
415693,5030,0.011477694,0.000511113
415694,5004,0.00405776,0.000968997
415694,5027,0.008228756,0.000301501
415694,5027,0.004881738,0.000178866
415694,5030,2.41E-04,1.07E-05
415694,5030,0.000277398,1.24E-05
415695,5004,0.001161506,0.000277369
415695,5027,0.021234508,0.00077803
415696,5027,0.006814703,0.00024969
415701,5004,0.00657729,0.001570663
415701,5027,0.00047708,1.75E-05
415702,5004,0.015873755,0.003790668
415703,5004,0.015289483,0.003651143
415703,5027,0.000316929,1.16E-05
415704,5004,0.00039716,9.48E-05
415721,19009,0.006027615,0.002993313
415721,19031,0.001703993,0.000798304
415721,19049,0.000497156,4.85E-05
415722,19009,0.011976406,0.005947481
415722,19031,0.012060899,0.00565041
415722,19049,0.007086301,0.00069122
415723,19009,0.015770698,0.007831726
415723,19031,0.002065188,0.00096752
415724,19009,0.015988652,0.007939962
415724,19009,0.000197346,9.80E-05
415725,19009,0.009257335,0.004597191
415725,19009,0.000131034,6.51E-05
415725,19009,0.000944704,0.00046914
415725,19009,0.005852925,0.002906562
415726,19009,0.014635515,0.007267995
415726,19009,0.001548245,0.000768858
415726,19009,2.24E-06,1.11E-06
415727,19009,0.006665396,0.003310034
415727,19009,0.009520602,0.00472793
415728,19009,0.015314329,0.007605093
415729,19009,0.008436991,0.004189808
415729,19009,0.001931315,0.000959091
415730,19009,0.009553056,0.004744046
415731,19009,0.001366986,0.000678845
415732,19009,0.008483448,0.004212879
415733,19009,0.012857009,0.006384789
415734,19009,0.001262965,0.000627188
415735,19009,0.000199498,9.91E-05
415735,19042,0.010619093,0.001601633
415736,19042,0.019615944,0.00295859
415736,19042,0.000509555,7.69E-05
415737,19022,0.000507709,5.69E-05
415737,19042,0.000252794,3.81E-05
415737,19042,0.030002545,0.004525157
416747,5027,3.98E-06,1.46E-07
416748,5027,0.000297831,1.09E-05
416749,5027,0.006594246,0.000241612
416750,5027,0.027723381,0.001015782
416752,5027,1.70E-04,6.22E-06
416752,5027,0.013260807,0.000485875
416753,5027,3.14E-06,1.15E-07
416753,5027,6.63E-05,2.43E-06
416753,5027,1.76E-05,6.45E-07
416754,5027,0.021486488,0.000787263
416755,5027,0.001826506,6.69E-05
416780,19009,0.000489941,0.000243305
416780,19031,0.038103442,0.017851081
416781,19009,0.003039562,0.001509446
416781,19031,0.06537416,0.03062714
416782,19009,0.01266598,0.006289924
416782,19031,0.017504229,0.008200556
416783,19009,0.015975362,0.007933362
416783,19009,0.000190418,9.46E-05
416784,19009,0.006466618,0.003211321
416784,19009,0.00971938,0.004826643
416785,19009,0.009221493,0.004579392
416785,19009,0.006964505,0.003458572
416786,19009,0.000236285,0.000117339
416786,19009,0.015949712,0.007920625
416787,19009,0.014354711,0.007128547
416788,19009,0.000989299,0.000491286
416788,19009,0.011568915,0.005745121
416789,19009,0.00749264,0.003720844
416789,19009,0.007791549,0.003869282
416790,19009,0.003963104,0.001968077
416790,19009,0.010462175,0.005195514
416791,19009,0.011212261,0.005568007
416792,19009,0.010739422,0.005333195
416794,19009,5.46E-05,2.71E-05
416794,19042,0.005266427,0.000794313
416795,19042,0.016837554,0.002539537
416795,19042,4.24758E-05,6.41E-06
416796,19042,0.014750822,0.002224804
416796,19042,0.016052344,0.002421107
417806,5027,0.004282268,0.000156902
417807,5027,0.015335881,0.000561905
417809,5027,0.001146748,4.20E-05
417811,5027,0.013199632,0.000483633
417812,5027,0.007359388,0.000269647
417813,5027,0.001345221,4.93E-05
417838,19031,0.000459642,0.000215338
417839,19009,0.001047641,0.000520258
417839,19031,0.032149355,0.015061651
417840,19009,0.009756428,0.004845041
417840,19031,0.008120792,0.00380451
417841,19009,0.009067295,0.004502817
417842,19009,0.006777064,0.003365489
417843,19009,0.014137951,0.007020904
417843,19009,0.001613757,0.000801391
417844,19009,0.006583141,0.003269187
417844,19009,0.00911533,0.004526671
417845,19009,0.014078066,0.006991165
417846,19009,0.001435691,0.000712964
417847,19009,0.000357528,0.000177548
417848,19009,0.003126024,0.001552383
417849,19009,0.004712005,0.002339981
417850,19009,8.96E-05,4.45E-05
